cell_id,PRG1_G1,PRG1_G2,PRG1_G3,PRG1_G4,PRG1_G5,PRG1_G6,PRG2_G1,PRG2_G2,PRG2_G3,PRG2_G4,PRG2_G5,PRG2_G6,PRG3_G1,PRG3_G2,PRG3_G3,PRG3_G4,PRG3_G5,PRG3_G6,PRG4_G1,PRG4_G2,PRG4_G3,PRG4_G4,PRG4_G5,PRG4_G6,PRG5_G1,PRG5_G2,PRG5_G3,PRG5_G4,PRG5_G5,PRG5_G6,PRG6_G1,PRG6_G2,PRG6_G3,PRG6_G4,PRG6_G5,PRG6_G6,PRG7_G1,PRG7_G2,PRG7_G3,PRG7_G4,PRG7_G5,PRG7_G6,PRG8_G1,PRG8_G2,PRG8_G3,PRG8_G4,PRG8_G5,PRG8_G6
pertE_b1_c081,5.7099,5.2655,5.5825,5.4365,4.9795,5.4876,5.6268,5.4876,6.0165,5.7866,5.7099,5.8579,5.4365,5.5362,5.6268,5.2013,5.6692,5.7866,5.5362,5.5362,5.749,5.059,5.7866,5.8579,5.3258,4.8931,5.4876,5.3827,5.8917,5.8917,3.6136,3.8946,3.8946,3.2216,3.6136,0.0,5.2013,5.749,5.5825,5.3827,5.749,5.4365,4.2932,3.2216,3.8946,3.8946,4.2932,3.6136
pertE_b1_c082,6.4665,5.701,6.1306,6.4301,5.4396,6.2257,4.2457,3.1754,4.9317,3.8474,3.8474,4.5298,0.0,4.9317,3.8474,3.1754,4.2457,3.8474,3.8474,3.1754,4.5298,4.2457,4.5298,4.5298,5.701,5.9685,6.1306,6.1306,5.9685,6.5681,3.1754,3.8474,3.1754,4.2457,4.2457,4.5298,6.0794,6.3533,5.7749,5.5345,6.4665,6.2257,0.0,3.8474,3.8474,4.5298,4.2457,4.5298
pertE_b1_c083,3.454,2.792,3.8489,3.8489,3.8489,3.8489,5.2987,5.7764,6.0983,5.8228,5.6228,5.9894,6.2272,5.7278,5.5658,5.6228,5.6766,6.0633,6.2272,5.9894,6.3141,5.5054,6.3414,6.027,3.8489,4.5313,2.792,4.3512,0.0,0.0,3.454,4.684,4.3512,2.792,4.3512,0.0,5.2987,6.0633,6.027,5.3725,5.9894,6.1321,3.8489,4.3512,4.1313,4.5313,4.5313,3.454
pertE_b1_c084,5.8877,5.7341,6.0616,5.9341,5.7879,5.9341,3.9583,3.9583,3.9583,3.5624,4.2412,4.2412,4.6419,3.5624,3.9583,4.7947,4.4615,2.8972,6.2097,5.7879,6.0616,5.5524,5.6771,5.7341,4.2412,3.9583,0.0,2.8972,4.2412,4.6419,5.5524,5.5524,5.7879,5.7341,6.308,6.2097,5.8877,5.8391,5.7879,5.3302,6.2436,5.8877,3.9583,3.5624,3.5624,4.6419,3.5624,4.7947
pertE_b1_c085,7.182,6.6835,6.7946,6.9411,6.4896,7.3154,3.8701,5.4627,4.9547,3.8701,4.5528,4.5528,4.9547,0.0,4.5528,0.0,3.8701,5.2407,4.5528,3.8701,3.8701,3.8701,5.4627,3.8701,4.5528,0.0,4.9547,4.9547,5.2407,4.5528,4.9547,4.5528,4.9547,0.0,4.5528,4.5528,4.9547,0.0,4.5528,4.5528,3.8701,0.0,3.8701,4.9547,3.8701,5.4627,3.8701,3.8701
pertE_b1_c086,0.0,0.0,4.0136,4.0136,0.0,4.6977,5.1001,4.0136,4.6977,4.6977,5.1001,4.6977,7.0408,7.0873,6.5618,6.4818,6.9408,7.1742,5.1001,5.1001,5.6085,0.0,4.6977,4.6977,5.1001,0.0,5.3863,0.0,4.0136,5.1001,0.0,5.3863,4.0136,4.0136,4.6977,5.1001,4.6977,0.0,4.0136,4.6977,0.0,5.1001,4.6977,5.1001,0.0,4.0136,5.3863,4.0136
pertE_b1_c087,3.5825,3.9787,3.9787,3.9787,3.9787,3.9787,3.5825,2.9168,3.9787,4.2617,4.2617,4.8152,5.7547,5.9548,5.6978,5.6978,5.9992,6.3287,5.9084,6.2643,5.9084,6.0416,5.9548,5.9084,5.4305,5.1695,5.7547,5.8086,5.9548,6.1215,2.9168,3.5825,4.8152,3.5825,3.9787,2.9168,6.0416,6.0416,5.8598,5.9548,5.9084,5.9084,3.5825,3.5825,2.9168,3.9787,3.5825,0.0
pertE_b1_c088,5.8989,5.3509,5.3509,5.686,5.4151,5.5863,5.3509,5.8598,6.1665,6.1665,5.5863,5.8989,5.9365,6.0078,5.1289,5.6374,5.4755,5.8598,5.5324,5.1289,6.106,5.0424,5.7323,5.686,2.7071,4.4417,3.3663,3.7602,4.7264,4.2617,2.7071,4.8432,4.0421,4.2617,4.2617,3.3663,5.5863,6.0078,5.4755,5.4151,5.686,5.8191,3.7602,4.0421,4.2617,4.0421,4.9478,2.7071
pertE_b1_c089,5.6618,5.1336,6.0855,6.3234,5.5371,5.5371,4.912,4.4464,4.2262,3.9433,3.5475,3.9433,6.2283,5.8725,5.7188,5.7727,5.7188,6.0464,0.0,2.8828,2.8828,3.9433,4.4464,3.9433,3.5475,3.9433,4.2262,4.7795,3.9433,4.4464,3.5475,4.2262,4.2262,3.5475,4.4464,4.2262,5.2284,6.1232,5.8238,5.2284,6.0464,6.1945,6.0057,5.9189,5.7727,5.7727,6.4643,5.7188
pertE_b1_c090,5.9802,5.4116,5.9802,6.2453,5.4854,5.8894,4.4632,3.564,4.7964,3.96,4.4632,3.564,5.7897,5.8408,5.8894,5.3319,5.6184,5.8894,6.1401,6.278,6.2453,5.6184,5.4116,5.8894,4.2429,4.2429,4.2429,3.96,3.564,4.4632,3.96,4.4632,4.4632,3.564,3.564,3.564,5.6788,6.1764,5.4116,5.3319,5.7897,6.3992,4.4632,4.4632,3.96,4.2429,3.96,3.96
pertE_b1_c091,6.3303,5.3777,6.0685,5.9064,5.7128,6.3303,3.1158,3.1158,3.7865,3.1158,0.0,4.1844,5.9634,6.0173,6.3303,6.3303,6.208,6.368,3.1158,4.4683,4.6891,0.0,4.6891,4.6891,3.7865,4.4683,4.6891,3.1158,4.1844,4.4683,4.4683,4.8699,4.1844,3.1158,3.7865,3.7865,4.4683,4.1844,4.1844,4.1844,3.1158,4.1844,6.4732,6.1172,5.8459,6.0173,6.4043,5.8459
pertE_b1_c092,6.1764,5.4854,5.7897,5.8894,5.4854,6.1025,4.9289,5.9802,6.1764,5.6788,5.7358,6.1764,5.9358,6.1764,5.6184,5.4116,5.3319,6.2453,4.7964,4.2429,3.564,4.2429,4.7964,4.6436,4.9289,4.2429,3.96,3.96,4.2429,3.564,0.0,4.7964,4.6436,4.2429,4.9289,4.4632,5.3319,5.7358,5.4854,5.6788,5.9802,6.2453,3.96,4.4632,4.2429,4.2429,3.96,2.8988
pertE_b1_c093,6.5009,6.3614,6.3102,6.2562,6.1387,6.2562,3.3979,4.0742,4.0742,4.474,4.7588,4.7588,3.3979,4.474,3.3979,4.0742,3.3979,4.7588,4.0742,4.474,4.7588,4.474,3.3979,3.3979,4.9802,4.0742,4.7588,4.0742,0.0,4.0742,4.7588,4.7588,4.474,4.474,4.9802,4.0742,6.4101,6.5009,6.1991,6.1991,6.5434,6.8307,4.474,4.0742,5.3147,4.9802,4.474,0.0
pertE_b1_c094,5.8006,6.1362,5.9399,5.9824,5.6955,6.1712,4.7564,3.5249,4.6036,2.8607,4.6036,3.9205,5.8956,6.0231,6.2694,5.9824,5.5782,5.8492,3.9205,3.5249,3.9205,4.2032,3.9205,0.0,5.3714,5.3714,5.8006,6.2378,5.9399,5.9399,3.5249,4.4233,4.2032,0.0,0.0,0.0,5.6386,6.0999,5.6955,5.5782,6.0231,6.2694,4.4233,0.0,4.4233,3.5249,3.9205,2.8607
pertE_b1_c095,4.1469,3.0795,4.1469,3.0795,3.7494,4.6514,5.9794,6.0305,5.808,6.4679,5.4347,6.4996,6.17,5.8684,6.33,6.0792,6.17,5.9254,6.1256,6.1256,6.6972,5.8684,6.2125,6.0792,3.0795,3.7494,3.7494,3.7494,3.0795,4.4307,3.7494,4.4307,4.4307,4.4307,4.9852,3.7494,3.7494,3.7494,3.7494,3.0795,3.0795,3.7494,4.1469,4.4307,4.1469,3.7494,4.6514,3.7494
pertE_b1_c096,3.7886,4.6913,4.1865,4.4704,4.4704,4.6913,3.1179,3.7886,4.4704,4.4704,4.4704,4.4704,6.0195,6.3325,6.2101,5.7837,5.8481,6.2101,6.3325,6.1193,6.4065,5.9085,6.0707,6.1658,5.6411,5.715,6.0707,6.2101,6.0195,6.6293,3.1179,4.1865,3.7886,3.1179,4.4704,3.1179,3.7886,3.7886,3.7886,4.1865,3.7886,5.1578,3.1179,3.1179,3.1179,3.7886,4.4704,3.1179
pertE_b1_c097,5.3734,5.3734,5.6599,5.8417,5.6599,6.1286,3.3882,3.3882,3.7823,4.0643,3.7823,3.3882,5.9954,5.8417,5.6599,5.7085,5.3047,5.8824,5.7549,5.9954,5.7992,5.1514,5.498,5.7992,3.7823,4.0643,3.3882,4.464,3.7823,4.464,4.284,4.464,4.7488,4.284,2.7283,4.0643,5.3734,5.498,5.498,4.9702,5.6088,5.9215,5.8824,5.9954,5.6088,5.7549,6.0969,5.5549
pertE_b1_c098,6.4351,5.7085,6.1593,6.2869,6.013,6.1593,6.2461,5.9021,6.0642,6.326,5.9591,6.2869,4.1802,4.1802,4.1802,3.7823,4.1802,3.7823,4.464,3.1117,3.1117,4.464,3.7823,4.1802,5.9591,5.7773,6.013,5.6347,6.5016,6.4689,4.1802,0.0,4.8657,0.0,3.7823,3.7823,4.8657,5.1514,0.0,4.1802,3.1117,3.1117,4.464,3.1117,3.1117,0.0,4.464,4.8657
pertE_b1_c099,6.0401,5.4982,5.4982,5.6031,5.552,6.3191,5.552,5.8255,5.7424,5.9385,5.7424,5.8646,5.7424,5.3809,5.9023,5.552,5.3167,5.0947,6.1612,5.7424,6.1024,5.1743,5.9385,5.4982,5.0083,5.4412,5.7848,5.8646,5.4412,5.8646,3.3332,3.3332,3.7267,3.3332,4.2278,3.3332,4.0083,4.0083,3.7267,3.3332,4.0083,4.4077,4.0083,3.7267,4.5601,4.4077,4.4077,2.6751
pertE_b1_c100,5.7862,5.6754,5.6754,5.8374,5.482,6.0991,5.9768,6.0192,6.3668,6.1367,6.0599,5.9768,5.9324,6.0599,5.6754,5.6754,5.4082,6.1367,6.0192,5.7323,6.1367,5.7862,5.615,5.7323,3.5607,4.2395,4.4598,4.6402,0.0,4.4598,3.9567,3.9567,3.5607,3.5607,4.4598,3.5607,4.2395,4.4598,3.9567,4.4598,3.5607,3.9567,4.4598,2.8956,0.0,2.8956,4.2395,2.8956
pertE_b1_c101,6.0826,5.3917,5.4521,5.9131,5.6139,5.7957,5.3275,5.7089,6.0509,5.5628,5.6626,5.8364,5.7957,5.6139,5.2588,5.4521,5.6626,5.7532,6.0509,5.7957,5.9494,5.6139,5.509,5.6139,3.3437,3.3437,3.7373,3.3437,4.2385,2.6852,4.019,4.5709,4.4184,4.019,4.5709,3.3437,4.2385,4.019,2.6852,3.3437,4.2385,3.7373,5.7089,5.9131,5.7532,5.7532,5.9131,5.3917
pertE_b1_c102,5.6304,4.7195,0.0,0.0,4.7195,4.7195,5.122,4.0352,4.0352,0.0,4.0352,0.0,6.7911,7.1962,6.5038,6.5038,6.7266,7.1537,5.4082,4.7195,5.122,4.0352,5.6304,0.0,4.0352,4.0352,4.0352,5.4082,5.4082,4.0352,4.7195,0.0,4.7195,4.7195,0.0,0.0,4.7195,0.0,0.0,4.7195,4.0352,4.0352,5.6304,5.4082,5.122,5.122,5.4082,5.122
pertE_b1_c103,6.0006,5.6568,5.9138,6.1181,5.9138,6.0805,4.7745,2.878,4.4414,2.878,0.0,4.2212,5.8188,5.8188,6.0805,5.4634,6.0414,6.0805,4.4414,4.2212,4.2212,2.878,3.9384,3.9384,3.9384,3.5426,3.9384,4.4414,3.9384,4.2212,5.7677,5.9582,5.9582,5.3896,6.256,5.9138,5.8675,5.9138,5.2234,5.3896,5.9138,6.3184,3.5426,3.9384,4.2212,3.5426,4.2212,2.878
pertE_b1_c104,6.2493,5.5897,5.8608,5.7071,5.5255,6.0347,5.761,5.8121,6.3117,6.3415,5.383,5.8121,5.5255,5.9072,5.9072,5.6501,5.7071,5.9072,6.0738,6.0347,5.8608,5.761,5.994,5.994,2.8717,3.5361,0.0,4.4348,4.4348,5.122,4.4348,4.6151,3.9318,3.9318,3.5361,3.9318,4.6151,3.5361,3.5361,4.2146,4.2146,3.5361,3.5361,3.5361,3.9318,4.2146,4.2146,0.0
pertE_b1_c105,3.9516,2.8907,3.5557,3.5557,3.9516,4.7879,5.4769,5.9717,5.7272,6.3319,6.1316,6.0548,5.7811,5.7272,5.8323,5.7272,5.8809,6.1316,2.8907,4.4547,2.8907,2.8907,4.9204,3.5557,5.0374,5.7272,6.2368,5.7272,6.1316,6.1316,6.0141,5.6099,6.0548,5.8323,6.0141,5.7811,4.4547,2.8907,3.5557,2.8907,3.5557,2.8907,3.5557,2.8907,3.5557,4.4547,4.7879,3.9516
pertE_b1_c106,5.6558,5.6072,5.4453,6.1933,4.9177,6.1065,5.6072,5.8687,6.0441,6.2207,5.6072,5.6558,5.3849,5.5022,5.6558,5.7889,5.5561,6.0758,5.6072,5.8687,5.5022,5.1784,5.8296,5.5561,5.1784,5.5022,5.3207,5.5561,5.8687,6.1065,3.3371,4.5641,4.4117,2.6789,4.2318,4.2318,3.7306,3.7306,3.7306,2.6789,4.5641,4.2318,4.0123,3.7306,4.0123,3.3371,4.4117,3.7306
pertE_b1_c107,3.3704,4.9519,4.7306,3.3704,5.5366,4.0462,6.3816,6.833,6.8023,6.1707,6.1102,6.6326,6.3816,6.3816,5.9031,5.977,6.1102,6.8023,4.0462,4.4458,5.1331,3.3704,4.0462,0.0,3.3704,3.3704,4.4458,4.4458,4.0462,4.4458,3.3704,4.0462,4.7306,0.0,4.9519,3.3704,4.7306,4.0462,3.3704,3.3704,4.7306,5.2864,4.9519,3.3704,3.3704,4.0462,0.0,4.4458
pertE_b1_c108,5.1387,3.7698,4.1676,4.1676,4.4514,3.7698,6.2741,6.3133,6.1465,6.1465,5.3607,6.3133,6.1001,6.2741,5.7646,6.4889,5.8289,5.8289,6.1465,6.0003,6.2741,6.0003,6.0515,6.0003,3.7698,5.1387,4.6722,4.1676,4.1676,3.0995,3.0995,4.4514,4.4514,4.1676,4.1676,3.7698,4.4514,3.7698,3.0995,3.7698,4.853,4.6722,4.1676,3.7698,3.7698,4.4514,3.0995,0.0
pertE_b1_c109,4.7646,4.2594,4.5435,4.7646,4.7646,4.5435,0.0,0.0,4.2594,4.7646,3.1887,4.5435,3.1887,3.861,4.5435,3.1887,4.5435,3.1887,6.0393,6.2396,6.5153,6.0933,6.5153,6.0933,5.7148,5.9218,6.0933,6.0933,6.4063,6.2396,3.1887,4.2594,3.1887,4.5435,4.2594,3.861,5.8575,6.2839,5.8575,5.4534,6.0393,6.1444,0.0,3.1887,3.861,3.1887,4.5435,4.5435
pertE_b1_c110,5.8289,5.9239,5.9683,6.1995,5.4735,5.9683,5.9683,6.4154,5.9683,6.0107,5.7239,5.8775,5.7778,5.9683,6.1282,5.4735,5.2335,5.8775,5.9683,5.9239,5.8289,5.9683,5.9683,5.8775,0.0,4.7845,0.0,3.5524,3.9483,4.2312,3.5524,2.8875,3.5524,2.8875,4.4514,3.5524,4.2312,4.4514,3.5524,3.9483,0.0,3.5524,4.2312,3.9483,2.8875,4.4514,4.7845,3.5524
pertE_b1_c111,6.0984,4.8671,5.3748,5.5564,5.4391,5.4994,5.5564,5.7563,6.2476,6.1905,5.8431,5.9605,5.5564,5.71,5.71,5.4994,5.8838,5.8431,5.8431,5.5564,5.8431,5.5564,5.7563,5.0663,3.7837,3.7837,3.7837,4.0657,4.0657,4.2854,5.4994,5.2324,5.9605,5.5564,5.8006,5.8431,4.4654,3.7837,3.7837,4.2854,4.2854,3.7837,4.0657,2.7296,3.3896,3.7837,4.4654,3.7837
pertE_b1_c112,5.5635,5.5172,5.5172,5.8389,5.2465,5.6078,4.4266,3.8759,2.5499,2.5499,4.4266,3.5951,5.4175,5.73,5.5172,5.1823,5.5172,5.6502,5.73,5.6909,5.8389,5.3068,5.5635,5.4686,5.2465,5.4686,5.4686,5.6502,5.6909,5.4686,5.6078,5.4175,5.73,5.4175,5.937,5.5635,4.9606,6.1596,5.3637,5.1137,5.73,5.7676,3.8759,3.2033,4.0949,3.8759,4.2744,3.5951
pertE_b1_c113,5.6523,5.462,5.3513,5.8834,5.3513,5.6947,5.5131,5.7745,5.4082,5.6947,4.824,5.8484,5.6947,5.7745,5.2267,5.5617,5.0049,5.8484,5.8121,5.5617,5.8834,5.3513,5.3513,5.462,2.5912,3.9196,2.5912,3.9196,3.9196,4.1388,5.608,5.1581,5.9499,5.2909,5.8834,5.4082,5.6947,5.5131,5.5617,5.1581,5.9499,5.7745,3.2462,2.5912,3.2462,3.2462,4.3185,2.5912
pertE_b1_c114,6.261,5.8238,5.6618,6.1595,4.2262,6.3822,5.5371,5.9189,6.0057,6.0057,5.7188,5.6014,6.0464,6.0464,5.4684,5.7727,5.6618,5.8238,5.9632,5.8725,6.261,5.5371,5.8725,6.0855,3.9433,3.9433,0.0,4.912,4.7795,2.8828,2.8828,4.6267,3.9433,4.2262,5.1336,4.4464,4.2262,4.6267,4.2262,3.5475,3.5475,3.5475,3.9433,2.8828,0.0,4.2262,3.5475,2.8828
pertE_b1_c115,5.6068,5.0151,5.3318,5.7049,4.8825,5.459,5.6733,5.6733,5.7049,5.1322,5.2855,5.4184,5.1859,5.3318,5.0753,5.2855,5.0753,5.2855,5.3318,5.0753,5.2855,5.0753,5.6733,5.6068,5.0753,5.3318,5.459,5.376,5.2369,4.6434,5.2369,4.8825,5.459,4.7296,5.459,4.8825,5.2855,5.6406,4.8825,5.0753,5.5356,5.6068,5.6068,5.1859,5.6068,5.2855,5.9022,5.0753
pertE_b1_c116,5.8996,5.6004,5.6954,5.5493,5.649,5.5493,5.314,5.8996,5.8228,5.9358,5.8996,5.9358,5.8228,6.0047,5.649,5.4955,5.2453,5.6004,6.3164,5.6004,6.0997,4.911,5.6004,5.7821,3.724,2.6726,3.724,4.2252,4.2252,3.724,4.911,5.5493,6.0047,5.314,6.1866,5.6004,4.2252,3.724,3.3306,0.0,4.405,3.3306,4.6897,4.0057,3.724,3.724,3.3306,0.0
pertE_b1_c117,4.2146,3.1451,3.8165,4.4986,4.2146,3.1451,6.1942,6.1942,6.5365,5.9369,5.5031,6.2385,5.9369,5.8765,5.9369,5.8765,5.8765,6.3986,4.4986,3.1451,4.7195,3.8165,4.4986,4.7195,4.2146,4.2146,3.8165,0.0,3.8165,3.8165,4.4986,3.1451,3.8165,3.8165,5.1861,3.8165,5.8121,6.3986,5.8765,5.994,6.281,6.3609,4.9003,4.9003,4.9003,0.0,4.2146,3.8165
pertE_b1_c118,5.4408,4.9328,5.5357,5.6224,4.6476,5.9985,5.279,5.7398,6.0806,5.7398,5.6631,5.9092,5.58,5.776,5.1545,5.6224,5.4894,5.086,5.9092,5.4894,5.8448,5.2187,5.6631,5.4894,5.1545,4.9328,5.4408,5.6224,5.6631,5.58,3.8485,4.2469,4.399,4.2469,3.5679,4.0674,5.1545,5.5357,5.3359,5.4894,5.7021,5.9092,4.2469,3.8485,4.399,3.8485,4.399,2.5242
pertE_b1_c119,5.759,5.262,5.6054,5.4724,5.069,5.7227,3.5513,2.5085,3.1601,4.0506,4.0506,3.8318,5.8278,6.0096,5.563,5.563,4.5141,5.759,5.3727,5.646,5.563,4.9954,5.9526,5.2017,5.7227,5.4724,5.759,5.646,5.3727,5.8921,5.2017,5.794,5.8605,5.262,5.794,5.7227,4.9954,5.4724,5.1376,5.4724,5.759,5.9228,4.0506,3.5513,3.5513,4.0506,3.5513,4.23
pertE_b1_c120,5.7424,5.7848,5.7424,5.9023,5.3809,5.552,5.4982,5.9385,5.8646,5.6517,5.6981,5.9385,5.4982,5.6031,5.4982,5.248,5.552,5.9385,6.0074,5.4412,5.552,5.3167,5.6981,5.6031,4.6923,4.0083,3.3332,4.5601,4.4077,3.3332,4.4077,4.4077,3.3332,4.0083,4.2278,2.6751,3.3332,4.0083,4.0083,3.3332,4.4077,4.6923,5.9023,5.6981,5.9385,6.0401,6.0074,4.6923
pertE_b1_c121,4.2362,4.4564,3.5574,3.9533,3.5574,3.9533,3.5574,0.0,4.2362,3.9533,4.4564,4.4564,6.0158,5.8826,5.4786,5.834,5.672,6.0158,5.672,5.834,6.2046,5.929,5.7289,5.7289,0.0,4.6368,2.8924,2.8924,4.2362,4.4564,5.7289,5.8826,6.0158,5.834,6.2385,5.5473,3.9533,3.5574,3.5574,2.8924,3.9533,0.0,6.1333,5.8826,6.2712,6.2046,5.929,5.7828
pertE_b1_c122,6.1076,5.7409,5.4905,5.7948,5.6839,6.0685,5.8946,6.1453,6.0278,5.9853,5.941,6.2832,5.6839,6.1816,5.9853,5.6235,6.1816,5.8459,6.0278,5.6839,6.0685,5.8946,5.7948,5.8946,4.248,2.9037,2.9037,0.0,4.6487,4.6487,2.9037,3.9651,3.569,2.9037,2.9037,2.9037,4.248,3.9651,0.0,2.9037,3.569,3.9651,3.569,4.248,2.9037,0.0,4.4683,3.569
pertE_b1_c123,0.0,4.011,4.4104,2.6776,2.6776,4.2305,4.2305,3.3358,3.7293,2.6776,5.2507,2.6776,5.7008,6.0428,5.7008,5.8673,5.7451,6.0101,4.5628,3.3358,2.6776,4.011,4.4104,4.011,5.3194,5.8282,5.8673,5.3194,5.7451,5.7875,5.3836,5.905,5.7451,5.7451,6.0428,5.8282,5.011,5.6544,5.5547,5.4439,5.7875,5.7451,5.9412,5.6544,5.7008,5.4439,5.6058,5.6544
pertE_b1_c124,6.4975,6.3436,6.226,6.6308,5.939,6.3975,4.5606,4.1603,4.1603,3.4826,0.0,4.8456,6.6308,6.3975,6.226,6.3975,6.3975,7.0077,0.0,4.1603,3.4826,4.5606,4.1603,3.4826,4.1603,4.1603,5.0672,4.1603,4.5606,4.1603,3.4826,4.8456,4.1603,0.0,4.5606,4.5606,4.8456,4.8456,4.5606,3.4826,4.1603,3.4826,3.4826,4.5606,0.0,4.1603,4.5606,3.4826
pertE_b1_c125,6.0548,5.7811,5.8323,6.0548,5.9273,6.3617,3.5557,3.9516,2.8907,4.4547,4.7879,3.5557,5.9717,5.7811,5.6703,6.0548,5.0374,6.3906,5.9273,5.9273,6.0141,5.6099,5.7272,5.7272,3.5557,4.4547,2.8907,2.8907,3.9516,3.5557,5.0374,6.0548,5.9717,5.6703,6.0548,5.7811,5.0374,4.4547,3.5557,4.4547,2.8907,4.7879,2.8907,4.4547,3.9516,3.9516,2.8907,2.8907
pertE_b1_c126,4.1001,4.3199,4.3199,4.6526,3.8179,3.4234,3.8179,3.8179,4.5,4.3199,4.5,4.1001,5.6962,5.4096,5.6962,5.341,5.341,5.9954,4.6526,4.7849,4.1001,4.5,3.8179,4.1001,5.6451,5.5343,5.5912,5.5912,5.4096,5.7912,5.7448,5.4739,5.5343,5.6962,5.6962,5.7448,5.5912,6.2255,5.6962,5.341,5.7448,5.7448,5.9578,5.4096,5.7448,6.1333,5.5912,5.4739
pertE_b1_c127,6.0347,5.6501,5.7071,6.3415,5.3033,5.9515,5.5897,5.8121,5.994,5.9515,5.8608,6.3415,6.1115,6.1115,5.761,6.1478,5.8608,6.1828,3.5361,3.5361,4.6151,0.0,2.8717,3.5361,3.9318,3.9318,4.6151,4.2146,2.8717,3.9318,4.4348,4.4348,0.0,4.2146,3.9318,3.5361,5.5255,5.9072,5.4567,5.7071,5.7071,6.0738,4.2146,2.8717,4.4348,3.5361,2.8717,4.2146
pertE_b1_c128,6.2076,5.6829,6.1612,6.6422,5.7567,5.9503,5.9503,6.0613,6.2519,5.6031,6.412,6.3743,3.158,4.2278,3.8296,4.2278,3.8296,3.8296,6.4483,6.3743,6.3352,5.8255,6.0074,5.8899,3.8296,4.2278,3.158,4.7328,3.8296,3.8296,0.0,4.2278,3.8296,3.158,4.5118,4.2278,4.5118,3.158,4.2278,4.5118,4.9136,0.0,4.2278,0.0,3.8296,3.8296,4.7328,0.0
pertE_b1_c129,4.6977,3.1241,3.1241,0.0,3.795,4.4768,6.026,5.6476,6.2591,6.4818,6.1258,6.1722,6.1258,6.2166,6.1722,5.915,5.8546,6.026,6.2166,5.7215,6.1258,6.0771,5.8546,6.448,0.0,5.1643,0.0,4.4768,4.1929,5.0316,3.795,5.0316,3.1241,3.1241,3.795,3.795,4.1929,4.1929,3.1241,4.1929,4.1929,5.0316,4.4768,4.4768,3.795,4.6977,4.4768,3.1241
pertE_b1_c130,5.81,5.3734,5.6723,5.7435,5.422,5.5125,5.5549,5.7773,6.039,5.7085,5.7085,5.81,5.5956,5.8417,5.2685,5.2117,5.5549,5.5549,3.5022,4.1802,3.7823,4.5805,3.5022,3.7823,4.8657,5.0873,5.5549,5.3223,5.7085,5.9591,5.1514,5.5549,5.422,5.4683,5.3223,5.4683,5.422,5.5956,5.5549,5.3223,5.4683,5.81,3.5022,4.1802,3.1117,4.3321,4.6849,3.7823
pertE_b1_c131,0.0,3.328,4.2225,4.2225,4.5548,0.0,5.3113,5.4359,5.5466,5.5466,5.4359,5.8969,3.328,3.7214,4.003,4.4024,2.6701,3.7214,0.0,4.5548,2.6701,4.003,4.2225,3.328,5.5977,5.737,5.4928,5.9682,6.002,6.0347,5.3755,5.737,6.002,5.5977,5.8969,5.5977,5.6927,5.6927,5.5977,4.8038,5.7794,5.6927,5.9682,6.0664,5.8969,5.9332,5.9332,5.737
pertE_b1_c132,5.7848,5.276,5.5624,5.8175,5.5201,5.3809,5.3809,5.5201,5.9385,5.4295,5.6031,5.8492,4.1876,3.5095,4.1876,3.7897,4.3396,2.469,5.6422,5.5201,5.9096,5.6422,5.3809,5.6031,3.7897,4.3396,4.1876,3.5095,4.1876,4.588,5.751,5.5201,5.6798,5.4295,5.2192,5.5201,5.0947,5.3809,5.5201,5.276,5.5201,5.5624,5.9096,5.3809,5.3809,5.4295,5.8799,5.1589
pertE_b1_c133,6.2944,5.6635,6.0481,6.0074,5.3167,5.6635,5.6031,6.1612,6.1249,6.0872,5.8742,5.9206,5.9649,6.0074,5.2301,5.6031,5.7205,6.2627,3.945,4.448,3.945,3.5492,4.2278,4.2278,5.7744,5.3167,6.1249,5.7744,5.9649,5.9206,4.448,3.945,3.945,3.945,4.2278,3.945,4.6284,3.5492,4.2278,2.8843,4.2278,4.448,3.5492,2.8843,2.8843,4.2278,4.6284,3.5492
pertE_b1_c134,5.9807,5.6369,5.4436,6.2361,5.5123,5.8476,6.1696,5.9807,6.1345,6.0983,5.894,6.0606,5.6939,6.0215,5.9383,5.7989,5.5765,5.5765,3.5233,4.4217,4.2015,4.2015,4.8872,3.5233,2.8592,3.5233,4.2015,4.2015,4.4217,2.8592,6.0983,5.894,5.9807,5.5765,5.9807,5.7989,4.4217,5.0041,3.9188,2.8592,3.5233,3.9188,2.8592,3.5233,3.5233,4.2015,2.8592,4.2015
pertE_b1_c135,5.6611,5.3439,5.9015,5.9015,5.2797,5.8276,5.5661,5.515,6.003,5.9015,5.7054,6.1522,5.4043,5.5661,5.4612,5.2111,5.4043,5.6611,5.8652,5.6147,6.4183,5.4043,5.5661,6.003,3.6904,4.8768,2.6405,3.9719,4.1912,3.2974,2.6405,3.2974,4.5234,2.6405,4.371,3.2974,5.5661,6.0952,5.4612,5.2797,5.7054,5.9015,3.9719,3.9719,4.371,3.6904,3.6904,3.6904
