"geneSymbol","GSE_B_S01","GSE_B_S02","GSE_B_S03","GSE_B_S04","GSE_B_S05","GSE_B_S06","GSE_B_S07","GSE_B_S08"
"LOC127457791",7.951,8.039,8.184,11.336,5.829,7.76,5.154,10.051
"LOC130060047",9.769,8.785,6.517,6.405,10.198,8.659,6.512,8.533
"GAPDHP61",9.438,9.109,8.623,8.94,6.003,8.592,7.598,9.847
"LOC130009511",9.366,7.526,9.107,8.632,7.521,6.417,8.001,7.255
"MTCH2P2",5.378,8.985,10.153,9.104,9.723,8.106,4.263,7.509
"OR1L3",12.652,8.945,7.16,13.194,7.363,6.214,7.917,9.662
"LOC129934724",7.875,10.126,6.791,8.284,10.397,7.529,7.279,10.272
"LOC127275570",8.935,7.205,8.65,6.882,7.503,7.85,6.062,6.215
"LOC130003189",8.962,8.978,10.672,5.918,9.057,8.384,6.46,9.692
"LINC01264",7.746,13.033,10.201,9.257,10.371,11.594,10.171,8.151
"TRNQ",9.418,10.023,7.042,3.373,8.869,7.44,10.025,6.998
"LOC127893889",6.006,8.536,7.401,5.401,8.978,6.923,7.085,12.2
"LOC129389722",6.172,10.775,9.161,8.803,7.467,8.791,6.085,5.838
"LOC129997479",5.653,7.55,11.754,9.986,10.242,10.27,8.038,10.168
"ARGFXP1",11.774,10.99,7.545,9.148,8.227,8.873,6.041,6.73
"LOC127898093",9.72,8.313,9.612,8.995,8.048,9.129,12.067,11.736
"LOC127889302",9.811,5.833,7.735,6.195,7.486,8.309,13.07,6.829
"LOC112529913",6.327,8.595,8.878,7.834,8.77,8.94,10.141,9.713
"GPR149",9.283,7.731,5.558,12.706,9.962,7.875,8.91,8.699
"LOC127403288",6.526,9.266,8.244,9.475,7.635,12.45,9.704,9.829
"LOC130000908",5.864,11.112,9.964,8.074,3.415,6.104,9.072,6.691
"LOC105372234",10.175,6.404,8.354,13.475,8.124,12.934,10.989,10.288
"LOC127270329",8.209,8.655,10.612,7.367,8.061,12.22,7.824,8.457
"MRGPRX10P",7.501,6.888,9.199,7.508,10.212,7.632,9.284,11.802
"LOC127886603",10.93,8.319,6.122,11.934,9.793,10.28,10.257,6.871
"IGHV3-79",5.05,8.9,8.937,10.903,8.112,8.266,10.669,6.54
"LOC130009087",8.537,5.508,11.672,7.099,9.29,6.7,10.768,8.155
"LINC02054",7.605,9.269,7.093,4.671,9.641,7.245,10.797,6.861
"LOC124905008",9.515,9.65,8.549,6.717,9.535,6.465,11.848,12.544
"LOC130066822",6.507,11.717,6.707,8.361,7.309,9.025,7.311,9.85
"LOC125024496",10.805,9.398,8.919,9.476,4.655,9.081,8.76,7.869
"LOC129934759",8.052,8.047,9.524,10.821,10.9,9.847,7.956,7.619
"LOC126860008",7.791,5.135,8.013,4.959,12.426,10.065,8.132,7.771
"LOC130005267",8.692,6.778,11.638,11.207,6.969,9.591,6.715,8.299
"LOC129997096",8.896,9.549,10.048,5.43,12.361,8.623,7.75,6.212
"LOC127816498",11.754,7.878,9.713,11.596,10.254,9.031,6.777,8.828
"LOC127824712",7.874,7.393,5.674,8.326,11.393,8.537,7.393,10.355
"NQO1",4.394,8.078,10.717,6.353,9.862,7.696,9.463,10.892
"LOC132089923",9.511,11.757,8.081,11.061,6.944,9.788,10.45,9.862
"LOC127817414",6.423,11.32,7.277,6.297,7.758,10.632,10.056,7.884
"LOC127408512",8.634,10.276,8.358,9.66,10.077,6.054,10.034,7.854
"TRA-TGC9-1",9.875,8.802,10.308,9.446,6.65,10.274,7.457,7.641
"LOC127276189",8.015,7.65,10.945,4.072,5.757,7.497,9.188,8.419
"LOC130007255",8.075,9.642,12.836,9.278,10.413,9.859,5.901,9.673
"RPL41P3",10.993,11.395,8.751,6.532,8.29,8.182,5.383,7.155
"LOC127828222",7.456,7.895,8.914,7.892,8.074,8.112,9.782,5.166
"LOC124904622",11.114,7.65,8.722,9.996,8.827,10.703,3.892,7.323
"LOC126862747",8.733,9.306,9.169,9.861,7.683,7.491,9.391,7.459
"LOC111429623",7.27,10.043,8.932,6.089,9.157,8.9,8.636,6.51
"LOC130059714",9.246,7.766,9.802,8.022,9.209,9.258,8.55,10.239
"LOC127405704",5.381,7.723,10.728,8.73,9.27,9.719,12.508,9.514
"GK4P",9.762,7.59,10.164,13.618,9.723,9.704,9.974,8.674
"LOC105376939",10.501,7.425,6.461,10.02,8.615,7.055,10.649,6.964
"LOC127398140",8.697,9.674,10.479,8.02,9.691,9.7,9.439,12.439
"FAM20BP1",7.514,12.189,8.167,9.24,9.327,8.861,6.074,9.553
"LOC127398315",11.028,9.365,10.44,10.384,7.175,14.219,8.371,6.639
"LOC126807419",8.382,11.94,8.009,7.799,10.086,6.278,8.76,8.427
"LOC129935319",10.673,9.573,6.469,9.343,5.51,9.626,8.454,7.848
"LOC129934068",9.095,6.658,8.445,6.706,6.721,6.734,7.581,10.078
"LOC129938080",10.219,7.809,9.325,9.731,8.001,6.493,11.965,10.236
"LOC127829523",9.075,7.726,9.68,9.189,9.968,8.06,8.28,9.059
"LOC108720145",8.194,7.24,6.183,5.811,8.289,10.599,7.085,5.223
"LOC124908562",10.798,11.552,8.03,8.793,9.477,8.059,10.334,10.328
"PIGT",9.773,5.048,7.335,4.072,11.083,10.729,6.941,4.641
"FTLP20",9.807,11.318,7.091,7.62,12.248,5.875,7.649,6.486
"LOC130055953",8.743,5.845,11.064,8.055,10.192,5.374,8.537,7.116
"LOC130005245",9.845,5.445,10.597,11.16,8.845,7.285,8.633,9.06
"LOC127896985",7.192,8.862,11.273,5.537,7.806,9.598,8.633,10.363
"LOC127406574",8.821,8.5,13.193,7.935,10.158,5.618,7.678,9.68
"LOC130002762",9.07,7.312,7.701,11.555,10.355,4.613,8.27,8.235
"LOC126806791",9.413,11.387,8.436,9.24,11.588,9.042,8.826,9.954
"LOC130009441",9.79,9.252,9.78,10.009,6.91,9.225,8.698,9.827
"LOC127397181",6.899,7.298,9.987,9.725,7.456,11.696,11.529,8.993
"LOC127890218",7.135,10.156,7.238,9.28,6.944,9.788,5.043,7.531
"LOC109504725",11.092,6.025,9.445,11.442,10.609,7.453,9.064,6.41
"LOC130065795",9.57,9.876,7.939,9.652,8.925,8.715,6.709,8.329
"LOC127401535",10.7,9.647,7.209,7.535,9.336,4.689,11.128,10.765
"LOC116276452",9.444,8.794,8.248,5.341,10.725,5.717,9.841,8.875
"HECA",7.468,9.167,7.903,8.793,8.97,7.014,6.497,9.257
"LOC127458550",9.716,8.563,12.756,8.186,10.012,7.939,8.478,10.239
"LOC127270447",8.624,7.925,5.783,7.441,9.635,8.674,9.041,6.663
"LOC124544578",3.817,9.779,9.5,7.86,9.425,8.501,9.379,8.155
"LOC130001057",7.387,7.769,6.769,8.824,7.781,6.424,7.769,8.439
"NPM1P45",8.605,9.6,12.566,11.304,9.836,7.031,10.18,9.563
"LOC130058356",9.645,7.742,7.869,10.533,8.521,8.388,11.457,10.708
"LAG5",10.666,9.662,6.397,8.409,10.517,7.43,9.186,8.5
"CST2",11.979,8.221,13.711,11.189,8.768,8.307,10.376,8.218
"LOC127889612",8.649,9.985,11.638,12.553,8.868,5.15,11.787,8.547
"LOC127883848",7.235,8.48,6.12,5.98,8.62,9.244,8.949,9.094
"LOC126861459",7.831,6.92,7.359,6.29,11.032,5.948,10.152,9.156
"RNU6-1272P",7.491,9.433,7.237,9.342,12.35,9.622,10.075,7.437
"LOC127898018",7.76,8.453,8.445,9.028,6.031,6.843,7.731,10.352
"LOC130063466",9.493,13.612,8.621,9.957,7.321,10.856,6.989,8.335
"RPL35AP4",7.351,10.941,9.194,8.354,8.723,6.188,6.515,9.867
"SNCB",9.812,7.668,6.498,7.753,5.318,8.231,5.435,8.098
"LOC124903527",8.43,8.654,5.637,9.8,8.79,9.752,5.655,7.394
"LOC127408050",5.216,7.626,8.832,8.318,6.469,6.769,8.592,11.048
"LOC130003541",7.617,9.4,5.032,11.073,7.822,12.316,8.797,9.552
"OR4F2P",8.744,7.669,8.823,9.09,11.154,7.006,9.866,8.709
"LOC106736614",6.776,8.878,7.25,8.175,5.964,9.889,8.674,9.575
"LOC130001308",12.895,8.099,9.156,8.49,6.06,11.26,10.037,9.667
"RTN3P1",8.595,8.231,9.502,7.916,6.958,12.485,8.397,8.217
"LOC130058868",9.7,10.411,10.566,10.363,7.386,9.629,8.417,9.07
"LOC130066893",9.35,10.813,8.861,8.439,7.148,9.797,6.768,10.068
"LOC129999654",6.175,10.753,9.229,5.002,8.348,9.961,6.76,6.189
"LOC127274136",9.891,9.106,5.416,8.116,7.193,8.94,7.161,9.062
"SIRPB1",8.871,9.112,12.917,8.013,13.23,11.401,9.178,7.087
"LOC127397410",9.472,9.295,4.388,10.664,11.428,7.551,8.671,10.955
"ZFTRAF1",6.493,8.706,10.331,12.443,9.59,8.642,11.41,9.594
"LOC127458067",7.409,9.451,6.599,6.682,7.114,9.095,11.535,7.841
"RNU6-501P",8.269,9.182,9.674,8.35,8.037,9.709,9.328,5.733
"LOC121468016",9.792,4.433,8.415,9.678,11.572,8.201,6.938,14.497
"LOC129935425",7.936,5.844,8.907,5.69,10.759,6.936,9.915,7.343
"LOC127396519",11.177,9.457,10.372,9.697,6.772,9.09,7.076,8.224
"LOC127891096",5.731,9.347,10.096,7.394,6.379,7.982,8.964,9.811
"LOC127885796",9.82,9.396,11.94,8.232,6.274,8.009,12.596,9.059
"LOC130061942",10.933,5.573,5.286,4.102,8.207,6.856,14.113,10.238
"LOC129994752",8.054,10.73,9.526,8.775,12.837,10.245,10.589,11.324
"LOC125177367",6.31,9.867,10.763,8.15,6.504,5.433,9.557,9.732
"TSPOAP1",8.824,7.138,8.167,7.912,11.274,8.136,7.501,9.524
"LOC129998395",9.74,8.97,9.377,10.784,5.993,10.255,5.035,6.394
"LOC127814412",9.509,7.471,6.827,6.369,9,9.625,10.173,8.413
"LOC130064164",10.238,12.989,6.264,9.615,7.524,8.177,7.232,8.477
"LOC130002629",8.308,10.401,9.685,10.357,9.12,7.93,6.634,6.941
"LOC127403441",6.507,8.217,9.755,9.863,9.369,7.878,10.137,6.779
"LOC130008392",10.833,9.346,4.973,12.706,7.089,9.496,7.347,9.743
"LIX1L",8.199,11.489,9.839,10.135,10.722,6.757,9.278,10.721
"LOC127397153",8.022,8.532,9.707,10.662,6.788,8.842,6.875,7.342
"LOC130057798",11.941,7.926,6.742,6.213,7.937,9.671,8.384,10.813
"MBS2",9.918,10.847,8.435,9.497,8.627,6.986,10.995,9.598
"LINC01537",9.017,10.651,7.969,10.287,7.985,9.629,8.983,11.56
"ATP10D",10.08,11.025,6.319,13.121,7.793,10.217,10.359,9.212
"LOC127829164",8.826,9.973,11.261,8.542,7.567,8.731,8.86,12.33
"LOC122128457",7.8,7.946,9.814,10.034,7.971,12.216,8.682,5.843
"LOC127897516",7.52,6.034,10.464,8.603,7.314,11.451,9.965,9.607
"LOC127890920",8.118,8.636,5.883,6.294,7.594,10.043,8.226,11.276
"LOC123987607",7.2,7.496,7.47,10.762,8.374,10.632,9.579,8.957
"LOC116183050",9.547,8.514,10.185,9.511,7.184,5.007,9.506,9.913
"LOC127829700",10.437,9.025,7.409,13.874,9.897,7.369,8.721,9.266
"LOC127400667",8.017,5.793,10.264,12.145,10.128,9.894,7.414,7.684
"LOC130064213",9.608,6.912,11.516,12.119,7.09,8.509,9.561,7.8
"LOC127276327",9.492,7.362,9.179,13.312,6.035,10.617,9.31,6.833
"LOC127409420",9.193,8.235,6.117,9.803,7.492,7.211,8.103,6.436
"LOC129937150",10.187,9.806,10.975,9.357,10.45,10.703,8.231,5.501
"LOC127459227",9.538,6.568,10.03,8.305,10.431,9.273,10.202,6.957
"LOC129662150",10.108,11.191,11.051,9.28,8.501,6.162,9.866,10.439
"LOC124903101",7.62,7.556,9.187,9.9,11.007,6.586,7.446,9.427
"LOC129390240",9.739,9.399,11.248,9.973,6.834,7.833,6.052,9.035
"LOC129995095",12.858,4.986,8.088,10.756,9.323,7.807,11.427,7.574
"LOC127818711",9.464,6.808,7.248,11.503,10.469,5.151,5.818,10.214
"OR52M2P",8.414,9.563,9.391,9.826,8.908,9.217,6.79,7.892
"LOC124903814",9.412,9.987,9.731,9.845,8.231,10.144,5.64,8.238
"LOC124906463",8.614,6.674,9.329,6.661,9.229,8.329,11.034,9.476
"CENPBD2P",5.316,9.965,10.533,7.708,9.33,7.575,5.883,9.517
"LOC130059347",10.649,10.628,8.37,9.756,6.384,6.304,10.788,7.088
"LOC127887727",7.718,8.554,8.778,8.791,8.262,10.858,6.834,7.947
"OFD1P15Y",11.51,7.149,7.132,10.64,6.901,9.217,8.765,10.295
"LOC130067133",9.125,6.966,8.125,7.557,8.152,10.311,9.256,9.53
"LOC127272278",6.378,7.894,10.972,10.141,11.169,11.901,8.495,10.417
"CFAP298-TCP10L",6.639,9.39,7.718,6.017,10.044,10.47,7.126,11.359
"LOC129661056",5.861,5.985,9.425,8.154,7.963,8.277,7.877,6.983
"CCIN",11.192,10.134,10.418,6.96,10.844,9.833,8.743,7.144
"LOC110740340",9.634,4.772,8.214,10.315,9.82,10.596,8.911,5.17
"LOC129936711",7.851,10.602,10.046,5.396,12.075,8.696,9.606,8.729
"LOC132089200",9.257,7.892,11.161,7.597,12.616,11.87,10.544,8.609
"LOC127399848",13.043,12.411,8.474,9.474,6.47,7.762,8.327,8.194
"LOC130006981",7.856,7.06,6.205,8.063,7.129,11.168,9.366,8.905
"METTL13",8.711,7.444,6.86,10.514,9.474,8.878,5.607,8.82
"RPL7AP49",7.355,8.805,10.339,9.984,8.23,8.923,7.032,9.806
"LOC129932505",10.895,7.253,7.178,2.231,8.384,7.795,9.02,7.473
"LOC127827934",9,11.151,8.877,9.903,9.788,9.182,9.022,6.717
"CREG1",9.494,7.458,9.442,6.31,8.522,7.128,10.476,10.17
"NID2",8.836,9.663,7.622,9.743,10.333,9.916,10.461,9.351
"LOC129934247",6.636,8.865,5.89,8.034,9.743,10.97,7.849,11.172
"EHHADH",7.865,8.18,7.887,7.86,8.059,6.19,9.986,8.384
"LOC129662241",9.891,9.699,8.167,9.145,12.47,9.221,6.969,8.762
"LOC127815480",5.741,8.824,9.227,8.919,6.984,10.268,10.613,8.022
"LOC130062344",9.14,10.537,9.079,9.247,5.508,9.624,6.949,6.77
"LOC129663987",7.637,9.678,8.695,10.09,9.29,11.049,9.157,7.9
"LOC130003145",4.359,6.513,7.163,7.172,9.03,8.833,7.185,10.244
"STXBP5-AS1",9.073,10.399,10.985,5.986,5.666,6.93,11.056,7.263
"LOC100420117",9.557,9.262,6.943,9.376,8.363,10.482,5.396,6.318
"LOC127818451",7.923,9.429,6.602,9.456,9.994,9.393,6.381,11.323
"LOC124906898",9.178,7.327,8.894,9.859,11.85,13.362,6.272,9.573
"LOC129991998",7.112,9.318,12.143,8.219,8.806,9,8.63,8.055
"LOC127823302",6.632,5.977,8.017,10.32,6.718,7.028,7.699,8.628
"LOC129994091",8.073,9.266,7.666,7.404,10.305,6.028,10.914,10.96
"LOC127898459",7.775,11.076,8.209,5.341,10.232,5.827,8.174,9.505
"LOC127890103",8.654,8.552,9.284,9.531,9.454,4.962,8.191,11.299
"LOC127830169",9.483,9.941,12.454,11.42,11.169,9.224,7.909,6.226
"LOC127883930",9.771,8.86,8.996,11.495,8.659,7.283,8.908,7.072
"LOC127269792",8.992,9.596,11.42,11.304,10.86,6.006,9.082,9.698
"OR9G4",10.239,9.628,7.452,7.849,9.753,10.045,7.804,6.501
"MIR148B",9.929,9.419,7.801,6.716,8.53,8.266,9.571,10.249
"LOC132090715",9.635,8.766,6.175,9.148,7.463,8.074,9.908,8.987
"LOC129664481",7.665,8.916,7.589,5.926,8.332,9.815,10.625,9.3
"SFMBT2",7.742,10.438,9.159,8.924,9.292,7.728,10.848,5.113
"LOC126806507",10.093,10.423,6.8,5.583,8.264,6.694,7.563,8.498
"CDKL4",9.276,9.208,6.238,9.426,8.382,6.463,9.422,8.3
"LOC390358",9.921,11.349,8.702,8.48,10.971,11.206,11.519,10.837
"LOC130004899",10.572,10.143,6.516,7.534,10.129,10.21,9.641,6.28
"LOC129998365",7.712,10.437,6.89,9.207,7.258,8.749,7.307,9.801
"LOC127404391",9.017,4.663,8.803,7.89,8.101,8.115,4.393,10.746
"HNRNPA1P75",6.15,9.69,9.294,9.299,10.425,8.474,7.382,7.394
"LOC129993674",7.214,9.435,9.398,7.97,5.934,7.071,8.64,9.286
"LOC127273223",9.085,11.264,8.825,12.63,9.346,10.511,8.243,10.274
"LOC127893840",7.874,7.695,6.998,11.254,9.97,12.021,10.264,5.507
"CDK3",10.648,8.703,10.505,7.428,9.137,9.597,7.832,8.892
"LOC127408616",7.052,9.816,6.546,9.172,7.454,9.67,9.782,9.94
"LOC129661130",7.926,7.427,8.147,10.448,10.232,9,8.885,8.498
"HNRNPCP9",9.657,11.181,11.328,10.097,8.399,7.474,9.517,8.393
"LOC105374138",6.761,8.325,12.006,7.081,8.835,9.684,6.217,6.62
"NUDT8",5.95,9.565,8.63,9.477,8.705,8.624,8.811,7.598
"LOC124901101",6.261,9.256,9.394,8.531,6.621,8.797,8.938,9.435
"LOC129998219",10.232,8.555,11.474,7.134,11.008,9.441,7.703,7.538
"TRBV4-1",8.98,10.634,11.035,10.029,9.187,8.386,9.539,9.991
"LOC105373056",7.096,10.336,8.723,10.175,9.516,11.687,7.028,11.163
"FICD",13.726,9.327,10.401,9.391,7.153,5.13,10.945,8.337
"LOC130003199",10.649,8.138,8.834,7.781,10.159,9.461,7.41,9.609
"LOC127894490",12.378,9.967,7.066,7.602,7.998,7.764,7.707,8.961
"LOC127827881",9.249,6.225,8.64,9.263,10.711,7.213,8.293,7.886
"LINC02653",7.084,8.884,5.13,9.565,10.391,7.125,6.364,9.742
"LOC127456889",7.565,7.25,8.463,6.951,10.548,10.686,10.557,5.149
"LOC105377212",9.052,11.338,8.709,8.228,7.553,5.948,6.928,7.515
"DMRT3",12.271,6.096,7.773,9.247,9.299,4.545,8.828,10.484
"LONRF2",5.977,7.132,9.151,8.32,8.121,9.594,7.733,7.854
"LOC130007624",8.662,9.469,8.016,8.02,8.372,8.946,10.08,6.849
"LOC121392913",11.779,7.319,9.156,8.884,5.753,11.537,9.65,10.53
"LOC130001191",9.176,7.448,7.737,6.245,8.893,10.191,11.743,7.35
"LOC132088696",9.24,7.246,8.031,5.762,8.039,8.043,9.261,10.491
"MAFTRR",8.766,7.802,10.914,9.253,7.28,6.888,8.333,11.216
"LOC130068391",7.171,5.246,7.024,9.465,11.506,12.211,11.402,5.992
"LOC124902580",9.37,8.361,9.675,8.63,9.575,10.482,8.583,11.196
"LOC127820692",10.525,7.608,8.613,11.789,9.076,10.634,11.414,7.28
"LOC127457079",6.435,11.856,9.223,9.346,7.103,9.189,7.237,6.357
"LOC127272520",11.02,8.23,10.383,6.456,7.439,8.817,8.103,9.141
"LOC129661458",6.776,6.986,8.292,10.494,10.65,7.338,7.498,7.923
"IGKV2D-29",7.782,9.736,12.788,10.389,7.683,9.885,7.821,6.78
"LOC129391002",6.752,9.261,11.178,7.772,9.152,11.378,9.096,11.224
"LOC129992171",7.363,10.631,8.932,8.692,5.016,9.964,8.167,6.252
"LOC110120645",11.534,10.173,9.201,9.375,7.769,9.241,3.054,8.897
"ERVS71-2",8.204,7.402,5.775,9.498,6.009,8.318,8.686,10.196
"LOC124310575",9.996,8.835,10.572,6.65,8.35,4.75,5.695,9.003
"LIX1",11.99,8.454,11.931,9.994,9.178,15.283,9.659,9.419
"DNAJA2-DT",6.808,9.179,10.725,7.208,10.71,10.783,9.157,7.363
"LOC127397194",8.466,9.771,11.197,7.433,10.403,10.668,8.853,7.848
"LOC127823919",7.747,8.165,7.57,9.659,10.345,8.222,8.935,5.696
"MLF2",10.97,7.589,11.582,7.813,11.094,7.2,12.007,10.351
"LOC105369491",8.197,9.024,8.54,10.395,8.368,10.005,7.894,7.666
"LOC129934814",10.013,8.295,9.948,8.825,8.295,8.142,10.224,10.379
"LOC129932724",7.825,7.856,9.005,8.5,7.333,8.329,9.272,6.568
"ME3-DT",12.331,7.815,10.575,9.392,6.242,10.591,9.926,7.39
"RN7SL32P",8.433,6.674,7.007,7.627,8.881,7.139,8.839,5.859
"LOC127273434",6.124,8.27,8.973,10.033,8.22,6.593,9.11,9.676
"LOC127398912",9.611,6.44,7.075,9.184,7.234,10.623,8.309,9.524
"LOC127817831",9.787,11.707,6.953,5.649,6.44,10.7,8.446,7.852
"LOC121740695",6.545,8.395,9.622,7.31,7.507,12.086,11.33,10.376
"LOC127819756",9.558,9.881,4.921,8.752,10.209,6.493,6.33,9.364
"LOC130002780",9.955,10.525,7.711,9.971,10.029,8.524,10.417,9.203
"KAT7",10.407,11.049,11.019,8.706,10.323,5.88,10.581,10.095
"LOC129998638",11.137,7.172,10.296,5.939,7.736,9.518,9.493,5.533
"LOC127897691",6.019,10.694,10.803,11.625,9.15,7.419,9.625,8.744
"CASP1P1",10.787,7.476,6.846,9.807,5.947,9.454,8.729,7.268
"ERVK-7",6.761,7.678,8.763,9.484,11.184,9.415,6.634,9.134
"LOC127895452",8.005,6.092,10.589,9.523,8.319,6.457,8.624,7.566
"FRA11I",7.007,7.419,5.08,7.952,10.868,9.558,9.805,9.241
"LOC126862424",8.164,10.394,8.454,8.834,9.435,8.487,8.382,6.557
"LOC126806805",5.131,8.664,8.359,6.583,10.69,8.843,9.851,10.976
"LOC132090142",7.985,8.805,11.305,9.555,6.98,7.212,11.739,7.245
"LOC124909236",10.605,6.568,8.537,8.306,11.053,11.767,5.985,7.64
"LOC127825711",9.157,8.119,8.705,4.529,7.84,10.299,8.406,8.876
"LOC129664824",9.466,10.137,11.704,9.784,6.331,10.437,9.108,9.911
"LOC130002929",6.804,9.78,11.23,11.565,9,9.04,8.471,10.582
"LOC129662521",11.036,5.531,9.985,7.499,7.526,13.078,9.918,8.682
"LOC124903434",8.856,9.289,6.232,8.015,11.581,7.172,6.182,6.134
"LOC130059407",6.882,11.307,8.065,10.56,8.674,6.912,9.16,6.326
"TMEM183A",5.93,9.824,6.773,7.606,10.534,12.414,9.578,9.707
"LOC127404488",8.709,8.938,8.976,6.076,6.749,11.719,6.276,3.294
"LOC132090903",10.615,7.584,6.997,7.632,9.43,8.954,8.007,10.976
"LOC126862329",10.184,9.143,7.971,10.824,9.169,9.341,11.977,8.934
"FNDC3CP",7.571,7.105,9.14,6.256,10.459,6.814,9.491,6.712
"LOC127822374",8.268,9.67,10.824,9.48,10.835,7.671,8.974,10.97
"EBF4",8.563,9.542,9.672,8.813,6.013,8.555,11.848,9.92
"LOC129997581",8.128,11.183,6.852,4.651,9.264,10.833,9.088,10.268
"SLC25A5P4",8.723,7.79,8.762,12.676,8.536,6.731,7.736,10.105
"LOC127268281",10.36,9.855,10.41,10.802,8.08,10.174,8.586,6.979
"OR11K2P",8.373,6.203,12.116,7.628,9.058,9.477,10.089,8.646
"FZD7",7.646,9.643,6.784,8.533,9.923,9.428,10.676,6.363
"RELB",9.801,9.977,12.087,11.571,9.957,8.495,8.193,11.919
"LOC130066098",8.22,9.189,6.465,11.344,11.109,8.198,10.287,6.642
"LOC129999460",9.011,10.072,10.139,8.229,7.422,9.233,9.235,13.357
"H2AZ2-DT",10.127,8.693,9.404,12.284,9.167,7.695,10.327,10.228
"LOC124900805",6.774,8.671,9.236,10.27,7.866,8.928,8.533,8.083
"LOC126861756",5.553,9.562,6.211,10.359,9.745,8.056,11.988,4.977
"LOC129992753",9.862,9.837,10.243,9.027,9.702,8.51,8.528,8.917
"LOC129997698",6.606,10.487,5.737,9.65,10.082,8.18,7.124,7.687
"LOC129998087",7.075,8.678,8.991,8.714,11.499,8.826,8.973,4.865
"LOC127816264",6.924,9.187,8.773,7.714,11.414,8.784,5.725,8.977
"LOC127276507",10.097,9.913,13.614,9.601,7.925,7.643,9.179,9.375
"LOC127882759",7.802,8.481,11.48,8.379,7.456,11.387,9.493,8.109
"LOC127894196",7.209,10.508,13.011,8.197,8.729,5.214,11.338,10.846
"LOC127399998",8.996,9.302,8.579,9.406,9.061,6.56,9.934,9.121
"LOC129993832",9.592,8.847,8.617,10.834,10.098,10.859,10.11,8.06
"LOC127409325",11.333,8.702,10.49,10.858,10.449,11.032,7.377,8.06
"LOC127820783",9.878,9.751,9.501,9.468,10.263,9.651,12.517,8.08
"LOC105376090",7.688,6.556,9.386,6.529,7.252,9.771,8.299,9.411
"PKD1P6",5.762,9.954,8.473,8.601,8.223,7.14,8.635,10.682
"LOC129995089",8.186,9.446,8.651,7.015,8.292,6.851,9.825,10.676
"LOC130003836",8.973,9.013,7.9,6.87,9.221,8.958,7.401,6.83
"LOC129929948",10.935,7.757,10.509,8.466,10.491,12.076,10.099,5.063
"LOC127460560",9.261,8.447,6.072,10.595,9.004,10.445,6.639,11.289
"LOC127882730",7.764,10.779,9.278,7.953,8.099,11.401,7.07,5.192
"LINC01958",12.543,7.697,5.932,6.379,10.69,8.256,8.721,11.554
"LOC127396656",8.292,6.19,8.955,9.006,7.421,8.532,8.989,7.067
"LOC129389100",7.965,10.272,10.481,6.561,7.079,7.044,7.193,10.062
"LOC127400059",12.124,2.475,7.302,5.572,7.238,8.614,11.194,7.877
"LOC126859766",11.367,10.53,8.776,5.964,8.035,7.474,7.649,9.902
"LOC127820936",7.436,9.063,8.655,4.725,6.977,8.151,8.245,7.083
"LOC126088088",8.375,11.45,10.353,11.721,7.223,8.675,9.392,8.643
"LOC127885440",9.476,10.371,7.966,9.894,4.951,10.73,7.761,9.241
"SLC26A3",8.242,10.094,9.933,10.944,8.677,9.066,9.021,11.043
"LOC127884946",6.304,11.222,8.727,7.278,9.351,13.346,6.426,7.376
"BNIP2",8.685,12.115,8.73,11.918,9.181,7.023,9.315,9.12
"PLCD1",13.135,9.122,10.811,10.572,8.822,7.967,8.805,9.085
"LOC129930168",9.997,9.479,10.606,7.263,9.274,8.211,6.861,9.427
"LOC130059640",7.66,8.123,8.252,10.082,7.836,7.9,9.09,7.562
"LOC124907282",8.856,8.781,8.624,10.32,9.341,8.068,10.259,11.062
"LOC127460466",11.185,7.858,7.513,6.794,8.216,6.979,10.227,9.947
"ARL2BPP8",10.387,10.152,7.63,9.051,11.474,7.752,11.215,6.84
"LOC124625891",10.578,9.713,7.977,7.195,10.671,8.916,9.446,9.187
"SYCP1",9.498,9.729,5.819,6.635,8.521,9.941,7.943,10.809
"LOC130001254",8.558,11.965,4.021,8.486,11.224,9.065,7.016,11.378
"LOC127896666",7.421,10.578,10.553,8.793,9.364,7.699,10.003,10.882
"LOC127884348",7.3,4.887,7.848,7.38,12.222,9.484,7.7,11.438
"LOC127895519",10.194,8.378,8.67,8.521,8.137,8.96,9.862,7.444
"INSM2",4.613,10.929,10.63,8.918,9.075,7.34,12.156,6.708
"LOC122094897",12.229,10.644,7.121,10.781,8.17,7.492,8.843,8.169
"LOC111776220",10.045,7.006,7.232,10.795,8.766,9.721,10.063,10.777
"LOC127898162",9.536,9.335,8.848,6.24,6.905,11.74,13.542,8.731
"LOC127405530",8.094,8.515,6.568,9.506,6.632,7.988,11.471,8.268
"LOC101929154",8.353,7.264,12.356,8.673,9.275,10.1,10.119,11.463
"LOC105375716",11.589,5.786,10.093,9.72,7.684,9.705,7.433,10.058
"LOC124904307",9.508,8.836,9.108,6.79,7.653,8.328,11.086,6.858
"LOC127269604",10.087,9.697,6.594,10.599,12.517,8.89,10.927,8.92
"LOC127892035",8.196,8.22,14.188,9.182,8.406,4.847,11.081,9.954
"LOC127274634",9.305,7.238,5.73,8.141,8.073,11.927,8.755,8.408
"LOC127896298",10.161,7.761,8.609,9.775,10.365,8.672,8.495,12.45
"LOC127818203",11.488,6.302,7.665,11.152,6.393,8.998,7.785,10.304
