# synthetic, for demo only -- module 563 CONCORD
,TruePC1,TruePC2,TruePC3,TruePC4,TruePC5,TruePC6,TruePC7,TruePC8,TruePC9,TruePC10,TruePC11,TruePC12,TruePC13,TruePC14,TruePC15,TruePC16,TruePC17,TruePC18,TruePC19,TruePC20
C00386,-11.423426,8.15807,4.9950953,-0.24009016,1.1208858,-0.2950494,0.1976039,0.13358426,-0.017236134,0.025333034,0.0014507382,-0.0027612578,-0.00037846572,-0.00037518697,0.00011763918,-1.451836e-05,1.2255585e-05,1.0604855e-05,1.8804731e-06,1.7273952e-07
C00387,-5.6454635,11.213014,1.9858025,-2.029633,0.7486825,0.55337167,0.24791984,-0.10036595,-0.053484265,-0.016631851,-0.0068562226,0.00073476456,0.0008883549,0.00025634028,-0.00015317327,9.701192e-06,1.2860512e-05,-1.5912994e-05,9.38977e-07,-3.348428e-07
C00388,20.26851,-3.8349683,-0.4812953,2.5582097,0.95971507,0.4522281,0.078767605,-0.12491246,0.06434497,0.011095899,0.0013489331,-0.0024379753,0.00093932496,0.00028684104,-2.5111603e-05,5.3045504e-05,1.2333168e-05,1.1274257e-05,-3.9992647e-06,9.120274e-07
C00389,11.986259,7.5145116,-4.765361,0.89358634,-0.77337724,-0.73011756,-0.036869124,0.14240684,-0.053283162,0.0046382374,-0.009667231,0.0006335235,0.00041928346,0.00049383886,5.6021563e-05,5.1979587e-05,1.2635385e-05,1.113282e-05,-1.395901e-06,8.521519e-07
C00390,20.72389,-4.9060893,0.13550492,2.2885566,1.003569,0.6108475,-0.006463486,-0.09555794,0.06303221,0.016289353,-0.003311236,-0.0017816393,0.00082100066,0.00044661807,7.785321e-05,2.2366221e-05,1.2470462e-05,7.880715e-06,-9.279829e-07,-7.88745e-07
C00391,17.072372,1.7795604,-3.2531304,2.725305,0.23058327,-0.4544672,0.28146914,-0.073047176,-0.018031068,-0.017984513,0.008128748,0.000928351,-0.00070782204,-0.00046333313,-6.2288935e-05,-3.273103e-05,1.2435678e-05,-1.34038555e-05,2.4227963e-06,-1.4310081e-06
C00392,12.753862,6.823855,-4.6967974,1.2214727,-0.67206764,-0.767205,0.02259664,0.12444952,-0.06108296,-0.0009820941,-0.008536621,0.0014608249,5.0510767e-05,0.00044054686,0.00011648888,2.5219533e-05,1.1890803e-05,1.4548195e-05,-2.218241e-06,6.34404e-07
C00393,22.085712,-10.454819,3.5637941,-0.6019667,0.33312008,0.69160104,-0.34684876,0.16233137,-0.05751545,-0.005529475,-0.0030595993,0.002563557,-0.0010304203,-0.00055088534,-0.00013809495,7.935655e-06,1.2528605e-05,-5.058575e-06,4.6957157e-06,-1.1833998e-06
C00394,20.223455,-3.7350466,-0.5376835,2.5792308,0.9535809,0.4364685,0.0862313,-0.12699,0.06406831,0.010529996,0.0017623494,-0.0024689888,0.0009424423,0.00027166936,-3.4082324e-05,5.151992e-05,1.2502367e-05,8.503448e-06,-3.2232015e-06,3.2192503e-07
C00395,-20.331898,-5.9295287,0.5056489,1.6203418,-1.3434106,0.48789585,0.0063365297,-0.12953083,-0.053958356,0.018171862,0.0007600227,-0.002613826,-0.0010760834,9.1049784e-05,6.0497332e-05,4.601213e-05,1.2159959e-05,-1.0023355e-05,-2.3965615e-06,-6.235307e-07
C00396,16.520933,2.5496068,-3.5545843,2.5950706,0.09157597,-0.55209166,0.26808685,-0.044659566,-0.0322121,-0.018840393,0.0060733156,0.0016245433,-0.0008759085,-0.0003920635,2.7341002e-06,-4.4779383e-05,1.2321525e-05,-5.770244e-06,7.059242e-07,-1.6574359e-06
C00397,-20.926527,-11.85623,-4.9224973,-0.63882333,-0.067113,0.47868326,0.29639083,0.23401476,0.058608036,-0.016627792,-0.0012804356,0.0024610728,0.0013920746,-0.00044648285,0.00011616722,1.6295278e-05,1.2624867e-05,1.1926693e-06,3.0584579e-06,9.0051714e-07
C00398,-8.898822,9.770134,3.810967,-1.1490115,1.0779229,0.12422388,0.28693467,0.030832188,-0.054373432,0.008894455,-0.005322466,-0.0026723056,0.0007965918,-0.00032186141,-7.7577744e-05,-5.068543e-05,1.2323095e-05,-2.541527e-06,-2.9833075e-06,-4.2959172e-07
C00399,-11.041117,8.433848,4.8371634,-0.38712382,1.1301881,-0.23119517,0.21828003,0.1204804,-0.024629584,0.023764161,0.00029183,-0.0029737593,-0.0001758358,-0.00040924837,8.820675e-05,-2.2684435e-05,1.2518649e-05,1.0400329e-05,-7.3190483e-07,3.7986058e-07
C00400,-19.911915,-4.29464,1.8106403,1.9415042,-1.2543322,0.22951794,-0.13135639,-0.17811593,-0.045539577,-0.0020693238,-0.003911742,-0.0035912227,-0.00042781734,-0.00031173794,0.00015734334,4.039447e-05,1.276175e-05,-3.5489277e-06,5.4202184e-07,7.5351926e-07
C00401,22.020672,-11.877832,4.438967,-1.8617706,-0.2062962,0.274918,-0.24849825,0.1643178,-0.07822706,-0.021590939,0.010246531,-0.00037986904,3.7290727e-05,-0.00032562282,-0.00018106378,7.9703306e-05,1.2152225e-05,1.4816739e-05,-6.167294e-06,-1.0085961e-06
C00402,-20.940203,-11.393474,-4.4751883,-0.3961462,-0.28040105,0.5696313,0.31408203,0.22064807,0.04843011,-0.006015296,0.00087767205,0.0035852091,0.0014981504,-0.00033603946,6.9177026e-05,-1.7998545e-05,1.3337926e-05,2.040017e-05,6.2039326e-06,4.3665855e-07
C00403,-20.111929,-15.691078,-8.587007,-3.2290418,2.6638408,-1.3920634,-0.5488581,-0.37978268,-0.10305965,0.06204969,0.010146014,0.008134725,0.002840031,-0.000754613,0.0002606905,6.556825e-05,1.1585579e-05,-2.4999948e-05,-2.7124033e-06,3.5248583e-08
C00404,-15.593097,4.155874,5.8063316,1.4176025,0.5142983,-0.7786419,-0.15305758,0.1253905,0.062075343,0.0025634188,0.006550545,0.0031236212,-0.0006858158,0.0005026681,-3.967075e-05,4.5000113e-05,1.2746238e-05,-1.6695467e-05,3.3120891e-06,-1.2520828e-06
C00405,21.10214,-14.121093,5.629187,-4.5770297,-1.6304942,-1.337601,0.49070078,-0.21507932,0.090289645,0.023873983,-0.013593086,0.0019356865,-0.0007370706,-0.00019947172,-3.3134278e-05,-1.2230418e-05,1.3099689e-05,-1.3802456e-05,1.6512448e-06,-5.7157416e-07
C00406,-18.15075,0.18441127,4.63982,2.1434953,-0.4479735,-0.5153122,-0.31796628,-0.07871781,0.033370044,-0.03166816,-0.0042310013,0.0016799644,0.0011895151,-8.148074e-05,-0.000107100306,-5.798798e-05,1.2202777e-05,8.254852e-06,-2.5331024e-06,1.6355135e-06
C00407,20.511543,-4.3916535,-0.16347101,2.4282854,0.987664,0.5372718,0.035538387,-0.11125286,0.06466699,0.0140063,-0.001049096,-0.0021590726,0.0009070061,0.00038792065,3.120835e-05,3.6527344e-05,1.2768128e-05,3.0740819e-06,-1.2042669e-06,-1.1984587e-06
C00408,-20.421476,-6.3444033,0.15708616,1.5185263,-1.3416165,0.5440106,0.04328405,-0.10969221,-0.052936506,0.022553239,0.0020055205,-0.002037366,-0.0011215794,0.00020430988,1.2767069e-05,3.9077175e-05,1.2475627e-05,-1.6162623e-05,-3.4372e-06,-2.056216e-06
C00409,4.495657,11.667144,-3.351347,-1.8489689,-0.7582475,0.24301627,-0.26882792,0.0036268828,0.058350872,0.011261729,0.00570112,-0.0015327127,-0.0002011796,-0.00039362937,-1.833211e-05,-4.2984146e-05,1.2645085e-05,-6.0027905e-06,-3.0495978e-06,-6.0776273e-07
C00410,21.783756,-12.873645,5.014344,-2.9297483,-0.72953093,-0.24280584,-0.0482143,0.08735491,-0.05469194,-0.023305178,0.016096003,-0.0031734155,0.0011768084,0.00039668588,5.875882e-05,1.841737e-05,1.2367911e-05,8.948173e-06,-4.638216e-06,1.0478803e-06
C00411,14.504593,5.0323486,-4.3461556,1.9322827,-0.36721715,-0.7582156,0.1567809,0.058574684,-0.0629524,-0.012857561,-0.002931432,0.002567853,-0.00072345627,0.00010895534,0.00014893501,-2.8662216e-05,1.2571199e-05,6.629315e-06,-4.398388e-06,-5.1144195e-07
C00412,21.356022,-13.768215,5.4740806,-4.066672,-1.340605,-0.9587733,0.29194087,-0.093814775,0.028386103,8.296409e-05,0.003548452,-0.0020289535,0.0008149295,0.0005988368,0.00023283857,-7.7934485e-05,1.18878e-05,-9.655364e-06,4.638107e-06,-1.589058e-06
C00413,3.4984927,11.9057865,-2.9439504,-2.074952,-0.64563715,0.37471777,-0.23956256,-0.03475265,0.05973382,0.004939391,0.0071218945,-0.0005044924,-0.00059434236,-0.0003475457,5.8014368e-05,-4.284611e-05,1.2556909e-05,-6.12042e-07,-3.1439822e-06,5.0888383e-07
C00414,21.28928,-13.86948,5.520573,-4.208939,-1.4205145,-1.0606879,0.34435287,-0.12489819,0.04393414,0.0057133376,-0.00031988524,-0.0012206737,0.00050237955,0.00047138327,0.00019010753,-7.3988784e-05,1.2926519e-05,-1.905099e-05,3.5811133e-06,1.1309993e-07
C00415,20.727283,-4.914544,0.14045902,2.2861,1.0037473,0.6120049,-0.0071703084,-0.095275134,0.06298964,0.016323427,-0.00334454,-0.001774541,0.00081605406,0.00045033748,7.161293e-05,2.3323904e-05,1.2226426e-05,7.734468e-06,-3.0539725e-06,-5.816968e-07
C00416,18.206882,0.046113357,-2.4955368,2.8865743,0.5210184,-0.19556758,0.2731385,-0.12227797,0.015879177,-0.012045062,0.010291925,-0.0008262894,-8.855318e-05,-0.00044763114,-0.0001535624,8.935913e-06,1.3135354e-05,-3.3790257e-06,6.300897e-06,1.19816e-06
C00417,21.902359,-8.845334,2.5497475,0.5289592,0.7231621,0.86962384,-0.31222573,0.093040764,-0.010978164,0.01102726,-0.011462128,0.0027212903,-0.0009183736,-0.00010827805,7.4231975e-05,-6.231109e-05,1.2790759e-05,-1.551741e-05,3.9125866e-06,-1.1407866e-07
C00418,8.203202,10.162348,-4.4663057,-0.6708726,-0.9770249,-0.30633122,-0.2535998,0.12864982,0.013617522,0.021777889,-0.0044723367,-0.0028553999,0.0011175579,2.6366915e-05,-0.00017250252,2.6230831e-05,1.2939968e-05,-1.047313e-05,5.6602694e-06,-5.519797e-07
C00419,-13.70403,6.22885,5.6960135,0.6741844,0.91751474,-0.63355094,0.026776925,0.17226812,0.03201564,0.022865668,0.007062866,0.00010102368,-0.0011947104,9.586928e-05,0.00014776476,5.0108156e-05,1.2297389e-05,5.001594e-06,7.110332e-06,2.6541233e-07
C00420,-0.45381242,12.220082,-1.0024211,-2.5290327,-0.06492508,0.7126123,-0.033783056,-0.14676851,0.022618778,-0.020098498,0.004319874,0.0031222927,-0.0009457575,0.00024432322,0.00015843334,3.3441593e-05,1.252576e-05,1.3692564e-05,2.6451298e-06,1.5363364e-07
C00421,-19.339676,-2.5491183,3.0610251,2.1412272,-1.0177641,-0.07733154,-0.24617188,-0.17582129,-0.019506073,-0.021701997,-0.006768108,-0.002415833,0.00057730766,-0.0004991425,0.00013085599,-1.2791345e-05,1.3195526e-05,1.1488414e-05,8.184559e-06,-8.12096e-07
C00422,18.170126,0.10580066,-2.5232837,2.8840907,0.51171017,-0.20516862,0.2743015,-0.12099477,0.014736932,-0.012323662,0.010278101,-0.00076748506,-0.00011619349,-0.00044476966,-0.0001485057,-5.139062e-07,1.2724658e-05,-9.678078e-06,6.6802004e-06,-2.2597038e-07
C00423,-20.46432,-6.5548744,-0.022162816,1.4637382,-1.3365601,0.5705326,0.062041797,-0.09857341,-0.051892966,0.02455386,0.0026135272,-0.0017057982,-0.0011224371,0.00024802244,-2.3349567e-06,3.418973e-05,1.20546165e-05,-1.3261593e-05,-1.4224659e-06,1.7257406e-06
C00424,3.7219725,11.858121,-3.0386512,-2.0280278,-0.67245924,0.3464123,-0.24717908,-0.026271507,0.059855,0.0064244927,0.0068789395,-0.000746599,-0.0005125344,-0.000364937,3.8944112e-05,-4.184725e-05,1.2457982e-05,-9.707371e-07,-3.4658779e-06,3.089357e-07
C00425,0.19892395,12.234945,-1.3524872,-2.504209,-0.17045309,0.68156385,-0.07392742,-0.13532513,0.03235048,-0.016836394,0.005596945,0.0027515325,-0.0010502826,0.0001383275,0.00017219273,2.0273079e-05,1.2423553e-05,1.5900847e-05,-1.0257154e-06,-5.068813e-07
C00426,11.33568,8.057363,-4.7863917,0.6139338,-0.8431936,-0.6824006,-0.08492972,0.15192808,-0.044178102,0.009137082,-0.009964476,-0.0001224193,0.0006981756,0.00048772641,1.1738696e-05,5.568453e-05,1.2509895e-05,1.142114e-05,1.565705e-07,1.0750033e-06
C00427,17.237959,1.5396478,-3.1545506,2.7585597,0.27290314,-0.42154887,0.2834913,-0.081190065,-0.013396668,-0.01747552,0.008645935,0.00069140823,-0.000638163,-0.0004769847,-7.4332325e-05,-3.1908556e-05,1.2438861e-05,-1.2266615e-05,2.4046099e-06,3.448445e-07
C00428,-20.932781,-10.498944,-3.6166832,0.038469538,-0.6305914,0.6885633,0.31759304,0.17484145,0.024963224,0.012148732,0.0042739413,0.0044816933,0.0012061592,-1.9090723e-05,-7.142386e-05,-5.4129825e-05,1.2237103e-05,2.7684842e-05,5.2353107e-06,-1.0545667e-06
C00429,7.6766887,10.438255,-4.351593,-0.8663546,-0.9685241,-0.22881457,-0.26858056,0.115283385,0.022969613,0.021937948,-0.0028895116,-0.0029911087,0.0010159264,-7.727206e-05,-0.00017534287,1.41658775e-05,1.2718335e-05,-8.861483e-06,4.8757643e-06,7.031977e-07
C00430,-9.794788,9.252213,4.265198,-0.84478897,1.1195914,-0.021660756,0.2679975,0.07047237,-0.04465141,0.016042203,-0.003275928,-0.0030886435,0.00044576748,-0.00041103532,-6.6621383e-06,-4.9006234e-05,1.2314061e-05,4.8301117e-06,-2.1129251e-06,3.0337858e-07
C00431,6.80391,10.849009,-4.1274586,-1.171883,-0.9367046,-0.097240776,-0.2839428,0.088857815,0.03676097,0.020892374,-0.00020918871,-0.002961741,0.0007551685,-0.00022267994,-0.00015649034,-9.9422e-06,1.200898e-05,-1.3687356e-05,3.5241626e-06,3.9167878e-07
C00432,12.947574,6.6407237,-4.6716638,1.3032935,-0.64329916,-0.7729323,0.03783111,0.11879412,-0.062457077,-0.002404283,-0.008110175,0.0016453748,-4.7767724e-05,0.00042036586,0.000118942546,2.316506e-05,1.2246271e-05,1.1793117e-05,-3.7330356e-06,-1.03479316e-07
C00433,4.4201374,11.687576,-3.3218956,-1.8675642,-0.7503838,0.25344342,-0.26705167,0.0006894435,0.058630317,0.010812044,0.00583796,-0.0014599352,-0.00023025002,-0.0003926899,-1.3383285e-05,-4.282446e-05,1.2768573e-05,-5.647188e-06,-2.6891723e-06,-4.6431103e-07
C00434,15.573287,3.7775004,-3.9836087,2.3136008,-0.13589144,-0.67754936,0.2254857,0.005546791,-0.051120143,-0.017559307,0.00185748,0.002399672,-0.0009526862,-0.00017090335,8.307961e-05,-4.356576e-05,1.2792232e-05,-6.4052124e-06,-3.6472577e-06,-2.6719266e-07
C00435,-1.1608002,12.175278,-0.61337346,-2.5333195,0.05111128,0.7337061,0.010465814,-0.15506715,0.011232743,-0.02287347,0.00271657,0.0033564414,-0.0007674961,0.0003436743,0.00013167772,4.3642507e-05,1.2840177e-05,1.2563615e-05,3.58427e-06,1.2476809e-07
C00436,-5.9663196,11.099415,2.1729574,-1.9603592,0.7908027,0.5205297,0.25838494,-0.08981487,-0.055939816,-0.014609171,-0.007138335,0.00035922613,0.0009598496,0.00020319487,-0.00016114912,5.8631906e-07,1.2551859e-05,-1.604601e-05,1.6370075e-07,-1.9336258e-07
C00437,-17.290312,1.7303435,5.2769556,1.9674909,-0.06998045,-0.6882955,-0.29020765,0.0043304972,0.055985425,-0.023401057,0.00010195275,0.0034125089,0.0006845456,0.00030318386,-0.00017645147,-3.01516e-05,1.2623003e-05,-9.9122535e-06,-6.5735812e-06,3.6598829e-07
C00438,-19.268894,-2.358426,3.1872914,2.153888,-0.9847132,-0.110860616,-0.25584352,-0.1723596,-0.015972486,-0.023372011,-0.006869595,-0.0021800052,0.0006771302,-0.0005002317,0.00011342156,-1.3893928e-05,1.2572518e-05,1.7203498e-05,6.348538e-06,-2.117736e-06
C00439,13.041186,6.55092,-4.6583524,1.3426431,-0.62893945,-0.7751439,0.045197435,0.11590495,-0.06302546,-0.0030915446,-0.007886327,0.0017311682,-9.219571e-05,0.0004058541,0.00012543297,1.958482e-05,1.2043893e-05,1.2492788e-05,-4.4253866e-06,8.869325e-07
C00440,13.070202,6.522915,-4.6540713,1.35481,-0.6244285,-0.77575374,0.0474819,0.11498937,-0.06318867,-0.0033022107,-0.007815906,0.001757077,-0.00010862623,0.00040647213,0.00013183453,1.3669626e-05,1.2269533e-05,1.0611795e-05,-3.431328e-06,-2.0952852e-07
C00441,-20.045448,-4.770887,1.4426126,1.861187,-1.295034,0.3095401,-0.09333421,-0.16903533,-0.04989404,0.004018211,-0.0026646913,-0.0035313866,-0.00067549845,-0.0002097069,0.00014388286,4.9813756e-05,1.2702976e-05,-5.0694025e-06,2.8494646e-06,-1.0336382e-06
C00442,21.544127,-13.439126,5.314002,-3.6249979,-1.0972126,-0.66006017,0.14349067,-0.009807491,-0.012153568,-0.013134655,0.011830057,-0.0033961004,0.0013284587,0.0007250263,0.00022347008,-5.153808e-05,1.2747263e-05,-5.846193e-06,1.7612938e-07,3.6285223e-07
C00443,11.27943,8.10251,-4.7866755,0.5897831,-0.8485359,-0.67764074,-0.08893768,0.15250334,-0.043303486,0.009505931,-0.009958339,-0.00018814894,0.0007227218,0.00048497348,5.4123234e-06,5.884786e-05,1.2281421e-05,9.979761e-06,8.324301e-07,2.2878002e-07
C00444,-0.20242593,12.228838,-1.13835,-2.5218465,-0.10580471,0.7019467,-0.049368855,-0.14277543,0.02647256,-0.018913154,0.0048431144,0.0029952736,-0.0009948782,0.00020780749,0.00016136032,2.9304234e-05,1.2016069e-05,1.2988888e-05,-1.1634647e-06,-3.707433e-07
C00445,20.859512,-5.251023,0.33862132,2.1840453,1.0085299,0.6568984,-0.03543844,-0.08345329,0.060851835,0.0175547,-0.0048084753,-0.0014695809,0.0007294764,0.00047837925,9.7912714e-05,1.3433144e-05,1.2539814e-05,6.953525e-06,-5.3858334e-06,-1.8945814e-06
C00446,-4.0052085,11.699878,1.0228893,-2.317032,0.5113116,0.6815621,0.1770532,-0.14160056,-0.03470864,-0.02392,-0.0042193136,0.002403692,0.00033322134,0.00044511128,-6.7238194e-05,4.3909753e-05,1.2528792e-05,-5.714848e-06,2.8915779e-06,4.236056e-07
C00447,-4.8885207,11.457099,1.5419761,-2.1763813,0.6432496,0.6210122,0.21854955,-0.122179806,-0.045995045,-0.020669186,-0.005866167,0.0015710456,0.0006638594,0.0003629053,-0.000120253324,2.6554155e-05,1.2357721e-05,-1.0624226e-05,1.2641539e-06,3.0890706e-07
C00448,-18.376661,-0.27146286,4.4138074,2.1704123,-0.55452573,-0.4514507,-0.3165227,-0.100764066,0.024984952,-0.03222745,-0.005202549,0.0009920473,0.0012212998,-0.0001903728,-7.917331e-05,-5.27102e-05,1.2630866e-05,1.04442115e-05,-4.182798e-06,2.1896565e-07
C00449,-20.636793,-7.509991,-0.8544621,1.1885303,-1.2763393,0.6714005,0.1452987,-0.040220555,-0.042665128,0.031131143,0.0050292625,9.091056e-05,-0.00091035385,0.00042656204,-0.000108711196,5.846033e-06,1.2694105e-05,-1.2043659e-05,-2.4572278e-06,2.8602585e-07
C00450,14.174599,5.3941693,-4.434299,1.8046416,-0.4321393,-0.7709685,0.13272737,0.07332723,-0.06453483,-0.0108926715,-0.004256677,0.0024763774,-0.00060401566,0.00019138966,0.00015267119,-1.8329169e-05,1.1919995e-05,6.7874676e-06,-5.10904e-06,-7.6979296e-07
C00451,20.949665,-5.488542,0.47965372,2.1069353,1.0091468,0.68685466,-0.055648476,-0.074418016,0.058840606,0.018275533,-0.005824052,-0.0012257567,0.0006587718,0.0004896481,0.00012192978,1.9214451e-07,1.250824e-05,6.9515004e-06,-4.0707005e-06,-2.9801713e-08
C00452,11.77371,7.6960835,-4.775872,0.80223364,-0.7978112,-0.7160647,-0.052881517,0.14609674,-0.050526507,0.0061444263,-0.009839321,0.00039173223,0.00051680894,0.00049937604,4.752664e-05,4.7734033e-05,1.2360587e-05,9.164756e-06,2.4325568e-06,-1.0441653e-06
C00453,-12.92503,6.9476113,5.510923,0.35781556,1.0179988,-0.5302964,0.09337845,0.16839422,0.015067457,0.026293527,0.005618237,-0.001135416,-0.0010346851,-0.000103091064,0.00016402791,3.3993252e-05,1.2798541e-05,9.6469485e-06,3.566306e-06,1.0597682e-06
C00454,3.597145,11.885158,-2.985989,-2.054507,-0.65758276,0.36231783,-0.24299593,-0.031022022,0.059817206,0.00559923,0.007019627,-0.0006120713,-0.00055933534,-0.0003573401,5.0335955e-05,-4.1825206e-05,1.2864079e-05,2.551603e-07,-2.579844e-06,4.1165823e-08
C00455,2.5519524,12.071152,-2.522592,-2.2491472,-0.523043,0.4854465,-0.2012376,-0.06914106,0.056536604,-0.0015922587,0.007653883,0.0005453957,-0.00088125,-0.00024741856,0.000117461896,-3.0402609e-05,1.221236e-05,6.682903e-06,-2.1657647e-06,1.32533255e-08
C00456,22.030497,-11.807248,4.396647,-1.7925029,-0.17428634,0.30336082,-0.25771436,0.16662633,-0.078281924,-0.020983923,0.0095721185,-0.00017366171,-4.2177493e-05,-0.0003578902,-0.00017562526,6.989703e-05,1.1979455e-05,1.3074241e-05,-2.9918226e-06,7.9114295e-07
C00457,-11.673284,7.9711113,5.093098,-0.14261645,1.1113201,-0.33625147,0.18275177,0.14137323,-0.012156861,0.026099231,0.0022103835,-0.0025753998,-0.00050492823,-0.0003439882,0.00012968347,-5.8162727e-06,1.2540157e-05,1.0906386e-05,7.711332e-07,-1.2779863e-07
C00458,-20.534513,-6.920023,-0.33681512,1.3636744,-1.3209045,0.61308014,0.09438099,-0.077701524,-0.04922804,0.027599286,0.0036138175,-0.0010627978,-0.0010881678,0.00033550162,-4.354734e-05,1.6066784e-05,1.3020142e-05,-1.52131515e-05,-2.5803247e-06,6.4952854e-07
C00459,21.730232,-8.020075,2.030972,1.0072635,0.85149163,0.8788262,-0.26195958,0.04874845,0.012237254,0.01630163,-0.012389483,0.001937822,-0.00054772483,0.00015089654,0.00014961914,-6.254415e-05,1.3095418e-05,-1.05642375e-05,2.028975e-06,-1.5017717e-06
C00460,21.972523,-9.27406,2.8202536,0.2545208,0.63856834,0.84533906,-0.33135366,0.114796974,-0.02375737,0.007349301,-0.010113006,0.0029427642,-0.0010527237,-0.0002499622,2.0279052e-05,-5.1525807e-05,1.2804992e-05,-1.7400198e-05,4.119386e-06,8.119391e-07
C00461,-20.695234,-13.8578615,-6.862291,-1.8454316,1.1315219,-0.20287561,0.046809785,0.13996872,0.057523385,-0.04733648,-0.008609565,-0.0060072555,-0.0015851,0.00011138154,2.5829408e-05,4.5848064e-05,1.322429e-05,-1.8082907e-05,-8.779908e-06,-1.2479106e-07
C00462,-19.991898,-4.5758533,1.594605,1.8954,-1.2797413,0.27712685,-0.10917709,-0.17326629,-0.048283394,0.0015208647,-0.0031968816,-0.00357884,-0.0005805948,-0.00025462438,0.00015736325,4.2881347e-05,1.2476486e-05,-3.854236e-06,2.3132689e-06,-2.0685268e-07
C00463,8.5853815,9.948537,-4.5394144,-0.5242555,-0.97790825,-0.3610778,-0.24007943,0.13692169,0.0064887023,0.021277197,-0.0055628275,-0.002683652,0.0011641413,0.00010084339,-0.00016575839,3.599904e-05,1.2442647e-05,-8.6879345e-06,5.973827e-06,7.6443564e-07
C00464,18.742687,-0.85492593,-2.063541,2.89703,0.6539146,-0.046802487,0.24820717,-0.13747253,0.032321583,-0.007253584,0.009854362,-0.0016366212,0.00026559233,-0.00032397677,-0.00016893208,2.7308459e-05,1.27111125e-05,-2.9878265e-06,1.3417758e-06,3.1821997e-07
C00465,6.1871753,11.105047,-3.9449677,-1.3724054,-0.9016875,-0.0038044178,-0.2876667,0.06766355,0.044854607,0.01921084,0.0016226895,-0.0027578548,0.0005223454,-0.0003029153,-0.00012784002,-2.4022185e-05,1.288476e-05,-1.28649235e-05,-5.3995457e-08,1.0947413e-06
C00466,-20.118658,-5.047171,1.2243655,1.8095917,-1.313314,0.3544564,-0.07033526,-0.1618287,-0.051735125,0.0075322976,-0.0018901125,-0.0034030108,-0.0007957147,-0.00014381422,0.0001348217,4.6969893e-05,1.1987135e-05,-6.4178475e-06,4.291055e-06,-1.0270403e-06
C00467,-20.911964,-10.018154,-3.159821,0.2541105,-0.78669864,0.7249276,0.30569503,0.14305401,0.011724229,0.019835213,0.0055121775,0.004348993,0.00086738437,0.00015669275,-0.00013385492,-6.1009723e-05,1.2895328e-05,1.6942875e-05,4.1030767e-06,4.8164026e-07
C00468,-2.36012,12.032036,0.06568285,-2.4872153,0.24868153,0.73867285,0.084648445,-0.15871039,-0.008904853,-0.02542332,-0.00028233757,0.0033178797,-0.00034681137,0.00045587312,5.1844418e-05,5.6160912e-05,1.2530641e-05,3.7507912e-06,2.2151307e-06,-3.173513e-07
C00469,19.937506,-3.1216853,-0.87916946,2.6931777,0.9089133,0.33713028,0.12978634,-0.13720708,0.06095904,0.006883078,0.004173825,-0.0025802206,0.0009018054,0.00013999865,-8.017827e-05,5.676785e-05,1.2006348e-05,1.089338e-05,1.7359561e-07,-7.7572645e-07
C00470,-19.577904,-3.2272706,2.5948033,2.0814784,-1.1245879,0.04278061,-0.20685561,-0.18318516,-0.031172758,-0.014872937,-0.006038556,-0.0031087238,0.0001964893,-0.00047379427,0.00016196976,1.0623277e-05,1.2774006e-05,7.645445e-06,8.044456e-06,8.913041e-07
C00471,-20.885777,-12.492682,-5.539727,-0.99369204,0.26400265,0.31641713,0.25059828,0.23566872,0.068279676,-0.031026429,-0.0043851156,0.0001693976,0.00086085964,-0.00048082092,0.00017799118,4.311027e-05,1.2977852e-05,-2.1042e-05,-3.7921131e-06,-2.046245e-07
C00472,1.4961592,12.187446,-2.0172672,-2.3954408,-0.3717399,0.58873695,-0.1486503,-0.10303325,0.04821846,-0.0088676335,0.0072901477,0.0016615863,-0.0010635356,-8.464505e-05,0.00016210284,-1.0470433e-05,1.2749984e-05,1.0469109e-05,-1.819321e-06,-2.2839652e-07
C00473,-20.114462,-5.031021,1.2372184,1.8127084,-1.3123578,0.35186547,-0.07169855,-0.16228905,-0.051646106,0.007336617,-0.0019330424,-0.0034166807,-0.00079510565,-0.00014500413,0.00013268649,4.8645066e-05,1.248428e-05,-9.865214e-06,6.956449e-07,1.8800258e-06
C00474,-20.844748,-12.901336,-5.9364524,-1.2351279,0.50060135,0.18720537,0.20612992,0.22356753,0.07059414,-0.039063063,-0.0062210886,-0.001662452,0.00028360536,-0.00041558157,0.00018904627,5.8343117e-05,1.2882693e-05,-2.1030739e-05,-6.0008815e-06,2.1830233e-06
C00475,17.943724,0.46788603,-2.689189,2.8643017,0.45404688,-0.2625332,0.28003675,-0.11252881,0.0077023213,-0.0139359245,0.010116417,-0.00040495838,-0.00025996554,-0.00046858567,-0.00013338402,-1.0187062e-05,1.3066678e-05,-1.2128531e-05,4.9682862e-06,-1.3635854e-06
C00476,20.163084,-3.6026187,-0.6120949,2.6060202,0.94494545,0.41538352,0.09597252,-0.1295665,0.06359718,0.009767421,0.0023015651,-0.0025091025,0.00094124174,0.00023745593,-4.1871666e-05,5.5482487e-05,1.239642e-05,1.2652184e-05,-2.9629524e-07,2.3338654e-07
C00477,-10.928971,8.512453,4.7891173,-0.4297261,1.131733,-0.21233782,0.22386916,0.11639193,-0.02670203,0.023223622,-4.8355654e-05,-0.0030222698,-0.00011795153,-0.00041481288,8.4831416e-05,-2.7999273e-05,1.254182e-05,9.290233e-06,-1.3482256e-06,3.440468e-08
