"Gene","S01_con","S02_con","S03_con","S04_con","S05_con","S06_con","S07_con","S08_con","S09_con","S10_con","S01_tre","S02_tre","S03_tre","S04_tre","S05_tre","S06_tre","S07_tre","S08_tre","S09_tre","S10_tre"
"TXNDC8",6.556,8.419,6.742,8.15,10.484,11.71,6.718,6.58,8.072,7.001,10.143,6.023,9.379,8.965,5.379,11.45,7.163,7.685,9.774,9.439
"LOC124902687",8.006,9.024,9.18,8.647,8.513,6.681,10.586,10.936,9.461,8.883,10.342,8.624,7.428,8.934,8.731,5.877,9.769,10.175,8.82,9.129
"LOC124901844",8.586,11.11,10.044,7.884,8.476,8.71,10.673,7.422,9.998,10.386,7.364,8.662,8.554,7.421,7.506,8.849,8.633,7.842,8.173,7.147
"FRY-AS1",9.619,9.926,4.652,5.4,7.753,5.691,7.425,8.019,9.082,5.775,10.996,7.962,8.558,5.066,7.92,7.97,7.736,6.92,7.825,8.871
"LOC127894351",7.68,10.003,7.803,9.669,7.819,9.587,10.13,7.502,5.497,5.91,7.609,7.742,3.575,6.813,7.622,5.452,8.643,8.75,8.08,8.673
"LOC127890833",9.077,9.436,9.187,9.075,7.793,6.095,5.559,5.773,6.574,6.381,6.709,10.108,7.185,8.095,5.133,8.91,10.316,6.223,9.2,6.883
"LOC127888107",5.805,8.265,7.197,8.205,8.809,8.724,9.962,6.025,7.268,8.422,6.58,8.506,8.254,9.568,9.256,8.848,7.466,7.351,11.091,8.091
"LOC127898048",6.406,6.908,8.05,6.711,7.694,7.211,7.87,7.617,10.586,7.109,9.146,6.564,7.977,6.569,8.501,6.935,10.936,9.359,8.186,10.589
"CPEB2-DT",7.053,7.873,7.34,8.324,8.475,7.54,10.46,6.795,8.919,7.946,7.239,9.945,8.539,8.416,8.06,8.058,9.217,6.217,9.596,9.426
"EMX2",7.594,11.061,9.271,6.449,7.989,6.369,9.372,5.747,7.676,5.357,4.238,4.164,4.659,5.255,4.733,7.781,7.1,8.295,5.224,4.166
"LINC02090",7.843,8.102,5.083,7.338,11.076,6.032,8.042,6.708,6.832,6.94,9.295,12.493,7.636,7.31,8.937,10.808,10.89,7.629,10.907,10.155
"LOC124906269",6.99,7.482,8.07,9.374,5.273,8.69,8.12,11.117,8.446,8.322,5.961,8.766,8.153,7.247,8.538,5.888,7.579,9.872,9.106,6.089
"PMPCB",8.594,8.1,9.466,10.469,10.677,10.245,7.415,5.508,9.376,5.997,8.758,10.026,6.777,8.085,7.788,8.009,8.557,7.587,10.994,9.317
"LOC129997238",10.02,6.776,7.621,9.222,9.889,9.083,7.357,8.823,8.259,8.04,8.121,6.434,9.263,8.572,9.062,10.657,9.87,8.704,6.795,9.29
"LOC130005606",6.865,8.639,6.954,8.165,9.134,6.702,7.375,9.041,9.202,8.23,10.641,10.084,9,8.466,7.722,5.918,7.73,6.663,4.984,10.208
"LOC127460814",7.21,7.879,8.786,7.681,6.608,5.017,7.864,7.456,5.728,3.569,6.128,8.349,6.439,4.631,7.975,6.492,6.981,6.358,6.535,8.026
"LOC110120953",4.943,7.295,10.115,7.759,8.857,4.959,7.864,11.584,8.522,10.015,9.119,10.284,11.824,9.268,7.576,8.963,9.156,9.927,11.166,10.132
"LOC127400017",7.379,4.281,5.634,9.116,9.797,10.494,4.952,7.522,8.016,7.029,8.79,9.304,9.427,8.867,7.349,6.313,11.54,8.215,7.357,5.428
"KDELR1",8.959,8.446,6.457,7.016,9.086,3.272,6.969,11.202,9.102,5.936,9.461,8.781,7.838,7.347,9.032,7.585,8.183,9.321,7.984,7.236
"SLCO5A1-AS1",6.963,9.112,8.806,8.272,7.058,8.298,10.577,11.279,6.626,8.806,9.531,7.015,8.169,8.479,7.544,7.906,9.61,7.791,6.698,6.946
"LOC122056825",5.716,7.07,9.872,6.874,5.209,8.495,8.795,11.357,9.249,8.178,9.51,5.741,8.582,8.755,7.562,6.997,7.41,6.717,10.619,5.747
"LOC129994803",5.898,8.725,7.961,7.303,9.963,7.857,8.394,7.397,8.088,5.064,4.199,6.852,9.956,8.068,8.312,10.206,8.926,5.802,6.703,9.604
"PDYN",9.004,8.781,11.005,4.443,7.441,7.192,5.052,10.257,9.034,8.665,7.117,9.049,8.094,9.311,7.121,8.941,6.716,7.426,11.567,7.173
"SERPINA13P",9.803,7.742,10.089,6.246,5.732,8.873,9.542,9.098,6.482,7.73,8.323,8.213,8.335,9.199,8.675,9.022,6.828,9.032,10.372,4.562
"LOC130062427",6.718,8.071,7.151,10.993,7.98,8.153,5.995,6.22,9.021,7.965,8.578,10.659,6.478,9.869,8.929,9.358,8.128,9.824,9.553,8.533
"LOC130057989",9.349,6.866,8.35,9.255,7.123,9.566,7.306,9.921,7.018,9.861,12.604,6.182,6.928,8.376,7.808,6.657,9.099,9.239,6.177,7.655
"LOC129995737",6.904,8.164,6.829,7.582,9.411,4.847,6.588,8.664,9.393,7.54,7.58,10.17,7.664,5.262,9.252,8.245,9.7,7.536,6.172,9.686
"LOC127403028",6.523,6.164,9.422,6.884,7.903,6.696,9.119,9.513,8.651,7.866,6.912,5.138,5.466,8.411,7.781,6.834,10.106,8.365,6.355,9.485
"LOC130009932",9.75,9.741,9.726,11.843,9.676,6.173,6.885,9.05,8.956,5.722,6.745,8.373,8.853,6.568,6.651,6.325,6.382,8.387,8.317,7.073
"LOC129931240",10.1,8.755,10.605,8.76,9.516,8.091,7.609,4.38,11.049,9.097,4.846,10.135,9.159,9.128,7.971,9.254,8.514,8.623,8.607,6.418
"SNX18P7",7.711,6.973,8.925,9.177,9.992,6.804,9.285,8.461,7.577,10.213,9.189,5.714,7.751,7.557,8.639,7.157,8.782,10.405,10.911,6.387
"DIAPH2",5.848,8.269,8.495,8.112,5.437,8.555,6.9,6.398,9.242,7.545,6.875,5.664,6.548,7.697,8.519,7.609,6.998,6.575,7.247,9.37
"FNDC1-AS1",8.243,9.08,10.211,6.866,6.811,5.003,8.922,9.884,8.245,6.436,7.687,8.993,9.337,5.768,9.307,7.727,10.383,9.2,7.235,7.501
"LOC124906752",5.899,7.853,8.992,6.675,8.111,5.86,9.372,10.126,9.208,8.541,6.949,7.347,9.17,6.612,9.247,9.388,5.571,8.913,10.828,7.691
"LOC127891801",8.344,8.125,8.271,9.208,15.112,6.915,5.111,7.527,6.715,7.566,6.657,7.285,6.015,9.218,6.481,8.869,7.257,7.642,6.857,5.972
"LOC127896345",9.933,5.405,4.887,9.751,7.351,8.461,6.763,6.701,9.637,6.374,10.483,8.597,7.665,7.573,8.188,8.732,9.904,8.151,6.113,6.559
"LOC127829918",7.667,6.587,11.108,8.519,9.866,7.332,8.09,11.267,8.827,6.622,9.526,8.655,10.342,8.479,7.934,10.475,7.38,6.201,7.233,6.82
"LOC127826058",7.779,8.458,6.398,6.361,9.255,8.052,9.497,11.69,9.369,5.861,7.087,7.7,7.244,8.748,9.082,9.196,5.671,7.61,6.189,8.604
"LOC130003565",4.939,8.681,7.726,7.573,8.715,5.585,6.735,6.664,7.698,7.192,7.116,6.493,7.039,5.541,10.8,3.191,8.243,10.066,9.607,7.373
"ZNF695",7.062,6.524,7.472,8.126,9.385,7.876,10.215,9.95,7.846,9.297,7,9.308,7.385,9.694,6.424,9.628,9.204,7.649,10.443,8.353
"LOC126806594",10.318,8.065,4.805,9.215,6.401,6.649,6.301,6.661,8.606,8.369,8.112,6.154,6.538,8.092,6.841,8.327,9.103,5.955,6.907,8.839
"LOC122094866",5.72,5.801,8.79,5.921,8.805,7.833,9.089,11.004,9.141,6.999,13.733,7.424,5.299,8.491,8.082,7.753,6.217,9.521,7.196,8.906
"LOC129931207",8.534,8.992,12.759,8.643,4.455,6.522,10.975,11.84,7.099,6.604,6.418,10.165,7.515,7.547,7.408,8.376,8.374,7.885,6.772,8.431
"SOWAHCP5",6.632,5.821,9.516,8.101,7.474,8.043,6.022,6.941,9.181,8.955,6.753,8.63,8.191,6.853,8.11,7.104,8.892,6.61,9.721,6.988
"LOC105377952",6.364,10.018,7.689,8.226,7.202,6.095,8.069,7.633,6.231,10.854,9.94,7.579,11.655,8.18,11.676,10.505,9.919,7.732,6.874,8.634
"LOC111946249",10.334,10.011,9.261,8.299,3.634,8.573,9.679,8.221,9.372,8.907,8.717,8.762,8.3,7.322,10.034,9.311,9.545,7.921,6.119,11.534
"LOC127819882",4.578,9.725,6.114,8.711,6.131,8.739,5.037,8.196,7.363,10.979,8.257,8.985,9.817,7.483,7.424,8.937,8.125,7.388,8.42,8.84
"LOC127408007",10.655,4.441,9.139,9.261,9.301,8.666,8.906,6.686,8.587,7.568,7.595,5.62,8.993,6.351,7.13,7.745,7.675,9.821,6.886,8.944
"LOC129994101",5.925,6.85,8.176,8.294,7.495,9.385,7.756,7.027,6.109,7.231,8.384,7.471,7.84,10.425,7.026,5.772,7.34,8.38,9.332,5.074
"LOC130057748",5.651,11.263,7.359,9.486,8.799,10.678,8.345,11.427,8.772,10.067,6.303,9.906,6.354,10.86,8.682,5.418,4.775,8.222,6.231,6.716
"RN7SKP116",8.471,7.378,9.523,8.811,10.533,7.582,5.558,7.436,7.234,5.735,4.197,7.991,6.931,11.312,6.392,7.202,11.151,7.712,7.149,5.76
"LOC127401097",8.202,3.946,6.752,8.916,9.739,10.875,7.917,6.863,8.909,9.216,8.087,7.778,6.175,7.323,6.843,8.691,6.417,11.591,9.594,7.214
"LINC00898",6.557,6.945,11.82,8.045,8.587,6.877,8.919,6.232,6.705,6.583,9.34,10.275,6.082,5.761,7.609,4.489,8.074,8.399,8.176,10.035
"LOC129931406",5.943,7.058,5.608,7.936,8.312,9.526,9.437,7.451,6.658,6.501,9.94,6.983,6.914,7.638,5.503,7.23,7.313,7.353,9.384,8.503
"MICA",6.389,8.124,6.791,7.752,9.626,8.104,5.747,8.576,7.367,7.137,8.856,9.144,9.794,11.018,8.633,7.633,8.534,7.118,6.418,7.56
"LOC127398625",9.792,8.992,9.932,9.12,10.294,8.983,8.796,7.47,6.245,9.679,7.496,8.985,7.932,4.528,9.296,8.024,7.772,8.413,8.078,9.348
"LOC105371745",7.752,4.731,7.302,9.641,8.484,5.716,6.573,8.356,7.711,7.659,10.128,10.515,9.356,8.034,8.546,9.29,9.077,9.151,6.964,8.691
"LOC129389505",10.266,8.885,7.777,5.352,7.161,6.462,7.306,7.365,9.196,9.398,7.111,8.356,8.268,7.511,7.786,7.684,9.374,5.193,10.202,8.182
"LOC127402772",9.112,8.449,10.748,6.715,9.446,7.664,12.076,9.386,5.729,5.203,8.586,7.39,10.409,8.24,7.76,10.18,7.405,9.283,5.928,7.106
"KRT18P68",8.74,7.76,9.67,10.758,7.768,8.309,8.479,5.203,8.481,8.126,7.176,9.716,8.425,6.587,6.338,10.092,5.867,6.08,8.009,8.661
"LOC130055736",9.756,7.579,9.924,7.153,9.769,8.266,7.094,7.924,5.929,9.052,8.71,6.764,6.015,7.352,9.719,7.337,7.761,8.522,10.776,6.66
"LOC112577566",6.97,9.891,5.338,6.643,6.762,12.158,8.241,5.437,9.216,8.606,8.458,9.448,7.374,8.693,9.59,10.177,9.269,7.332,9.018,7.869
"LOC129661443",9.126,9.629,7.553,5.712,6.549,8.414,6.565,9.539,7.706,6.1,7.778,11.143,7.446,5.796,7.342,9.315,8.754,6.124,7.297,7.224
"LOC130005618",9.29,7.326,7.221,5.872,5.725,6.598,6.852,7.964,6.274,7.214,7.166,7.651,6.172,6.952,8.714,8.652,10.234,7.769,11.044,6.51
"LOC129936712",6.895,8.768,5.042,11.42,8.188,9.955,9.269,9.074,8.977,10.822,7.822,10.593,7.396,9.606,7.155,9.464,9.982,9.863,8.959,9.066
"LINC02876",11.593,7.658,6.862,8.734,7.988,8.36,7.474,8.692,10.282,5.059,9.061,4.63,5.797,7.051,6.186,4.683,6.543,4.458,9.837,6.882
"GRHL3",9.169,9.279,9.694,8.317,5.703,10.606,7.809,6.445,8.532,6.235,6.014,8.343,7.1,7.405,9.151,10.097,6.654,8.044,8.67,8.894
"LOC127459908",8.354,9.209,7.714,10.523,10.061,8.243,8.759,6.775,7.906,9.393,8.261,6.359,4.557,7.838,7.132,7.977,10.305,8.078,7.156,5.634
"GBA1",8.625,7.161,5.82,6.041,6.071,9.74,7.532,9.874,9.89,8.281,10.944,7.367,9.115,7.975,8.839,8.381,10.802,8.867,6.296,4.887
"LINC01843",8.326,9.621,6.46,9.035,6.646,5.924,7.956,6.844,6.529,8.244,8.162,10.684,8.233,7.93,8.817,10.047,7.376,10.288,10.024,8.613
"LOC127889761",10.307,8.742,8.24,7.744,6.599,8.979,6.714,5.665,8.236,9.3,9.86,9.308,10.847,9.265,6.92,8.949,9.773,9.71,7.505,7.168
"LOC105375323",7.324,8.239,9.251,6.729,9.145,10.345,8.561,6.325,9.131,7.489,10.268,7.36,9.731,5.12,9.051,10.033,8.562,9.349,9.448,6.669
"MAFA-AS1",9.055,8.227,9.256,9.566,12.081,8.877,7.112,8.632,8.148,5.967,11.078,7.998,9.514,10.495,8.077,9.459,10.245,8.753,7.181,7.958
"LOC127829899",6.546,6.738,9.136,8.327,8.768,7.777,10.087,7.539,7.615,8.289,10.881,6.886,9.786,12.138,5.813,10.345,9.606,8.264,9.549,8.388
"LTC4S",4.418,7.283,5.327,7.963,7.917,5.25,8.434,9.412,6.747,7.555,7.603,5.157,7.333,5.376,9.152,7.683,8.931,8.063,8.839,9.476
"LOC127816867",5.999,7.131,8.806,6.87,9.426,7.573,7.482,7.977,6.699,10.831,6.553,5.388,3.51,6.017,7.711,8.604,8.813,10.286,7.268,7.421
"LOC127821907",10.134,10.772,10.244,5.547,6.664,7.128,8.032,8.25,11.394,5.715,6.669,5.331,5.154,5.975,4.484,5.566,5.665,6.079,5.277,5.341
"LOC130066784",9.721,8.771,11.719,7.22,10.242,7.246,8.594,8.659,5.945,9.216,5.532,8.734,8.728,8.842,10.427,8.305,7.946,7.372,8.823,7.304
"LOC127271123",7.605,8.572,10.178,5.69,9.296,6.826,7.249,10.862,4.994,6.757,5.403,6.978,7.766,8.36,4.999,7.552,11.518,8.761,8.629,7.671
"RNU6-690P",8.454,7.962,7.259,11.523,9.553,8.355,9.526,9.52,8.172,8.103,13.352,9.305,10.324,10.001,10.399,8.383,8.34,8.862,11.696,9.492
"LOC130056977",5.547,5.952,9.08,8.786,9.535,9.361,6.4,6.988,10.757,6.499,6.594,7.833,10.508,10.035,8.339,7.203,8.484,6.265,8.533,6.984
"EGR4",7.958,9.014,7.229,9.225,9.978,7.792,8.617,8.484,5.553,7.449,9.502,4.802,10.46,8.296,8.658,8.429,9.782,6.196,8.763,7.505
"LOC126860503",8.163,6.136,7.745,9.129,6.068,6.025,9.828,10.221,8.466,7.119,6.275,10.349,8.675,9.459,6.424,6.298,8.847,7.558,8.704,6.983
"LOC127884358",6.663,6.44,8.759,10.151,8.71,7.491,7.846,6.879,8.963,7.7,9.583,6.044,8.987,9.067,9.063,8.714,9.677,9.513,5.124,6.053
"XKRX",8.318,7.415,8.357,5.745,7.928,9.702,8.721,10.287,7.97,9.298,9.881,8.659,6.728,8.469,8.234,11.028,8.049,8.402,7.74,5.851
"LOC130009554",7.196,6.098,8.74,7.931,7.58,5.621,10.325,8.269,6.954,7.49,6.619,6.558,8.417,7.824,8.419,8.882,9.06,7.737,7.837,9.593
"LOC129997658",7.757,6.462,7.667,7.31,8.008,7.55,6.543,10.291,7.212,7.862,9.695,6.047,7.718,5.608,10.055,9.133,5.697,7.474,6.513,10.781
"LOC126806043",6.847,9.793,9.11,6.33,8.739,6.944,9.153,8.86,5.318,9.353,10.411,8.88,10.143,7.65,6.986,8.549,8.658,7.99,7.992,5.736
"H3-5",8.194,6.725,8.206,6.046,8.162,10.382,10.495,6.022,7.505,8.28,7.672,5.406,6.85,8.039,5.97,8.945,6.549,7.841,7.362,8.923
"LOC127266995",9.666,6.98,8.414,8.691,8.009,7.456,8.848,9.744,5.281,6.602,12.997,9.34,8.888,11.324,10.368,11.079,8.93,9.959,11.829,11.75
"LOC130063910",8.934,5.139,9.985,8.461,6.745,9.852,10.795,9.652,9.204,10.61,9.021,8.117,7.57,8.453,5.609,10.366,10.304,7.73,7.634,7.723
"PARD6G-AS1",7.398,8.117,6.539,5.493,8.049,7.716,8.083,6.956,6.177,9.091,7.034,8.872,5.53,5.785,6.707,8.954,9.809,7.558,9.184,6.489
"LOC129999692",8.507,8.851,7.284,9.584,7.638,4.951,7.335,7.273,6.918,6.973,8.806,6.189,4.659,8.637,6.938,8.023,8.037,7.628,6.804,7.273
"DUS4L",7.227,8.222,8.918,7.209,9.71,8.494,4.883,8.071,11.903,6.963,7.893,8.461,9,9.34,9.33,7.635,10.281,9.215,10.059,7.011
"LOC130005691",5.215,8.062,8.177,10.271,8.508,6.017,7.467,10.417,9.493,7.802,10.635,7.564,6.794,6.113,8.933,6.487,9.266,8.921,8.753,5.726
"LOC121725088",5.034,8.562,9.059,8.836,12.67,6.473,7.68,8.25,9.945,9.088,6.041,7.491,8.955,9.327,4.727,5.738,8.912,7.047,10.181,8.699
"LOC644169",5.617,8.288,8.786,9.395,9.682,7.732,4.908,5.934,5.669,9.079,6.777,9.166,9.011,4.201,7.412,8.694,8.792,9.142,8.554,6.203
"LOC129663719",8.766,6.081,6.525,10.702,7.406,8.239,8.273,6.823,8.367,10.273,8.465,8.657,7.873,7.669,5.713,10.543,6.576,5.937,7.164,7.455
"SLCO4A1-AS1",10.054,4.857,5.509,10.434,8.558,6.545,10.008,10.195,6.324,8.103,8.385,6.924,7.981,8.425,5.234,4.859,9.354,8.159,7.812,10.905
"LOC127818198",7.848,7.718,10.956,8.542,9.981,7.934,7.795,5.754,8.106,9.858,3.97,6.442,6.745,4.598,7.946,6.115,7.197,7.461,4.528,5.128
"RNU6-1195P",6.785,10.861,7.103,6.787,9.907,8.174,9.291,8.799,14.432,9.841,7.669,6.733,6.812,9.62,9.678,7.247,6.809,7.043,6.503,7.071
"NSMCE1-DT",9.503,9.233,9.466,9.92,5.608,6.857,9.388,8.358,7.071,6.664,8.434,6.131,8.053,5.831,8.104,7.535,6.019,10.026,9.307,8.568
"LOC130058121",8.54,7.605,6.609,7.147,8.869,5.769,8.7,8.854,8.237,7.933,9.086,6.541,8.649,8.608,9.169,8.655,10.77,8.073,9.179,7.421
"LOC127829790",10.783,5.25,7.917,7.302,9.44,5.118,7.236,10.332,6.563,8.455,9.226,7.816,4.921,7.63,8.018,7.313,7.337,11.586,9.126,10.443
"LOC101927608",8.834,6.16,10.907,11.184,7.91,6.136,9.661,7.894,7.596,6.052,7.204,11.631,6.238,5.283,7.605,9.857,8.241,7.548,8.65,8.544
"LOC129996417",9.028,7.413,7.411,9.546,10.407,9.393,7.339,8.389,7.329,10.307,7.619,8.627,10.041,6.067,6.676,6.764,9.583,6.559,6.836,9.674
"IGLV9-49",9.789,9.027,8.338,8.464,9.973,5.969,7.369,10.21,10.557,7.309,5.754,8.921,8.018,7.557,8.479,9.711,8.256,7.589,7.404,5.7
"LOC127270477",9.406,7.745,7.561,7.017,10.431,8.506,8.51,8.729,4.64,7.01,10.337,4.259,2.7,9.942,8.639,7.647,7.949,7.102,9.501,10.257
"RNU6-838P",6.384,7.675,8.414,7.53,6.322,8.508,10.783,7.211,7.376,9.392,5.212,7.481,9.04,8.711,8.942,7.478,11.464,6.152,7.193,7.164
"RNU6-1042P",10.003,7.458,4.55,5.742,9.274,5.639,8.46,9.607,8.697,8.681,5.946,8.687,8.633,7.772,9.189,7.358,9.555,7.179,9.753,7.828
"LOC129662162",7.743,6.433,6.21,9.728,7.8,6.705,5.7,10.568,9.105,5.074,7.334,6.149,8.255,4.604,9.103,5.875,8.801,5.62,8.401,8.562
"LOC116158530",9.827,7.827,5.738,7.653,9.475,7.241,7.974,8.607,5.178,8.209,8.68,7.266,9.135,9.802,7.448,7.89,7.393,8.232,9.631,6.869
"LOC127888715",9.003,8.069,6.515,5.32,5.857,8.53,9.695,8.365,8.076,8.095,4.64,6.545,9.862,8.832,5.463,6.717,8.03,6.646,5.818,8.634
"LOC127896029",7.596,7.979,7.94,4.608,8.115,9.398,10.819,8.529,8.955,6.658,9.434,6.997,8.196,8.307,7.472,7.689,6.417,7.856,11.019,9.569
"TXNDC11",8.553,7.205,7.303,7.874,10.757,10.005,8.324,6.052,6.614,9.172,7.546,9.868,9.041,12.856,9.368,7.325,9.073,8.969,6.099,6.232
"LOC127827493",7.712,6.428,9.54,6.813,8.799,7.72,7.579,7.726,6.598,9.219,7.55,7.359,5.967,8.233,9.093,7.22,8.295,7.944,6.8,7.761
"LOC130060607",9.908,8.845,9.103,11.742,11.567,7.497,9.013,7.246,8.863,9.084,9.554,7.857,11.644,9.916,8.692,8.602,9.468,6.237,8.54,5.76
"MIR378B",7.055,8.516,6.984,10.913,7.116,10.142,5.631,8.99,7.479,8.901,9.569,8.828,6.883,7.615,7.949,6.374,7.885,6.805,7.9,8.26
"LOC130062557",9.191,4.898,9.33,7.095,8.644,9.141,2.978,6.767,7.477,11.151,7.125,8.268,8.142,7.021,10.53,8.955,5.62,8.503,8.282,6.445
"NUMA1",4.316,9.37,6.607,5.435,4.686,6.433,9.715,7.515,8.91,7.101,10.845,9.386,6.685,12.245,11.503,12.291,13.32,9.639,9.324,12.64
"MYH9",6.705,5.785,9.844,11.597,7,9.001,8.062,9.513,8.828,7.981,9.215,8.187,3.855,7.079,6.45,8.503,7.213,7.562,7.861,6.893
"KCNMA1-AS1",7.566,4.928,5.157,7.281,5.962,11.847,10.026,7.813,8.282,9.701,3.67,6.685,10.218,8.695,10.364,9.763,5.961,7.794,9.257,8.461
"LOC130066999",5.921,4.674,9.037,7.786,10.395,7.844,7.554,7.484,9.138,7.58,9.498,8.497,6.77,5.736,7.965,12.291,5.186,5.879,5.926,5.992
"LOC124909339",10.121,11.354,7.073,6.817,6.98,7.704,5.984,10.17,10.19,11.804,6.645,7.673,7.258,7.802,8.058,10.258,8.52,6.299,6.428,6.041
"LOC127886997",6.992,6.721,7.521,9.133,7.322,9.059,9.076,6.053,9.416,9.069,6.737,8.942,9.493,8.119,7.711,7.222,8.52,7.49,7.149,7.381
"LOC127399022",5.197,9.747,8.044,7.397,9.595,7.53,9.376,9.206,5.734,8.416,7.288,8.363,6.184,7.21,7.921,10.766,8.38,6.351,7.139,6.658
"LOC127827616",6.86,7.775,6.731,11.657,8.002,8.196,8.712,6.666,5.278,7.113,9.312,6.311,10.298,7.193,8.02,8.343,8.18,6.676,6.172,7.996
"MXI1",9.596,8.74,7.859,7.182,6.485,9.238,9.139,6.975,8.732,7.95,6.004,7.816,7.569,6.85,5.776,8.21,10.857,9.697,7.671,10.36
"CEBPG",5.096,8.806,10.397,6.274,8.521,7.803,7.796,10.321,10.427,9.029,6.894,7.317,5.998,10.979,8.484,11.34,3.859,7.192,4.418,9.496
"LOC127890364",7.097,5.295,5.115,8.506,9.596,8.443,7.603,9.774,9.809,7.019,8.504,8.716,9.645,5.237,7.232,8.797,6.859,6.692,4.986,5.413
"LOC126807128",8.875,5.243,9.724,9.822,7.005,7.164,6.462,6.177,8.659,10.993,10.303,9.784,4.729,9.611,7.563,7.34,10.478,7.819,6.475,7.37
"LOC124908518",5.832,9.603,10.131,7.407,4.156,7.525,9.017,7.038,5.201,9.675,8.695,8.635,6.129,9.071,9.241,7.762,6.784,7.704,6.736,7.181
"LOC121366028",8.441,7.264,6.272,7.195,4.439,6.949,9.357,6.634,10.119,8.181,7.772,9.426,10.064,8.923,5.579,5.981,7.624,8.556,6.891,7.562
"LOC130057761",8.446,5.435,8.443,6.715,10.216,9.564,7.54,6.425,8.021,5.95,3.801,6.141,5.363,9.291,7.259,9.318,8.512,5.51,8.649,9.691
"COL28A1",8.557,8.948,8.107,8.571,9.173,7.33,5.802,6.864,6.015,4.756,8.135,7.879,4.236,8.364,9.453,7.081,8.447,9.55,7.533,9.959
"RPS4XP3",10.107,6.901,8.342,7.294,8.431,7.062,8.602,8.645,9.816,5.549,8.517,6.816,8.363,11.718,8.462,7.947,7.112,9.047,9.433,8.043
"LOC127275367",7.357,11.387,7.791,8.217,10.347,7.225,9.465,6.435,10.055,8.091,3.36,7.005,6.802,6.613,8.892,5.476,5.474,8.797,8.089,7.181
"LOC130068418",7.339,10.674,6.694,7.678,8.77,6.44,8.591,9.354,8.432,6.935,8.715,8.07,10.124,9.968,10.558,9.721,8.384,10.481,7.716,8.031
"LOC127896055",6.837,8.244,6.482,9.27,8.101,6.376,6.283,8.923,6.741,7.121,5.317,8.555,7.532,9.217,6.371,6.946,8.824,7.741,8.171,10.496
"LOC129930457",10.149,7.036,9.304,7.207,10.735,7.546,7.065,7.096,6.208,9.559,9.727,6.295,6.711,9.322,6.876,7.526,6.488,6.756,6.344,7.328
"LOC127397591",6.868,9.474,7.702,9.481,7.377,10.304,9.916,6.548,7.285,6.088,5.999,8.479,8.115,6.09,7.781,8.682,8.247,7.503,8.291,10.285
"LOC129935163",9.248,8.627,7.976,8.375,6.287,10.032,5.746,11.138,7.343,7.249,7.896,7.552,9.432,7.42,10.241,11.705,8.277,8.498,5.52,10.952
"LOC102723934",8.418,7.708,5.739,8.429,8.024,9.322,10.947,8.17,7.368,10.557,6.887,7.139,7.286,5.004,4.705,6.651,8.829,6.894,7.562,9.204
"LOC127889874",8.195,10.305,5.243,10.367,7.788,9.234,8.862,6.493,10.286,4.77,8.892,8.23,9.911,8.609,5.637,7.657,9.612,9.651,9.001,5.365
"CNE-5",11.601,6.551,10.507,7.155,10.423,7.322,6.54,7.533,7.49,8.444,6.674,5.575,9.181,8.408,7.009,5.499,9.782,6.245,5.677,9.18
"LOC130060573",8.73,8.08,8.665,5.357,7.203,8.508,10.594,6.091,7.896,10.623,8.337,7.154,5.503,7.004,7.999,7.142,8.575,7.028,7.289,8.885
"LOC107986738",7.205,4.992,8.303,6.772,9.257,6.082,7.752,9.891,9.42,9.864,7.459,9.419,5.949,7.206,6.349,10.172,9.642,6.114,6.55,9.367
"LOC127896108",5.131,6.984,6.096,7.862,4.804,6.839,7.109,7.362,8.081,7.948,6.944,7.398,5.392,7.006,4.927,8.817,7.552,7.821,9.128,8.146
"LOC130001825",7.771,8.607,8.619,6.196,9.92,8.897,9.426,9.33,10.457,8.233,8.386,9.424,8.049,8.713,8.213,6.368,7.774,9.998,9.073,8.582
"LOC130056256",11.56,9.447,5.508,7.929,8.913,6.979,8.751,8.14,8.383,6.459,5.848,7.901,10.393,6.446,5.392,6.694,10.352,7.353,9.35,9.075
"LOC130066178",5.038,7.752,9.627,3.912,8.421,7.569,8.246,7.492,7.828,7.442,5.654,6.27,4.485,5.967,10.225,6.808,8.429,3.333,9.192,7.881
"LOC130003384",10.276,7.441,6.235,9.921,5.243,9.287,8.613,6.635,6.715,11.171,6.626,9.052,8.534,9.072,9.394,10.196,10.213,8.495,10.298,10.855
"LOC130055501",9.195,7.049,7.655,8.224,11.767,6.719,7.933,7.935,7.48,7.361,9.201,9.892,9.073,8.612,8.26,6.246,7.524,7.155,8.794,7.774
"LOC129662344",6.142,8.442,10.601,5.794,11.222,7.64,7.742,8.508,10.083,10.177,4.927,8.246,6.812,12.055,9.997,8.837,8.714,5.115,5.959,7.313
"LOC127824807",8.659,8.525,6.533,12.114,10.462,4.843,8.267,9.093,6.766,10.274,11.28,9.718,10.006,8.818,7.088,7.498,8.369,6.516,8.253,11.94
"SFXN4",12.643,8.705,8.579,8.602,7.71,5.804,5.437,9.09,11.459,7.294,7.552,7.328,9.135,6.123,7.657,8.634,8.393,13.01,7.954,7.982
"RNA18SP3",8.681,6.748,6.018,7.928,7.641,9.287,8.596,6.779,8.04,9.51,7.139,10.134,8.641,6.253,7.861,8.09,6.05,8.776,8.011,8.08
