,Epithelial_prog00,Epithelial_prog01,Epithelial_prog02,Epithelial_prog03,Epithelial_prog04,Epithelial_prog05,Epithelial_prog06,Epithelial_prog07,Epithelial_prog08,Epithelial_prog09,Fibroblast_prog00,Fibroblast_prog01,Fibroblast_prog02,Fibroblast_prog03,Fibroblast_prog04,Fibroblast_prog05,Fibroblast_prog06,Fibroblast_prog07,Fibroblast_prog08,Fibroblast_prog09,Myeloid_prog00,Myeloid_prog01,Myeloid_prog02,Myeloid_prog03,Myeloid_prog04,Myeloid_prog05,Myeloid_prog06,Myeloid_prog07,Myeloid_prog08,Myeloid_prog09,Tcell_prog00,Tcell_prog01,Tcell_prog02,Tcell_prog03,Tcell_prog04,Tcell_prog05,Tcell_prog06,Tcell_prog07,Tcell_prog08,Tcell_prog09,NicheResp00,NicheResp01,NicheResp02,NicheResp03,NicheResp04,NicheResp05,NicheResp06,NicheResp07,NicheResp08,NicheResp09,NicheResp10,NicheResp11,NicheResp12,NicheResp13,NicheResp14,NicheResp15,NicheResp16,NicheResp17,NicheResp18,NicheResp19
SP0210,1,1,1,3,0,0,3,0,1,1,0,2,3,3,0,3,0,0,1,2,1,2,3,0,2,1,3,1,2,1,7,8,8,5,10,9,10,10,12,7,0,2,2,3,1,2,2,6,2,1,4,3,4,2,0,0,1,2,1,2
SP0211,2,3,2,3,1,1,0,2,1,1,0,0,4,0,2,1,2,1,2,2,0,1,1,1,0,2,1,1,2,1,13,14,4,4,6,15,9,3,7,12,0,2,1,2,2,1,0,2,0,2,1,1,5,2,3,1,3,0,0,3
SP0212,0,3,1,2,1,1,0,1,1,1,0,1,3,2,0,1,0,1,0,2,0,2,0,3,1,3,1,4,0,2,6,9,11,7,9,5,5,6,6,11,2,2,2,0,2,1,0,3,2,3,1,0,1,1,1,1,0,0,1,4
SP0213,0,0,0,4,1,1,0,0,1,0,6,4,7,11,12,12,9,12,9,13,1,1,0,0,2,2,1,2,1,1,1,1,3,1,1,1,1,2,6,1,1,1,1,4,1,1,4,3,0,2,3,3,2,3,0,0,0,2,2,2
SP0214,6,9,13,6,11,12,14,10,6,21,4,1,0,1,4,1,0,4,2,1,0,1,0,3,1,2,5,4,1,0,0,1,2,2,2,6,1,0,1,1,0,1,0,1,0,1,1,1,2,3,1,3,1,3,1,2,3,0,2,2
SP0215,3,1,1,0,1,0,0,0,5,2,1,0,1,2,2,0,0,0,2,0,2,2,1,0,0,1,3,0,0,3,15,13,6,9,2,9,7,3,5,14,1,0,0,1,5,3,2,1,1,3,0,0,0,1,5,0,3,3,2,0
SP0216,0,1,2,2,1,0,2,0,1,1,1,3,0,2,1,1,2,0,0,5,1,2,3,2,3,2,1,0,1,0,8,18,6,15,12,9,11,9,7,15,3,4,1,1,0,1,1,0,1,0,1,2,5,1,5,1,0,0,1,2
SP0217,1,0,0,3,1,1,1,3,0,2,2,2,0,1,1,1,2,3,0,0,18,5,8,11,7,7,18,10,4,9,1,1,1,2,3,1,2,0,1,3,3,3,1,0,1,0,2,1,3,2,1,3,0,2,2,0,0,0,0,3
SP0218,3,2,1,0,2,2,2,1,4,0,1,2,1,0,4,1,0,3,1,1,9,3,4,16,8,11,11,10,14,4,0,1,0,1,2,0,4,2,0,0,1,1,3,4,1,0,2,1,2,0,1,1,0,1,0,0,3,0,3,1
SP0219,0,2,2,1,1,0,1,0,2,3,21,7,9,9,5,7,12,9,12,3,3,1,2,0,1,2,1,2,1,2,2,2,3,1,7,1,1,1,3,2,2,3,3,3,2,1,1,2,0,1,3,1,0,2,1,2,1,0,1,0
SP0220,0,0,1,1,0,0,1,1,0,3,2,2,0,2,0,2,2,1,0,1,2,4,4,0,2,1,1,2,1,2,9,15,18,8,3,7,14,8,5,10,1,1,2,2,0,0,0,1,2,0,2,1,2,2,3,3,2,1,0,1
SP0221,4,2,2,3,2,3,4,1,2,0,4,1,0,0,0,1,1,0,2,0,2,1,2,2,0,0,2,2,2,0,4,7,11,5,10,12,17,11,9,5,1,2,2,1,1,1,1,2,0,3,2,0,0,0,1,0,2,1,0,1
SP0222,2,1,2,3,0,1,0,1,4,2,4,1,0,1,3,3,4,1,0,1,1,3,2,0,1,1,1,1,4,2,8,9,16,9,9,7,8,4,11,11,1,2,2,4,0,0,0,1,0,3,1,1,3,1,2,6,0,1,3,1
SP0223,1,1,0,2,0,1,2,2,0,3,1,1,1,0,4,3,1,1,2,0,13,6,9,5,10,10,7,9,9,5,0,1,3,1,1,1,1,2,3,1,0,1,4,2,2,1,0,1,1,0,2,2,2,5,1,1,2,2,2,1
SP0224,8,12,6,7,12,14,4,13,12,8,0,0,0,2,1,1,1,0,2,1,2,3,5,0,1,2,0,2,1,0,0,0,2,1,2,2,1,1,0,0,4,3,1,1,0,0,0,1,0,0,2,2,0,2,1,3,2,3,1,2
SP0225,5,2,0,1,2,2,0,0,0,1,2,5,1,1,5,4,2,0,0,1,20,6,8,17,11,6,11,11,7,15,2,2,1,2,5,1,0,1,3,1,1,1,1,1,2,2,1,2,6,2,4,0,1,3,4,3,0,2,1,1
SP0226,8,19,12,9,11,10,14,6,5,3,0,2,1,2,2,2,2,1,9,2,0,1,5,2,0,1,1,1,1,0,0,2,2,1,1,2,2,1,3,2,1,0,1,1,5,5,1,2,0,0,3,0,1,4,2,3,3,2,4,1
SP0227,0,0,2,5,0,1,5,0,2,2,2,2,0,1,4,2,0,2,1,2,0,2,1,4,0,2,0,0,3,3,10,8,11,8,11,4,5,5,10,13,2,2,2,0,3,2,0,1,2,2,0,2,2,1,0,1,1,1,0,0
SP0228,9,13,10,8,6,9,6,14,19,7,2,3,2,1,3,0,2,1,0,2,2,3,0,0,0,0,2,0,2,1,1,3,2,0,0,1,3,3,1,4,3,2,1,1,3,2,1,1,0,1,3,2,2,1,2,2,1,1,2,1
SP0229,18,15,10,8,13,13,10,5,15,12,1,0,1,3,1,1,2,2,2,1,5,0,2,3,2,1,2,0,0,0,1,0,2,0,2,1,2,1,2,2,3,1,1,0,2,2,2,2,1,4,2,1,1,3,2,1,0,0,2,1
SP0230,10,10,14,5,16,13,11,8,8,12,1,1,1,0,1,1,2,0,1,2,2,1,2,2,1,0,0,1,0,1,1,2,0,4,1,1,1,1,1,2,1,4,5,4,2,2,1,5,0,3,1,1,0,2,2,3,3,2,0,0
SP0231,2,2,2,1,2,1,2,2,0,2,0,4,0,1,1,1,0,3,0,0,2,1,1,1,1,2,0,0,3,1,10,14,8,6,9,11,16,8,8,8,1,2,1,2,1,1,0,2,2,0,0,4,2,5,3,1,1,4,2,1
SP0232,17,13,8,5,3,10,7,5,9,5,2,0,3,2,3,0,5,3,1,0,0,1,1,2,0,0,3,1,2,1,3,1,3,0,4,2,0,1,3,2,0,1,1,1,1,0,1,1,1,2,1,1,3,4,4,6,2,3,1,3
SP0233,2,3,1,2,0,0,0,3,0,4,1,1,0,1,2,4,2,0,0,0,4,12,6,7,8,11,4,13,7,10,2,3,0,1,1,4,2,0,1,1,1,1,1,0,1,1,0,2,1,1,1,2,1,5,1,2,2,3,3,6
SP0234,4,3,1,4,1,1,1,3,1,1,1,1,1,1,0,2,3,2,0,2,10,7,13,8,8,11,18,11,2,7,0,0,2,3,2,1,2,3,1,4,2,1,0,2,0,0,1,1,2,4,1,1,3,2,2,6,2,2,1,1
SP0235,1,3,3,3,0,2,1,1,1,2,11,10,10,9,9,6,6,12,9,10,2,2,1,1,3,0,2,2,2,1,3,4,4,3,0,1,2,0,0,2,2,0,1,2,2,1,1,0,0,2,0,2,3,1,1,0,3,1,1,3
SP0236,1,3,1,1,0,3,1,1,0,2,1,1,1,2,1,0,1,1,2,1,7,9,10,7,12,3,3,4,4,9,0,0,0,1,3,1,0,1,1,1,1,2,1,0,2,0,2,1,1,0,2,0,2,0,2,1,0,2,2,1
SP0237,0,1,2,0,4,2,1,1,1,3,4,2,1,0,1,2,2,2,3,1,8,18,11,13,8,8,19,11,12,7,0,2,1,1,1,3,1,1,3,0,2,0,3,1,1,1,3,2,2,1,1,0,4,0,0,0,2,0,0,2
SP0238,10,11,8,6,12,6,10,6,4,6,0,3,1,0,2,2,0,2,1,3,0,4,1,2,1,2,0,2,2,1,0,0,2,1,3,1,1,2,2,0,3,2,2,1,2,4,0,1,2,0,3,2,2,3,2,2,1,2,1,3
SP0239,0,4,0,1,1,2,3,3,1,3,13,13,8,5,9,4,4,5,10,12,4,1,3,0,0,0,0,1,0,0,1,0,2,1,1,0,1,1,0,0,1,1,0,1,1,0,3,0,2,0,2,1,0,0,2,1,3,0,2,1
SP0240,0,1,0,2,2,2,0,2,2,1,2,1,0,2,0,1,0,0,0,1,11,11,3,8,6,6,12,15,13,12,1,2,1,1,1,6,1,1,1,5,1,1,2,2,0,1,2,1,2,1,1,2,0,2,2,5,1,0,1,1
SP0241,1,1,2,6,1,0,3,2,4,0,2,0,2,2,1,1,0,2,1,2,3,1,1,1,2,2,0,2,1,0,6,6,9,9,7,8,20,5,8,5,3,3,2,2,1,4,1,2,3,1,4,0,3,1,1,0,2,2,2,1
SP0242,1,1,1,1,1,3,2,2,2,1,8,9,11,7,11,8,8,16,10,7,3,1,3,3,2,4,1,0,4,2,2,1,1,1,1,2,0,5,3,3,1,2,2,2,3,1,6,0,2,1,5,2,2,2,2,2,1,0,2,1
SP0243,1,3,1,5,1,6,4,1,0,1,11,20,5,12,6,9,13,8,8,11,1,0,1,2,1,0,1,0,1,0,2,1,1,2,1,0,1,0,1,2,2,3,2,2,0,3,1,2,1,1,1,1,0,1,2,2,0,1,1,1
SP0244,0,4,1,1,3,1,2,3,3,0,12,13,9,6,15,7,10,12,5,13,2,2,1,2,2,1,0,1,0,2,3,2,2,2,3,1,1,3,3,4,0,0,1,1,1,1,0,4,0,4,1,0,0,3,1,2,2,0,1,1
SP0245,1,0,2,2,3,2,2,4,2,0,3,1,1,3,3,0,0,2,2,1,2,0,1,1,1,1,0,1,4,2,9,9,10,9,7,8,10,9,7,9,1,2,0,1,0,0,1,2,0,0,1,1,4,1,2,2,2,3,1,2
SP0246,0,0,3,3,3,2,1,1,1,1,3,0,0,2,0,1,2,2,2,5,4,0,1,0,3,0,1,0,4,3,5,8,13,10,11,10,10,6,10,12,3,2,2,2,1,1,1,0,0,0,1,1,1,1,2,3,2,3,0,1
SP0247,5,15,13,14,5,10,6,9,7,8,0,6,1,1,1,0,0,0,2,1,1,4,2,2,1,2,3,1,1,3,0,1,0,2,2,0,4,1,0,1,3,1,0,0,5,1,1,2,1,0,4,0,0,3,2,0,2,1,1,2
SP0248,6,10,8,5,10,15,8,7,7,5,0,1,1,0,1,2,1,2,1,3,1,1,5,1,0,2,1,2,0,3,1,0,0,1,2,2,4,1,2,2,0,1,1,1,1,0,1,2,0,1,1,2,2,3,0,5,2,1,3,1
SP0249,1,0,1,1,2,0,0,0,0,4,2,2,1,1,2,0,2,1,3,1,0,2,1,1,2,1,1,0,0,2,11,13,14,14,6,10,8,12,7,11,0,1,0,1,0,4,2,0,0,2,1,1,3,2,3,2,1,3,0,2
SP0250,8,15,15,7,9,7,9,9,12,7,1,1,2,1,1,1,2,0,1,1,1,2,4,1,2,0,1,3,0,2,0,0,1,0,0,1,2,1,1,4,3,3,1,2,0,2,2,1,2,1,1,1,2,1,0,0,0,3,2,1
SP0251,1,4,0,3,2,5,2,0,2,1,1,0,0,2,3,2,3,1,0,0,11,9,5,12,9,8,12,9,12,9,0,1,1,0,1,2,1,0,1,1,2,1,2,0,2,0,4,0,1,1,4,1,3,2,1,3,0,1,1,0
SP0252,5,7,11,9,7,16,10,4,9,9,0,1,0,2,1,1,2,6,2,0,1,1,2,0,1,2,1,2,1,2,0,1,0,1,1,4,5,0,0,2,2,5,2,6,1,2,1,0,1,0,0,4,3,0,0,1,3,4,2,5
SP0253,1,1,3,2,3,0,0,0,2,0,1,2,0,1,2,4,1,2,5,4,12,8,10,17,10,12,16,11,11,14,2,3,2,0,3,0,4,0,1,1,1,1,1,1,3,1,4,2,4,4,2,3,3,2,0,4,0,1,0,0
SP0254,8,8,10,9,9,12,9,13,9,14,0,0,1,1,1,3,1,0,0,0,3,3,0,2,1,1,3,1,2,1,2,6,2,0,2,3,0,0,2,2,1,0,0,1,1,5,1,1,1,2,2,1,0,3,1,1,2,1,3,2
SP0255,2,2,2,3,1,3,0,2,1,1,0,1,4,0,2,0,1,0,2,0,7,5,11,13,11,6,10,6,8,3,3,1,0,3,2,3,3,4,0,2,3,0,0,3,3,0,1,0,0,0,3,5,1,2,1,1,1,1,1,1
SP0256,1,0,1,1,1,2,1,3,3,1,0,4,2,3,2,1,1,1,2,2,5,6,14,6,10,11,8,7,7,6,2,0,1,0,0,3,2,3,2,0,1,0,3,0,3,3,2,3,2,1,4,3,3,1,1,1,1,3,2,1
SP0257,1,1,1,3,1,1,1,1,1,1,2,2,0,1,0,2,2,3,2,0,9,9,7,10,8,10,8,5,17,15,2,1,0,2,1,2,3,0,4,2,1,1,4,0,0,2,6,4,2,2,0,0,1,1,0,1,3,2,1,1
SP0258,2,0,3,0,0,1,0,0,0,1,2,0,1,1,2,0,2,1,1,1,14,5,11,6,4,8,7,11,6,8,1,0,0,3,2,4,1,2,0,2,2,2,3,3,2,2,2,0,1,0,0,1,1,2,1,1,2,2,1,3
SP0259,1,2,1,1,1,2,1,1,0,1,1,1,1,2,2,2,1,1,1,2,6,7,10,9,10,10,11,12,7,12,0,2,3,0,4,1,3,1,2,0,2,3,1,4,1,2,1,1,1,0,5,0,2,4,5,1,3,2,3,0
SP0260,13,12,12,5,5,9,10,6,16,12,0,1,1,1,1,2,4,1,1,0,1,1,2,1,2,3,1,3,1,2,2,0,3,0,0,1,3,0,0,5,4,4,0,2,3,3,3,3,1,1,1,0,1,0,0,2,1,0,0,2
SP0261,8,6,8,6,17,12,7,13,6,9,2,1,2,0,2,0,1,3,2,0,2,0,3,1,2,1,0,1,4,0,4,1,1,1,1,0,2,1,0,3,3,3,2,1,5,0,1,0,2,1,2,0,1,5,2,0,2,1,1,1
SP0262,4,3,2,1,2,4,0,3,0,3,0,1,3,1,0,1,1,3,0,1,13,11,6,17,6,13,11,8,4,6,0,1,2,1,1,0,1,3,1,0,0,2,1,1,1,0,2,3,3,2,1,1,1,2,3,2,1,1,4,2
SP0263,2,1,0,1,0,0,0,0,1,3,0,2,1,2,2,1,1,2,2,0,11,7,6,9,11,14,16,12,10,4,1,2,0,3,1,1,1,1,3,3,4,2,0,2,2,3,4,1,0,1,4,1,2,1,2,1,0,0,1,1
SP0264,1,2,0,2,2,0,1,1,0,1,0,1,2,0,2,1,0,6,2,1,13,7,10,10,8,5,7,13,22,3,1,1,0,1,0,0,1,1,0,2,0,0,0,1,3,0,3,3,1,1,1,3,5,0,3,1,0,1,2,0
SP0265,0,1,1,2,1,1,2,0,0,1,3,0,5,0,3,1,3,2,0,1,7,4,7,9,6,9,6,12,4,12,0,2,3,0,0,2,1,2,1,2,1,2,1,1,1,0,1,4,2,3,2,1,3,1,1,4,2,4,1,2
SP0266,1,4,1,1,0,3,0,0,1,0,1,1,0,1,0,0,0,3,1,2,2,1,1,2,2,0,0,2,2,0,7,9,7,8,10,3,8,5,8,7,1,1,1,3,1,2,2,0,2,1,3,1,3,1,1,1,1,2,2,3
SP0267,2,1,1,2,2,0,2,0,2,1,1,2,1,0,0,1,1,2,0,2,4,10,5,6,10,11,7,7,8,15,0,1,1,2,2,0,0,3,2,3,1,3,1,2,0,1,3,2,1,0,1,3,1,3,1,1,2,1,2,3
SP0268,3,1,2,1,3,4,1,0,0,2,11,13,12,12,6,11,12,14,8,9,2,1,1,0,2,0,0,0,1,4,6,2,1,1,1,1,3,0,2,0,1,1,1,0,1,0,0,3,2,1,2,1,3,1,1,2,2,0,2,0
SP0269,0,1,1,0,3,3,2,1,2,0,1,0,2,1,3,1,1,0,2,0,10,9,10,11,11,8,6,8,8,14,2,2,0,3,0,1,4,0,3,2,0,0,3,0,3,6,0,2,1,0,1,4,2,7,1,3,2,4,2,2
SP0270,2,3,0,2,3,2,0,0,2,1,1,3,1,1,0,2,1,3,4,3,5,8,9,4,12,6,9,10,12,20,1,3,2,2,1,2,2,2,1,0,0,3,3,0,0,1,0,2,1,2,1,4,7,3,2,2,3,3,0,0
SP0271,7,11,10,6,3,8,10,15,7,9,0,2,0,1,1,1,0,1,2,2,1,3,5,3,1,0,0,1,0,3,0,3,1,4,1,1,1,1,1,2,4,2,1,2,2,4,1,0,0,2,1,1,5,1,1,0,1,3,0,1
SP0272,2,0,0,1,1,1,0,0,4,1,5,6,14,16,7,9,8,2,9,12,0,0,1,3,1,0,3,0,1,1,1,3,2,2,2,1,1,2,0,0,0,2,2,2,1,1,2,2,1,3,0,1,3,3,2,3,2,3,3,1
SP0273,14,10,9,8,22,15,7,3,9,8,1,2,4,3,2,5,1,1,0,1,1,1,1,0,0,2,1,0,1,1,0,2,1,1,0,2,0,0,1,1,2,1,3,1,2,3,3,3,2,2,3,3,2,3,1,3,0,2,2,1
SP0274,10,13,12,9,3,15,11,3,10,7,1,2,3,1,0,2,1,1,2,2,3,1,1,0,2,0,1,2,2,1,0,1,3,2,0,3,1,1,2,0,1,1,1,3,1,1,2,0,2,0,3,0,3,2,0,2,1,3,0,2
SP0275,1,1,1,0,1,3,2,1,2,1,1,1,3,2,1,0,3,1,0,1,1,1,4,0,0,2,0,1,5,1,6,11,11,13,10,11,11,4,9,7,4,4,1,1,2,0,1,2,2,2,2,1,3,1,2,1,2,2,1,1
SP0276,6,0,1,0,1,3,4,3,8,1,2,2,0,0,3,2,0,1,0,0,2,1,1,2,2,0,2,0,1,2,10,15,8,9,14,12,8,6,8,6,2,1,2,2,4,0,1,0,2,1,1,0,1,1,2,2,3,3,2,0
SP0277,15,8,7,6,12,4,10,9,14,11,1,2,1,1,1,1,3,3,1,0,4,0,2,1,1,0,0,3,3,1,1,1,0,1,5,1,2,3,0,1,3,1,3,1,6,2,1,0,1,0,0,1,0,2,1,4,1,4,0,3
SP0278,4,0,1,1,1,0,1,5,2,0,9,14,8,6,6,10,4,8,10,10,3,0,2,0,1,1,0,0,2,0,3,1,2,1,2,0,0,0,0,0,1,1,1,0,0,0,3,1,1,2,0,2,3,2,1,1,5,3,0,2
SP0279,0,1,1,1,3,0,2,3,1,3,1,0,0,0,1,3,2,0,1,1,2,1,3,1,1,0,1,1,1,1,10,5,6,5,6,8,10,8,8,10,0,1,1,2,1,1,1,4,1,2,1,0,0,2,3,4,2,0,2,0
SP0280,4,1,0,1,0,1,0,1,2,1,0,1,5,2,1,1,1,0,0,1,1,2,1,3,3,1,1,0,2,2,14,7,9,6,9,17,10,8,15,6,1,1,1,1,5,0,2,1,1,1,3,1,2,1,2,3,1,1,2,0
SP0281,1,1,2,1,1,2,3,0,1,2,2,1,3,0,2,3,1,1,3,1,1,1,1,1,0,1,0,0,4,1,9,8,7,11,2,12,11,8,15,12,1,3,3,2,0,2,2,1,1,0,0,2,4,3,2,5,1,1,2,3
SP0282,2,2,0,2,1,0,1,0,1,1,3,1,1,2,1,3,1,0,0,1,2,0,2,1,0,0,0,1,1,0,4,13,5,8,7,8,10,10,5,13,2,0,1,2,3,1,0,4,0,0,2,1,1,1,2,3,0,2,4,1
SP0283,14,13,7,11,8,4,10,8,6,12,3,2,0,2,1,0,2,0,2,2,1,2,0,3,0,1,4,1,0,1,2,2,1,0,5,0,2,0,2,1,1,2,1,2,1,5,3,4,3,0,0,0,1,2,1,4,2,1,2,0
SP0284,11,5,16,9,7,10,12,10,8,10,1,2,1,0,3,2,3,0,1,0,1,1,1,1,2,2,1,1,2,1,0,1,2,2,0,1,0,0,0,2,2,1,3,0,0,0,1,1,5,1,0,2,4,2,4,3,1,0,2,0
SP0285,3,0,1,1,0,0,1,0,1,2,1,0,2,1,1,5,1,1,0,0,2,1,1,0,1,1,1,0,1,0,5,15,10,5,4,8,12,10,6,8,3,4,0,1,3,1,2,1,1,2,1,2,0,3,0,2,1,0,2,2
SP0286,1,2,2,2,1,0,0,3,0,0,0,1,1,1,2,1,1,1,1,3,9,5,14,6,3,8,10,11,3,9,0,2,0,3,1,1,1,2,3,1,0,1,3,2,1,2,1,4,0,0,2,1,1,1,0,1,2,0,5,2
SP0287,0,1,1,2,1,3,2,1,1,0,1,2,2,1,1,4,1,1,1,3,2,4,1,3,2,1,0,0,2,0,5,12,3,13,6,13,8,14,6,11,2,1,0,1,0,2,2,1,0,1,2,1,0,2,0,2,4,0,0,1
SP0288,1,4,5,1,1,2,2,1,3,1,0,2,1,3,0,1,1,0,0,3,10,4,9,15,5,12,6,11,10,5,1,0,1,1,3,1,0,2,2,1,0,4,1,1,4,0,1,0,1,0,2,2,2,0,1,3,2,0,1,2
SP0289,1,4,1,3,2,1,1,0,1,1,10,8,4,12,7,7,13,9,7,10,0,0,2,4,3,1,0,0,0,5,1,3,2,0,0,1,0,1,1,0,2,0,2,0,2,2,2,0,1,2,2,0,2,1,1,3,2,1,2,3
SP0290,3,15,12,3,5,3,18,7,10,6,3,2,0,2,1,2,0,1,0,1,1,2,1,1,1,2,1,2,0,2,0,1,3,2,3,1,1,2,1,0,3,2,0,2,2,1,1,0,0,0,0,0,1,1,2,1,0,3,2,1
SP0291,0,1,1,3,1,1,1,0,2,1,3,2,3,1,4,1,3,3,0,0,9,14,9,8,10,6,8,8,7,11,0,0,1,1,1,0,1,3,0,1,1,1,0,0,2,3,1,0,1,4,0,3,3,1,3,0,0,0,2,0
SP0292,1,0,1,0,2,2,3,5,0,2,7,4,10,3,10,9,15,11,9,15,0,2,0,2,0,0,3,2,2,2,2,1,1,4,3,1,0,1,1,1,1,0,0,3,2,0,3,0,0,2,7,2,1,2,3,0,1,1,2,4
SP0293,2,1,1,4,1,0,0,1,0,1,1,4,0,2,1,2,1,0,2,3,0,2,2,1,0,0,1,0,0,0,4,8,13,6,16,17,8,9,10,6,0,4,1,0,0,1,0,0,2,2,1,3,3,3,4,3,5,1,0,3
SP0294,3,1,1,1,1,3,1,2,2,0,5,9,3,8,5,11,15,7,11,13,0,2,2,0,0,3,2,1,2,1,0,2,0,1,2,1,3,1,0,1,2,1,3,3,1,0,0,0,3,3,4,2,1,2,0,3,3,1,0,0
SP0295,1,0,4,1,2,1,3,2,1,1,8,10,8,15,4,9,6,7,10,5,2,0,2,2,2,2,0,3,1,3,2,3,1,0,0,0,1,0,0,2,0,4,1,0,2,2,1,3,1,1,3,2,3,2,1,3,1,0,4,2
SP0296,0,3,0,1,1,1,2,1,4,2,3,0,2,1,1,0,1,2,2,2,0,2,1,0,0,2,0,1,1,1,8,9,8,10,14,17,3,4,11,8,1,0,1,0,5,0,2,1,3,2,3,2,4,1,2,0,0,1,0,1
SP0297,1,4,0,0,1,1,1,0,2,4,9,13,6,11,6,10,7,6,6,5,2,0,2,0,0,2,1,2,0,0,2,1,2,1,0,1,1,0,5,0,1,1,1,1,2,3,3,1,2,5,2,0,2,6,1,0,0,0,2,2
SP0298,0,3,2,1,1,1,2,2,1,1,13,4,8,10,12,9,16,11,7,5,2,2,1,0,2,2,0,3,3,1,1,1,1,4,4,1,0,1,2,1,0,4,1,1,1,3,4,6,2,0,1,1,2,2,0,3,1,0,0,0
SP0299,1,1,3,1,3,0,0,1,0,1,0,0,1,5,4,1,1,5,2,0,1,1,3,0,1,2,1,1,1,1,4,10,14,12,12,9,6,12,9,7,0,2,2,2,1,3,0,3,1,2,2,2,0,1,2,2,2,0,1,1
SP0300,1,0,1,1,2,2,0,0,3,2,2,1,2,1,1,1,3,0,2,2,15,11,10,14,8,13,4,10,6,8,1,0,2,2,0,0,1,0,2,2,3,0,2,0,1,1,2,1,3,4,3,0,2,3,1,1,1,2,2,0
SP0301,2,1,1,1,2,0,1,0,1,1,2,0,1,0,1,0,0,2,3,0,3,2,0,2,1,4,1,0,1,3,14,10,9,8,12,7,10,12,15,12,0,0,2,3,1,1,1,3,1,1,3,0,2,1,0,0,2,0,1,2
SP0302,1,0,2,5,0,1,1,2,1,5,1,1,1,1,2,1,3,2,2,3,9,3,10,3,5,6,12,7,5,14,1,0,2,1,2,2,0,0,3,0,1,1,1,1,3,2,0,1,0,1,0,0,1,1,5,2,3,2,1,1
SP0303,1,2,1,2,1,2,2,1,2,0,3,1,0,0,1,2,3,2,1,2,7,8,7,4,9,12,10,12,3,5,1,2,2,2,2,1,2,2,1,1,1,1,2,0,3,3,3,2,1,1,1,1,1,1,0,1,3,2,2,0
SP0304,2,2,0,1,2,2,0,2,1,1,14,7,12,8,4,15,9,6,9,8,0,3,1,1,3,1,0,1,1,1,2,0,4,3,1,2,2,1,0,0,3,2,2,2,1,3,0,0,0,3,0,2,1,1,0,0,2,3,3,1
SP0305,10,11,3,10,12,8,13,6,15,9,2,0,1,2,2,1,1,1,3,2,2,1,0,0,2,0,1,2,1,1,3,3,2,0,0,2,2,3,1,2,1,1,3,0,5,3,0,2,1,0,0,4,1,1,1,1,1,1,0,2
SP0306,0,1,1,1,0,1,2,0,3,1,2,2,1,3,0,0,0,3,0,1,10,9,9,20,2,11,14,14,7,6,0,4,0,1,6,0,2,5,0,3,0,1,0,1,0,1,0,0,2,0,2,2,5,1,2,0,3,1,1,2
SP0307,0,2,0,1,3,1,0,0,1,1,1,2,0,1,1,0,3,0,0,0,4,13,8,8,17,6,8,13,11,5,1,2,1,2,1,1,0,0,1,1,1,1,0,1,4,2,0,2,1,2,3,3,0,2,4,1,0,1,2,3
SP0308,1,2,0,2,1,0,0,2,0,1,9,16,9,14,13,9,8,8,5,6,1,0,2,1,5,0,1,0,0,1,0,1,0,1,3,0,1,2,0,0,1,3,0,4,3,1,1,2,3,2,2,2,1,0,2,0,0,1,3,2
SP0309,4,0,0,0,0,0,1,1,0,2,2,1,3,1,2,1,1,2,1,1,13,3,11,6,13,6,10,10,13,9,3,1,4,2,1,1,2,2,0,3,0,1,3,3,2,1,0,2,5,0,0,2,2,2,2,3,2,1,3,2
SP0310,1,1,0,0,2,1,0,1,5,1,5,12,10,6,8,13,14,11,8,12,1,2,1,2,1,3,3,1,1,0,1,1,2,1,1,1,2,2,3,1,1,0,5,1,1,1,3,2,2,1,0,0,2,0,2,1,1,1,2,2
SP0311,3,1,2,2,1,1,3,0,2,5,16,14,8,8,11,11,7,7,3,15,1,2,3,2,1,3,1,5,2,1,2,2,0,0,2,2,0,0,2,1,0,4,3,1,5,1,1,0,1,0,2,3,0,0,0,0,1,2,1,2
SP0312,1,3,2,0,1,0,1,1,0,2,1,3,1,2,2,1,0,0,3,2,11,8,10,14,7,9,11,11,12,5,2,2,3,2,1,1,2,1,2,2,1,3,1,2,2,5,1,2,0,2,1,0,1,1,1,3,2,0,5,4
SP0313,1,2,2,2,0,1,2,0,1,2,2,4,0,0,2,1,1,1,2,2,13,7,10,17,8,7,8,6,10,13,1,0,1,0,0,1,1,1,1,0,2,0,1,0,2,2,1,1,1,2,2,0,1,3,4,1,1,0,1,0
SP0314,2,0,1,3,0,2,1,0,1,2,9,16,4,7,15,8,5,7,12,9,1,0,0,3,1,1,0,1,1,1,0,0,0,2,3,1,0,3,0,2,2,1,2,4,0,1,1,1,1,0,1,0,1,0,0,0,1,2,2,1
SP0315,2,3,1,0,0,1,1,2,3,0,1,1,3,1,0,1,1,1,1,0,5,3,14,1,9,14,16,3,4,8,2,2,1,1,2,1,3,1,2,2,0,3,2,2,1,1,9,4,4,0,0,0,2,3,1,0,0,0,2,1
SP0316,0,0,0,1,0,0,1,0,1,1,7,13,9,11,19,14,10,13,10,13,3,1,2,0,0,2,1,4,0,2,0,2,1,1,3,3,0,1,2,2,1,2,2,2,1,3,0,3,2,0,1,5,1,0,1,1,1,1,3,1
