,Epithelial_prog00,Epithelial_prog01,Epithelial_prog02,Epithelial_prog03,Epithelial_prog04,Epithelial_prog05,Epithelial_prog06,Epithelial_prog07,Epithelial_prog08,Epithelial_prog09,Fibroblast_prog00,Fibroblast_prog01,Fibroblast_prog02,Fibroblast_prog03,Fibroblast_prog04,Fibroblast_prog05,Fibroblast_prog06,Fibroblast_prog07,Fibroblast_prog08,Fibroblast_prog09,Myeloid_prog00,Myeloid_prog01,Myeloid_prog02,Myeloid_prog03,Myeloid_prog04,Myeloid_prog05,Myeloid_prog06,Myeloid_prog07,Myeloid_prog08,Myeloid_prog09,Tcell_prog00,Tcell_prog01,Tcell_prog02,Tcell_prog03,Tcell_prog04,Tcell_prog05,Tcell_prog06,Tcell_prog07,Tcell_prog08,Tcell_prog09,NicheResp00,NicheResp01,NicheResp02,NicheResp03,NicheResp04,NicheResp05,NicheResp06,NicheResp07,NicheResp08,NicheResp09,NicheResp10,NicheResp11,NicheResp12,NicheResp13,NicheResp14,NicheResp15,NicheResp16,NicheResp17,NicheResp18,NicheResp19
RF0210,1,0,2,2,4,3,3,0,0,4,2,0,0,3,1,0,3,1,2,1,2,3,0,1,2,1,0,3,0,1,3,4,9,9,14,9,8,9,8,6,2,0,4,3,1,3,0,0,3,1,3,0,0,1,0,1,1,3,0,2
RF0211,9,5,10,13,6,5,7,7,4,14,1,0,2,2,0,2,4,2,0,4,1,2,2,2,1,2,2,1,3,1,0,0,3,1,2,2,0,1,3,2,5,1,0,0,0,2,0,2,2,1,0,0,1,1,1,3,2,1,1,2
RF0212,6,10,7,11,13,9,4,11,3,10,1,3,0,6,1,0,1,0,4,2,3,3,1,0,2,2,2,4,0,1,2,2,1,1,1,0,0,2,3,0,1,2,0,1,3,3,0,1,1,0,0,0,1,2,2,1,2,1,0,0
RF0213,3,1,1,0,4,5,1,3,2,1,1,0,1,1,0,0,1,0,3,1,1,1,1,1,0,1,2,3,0,3,5,12,9,6,19,8,10,17,17,11,1,2,0,1,0,1,2,0,0,1,1,1,2,0,1,5,4,2,0,0
RF0214,4,0,3,0,2,1,0,1,0,0,2,1,2,0,1,1,0,0,0,1,2,1,0,1,0,1,2,0,0,0,12,3,16,4,10,16,13,11,10,7,2,3,1,1,0,0,0,2,2,2,0,0,1,0,2,1,1,1,1,0
RF0215,12,11,10,5,15,13,10,7,6,5,0,1,3,0,0,0,0,3,2,1,5,3,5,0,3,2,3,1,2,1,1,1,3,3,2,2,3,2,1,2,2,2,4,1,1,1,1,4,1,0,1,2,2,1,0,0,0,4,2,4
RF0216,1,0,1,0,2,2,3,0,1,1,9,11,10,13,8,11,2,5,17,5,0,4,2,0,1,1,1,0,1,0,3,1,2,2,5,0,2,2,3,0,1,0,5,1,1,6,2,2,1,1,4,0,1,1,5,3,1,1,2,1
RF0217,4,3,1,2,2,0,3,2,1,3,3,1,2,2,0,2,0,3,3,1,8,8,3,3,9,3,4,14,3,4,1,1,1,1,0,1,0,1,1,0,2,3,0,3,2,3,2,3,2,0,1,4,2,2,1,2,0,1,0,1
RF0218,1,1,3,3,1,0,6,0,1,4,11,11,12,4,7,3,10,7,8,5,1,3,0,1,0,0,1,4,1,4,0,4,2,0,1,2,2,0,2,2,1,2,1,0,4,0,0,0,0,1,0,0,3,1,0,1,1,2,4,2
RF0219,2,1,1,4,4,0,1,1,2,0,1,2,1,1,3,2,3,2,4,0,2,1,3,0,3,1,1,5,2,4,11,11,14,5,7,4,13,7,2,13,1,1,5,1,1,1,6,2,1,2,2,3,2,1,3,2,1,3,0,0
RF0220,0,0,2,1,4,0,3,0,1,1,1,5,0,1,1,0,0,2,2,2,7,9,9,9,11,8,11,11,8,8,0,0,3,1,5,0,0,1,2,1,0,0,1,0,0,1,3,3,1,1,1,2,4,0,2,0,1,0,0,0
RF0221,2,1,1,1,3,1,0,1,1,1,1,3,1,1,2,0,0,0,2,1,11,13,5,7,8,5,17,7,6,9,2,0,0,0,1,2,2,3,2,3,3,3,3,1,2,1,0,2,2,0,1,0,1,0,2,3,1,0,0,0
RF0222,0,5,4,0,3,3,2,1,0,2,2,0,1,2,1,3,0,2,1,2,2,3,0,2,0,1,5,3,5,3,4,11,6,9,13,15,12,6,5,15,7,0,1,0,2,0,2,0,2,1,1,0,1,2,2,0,0,2,1,2
RF0223,8,6,14,15,7,12,11,6,10,10,0,1,2,1,1,4,1,3,0,0,2,0,0,3,0,0,3,1,2,4,1,1,0,0,1,0,3,1,3,1,1,1,3,1,1,6,0,4,0,2,0,3,1,0,0,0,1,4,1,0
RF0224,8,9,5,11,14,13,7,10,7,10,2,0,1,2,1,0,2,2,0,3,1,0,1,0,2,1,2,1,2,0,2,0,1,1,2,2,1,1,1,1,1,0,4,0,2,1,1,0,2,4,0,2,0,1,1,2,1,3,1,1
RF0225,1,2,4,1,5,2,1,4,1,1,18,5,11,6,11,4,2,8,5,12,2,0,0,1,1,1,3,3,0,0,0,1,2,3,0,0,0,0,1,0,3,0,2,1,0,1,1,2,0,2,1,5,1,3,2,1,3,1,1,1
RF0226,4,1,3,1,0,0,1,1,1,1,3,5,4,4,11,7,9,4,13,3,3,3,3,0,2,0,2,1,0,1,3,2,1,1,2,0,0,1,3,2,2,2,4,3,0,0,0,1,2,3,1,1,0,2,0,1,1,1,2,1
RF0227,4,1,2,1,1,1,2,3,1,2,3,0,1,1,3,2,0,3,0,3,8,9,7,10,11,3,5,13,4,8,1,1,3,2,2,0,2,0,1,2,5,0,3,0,0,3,3,0,1,3,2,1,2,2,0,1,2,2,1,2
RF0228,0,3,1,0,1,3,1,1,0,3,18,12,5,14,8,5,9,7,13,14,1,3,1,2,0,2,4,1,1,2,1,2,2,0,1,1,0,1,0,1,1,4,2,1,7,0,5,2,1,0,1,0,1,1,0,1,0,3,2,2
RF0229,5,10,5,15,9,14,12,11,14,7,0,1,1,1,1,2,0,0,3,3,1,2,1,0,3,1,2,0,1,1,3,3,1,2,2,1,2,1,1,2,2,0,2,0,1,0,1,0,1,1,0,2,2,0,6,2,0,2,2,2
RF0230,1,1,2,0,1,1,0,3,1,3,15,7,9,11,11,10,12,4,8,11,1,2,5,0,2,1,0,0,2,1,2,2,1,2,4,1,1,2,1,1,2,3,2,1,3,1,0,0,2,3,1,3,4,1,0,2,0,1,2,1
RF0231,3,2,0,1,2,3,2,1,1,2,2,2,2,3,0,2,2,3,3,2,5,17,14,8,14,7,12,11,7,7,1,1,3,3,0,0,2,1,0,1,2,0,1,0,2,0,3,1,1,2,2,1,1,2,2,1,0,2,1,0
RF0232,2,1,0,0,1,0,3,1,0,1,1,1,0,0,2,1,1,1,1,0,2,3,2,0,2,3,0,0,1,1,5,3,3,5,13,15,11,9,3,8,2,0,4,2,3,0,0,0,2,0,2,2,0,1,1,0,1,4,0,0
RF0233,2,3,1,1,0,1,1,0,0,0,1,3,3,2,1,4,5,0,1,0,0,1,1,0,3,1,1,0,1,1,7,12,4,13,8,8,4,5,13,5,1,2,1,1,1,0,3,2,2,1,4,3,3,1,2,2,3,1,3,2
RF0234,14,15,9,2,16,6,11,6,12,9,3,1,0,2,0,1,1,2,2,1,2,2,2,4,1,0,1,1,1,0,0,0,1,0,4,2,2,1,1,0,1,1,2,1,2,1,0,2,1,0,3,1,2,0,0,1,1,4,0,3
RF0235,2,2,0,1,0,1,1,3,1,0,0,3,1,0,1,1,2,0,1,2,11,7,12,7,6,10,11,12,9,7,2,0,1,1,3,3,2,3,2,0,0,1,1,2,2,1,0,1,2,1,1,0,0,0,0,3,0,3,0,1
RF0236,26,10,15,12,18,11,15,9,10,8,3,1,0,4,1,1,1,2,2,1,3,3,3,2,3,0,0,3,1,3,1,2,4,0,4,2,2,2,3,0,2,1,0,0,1,2,4,1,3,2,3,0,1,1,2,2,0,5,1,0
RF0237,6,1,2,1,0,2,1,2,3,1,2,0,4,0,2,5,4,1,1,0,0,1,0,4,2,1,0,2,0,3,6,11,4,7,12,9,13,6,9,18,2,1,0,1,2,0,1,1,1,0,1,1,2,2,0,3,1,1,0,3
RF0238,2,3,3,1,2,0,1,0,1,1,19,8,6,7,14,7,11,10,10,12,1,2,1,0,0,3,3,1,2,1,3,2,1,0,0,1,2,0,3,1,3,0,0,0,1,1,3,2,1,0,1,2,1,2,3,2,2,1,2,3
RF0239,2,2,0,0,4,1,1,1,1,1,13,7,8,23,11,5,8,8,4,10,2,4,2,1,1,2,1,0,1,0,2,1,2,1,1,2,2,0,2,2,3,2,1,1,3,2,0,0,5,1,2,0,1,0,0,0,1,2,0,0
RF0240,2,1,1,2,0,2,3,2,3,2,17,7,2,18,5,12,12,13,3,11,2,3,0,0,1,1,2,2,2,0,0,3,2,0,4,1,3,1,2,3,2,3,2,0,4,2,2,2,2,1,1,2,1,1,3,3,2,2,1,2
RF0241,10,11,5,6,11,10,7,15,8,11,1,3,1,0,0,0,0,0,2,1,1,0,0,0,2,2,1,4,2,0,1,1,2,2,4,1,0,1,1,1,2,2,5,2,2,2,1,1,4,0,0,1,1,0,1,1,0,0,1,2
RF0242,3,2,0,0,1,2,1,3,2,1,3,1,2,0,0,1,2,4,0,1,4,8,9,12,8,5,4,9,6,10,0,1,4,0,0,2,1,0,1,1,5,2,2,1,1,4,1,3,2,1,1,0,1,2,1,0,1,1,1,2
RF0243,1,2,0,2,1,1,0,4,0,0,16,9,12,6,0,9,11,10,8,18,0,2,3,3,0,5,0,1,1,1,0,1,3,1,4,1,0,0,1,0,1,1,2,0,1,2,0,1,2,2,1,2,2,5,2,2,1,3,1,1
RF0244,1,0,1,2,0,1,5,1,1,0,14,6,10,5,5,13,5,8,2,9,0,2,5,2,1,2,4,2,0,2,3,0,1,1,1,2,0,1,3,0,0,0,3,2,1,1,1,4,2,1,3,0,2,0,2,1,3,2,0,2
RF0245,11,13,11,14,16,6,10,13,8,12,2,1,0,0,1,1,2,2,2,1,0,2,4,1,1,1,2,1,0,1,2,4,2,0,4,1,3,1,3,1,1,2,0,1,1,1,3,0,3,1,1,4,1,0,0,1,2,2,0,2
RF0246,7,5,8,9,3,7,2,7,10,8,2,0,2,2,2,1,4,0,0,6,1,1,1,2,0,1,1,1,4,1,1,3,1,2,0,0,2,1,1,1,4,2,1,1,6,2,1,0,3,4,3,1,1,0,4,0,2,2,1,2
RF0247,0,2,0,3,2,2,0,1,1,1,0,2,6,2,1,3,1,3,0,1,4,13,11,12,9,9,17,5,12,6,1,1,0,1,2,2,1,0,0,0,1,2,0,1,1,1,2,0,1,0,1,0,0,2,0,3,2,1,1,1
RF0248,1,5,2,1,4,1,0,3,0,0,1,1,1,0,1,2,0,2,1,1,0,1,0,0,0,4,0,2,2,1,7,9,4,8,6,7,8,8,6,5,3,1,0,2,1,1,3,5,0,3,3,0,3,2,1,2,1,0,2,0
RF0249,11,16,7,9,12,8,15,14,11,11,0,1,1,0,2,4,1,1,3,5,1,1,2,3,0,1,4,3,2,1,0,2,1,1,1,0,3,1,1,1,4,0,0,1,0,3,6,2,4,5,1,2,3,1,5,0,3,3,1,2
RF0250,1,1,2,0,5,0,1,0,2,0,8,9,12,9,3,7,7,9,8,9,1,1,2,0,1,3,1,2,1,3,0,3,1,0,2,0,0,1,1,2,1,3,1,2,2,0,0,1,0,0,1,0,2,1,0,0,1,3,0,0
RF0251,1,0,2,0,1,3,4,0,1,1,3,2,1,0,1,0,4,1,2,2,13,10,4,7,7,6,9,8,5,11,0,5,0,2,3,1,3,2,0,0,3,3,2,1,3,1,1,2,1,1,0,0,1,0,0,2,1,3,1,1
RF0252,2,1,0,1,1,2,1,0,1,1,3,2,2,1,1,1,2,0,2,2,8,4,9,7,10,0,6,8,9,12,3,4,3,1,0,0,4,1,0,1,4,0,1,0,1,1,4,0,3,4,2,2,0,0,1,0,2,2,2,2
RF0253,3,2,4,1,1,1,1,1,0,3,9,7,14,16,4,9,7,10,8,9,1,2,0,1,0,0,3,1,1,1,0,1,2,1,1,3,0,0,3,1,0,3,3,0,1,3,2,0,1,1,0,1,1,2,1,1,0,3,0,6
RF0254,15,4,10,10,17,12,12,12,9,14,2,4,2,4,1,1,0,2,3,1,2,1,0,1,3,1,2,1,4,2,1,0,1,1,0,0,2,2,0,0,2,4,1,0,2,0,4,2,1,0,2,1,1,1,0,1,4,3,1,3
RF0255,0,2,0,0,3,1,2,1,1,2,7,3,9,7,6,5,9,13,5,6,2,5,2,1,3,3,0,2,3,1,2,3,2,1,2,1,1,2,1,0,2,0,4,1,0,0,1,3,2,0,1,1,2,1,1,1,0,0,3,0
RF0256,3,2,1,5,3,0,2,0,1,1,1,2,2,3,0,2,0,1,1,1,2,2,1,1,1,0,5,1,2,1,7,7,9,7,10,4,5,7,5,12,2,0,2,0,3,2,1,3,4,1,1,3,0,1,2,3,1,0,2,1
RF0257,4,2,0,5,2,1,2,1,2,0,3,3,10,10,7,17,10,5,10,18,3,0,1,2,0,3,2,3,3,3,1,0,2,1,1,1,1,1,2,2,2,0,0,1,3,0,0,1,2,1,1,1,2,1,0,0,0,2,2,3
RF0258,0,3,2,0,0,1,1,0,4,2,0,1,0,0,2,0,1,0,2,1,0,1,2,2,0,2,0,1,0,1,6,6,8,3,7,8,9,14,7,7,1,1,0,1,1,2,1,2,3,3,3,2,4,2,0,0,1,2,3,0
RF0259,14,15,5,9,6,15,9,6,18,7,0,1,0,2,0,3,0,1,3,1,2,1,0,1,0,1,2,1,1,1,1,1,1,2,4,1,2,2,0,1,1,3,0,0,5,2,1,0,0,2,1,0,1,1,0,0,0,1,2,1
RF0260,1,1,0,1,1,0,0,1,1,2,15,5,5,6,7,12,18,6,6,8,0,3,1,1,1,1,2,0,0,4,3,1,2,1,1,0,1,2,2,1,5,0,2,3,3,0,2,2,6,1,1,0,3,0,1,2,2,1,0,1
RF0261,0,5,10,8,7,10,14,15,9,6,0,0,0,0,1,4,1,0,1,2,1,2,2,1,1,3,1,2,1,0,0,2,2,3,3,1,1,1,0,1,2,0,1,2,3,1,2,3,0,2,2,2,2,1,0,1,2,0,1,1
RF0262,2,0,1,0,2,5,3,2,1,1,3,2,1,2,3,3,0,1,0,0,6,8,8,10,4,6,16,11,9,8,5,2,1,1,1,1,1,1,2,1,2,1,0,0,4,1,2,2,1,2,0,1,0,0,0,0,0,0,2,0
RF0263,3,11,2,11,13,10,8,7,8,8,0,0,0,4,1,3,2,1,1,0,1,0,0,1,0,0,3,1,1,2,1,1,2,5,0,2,0,1,1,1,1,0,0,2,1,1,1,2,5,4,1,1,1,3,0,0,1,2,1,1
RF0264,14,13,9,9,12,10,10,9,13,10,3,1,6,2,4,0,3,1,1,2,2,2,2,1,1,2,3,1,0,1,1,2,2,0,2,0,1,0,0,1,1,1,2,0,2,2,6,1,4,2,1,0,0,1,2,0,1,0,1,3
RF0265,3,7,1,3,2,1,2,0,2,0,1,1,0,2,2,3,0,0,2,1,1,0,3,5,0,1,3,1,0,3,6,8,9,4,15,3,7,6,9,11,5,0,1,2,1,4,2,0,0,1,3,1,0,1,2,0,0,3,0,2
RF0266,0,4,2,1,3,0,1,0,1,0,1,1,2,2,1,2,4,1,2,1,10,10,12,5,10,9,7,5,13,6,0,1,0,0,2,0,1,1,0,1,4,4,0,2,0,2,0,1,1,0,1,2,3,0,2,1,0,2,1,2
RF0267,1,0,0,3,2,1,2,1,2,2,0,0,2,0,1,1,3,1,3,2,12,14,12,7,14,9,12,12,15,9,2,3,2,3,1,1,1,1,2,3,1,0,1,1,0,1,1,3,1,2,1,2,1,2,5,0,2,2,1,4
RF0268,3,12,10,10,20,12,12,11,14,4,1,3,3,0,0,2,0,1,1,0,3,0,1,0,1,4,1,4,0,1,0,0,1,2,1,1,0,1,1,1,4,1,3,0,4,1,3,0,2,1,5,0,1,1,1,0,1,2,0,0
RF0269,2,3,3,1,1,1,3,4,1,1,1,3,0,0,3,0,2,3,1,2,4,9,3,10,4,5,9,10,11,13,0,1,5,3,2,2,0,2,2,0,0,0,0,1,1,2,0,0,5,1,2,2,3,0,2,1,1,2,2,2
RF0270,0,1,2,0,1,1,2,2,3,2,0,0,1,3,0,0,1,1,1,1,1,3,1,1,2,2,3,1,2,2,11,9,5,7,13,9,8,7,15,12,5,0,1,1,1,1,0,1,0,1,1,1,1,4,2,2,1,0,1,1
RF0271,2,2,0,2,1,2,0,2,0,2,12,13,8,17,3,7,9,10,17,18,2,0,4,0,0,0,1,1,0,3,2,1,1,2,1,0,1,2,0,2,5,1,0,2,1,3,1,2,0,2,1,2,1,5,0,1,1,1,3,2
RF0272,2,0,4,2,1,2,1,1,3,3,9,3,2,4,9,10,15,7,15,13,3,3,2,1,0,1,2,2,1,1,4,3,3,0,2,1,1,3,0,1,1,1,3,0,1,1,2,2,1,1,4,0,1,1,0,0,0,0,1,0
RF0273,13,14,4,3,9,7,12,18,11,6,4,1,3,2,2,2,1,1,2,1,0,2,2,2,0,5,2,0,1,3,3,0,1,1,5,1,0,0,1,2,1,2,3,0,1,3,2,2,0,2,2,1,0,0,3,2,1,2,1,4
RF0274,0,0,0,4,2,3,2,0,3,2,1,2,0,2,3,1,1,4,2,2,7,7,5,2,5,7,14,9,7,6,1,0,1,1,0,0,1,4,2,0,1,1,1,1,0,2,0,2,2,0,0,3,4,0,1,1,1,2,1,6
RF0275,1,1,2,1,4,1,0,2,1,3,2,0,0,1,0,0,0,0,0,0,7,13,12,8,7,7,8,5,10,9,0,3,2,1,1,2,0,2,2,1,1,2,1,1,4,1,1,0,3,3,0,2,0,3,0,0,2,0,1,0
RF0276,4,6,5,8,5,6,10,7,6,10,0,2,0,1,1,2,0,1,2,2,1,2,0,2,0,0,1,0,3,0,0,2,2,0,1,0,1,1,0,4,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,2,3,1,2,0
RF0277,0,3,0,0,2,1,3,3,1,1,1,1,2,1,0,1,1,1,1,1,18,11,16,11,13,13,6,16,15,10,5,1,0,2,2,1,1,2,0,3,1,0,1,0,5,2,0,2,4,1,2,1,1,2,0,1,0,2,0,2
RF0278,13,11,6,8,10,8,8,7,7,16,1,0,3,4,1,1,0,1,0,1,1,0,8,1,0,0,0,2,1,2,0,5,0,2,0,0,0,2,1,2,6,1,1,2,2,1,1,3,1,1,3,2,2,1,0,1,0,1,0,1
RF0279,3,2,3,5,1,1,0,0,1,2,1,2,1,2,1,0,1,1,2,0,18,12,6,10,10,5,11,10,8,10,2,0,4,1,0,1,1,1,4,1,1,2,0,0,1,0,3,3,0,0,2,1,2,1,2,0,2,1,1,2
RF0280,1,3,2,3,2,3,1,1,2,2,0,3,2,2,0,2,2,2,0,1,9,12,9,3,6,6,12,7,5,8,0,0,2,1,2,1,1,0,3,2,4,2,2,0,0,2,1,3,1,0,1,1,3,3,2,3,2,4,1,1
RF0281,10,6,4,17,19,12,13,13,9,11,2,2,1,1,0,0,1,0,0,0,1,1,3,3,2,3,1,1,0,1,3,0,0,1,3,1,1,2,1,0,0,2,2,0,1,3,0,5,1,2,2,4,2,0,1,1,2,3,2,1
RF0282,12,5,2,9,14,12,16,12,14,17,1,2,1,0,0,3,2,3,1,1,3,0,1,1,1,1,2,1,0,2,3,2,0,1,1,1,1,1,0,1,2,3,2,2,3,1,2,0,3,1,0,3,1,0,1,1,0,4,0,0
RF0283,15,8,11,9,8,18,13,10,11,10,0,0,2,0,1,2,3,1,2,2,2,3,2,2,2,2,0,1,1,3,1,0,2,2,2,0,1,0,1,2,1,1,5,1,2,2,2,1,4,0,1,0,1,1,1,1,0,0,2,1
RF0284,1,3,0,2,1,0,0,2,2,1,9,15,8,14,10,8,15,7,15,22,1,1,0,1,1,0,2,4,3,1,1,1,3,1,0,2,0,1,1,0,3,0,2,2,1,0,2,3,1,6,0,3,2,2,1,2,2,2,0,3
RF0285,3,2,4,3,1,3,1,2,0,1,0,2,2,2,0,3,1,0,1,2,4,6,12,9,13,9,12,10,5,9,1,0,2,1,3,2,2,1,0,2,2,0,3,1,2,1,4,1,0,1,3,1,1,1,1,4,1,1,1,0
RF0286,16,7,7,16,10,4,8,13,10,14,1,1,0,0,4,1,2,0,3,1,1,2,1,2,0,0,0,2,0,1,0,0,1,1,2,3,0,0,1,2,1,2,0,1,1,0,4,1,3,1,2,1,0,1,1,1,1,2,0,2
RF0287,1,1,6,2,2,2,1,1,1,1,0,2,3,2,2,1,1,1,3,7,2,1,3,0,2,2,2,3,3,1,2,9,5,9,6,7,5,11,11,8,1,2,3,4,3,2,1,3,1,1,0,5,7,2,0,2,3,0,2,2
RF0288,1,3,1,1,1,4,1,2,1,1,12,18,6,8,1,1,13,4,5,18,1,0,0,1,3,3,1,5,2,2,0,1,3,2,0,3,1,0,1,0,1,0,2,0,2,2,3,2,1,6,1,5,1,1,2,1,7,0,0,0
RF0289,1,4,0,3,4,0,3,1,0,2,0,0,2,5,2,0,4,4,1,0,1,2,3,1,1,1,1,1,1,0,12,4,9,6,13,6,10,7,5,10,5,2,0,0,0,0,3,0,0,1,1,4,1,0,1,1,1,2,2,2
RF0290,0,1,1,1,3,2,1,0,1,2,11,10,8,10,10,7,5,12,8,13,0,0,2,1,1,1,0,2,1,2,1,0,1,0,2,1,0,2,0,2,3,2,1,3,2,2,2,1,2,1,2,0,0,2,1,1,3,1,1,0
RF0291,0,1,1,2,1,2,2,3,2,1,1,0,1,2,2,3,0,2,3,2,6,7,7,7,15,14,8,11,8,9,1,0,0,4,0,3,3,5,0,2,3,0,1,0,3,3,0,4,2,4,1,0,1,0,1,0,1,1,0,2
RF0292,8,11,4,12,10,4,12,17,6,9,1,3,0,0,0,5,1,1,4,0,2,0,0,0,1,2,2,4,3,2,0,5,2,1,2,0,3,0,2,0,2,0,0,0,1,0,2,2,2,0,0,1,1,0,3,0,0,1,1,2
RF0293,2,1,0,2,2,1,1,3,1,0,12,18,13,18,18,10,10,11,3,6,2,2,1,1,1,0,4,1,0,2,1,2,0,2,0,1,1,4,0,1,0,1,4,1,3,1,2,1,1,0,0,0,2,2,1,1,1,4,0,1
RF0294,0,3,3,2,2,3,2,2,1,1,2,2,3,1,2,1,2,1,1,0,12,9,9,8,15,10,12,12,7,7,3,1,0,1,0,2,1,3,1,1,2,0,1,0,2,2,1,3,1,3,3,2,2,0,0,2,4,2,0,1
RF0295,0,1,1,1,0,0,2,1,1,1,0,2,0,2,1,0,0,1,0,1,9,8,8,9,9,5,8,7,5,16,0,2,3,1,1,4,1,1,0,0,2,2,2,0,2,1,3,3,1,0,0,3,1,3,0,0,3,1,1,1
RF0296,10,13,9,7,24,9,10,9,7,6,0,1,2,0,0,4,0,1,1,1,0,3,1,0,1,1,1,0,0,3,2,1,2,3,2,2,3,2,3,0,2,2,2,0,1,1,2,2,2,5,3,0,2,0,2,0,1,1,2,0
RF0297,2,1,1,1,1,0,2,1,2,2,0,2,0,2,0,1,3,0,2,1,2,1,3,0,2,1,1,3,2,3,4,10,11,7,14,8,1,14,8,18,2,0,2,0,1,5,2,2,0,0,2,0,1,4,1,1,3,2,0,0
RF0298,1,1,2,3,2,1,2,0,1,2,3,2,4,0,1,2,1,3,3,1,6,8,7,14,9,6,9,12,12,7,0,0,3,0,3,1,1,2,2,2,3,0,2,1,1,2,3,5,2,2,0,0,1,1,0,2,1,3,3,0
RF0299,4,0,2,1,4,0,1,1,3,2,2,2,2,2,0,1,0,0,0,4,4,12,11,9,13,6,10,5,5,9,0,4,0,0,2,2,2,0,2,1,1,0,3,1,0,2,2,0,2,1,3,1,0,2,0,1,0,3,1,3
RF0300,2,1,4,4,4,2,1,3,0,1,10,8,10,11,8,9,15,11,8,9,0,2,1,2,1,1,2,1,0,1,0,0,1,2,1,2,2,1,1,2,2,2,0,1,1,0,0,2,3,5,2,1,2,1,0,0,0,2,1,2
RF0301,4,6,1,0,1,2,0,1,3,0,2,0,3,2,0,5,2,0,6,1,1,1,3,3,1,3,2,1,1,2,6,14,20,7,7,15,8,14,5,7,4,1,1,1,2,1,3,2,3,3,0,2,1,0,1,3,2,1,2,0
RF0302,1,3,0,0,3,2,0,3,1,0,9,9,10,10,9,6,8,5,7,6,0,3,4,2,3,1,2,1,0,1,2,1,0,1,3,2,3,1,2,3,4,3,0,1,1,0,1,2,1,2,2,1,1,1,0,1,1,0,0,0
RF0303,4,1,3,0,4,1,3,3,1,0,15,10,8,9,10,7,7,7,7,6,0,2,0,1,1,1,3,0,1,4,0,1,2,2,1,0,1,0,0,2,1,1,5,0,1,1,1,1,0,0,1,2,1,0,2,4,1,0,1,1
RF0304,1,3,3,3,2,3,0,0,1,2,11,11,10,8,8,8,5,13,12,6,0,0,3,1,0,0,0,1,2,2,0,0,2,0,0,1,0,1,2,2,1,1,1,2,1,1,2,0,2,3,1,0,4,0,1,4,0,2,1,2
RF0305,4,1,0,2,2,1,1,4,2,3,9,7,8,18,8,8,16,8,9,9,0,0,1,3,4,0,0,2,2,1,1,2,1,2,0,0,1,0,3,0,2,2,1,0,0,0,3,1,3,3,5,2,0,1,0,2,0,4,1,0
RF0306,9,11,9,10,13,10,14,16,5,6,2,2,0,2,0,2,1,2,2,0,1,2,0,0,1,1,0,0,0,1,2,1,1,0,5,0,2,2,0,3,3,3,1,0,0,1,2,2,2,0,2,3,6,2,0,2,1,1,1,2
RF0307,0,0,3,1,2,0,3,0,1,1,2,0,1,1,1,1,3,0,4,1,0,3,0,0,1,0,1,4,0,1,10,5,11,13,7,5,6,11,8,5,0,1,1,1,3,1,4,0,0,1,1,1,3,1,1,1,1,1,1,1
RF0308,1,2,3,2,1,1,1,0,3,2,0,1,2,3,2,1,0,3,1,0,1,3,1,2,2,2,4,0,2,3,5,5,10,7,13,8,8,11,8,6,2,2,0,1,0,1,1,2,3,0,2,1,1,1,1,0,0,0,0,1
RF0309,0,2,2,2,1,1,2,1,1,0,12,5,9,15,8,10,11,6,6,6,1,3,2,3,2,0,0,5,2,1,0,4,1,2,1,1,1,4,2,1,2,3,1,2,1,1,5,1,3,1,6,1,1,1,0,3,2,1,1,4
RF0310,3,1,2,3,3,1,6,1,1,1,13,6,11,15,5,15,9,14,8,8,0,2,3,0,3,0,2,4,1,0,1,1,0,0,2,2,2,4,1,4,1,0,2,0,1,1,2,3,2,1,3,3,1,0,1,1,1,2,1,5
RF0311,3,0,2,3,0,2,2,3,1,4,0,2,1,1,1,2,1,1,2,2,7,11,10,11,13,3,14,10,7,15,1,1,1,0,1,1,0,1,2,3,2,1,3,2,2,4,1,0,1,3,0,1,2,1,1,1,1,2,1,1
RF0312,2,0,1,3,1,2,2,2,1,1,0,0,2,1,1,3,3,0,2,1,3,3,2,2,7,0,3,1,1,0,6,9,3,7,10,7,12,12,7,11,0,3,2,0,2,2,2,1,2,2,2,1,0,1,0,2,2,0,1,1
RF0313,14,9,10,13,12,17,9,12,15,14,2,1,3,1,0,1,1,0,1,1,1,0,0,2,3,1,2,1,0,1,1,2,1,2,0,0,1,0,0,1,2,2,2,2,0,0,2,3,1,2,1,2,1,0,0,1,1,0,0,1
RF0314,2,1,0,2,0,0,2,2,4,2,3,0,0,2,2,1,1,4,2,2,8,5,8,5,6,5,15,11,10,15,2,3,2,3,2,1,0,1,1,1,0,0,0,1,3,1,0,1,1,1,2,0,4,3,0,1,4,2,4,1
RF0315,2,1,2,1,4,0,0,4,2,2,1,1,1,3,3,0,2,1,1,1,0,1,5,0,1,1,1,1,0,1,14,6,5,15,11,6,7,9,7,12,1,4,2,3,3,1,0,0,0,1,0,2,1,2,2,0,3,0,1,1
RF0316,2,2,0,2,2,2,4,1,0,1,1,2,1,1,1,0,0,3,2,2,4,4,12,8,6,7,11,15,6,12,3,1,3,1,0,1,1,2,0,2,1,0,2,3,2,0,5,1,4,2,0,1,2,0,1,3,0,1,1,2
