,Gene000,Gene001,Gene002,Gene003,Gene004,Gene005,Gene006,Gene007,Gene008,Gene009,Gene010,Gene011,Gene012,Gene013,Gene014,Gene015,Gene016,Gene017,Gene018,Gene019,Gene020,Gene021,Gene022,Gene023,Gene024,Gene025,Gene026,Gene027,Gene028,Gene029,Gene030,Gene031,Gene032,Gene033,Gene034,Gene035,Gene036,Gene037,Gene038,Gene039,Gene040,Gene041,Gene042,Gene043,Gene044,Gene045,Gene046,Gene047,Gene048,Gene049,Gene050,Gene051,Gene052,Gene053,Gene054,Gene055,Gene056,Gene057,Gene058,Gene059
spot0109,8.0,11.0,10.0,15.0,14.0,15.0,12.0,10.0,13.0,21.0,16.0,7.0,7.0,20.0,9.0,14.0,20.0,27.0,11.0,11.0,11.0,31.0,11.0,13.0,32.0,29.0,13.0,22.0,24.0,24.0,8.0,8.0,14.0,9.0,16.0,13.0,10.0,11.0,12.0,8.0,8.0,11.0,14.0,8.0,10.0,2.0,11.0,6.0,16.0,5.0,14.0,4.0,5.0,6.0,5.0,5.0,10.0,5.0,11.0,15.0
spot0110,13.0,14.0,8.0,17.0,15.0,16.0,6.0,6.0,11.0,20.0,27.0,10.0,9.0,12.0,12.0,14.0,21.0,14.0,19.0,14.0,23.0,44.0,18.0,18.0,23.0,29.0,20.0,22.0,21.0,32.0,9.0,13.0,7.0,11.0,9.0,8.0,13.0,11.0,18.0,14.0,5.0,8.0,8.0,12.0,9.0,5.0,8.0,6.0,5.0,3.0,13.0,10.0,2.0,11.0,4.0,7.0,8.0,10.0,9.0,11.0
spot0111,15.0,20.0,13.0,15.0,22.0,18.0,7.0,4.0,12.0,21.0,17.0,9.0,12.0,12.0,6.0,16.0,11.0,15.0,22.0,13.0,22.0,36.0,14.0,15.0,19.0,24.0,13.0,28.0,15.0,26.0,8.0,9.0,13.0,9.0,16.0,10.0,8.0,7.0,9.0,16.0,9.0,13.0,11.0,4.0,7.0,6.0,10.0,3.0,7.0,7.0,8.0,5.0,1.0,13.0,9.0,6.0,13.0,10.0,10.0,9.0
spot0112,16.0,19.0,10.0,7.0,8.0,15.0,6.0,10.0,16.0,15.0,8.0,9.0,7.0,10.0,8.0,14.0,11.0,7.0,11.0,13.0,14.0,19.0,16.0,8.0,14.0,15.0,12.0,15.0,24.0,15.0,13.0,16.0,16.0,17.0,11.0,19.0,9.0,21.0,14.0,15.0,13.0,11.0,17.0,10.0,14.0,7.0,20.0,2.0,25.0,4.0,9.0,12.0,2.0,22.0,10.0,15.0,13.0,10.0,13.0,19.0
spot0113,15.0,25.0,9.0,7.0,10.0,21.0,7.0,5.0,9.0,18.0,6.0,9.0,5.0,10.0,14.0,20.0,5.0,13.0,9.0,19.0,14.0,15.0,9.0,11.0,12.0,20.0,12.0,14.0,31.0,8.0,17.0,15.0,16.0,15.0,12.0,20.0,13.0,21.0,19.0,9.0,11.0,18.0,8.0,9.0,14.0,12.0,9.0,7.0,13.0,9.0,15.0,12.0,2.0,20.0,7.0,8.0,22.0,22.0,12.0,13.0
spot0114,10.0,18.0,10.0,6.0,16.0,8.0,5.0,4.0,9.0,13.0,9.0,7.0,8.0,10.0,12.0,14.0,8.0,3.0,17.0,7.0,10.0,18.0,10.0,10.0,19.0,11.0,9.0,14.0,26.0,24.0,17.0,14.0,17.0,17.0,11.0,10.0,9.0,15.0,22.0,10.0,14.0,10.0,15.0,12.0,13.0,12.0,14.0,10.0,17.0,7.0,8.0,14.0,2.0,12.0,13.0,7.0,17.0,8.0,15.0,14.0
spot0115,11.0,25.0,16.0,6.0,9.0,3.0,8.0,2.0,8.0,12.0,10.0,9.0,2.0,10.0,10.0,10.0,5.0,8.0,6.0,7.0,12.0,26.0,19.0,14.0,17.0,14.0,10.0,11.0,23.0,15.0,14.0,22.0,23.0,11.0,12.0,14.0,13.0,16.0,20.0,17.0,11.0,15.0,11.0,17.0,22.0,14.0,11.0,9.0,29.0,12.0,7.0,8.0,7.0,11.0,5.0,11.0,22.0,13.0,7.0,10.0
spot0116,9.0,23.0,12.0,6.0,9.0,14.0,9.0,6.0,12.0,12.0,9.0,4.0,6.0,11.0,10.0,12.0,4.0,15.0,17.0,10.0,17.0,24.0,12.0,10.0,11.0,12.0,8.0,15.0,25.0,18.0,16.0,12.0,15.0,10.0,12.0,14.0,11.0,12.0,18.0,14.0,11.0,18.0,10.0,6.0,16.0,8.0,23.0,12.0,17.0,2.0,9.0,13.0,2.0,15.0,7.0,16.0,16.0,13.0,7.0,12.0
spot0117,16.0,15.0,14.0,4.0,7.0,16.0,8.0,8.0,17.0,13.0,8.0,14.0,5.0,11.0,18.0,17.0,11.0,10.0,10.0,13.0,14.0,20.0,11.0,4.0,24.0,20.0,12.0,10.0,22.0,22.0,11.0,21.0,21.0,16.0,11.0,24.0,9.0,11.0,18.0,18.0,8.0,8.0,14.0,5.0,16.0,21.0,16.0,11.0,23.0,7.0,11.0,7.0,9.0,13.0,8.0,9.0,17.0,16.0,8.0,19.0
spot0118,13.0,12.0,5.0,8.0,6.0,15.0,10.0,6.0,11.0,15.0,4.0,13.0,6.0,8.0,8.0,17.0,6.0,7.0,7.0,8.0,17.0,17.0,12.0,10.0,13.0,14.0,12.0,17.0,22.0,17.0,13.0,17.0,9.0,14.0,13.0,11.0,14.0,18.0,22.0,16.0,14.0,14.0,8.0,12.0,10.0,11.0,9.0,10.0,14.0,7.0,4.0,13.0,5.0,8.0,6.0,11.0,19.0,12.0,7.0,16.0
spot0119,10.0,23.0,11.0,6.0,5.0,11.0,13.0,6.0,13.0,10.0,12.0,5.0,0.0,8.0,14.0,11.0,10.0,7.0,13.0,7.0,12.0,18.0,16.0,8.0,12.0,18.0,7.0,13.0,17.0,24.0,16.0,14.0,17.0,18.0,11.0,14.0,18.0,19.0,18.0,20.0,13.0,15.0,15.0,9.0,8.0,15.0,10.0,4.0,14.0,7.0,10.0,15.0,9.0,10.0,9.0,7.0,14.0,9.0,15.0,11.0
spot0120,15.0,22.0,16.0,5.0,5.0,11.0,5.0,7.0,14.0,12.0,3.0,5.0,4.0,8.0,9.0,14.0,18.0,9.0,14.0,20.0,12.0,16.0,16.0,10.0,12.0,15.0,13.0,10.0,22.0,11.0,19.0,11.0,18.0,18.0,19.0,18.0,16.0,8.0,19.0,21.0,14.0,13.0,17.0,8.0,8.0,11.0,13.0,6.0,23.0,3.0,8.0,8.0,6.0,17.0,9.0,5.0,18.0,14.0,10.0,11.0
spot0121,6.0,18.0,13.0,5.0,13.0,16.0,6.0,4.0,14.0,11.0,6.0,10.0,4.0,11.0,12.0,15.0,14.0,12.0,6.0,9.0,22.0,18.0,18.0,11.0,10.0,15.0,7.0,12.0,23.0,13.0,10.0,25.0,19.0,10.0,12.0,14.0,21.0,10.0,15.0,6.0,13.0,17.0,12.0,12.0,14.0,14.0,7.0,6.0,15.0,7.0,7.0,8.0,3.0,13.0,7.0,8.0,16.0,13.0,4.0,19.0
spot0122,18.0,23.0,12.0,10.0,8.0,13.0,12.0,3.0,4.0,10.0,8.0,5.0,6.0,6.0,10.0,19.0,13.0,6.0,10.0,13.0,11.0,23.0,13.0,9.0,9.0,18.0,3.0,18.0,34.0,16.0,15.0,13.0,15.0,12.0,15.0,16.0,18.0,14.0,11.0,14.0,10.0,11.0,12.0,13.0,9.0,7.0,9.0,7.0,20.0,11.0,14.0,13.0,8.0,13.0,10.0,7.0,16.0,16.0,9.0,16.0
spot0123,18.0,26.0,5.0,8.0,7.0,12.0,12.0,3.0,13.0,10.0,5.0,9.0,5.0,11.0,9.0,18.0,17.0,14.0,9.0,14.0,14.0,22.0,8.0,14.0,26.0,20.0,12.0,9.0,23.0,18.0,15.0,14.0,12.0,13.0,12.0,12.0,8.0,10.0,17.0,16.0,24.0,16.0,11.0,16.0,10.0,13.0,14.0,6.0,15.0,6.0,9.0,12.0,6.0,5.0,8.0,10.0,20.0,9.0,14.0,13.0
spot0124,14.0,19.0,13.0,6.0,6.0,11.0,8.0,3.0,9.0,14.0,5.0,10.0,5.0,6.0,15.0,17.0,14.0,5.0,6.0,11.0,18.0,16.0,18.0,6.0,15.0,17.0,15.0,12.0,20.0,17.0,25.0,15.0,18.0,18.0,21.0,14.0,9.0,10.0,26.0,14.0,11.0,10.0,8.0,10.0,9.0,9.0,15.0,5.0,17.0,5.0,7.0,7.0,6.0,11.0,10.0,11.0,17.0,10.0,9.0,12.0
spot0125,9.0,22.0,13.0,7.0,7.0,20.0,8.0,3.0,16.0,17.0,3.0,7.0,7.0,11.0,11.0,13.0,11.0,9.0,6.0,16.0,13.0,19.0,14.0,5.0,8.0,14.0,9.0,8.0,30.0,18.0,14.0,19.0,18.0,13.0,6.0,12.0,10.0,13.0,12.0,12.0,7.0,8.0,14.0,9.0,12.0,9.0,6.0,5.0,21.0,5.0,8.0,13.0,9.0,12.0,11.0,7.0,14.0,14.0,7.0,20.0
spot0126,12.0,24.0,8.0,8.0,9.0,14.0,9.0,5.0,14.0,12.0,10.0,6.0,7.0,6.0,10.0,18.0,5.0,11.0,11.0,12.0,16.0,16.0,16.0,12.0,14.0,14.0,10.0,13.0,18.0,18.0,12.0,14.0,22.0,11.0,12.0,13.0,7.0,7.0,13.0,13.0,10.0,13.0,16.0,6.0,5.0,8.0,11.0,10.0,12.0,10.0,11.0,13.0,5.0,14.0,9.0,10.0,12.0,14.0,4.0,10.0
spot0127,13.0,26.0,10.0,9.0,11.0,16.0,10.0,3.0,10.0,10.0,9.0,3.0,2.0,7.0,8.0,17.0,16.0,13.0,6.0,18.0,6.0,19.0,14.0,13.0,17.0,17.0,8.0,14.0,23.0,18.0,18.0,18.0,20.0,15.0,13.0,24.0,8.0,8.0,18.0,18.0,17.0,17.0,8.0,13.0,16.0,12.0,14.0,4.0,18.0,5.0,5.0,6.0,6.0,8.0,9.0,10.0,28.0,15.0,9.0,14.0
spot0128,22.0,25.0,11.0,4.0,5.0,11.0,12.0,4.0,13.0,16.0,1.0,9.0,5.0,8.0,12.0,18.0,8.0,12.0,11.0,21.0,17.0,12.0,14.0,9.0,17.0,21.0,8.0,11.0,30.0,19.0,17.0,14.0,12.0,18.0,8.0,27.0,13.0,19.0,24.0,12.0,17.0,14.0,13.0,5.0,10.0,17.0,14.0,4.0,22.0,5.0,8.0,7.0,4.0,12.0,5.0,4.0,15.0,13.0,6.0,13.0
spot0129,15.0,26.0,12.0,10.0,10.0,13.0,10.0,8.0,15.0,15.0,8.0,7.0,6.0,9.0,10.0,19.0,12.0,11.0,15.0,11.0,17.0,19.0,17.0,7.0,24.0,14.0,8.0,15.0,27.0,14.0,11.0,18.0,22.0,7.0,14.0,14.0,9.0,11.0,22.0,14.0,13.0,8.0,11.0,16.0,13.0,10.0,14.0,5.0,30.0,6.0,10.0,12.0,5.0,11.0,6.0,7.0,15.0,8.0,11.0,10.0
spot0130,15.0,23.0,12.0,5.0,9.0,16.0,6.0,8.0,16.0,7.0,6.0,10.0,4.0,7.0,7.0,15.0,15.0,13.0,12.0,14.0,10.0,22.0,10.0,9.0,11.0,10.0,10.0,12.0,17.0,16.0,17.0,18.0,15.0,12.0,10.0,9.0,11.0,14.0,21.0,19.0,11.0,10.0,14.0,12.0,15.0,11.0,19.0,6.0,16.0,6.0,13.0,9.0,8.0,9.0,4.0,13.0,18.0,15.0,7.0,14.0
spot0131,21.0,16.0,12.0,1.0,9.0,15.0,9.0,4.0,9.0,9.0,12.0,9.0,2.0,11.0,8.0,27.0,15.0,13.0,10.0,12.0,12.0,16.0,14.0,5.0,13.0,23.0,5.0,17.0,17.0,14.0,13.0,18.0,13.0,10.0,13.0,15.0,8.0,18.0,32.0,13.0,3.0,14.0,14.0,12.0,16.0,13.0,9.0,6.0,19.0,8.0,9.0,14.0,8.0,16.0,10.0,9.0,18.0,18.0,13.0,14.0
spot0132,13.0,13.0,13.0,6.0,6.0,12.0,8.0,6.0,13.0,20.0,6.0,9.0,6.0,11.0,13.0,15.0,5.0,9.0,9.0,10.0,16.0,18.0,14.0,9.0,17.0,9.0,10.0,16.0,32.0,19.0,11.0,17.0,14.0,13.0,15.0,9.0,17.0,9.0,19.0,17.0,8.0,8.0,11.0,13.0,11.0,5.0,10.0,5.0,14.0,9.0,10.0,13.0,4.0,5.0,9.0,6.0,20.0,13.0,10.0,15.0
spot0133,16.0,17.0,10.0,3.0,6.0,11.0,13.0,4.0,11.0,18.0,5.0,2.0,5.0,11.0,9.0,23.0,9.0,10.0,8.0,10.0,14.0,15.0,10.0,11.0,13.0,16.0,5.0,16.0,26.0,14.0,20.0,20.0,15.0,17.0,14.0,7.0,15.0,11.0,22.0,15.0,14.0,9.0,10.0,13.0,7.0,7.0,13.0,4.0,15.0,14.0,12.0,7.0,6.0,13.0,8.0,10.0,20.0,13.0,11.0,14.0
spot0134,12.0,20.0,8.0,5.0,12.0,11.0,11.0,7.0,13.0,14.0,9.0,11.0,4.0,7.0,10.0,22.0,13.0,9.0,7.0,8.0,16.0,19.0,10.0,7.0,16.0,17.0,19.0,18.0,28.0,20.0,15.0,13.0,18.0,16.0,14.0,16.0,7.0,17.0,18.0,17.0,15.0,10.0,9.0,4.0,11.0,11.0,11.0,6.0,20.0,8.0,9.0,11.0,6.0,9.0,5.0,4.0,23.0,10.0,10.0,20.0
spot0135,17.0,21.0,14.0,6.0,7.0,12.0,10.0,3.0,8.0,12.0,6.0,3.0,3.0,9.0,10.0,16.0,9.0,13.0,11.0,18.0,18.0,22.0,12.0,11.0,19.0,10.0,9.0,11.0,24.0,22.0,16.0,15.0,20.0,11.0,8.0,14.0,10.0,15.0,22.0,12.0,12.0,11.0,9.0,9.0,13.0,7.0,12.0,9.0,14.0,10.0,6.0,13.0,8.0,8.0,2.0,14.0,21.0,13.0,8.0,10.0
spot0136,25.0,18.0,9.0,7.0,8.0,11.0,5.0,2.0,14.0,13.0,9.0,4.0,4.0,13.0,16.0,14.0,14.0,14.0,10.0,16.0,13.0,9.0,9.0,13.0,10.0,19.0,9.0,14.0,23.0,19.0,15.0,22.0,14.0,10.0,13.0,13.0,16.0,18.0,17.0,16.0,8.0,16.0,14.0,10.0,9.0,16.0,19.0,7.0,17.0,11.0,8.0,10.0,8.0,17.0,9.0,8.0,18.0,4.0,6.0,15.0
spot0137,15.0,23.0,14.0,6.0,6.0,9.0,7.0,10.0,13.0,14.0,11.0,5.0,3.0,10.0,13.0,23.0,8.0,8.0,8.0,16.0,13.0,22.0,14.0,15.0,13.0,13.0,13.0,13.0,25.0,24.0,16.0,15.0,14.0,12.0,16.0,12.0,14.0,15.0,19.0,10.0,15.0,14.0,11.0,11.0,17.0,9.0,11.0,7.0,22.0,6.0,7.0,7.0,11.0,13.0,7.0,16.0,14.0,12.0,3.0,18.0
spot0138,10.0,31.0,13.0,11.0,7.0,18.0,4.0,7.0,14.0,11.0,9.0,6.0,6.0,13.0,18.0,9.0,10.0,12.0,9.0,12.0,15.0,22.0,6.0,13.0,16.0,15.0,13.0,11.0,30.0,18.0,14.0,11.0,13.0,11.0,16.0,13.0,8.0,9.0,23.0,12.0,10.0,20.0,8.0,12.0,13.0,3.0,17.0,5.0,13.0,12.0,11.0,10.0,7.0,13.0,6.0,7.0,22.0,7.0,6.0,10.0
spot0139,14.0,25.0,11.0,8.0,8.0,9.0,10.0,6.0,11.0,3.0,11.0,7.0,8.0,10.0,12.0,16.0,11.0,9.0,16.0,15.0,6.0,19.0,7.0,10.0,16.0,21.0,12.0,9.0,18.0,16.0,15.0,17.0,23.0,14.0,12.0,11.0,10.0,13.0,26.0,17.0,10.0,10.0,18.0,4.0,10.0,11.0,13.0,8.0,20.0,6.0,14.0,11.0,3.0,14.0,7.0,8.0,21.0,10.0,8.0,10.0
spot0140,17.0,23.0,7.0,9.0,10.0,11.0,7.0,6.0,9.0,17.0,6.0,9.0,8.0,12.0,10.0,14.0,7.0,10.0,9.0,12.0,16.0,19.0,11.0,9.0,14.0,24.0,10.0,16.0,30.0,12.0,12.0,14.0,15.0,24.0,14.0,15.0,9.0,5.0,18.0,11.0,14.0,10.0,12.0,8.0,9.0,14.0,11.0,6.0,16.0,4.0,15.0,7.0,6.0,10.0,8.0,12.0,22.0,14.0,8.0,16.0
spot0141,14.0,20.0,10.0,7.0,6.0,19.0,11.0,7.0,13.0,7.0,8.0,10.0,6.0,15.0,11.0,16.0,8.0,4.0,12.0,7.0,13.0,16.0,13.0,6.0,17.0,16.0,9.0,12.0,25.0,10.0,17.0,14.0,23.0,7.0,11.0,28.0,12.0,12.0,14.0,16.0,14.0,15.0,8.0,8.0,10.0,8.0,18.0,8.0,21.0,8.0,16.0,11.0,1.0,14.0,6.0,12.0,13.0,17.0,12.0,10.0
spot0142,16.0,21.0,9.0,6.0,13.0,8.0,10.0,4.0,12.0,8.0,8.0,9.0,5.0,12.0,11.0,13.0,10.0,10.0,10.0,14.0,14.0,19.0,13.0,6.0,26.0,19.0,6.0,9.0,37.0,14.0,17.0,16.0,20.0,20.0,15.0,15.0,19.0,15.0,23.0,8.0,11.0,10.0,12.0,8.0,14.0,11.0,8.0,4.0,20.0,14.0,10.0,12.0,7.0,13.0,13.0,10.0,14.0,13.0,13.0,13.0
spot0143,16.0,31.0,4.0,10.0,4.0,22.0,8.0,7.0,11.0,9.0,2.0,8.0,7.0,7.0,15.0,23.0,9.0,6.0,15.0,12.0,12.0,9.0,16.0,14.0,16.0,21.0,13.0,11.0,34.0,17.0,16.0,12.0,14.0,10.0,19.0,20.0,16.0,17.0,13.0,11.0,10.0,10.0,4.0,12.0,14.0,8.0,8.0,6.0,17.0,12.0,8.0,9.0,8.0,5.0,8.0,7.0,15.0,20.0,11.0,18.0
spot0144,13.0,28.0,4.0,9.0,11.0,17.0,8.0,3.0,12.0,12.0,8.0,5.0,5.0,8.0,8.0,21.0,9.0,11.0,13.0,13.0,8.0,21.0,8.0,9.0,13.0,24.0,13.0,15.0,37.0,12.0,17.0,13.0,18.0,13.0,6.0,9.0,9.0,16.0,20.0,13.0,11.0,19.0,11.0,11.0,16.0,9.0,17.0,4.0,23.0,8.0,11.0,16.0,5.0,18.0,4.0,5.0,18.0,14.0,6.0,20.0
spot0145,15.0,16.0,10.0,10.0,7.0,17.0,7.0,6.0,14.0,12.0,12.0,8.0,6.0,9.0,10.0,11.0,13.0,9.0,11.0,11.0,16.0,20.0,10.0,13.0,11.0,18.0,6.0,21.0,27.0,24.0,17.0,9.0,16.0,12.0,13.0,11.0,15.0,16.0,18.0,13.0,10.0,17.0,14.0,9.0,11.0,10.0,17.0,7.0,12.0,4.0,13.0,12.0,5.0,12.0,8.0,15.0,18.0,14.0,10.0,9.0
spot0146,10.0,14.0,14.0,11.0,6.0,22.0,5.0,4.0,9.0,18.0,10.0,7.0,2.0,6.0,4.0,20.0,11.0,6.0,17.0,13.0,13.0,19.0,12.0,10.0,24.0,20.0,9.0,12.0,26.0,17.0,14.0,15.0,14.0,11.0,12.0,20.0,10.0,13.0,19.0,11.0,15.0,18.0,9.0,10.0,8.0,13.0,12.0,8.0,24.0,6.0,5.0,15.0,9.0,11.0,4.0,7.0,19.0,14.0,9.0,15.0
spot0147,14.0,19.0,14.0,4.0,8.0,9.0,4.0,5.0,9.0,10.0,11.0,9.0,5.0,7.0,10.0,13.0,6.0,12.0,11.0,9.0,9.0,16.0,13.0,6.0,21.0,17.0,6.0,19.0,22.0,25.0,17.0,20.0,12.0,14.0,16.0,12.0,6.0,9.0,16.0,9.0,8.0,16.0,8.0,14.0,11.0,11.0,8.0,10.0,18.0,7.0,13.0,7.0,6.0,16.0,14.0,10.0,24.0,13.0,5.0,12.0
spot0148,12.0,20.0,8.0,9.0,8.0,18.0,4.0,7.0,12.0,9.0,8.0,7.0,4.0,9.0,18.0,13.0,14.0,9.0,10.0,9.0,15.0,18.0,11.0,6.0,14.0,17.0,8.0,10.0,34.0,17.0,12.0,15.0,17.0,12.0,16.0,12.0,10.0,8.0,21.0,12.0,13.0,10.0,11.0,6.0,11.0,11.0,9.0,4.0,17.0,9.0,14.0,8.0,5.0,15.0,8.0,9.0,21.0,13.0,13.0,9.0
spot0149,7.0,17.0,7.0,9.0,9.0,18.0,7.0,2.0,14.0,12.0,2.0,5.0,3.0,7.0,12.0,13.0,11.0,8.0,3.0,17.0,20.0,17.0,15.0,9.0,13.0,11.0,8.0,13.0,29.0,21.0,16.0,13.0,17.0,19.0,22.0,13.0,10.0,15.0,24.0,19.0,16.0,14.0,7.0,10.0,13.0,11.0,11.0,8.0,19.0,11.0,12.0,16.0,5.0,13.0,9.0,9.0,13.0,9.0,10.0,15.0
spot0150,12.0,22.0,16.0,12.0,8.0,13.0,7.0,10.0,15.0,9.0,6.0,7.0,3.0,15.0,7.0,15.0,8.0,10.0,12.0,14.0,4.0,20.0,10.0,11.0,12.0,15.0,6.0,11.0,28.0,22.0,19.0,15.0,16.0,8.0,9.0,10.0,9.0,15.0,15.0,17.0,9.0,14.0,15.0,12.0,14.0,7.0,11.0,7.0,13.0,5.0,9.0,7.0,9.0,18.0,13.0,13.0,23.0,12.0,13.0,17.0
spot0151,17.0,19.0,8.0,10.0,8.0,13.0,5.0,7.0,9.0,9.0,10.0,10.0,7.0,10.0,13.0,15.0,11.0,6.0,16.0,19.0,14.0,19.0,15.0,6.0,19.0,20.0,9.0,15.0,23.0,17.0,14.0,16.0,11.0,15.0,12.0,15.0,8.0,19.0,16.0,19.0,13.0,13.0,11.0,14.0,8.0,4.0,10.0,8.0,20.0,6.0,10.0,11.0,7.0,17.0,7.0,9.0,23.0,10.0,4.0,17.0
spot0152,14.0,25.0,10.0,3.0,11.0,12.0,5.0,13.0,6.0,7.0,7.0,3.0,6.0,7.0,9.0,25.0,11.0,12.0,7.0,12.0,11.0,19.0,12.0,14.0,13.0,14.0,8.0,12.0,31.0,12.0,13.0,20.0,13.0,10.0,20.0,14.0,12.0,17.0,20.0,16.0,12.0,9.0,7.0,9.0,9.0,12.0,11.0,7.0,20.0,4.0,9.0,11.0,4.0,15.0,10.0,10.0,14.0,14.0,7.0,13.0
spot0153,15.0,21.0,5.0,12.0,6.0,13.0,5.0,6.0,10.0,14.0,8.0,8.0,2.0,8.0,14.0,18.0,8.0,8.0,9.0,10.0,9.0,13.0,9.0,9.0,15.0,21.0,9.0,10.0,18.0,28.0,12.0,12.0,14.0,18.0,7.0,17.0,17.0,18.0,15.0,14.0,13.0,11.0,15.0,17.0,9.0,11.0,16.0,6.0,21.0,7.0,17.0,8.0,9.0,8.0,6.0,8.0,12.0,12.0,9.0,9.0
spot0154,10.0,16.0,11.0,13.0,14.0,21.0,6.0,3.0,14.0,9.0,6.0,8.0,3.0,10.0,4.0,19.0,11.0,5.0,7.0,8.0,17.0,21.0,13.0,7.0,18.0,20.0,9.0,9.0,25.0,17.0,15.0,15.0,12.0,17.0,14.0,20.0,12.0,16.0,11.0,15.0,17.0,18.0,13.0,8.0,10.0,12.0,16.0,6.0,17.0,6.0,16.0,14.0,3.0,7.0,6.0,7.0,22.0,16.0,9.0,11.0
spot0155,15.0,18.0,10.0,6.0,7.0,12.0,7.0,5.0,17.0,14.0,4.0,9.0,1.0,5.0,6.0,18.0,11.0,10.0,12.0,25.0,20.0,23.0,9.0,13.0,14.0,15.0,15.0,17.0,26.0,15.0,12.0,6.0,15.0,16.0,15.0,14.0,16.0,15.0,18.0,22.0,9.0,16.0,13.0,12.0,10.0,9.0,9.0,9.0,15.0,8.0,13.0,15.0,5.0,18.0,9.0,6.0,17.0,14.0,11.0,14.0
spot0156,11.0,19.0,10.0,8.0,12.0,12.0,3.0,9.0,4.0,9.0,6.0,9.0,3.0,9.0,7.0,12.0,12.0,9.0,13.0,6.0,16.0,25.0,6.0,10.0,14.0,7.0,13.0,15.0,22.0,8.0,22.0,17.0,15.0,16.0,6.0,10.0,11.0,17.0,20.0,15.0,19.0,12.0,19.0,10.0,17.0,7.0,9.0,6.0,16.0,13.0,10.0,10.0,4.0,13.0,12.0,5.0,17.0,17.0,12.0,15.0
spot0157,15.0,22.0,11.0,6.0,8.0,19.0,9.0,1.0,6.0,18.0,7.0,11.0,7.0,8.0,9.0,15.0,8.0,7.0,13.0,11.0,6.0,27.0,18.0,6.0,20.0,13.0,12.0,19.0,31.0,14.0,8.0,24.0,15.0,13.0,11.0,14.0,8.0,11.0,19.0,13.0,3.0,23.0,7.0,10.0,15.0,9.0,6.0,7.0,16.0,9.0,8.0,8.0,5.0,10.0,6.0,11.0,15.0,9.0,11.0,7.0
spot0158,19.0,26.0,10.0,11.0,9.0,12.0,6.0,2.0,11.0,13.0,6.0,9.0,4.0,10.0,9.0,28.0,11.0,11.0,14.0,12.0,14.0,24.0,19.0,11.0,14.0,20.0,12.0,12.0,25.0,14.0,15.0,17.0,11.0,12.0,19.0,17.0,10.0,12.0,17.0,10.0,11.0,11.0,5.0,12.0,7.0,6.0,10.0,6.0,18.0,8.0,12.0,11.0,4.0,13.0,8.0,15.0,15.0,10.0,13.0,15.0
spot0159,15.0,21.0,11.0,6.0,13.0,18.0,4.0,8.0,10.0,10.0,3.0,10.0,4.0,16.0,8.0,13.0,5.0,11.0,13.0,13.0,12.0,23.0,13.0,9.0,17.0,24.0,9.0,21.0,25.0,14.0,12.0,14.0,19.0,15.0,13.0,15.0,10.0,15.0,26.0,12.0,12.0,11.0,13.0,10.0,16.0,6.0,11.0,8.0,19.0,7.0,9.0,13.0,8.0,13.0,16.0,5.0,17.0,11.0,5.0,12.0
spot0160,12.0,27.0,14.0,6.0,9.0,19.0,3.0,5.0,11.0,25.0,3.0,9.0,2.0,10.0,6.0,22.0,10.0,5.0,8.0,9.0,12.0,17.0,9.0,9.0,23.0,17.0,10.0,15.0,32.0,20.0,19.0,12.0,22.0,12.0,7.0,11.0,8.0,13.0,16.0,18.0,7.0,16.0,9.0,7.0,12.0,16.0,6.0,12.0,22.0,8.0,7.0,9.0,5.0,17.0,3.0,9.0,21.0,12.0,13.0,15.0
spot0161,18.0,23.0,12.0,8.0,11.0,13.0,12.0,4.0,11.0,18.0,14.0,5.0,3.0,6.0,12.0,20.0,7.0,8.0,13.0,12.0,20.0,27.0,12.0,6.0,19.0,22.0,8.0,12.0,27.0,18.0,11.0,7.0,19.0,12.0,17.0,17.0,13.0,12.0,19.0,12.0,9.0,19.0,8.0,11.0,9.0,10.0,14.0,6.0,16.0,9.0,8.0,6.0,4.0,14.0,9.0,15.0,22.0,14.0,8.0,7.0
spot0162,18.0,18.0,9.0,11.0,3.0,18.0,6.0,4.0,10.0,20.0,6.0,10.0,2.0,6.0,6.0,20.0,16.0,10.0,7.0,14.0,15.0,11.0,8.0,7.0,17.0,22.0,11.0,14.0,15.0,20.0,10.0,10.0,13.0,19.0,17.0,15.0,10.0,10.0,23.0,12.0,11.0,9.0,12.0,17.0,11.0,10.0,13.0,6.0,12.0,5.0,9.0,7.0,6.0,16.0,8.0,9.0,21.0,13.0,9.0,7.0
spot0163,16.0,20.0,12.0,5.0,6.0,20.0,3.0,3.0,13.0,13.0,6.0,8.0,6.0,8.0,10.0,13.0,10.0,16.0,11.0,11.0,15.0,15.0,6.0,8.0,15.0,22.0,11.0,13.0,37.0,26.0,9.0,24.0,16.0,14.0,23.0,13.0,15.0,5.0,16.0,19.0,14.0,16.0,8.0,7.0,14.0,11.0,14.0,8.0,25.0,3.0,9.0,14.0,5.0,14.0,5.0,7.0,14.0,10.0,7.0,16.0
