,Gene000,Gene001,Gene002,Gene003,Gene004,Gene005,Gene006,Gene007,Gene008,Gene009,Gene010,Gene011,Gene012,Gene013,Gene014,Gene015,Gene016,Gene017,Gene018,Gene019,Gene020,Gene021,Gene022,Gene023,Gene024,Gene025,Gene026,Gene027,Gene028,Gene029,Gene030,Gene031,Gene032,Gene033,Gene034,Gene035,Gene036,Gene037,Gene038,Gene039,Gene040,Gene041,Gene042,Gene043,Gene044,Gene045,Gene046,Gene047,Gene048,Gene049,Gene050,Gene051,Gene052,Gene053,Gene054,Gene055,Gene056,Gene057,Gene058,Gene059
rna0109,13.0,0.0,5.0,0.0,11.0,13.0,7.0,11.0,8.0,45.0,0.0,4.0,0.0,11.0,7.0,27.0,17.0,14.0,15.0,17.0,18.0,80.0,12.0,40.0,26.0,15.0,22.0,0.0,0.0,41.0,14.0,4.0,23.0,5.0,0.0,15.0,13.0,14.0,0.0,0.0,10.0,8.0,8.0,5.0,5.0,2.0,0.0,2.0,0.0,11.0,0.0,3.0,3.0,6.0,3.0,0.0,8.0,0.0,25.0,26.0
rna0110,0.0,17.0,15.0,7.0,14.0,0.0,11.0,14.0,10.0,21.0,28.0,0.0,23.0,12.0,14.0,0.0,12.0,11.0,8.0,0.0,9.0,0.0,5.0,0.0,25.0,15.0,13.0,0.0,13.0,17.0,4.0,0.0,8.0,0.0,9.0,6.0,5.0,5.0,9.0,6.0,0.0,2.0,1.0,3.0,3.0,0.0,11.0,2.0,0.0,4.0,0.0,0.0,3.0,0.0,2.0,6.0,6.0,0.0,8.0,15.0
rna0111,12.0,0.0,0.0,6.0,4.0,9.0,10.0,12.0,0.0,15.0,0.0,6.0,7.0,0.0,7.0,32.0,13.0,7.0,0.0,17.0,0.0,0.0,6.0,24.0,8.0,9.0,16.0,13.0,26.0,0.0,14.0,0.0,30.0,13.0,5.0,0.0,13.0,20.0,35.0,17.0,33.0,7.0,7.0,21.0,13.0,8.0,15.0,0.0,0.0,0.0,6.0,8.0,6.0,4.0,4.0,11.0,16.0,0.0,24.0,16.0
rna0112,11.0,16.0,0.0,1.0,3.0,3.0,11.0,3.0,0.0,11.0,1.0,4.0,0.0,0.0,0.0,14.0,7.0,1.0,0.0,3.0,0.0,15.0,0.0,4.0,8.0,4.0,3.0,6.0,11.0,13.0,9.0,5.0,11.0,0.0,0.0,14.0,0.0,5.0,30.0,5.0,4.0,3.0,10.0,8.0,0.0,9.0,14.0,3.0,20.0,11.0,0.0,9.0,14.0,6.0,10.0,21.0,8.0,3.0,12.0,16.0
rna0113,5.0,7.0,13.0,3.0,6.0,0.0,6.0,10.0,7.0,18.0,11.0,7.0,17.0,12.0,9.0,7.0,6.0,9.0,1.0,0.0,4.0,0.0,2.0,13.0,17.0,14.0,7.0,9.0,8.0,0.0,10.0,0.0,3.0,1.0,3.0,0.0,2.0,0.0,4.0,4.0,4.0,0.0,0.0,3.0,2.0,0.0,8.0,2.0,8.0,0.0,6.0,0.0,1.0,5.0,0.0,0.0,2.0,6.0,7.0,15.0
rna0114,13.0,37.0,0.0,0.0,0.0,6.0,9.0,5.0,10.0,18.0,5.0,10.0,3.0,4.0,9.0,18.0,8.0,0.0,10.0,13.0,15.0,18.0,4.0,22.0,0.0,8.0,8.0,9.0,22.0,0.0,12.0,6.0,21.0,0.0,4.0,21.0,0.0,17.0,31.0,0.0,12.0,15.0,12.0,9.0,10.0,1.0,16.0,8.0,15.0,5.0,4.0,4.0,5.0,0.0,2.0,7.0,10.0,0.0,5.0,9.0
rna0115,0.0,0.0,8.0,0.0,2.0,9.0,7.0,6.0,9.0,8.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,5.0,9.0,0.0,0.0,0.0,4.0,6.0,6.0,5.0,14.0,16.0,0.0,8.0,12.0,7.0,3.0,10.0,15.0,8.0,0.0,0.0,0.0,5.0,0.0,10.0,8.0,0.0,8.0,6.0,11.0,12.0,4.0,0.0,1.0,0.0,6.0,5.0,14.0,0.0,10.0,0.0
rna0116,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,13.0,49.0,29.0,13.0,0.0,18.0,10.0,30.0,18.0,0.0,0.0,22.0,0.0,64.0,9.0,30.0,34.0,23.0,28.0,0.0,26.0,0.0,0.0,7.0,31.0,0.0,0.0,0.0,12.0,0.0,11.0,7.0,18.0,6.0,6.0,12.0,0.0,4.0,0.0,3.0,14.0,14.0,9.0,4.0,0.0,7.0,9.0,7.0,9.0,3.0,23.0,16.0
rna0117,14.0,35.0,0.0,0.0,0.0,0.0,7.0,11.0,9.0,19.0,8.0,11.0,6.0,0.0,8.0,0.0,7.0,0.0,8.0,0.0,0.0,22.0,7.0,15.0,18.0,0.0,8.0,12.0,0.0,0.0,19.0,7.0,25.0,0.0,14.0,0.0,14.0,0.0,33.0,22.0,16.0,10.0,13.0,12.0,7.0,0.0,12.0,0.0,19.0,8.0,8.0,0.0,4.0,9.0,5.0,0.0,12.0,9.0,10.0,17.0
rna0118,14.0,30.0,17.0,5.0,4.0,7.0,13.0,0.0,9.0,17.0,8.0,5.0,0.0,0.0,13.0,22.0,18.0,0.0,10.0,18.0,17.0,0.0,0.0,17.0,14.0,8.0,6.0,13.0,36.0,26.0,9.0,11.0,28.0,13.0,8.0,12.0,0.0,31.0,0.0,17.0,24.0,4.0,9.0,18.0,13.0,0.0,12.0,3.0,11.0,9.0,4.0,0.0,0.0,0.0,7.0,19.0,15.0,0.0,17.0,0.0
rna0119,0.0,0.0,5.0,3.0,3.0,2.0,4.0,0.0,2.0,0.0,11.0,7.0,0.0,7.0,0.0,0.0,0.0,10.0,0.0,5.0,7.0,16.0,2.0,12.0,6.0,0.0,5.0,9.0,16.0,0.0,13.0,0.0,0.0,7.0,9.0,0.0,6.0,8.0,13.0,0.0,13.0,6.0,8.0,0.0,2.0,0.0,6.0,1.0,5.0,0.0,4.0,7.0,6.0,7.0,2.0,0.0,0.0,3.0,6.0,0.0
rna0120,6.0,15.0,0.0,0.0,8.0,11.0,0.0,5.0,5.0,18.0,18.0,0.0,11.0,6.0,3.0,0.0,0.0,0.0,11.0,0.0,9.0,48.0,6.0,27.0,15.0,7.0,13.0,20.0,8.0,39.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,7.0,5.0,10.0,6.0,6.0,10.0,5.0,1.0,7.0,3.0,0.0,6.0,0.0,4.0,0.0,3.0,6.0,4.0,3.0,5.0,17.0,13.0
rna0121,13.0,0.0,0.0,3.0,9.0,9.0,11.0,11.0,2.0,0.0,18.0,0.0,8.0,17.0,10.0,23.0,12.0,0.0,12.0,22.0,18.0,66.0,7.0,0.0,21.0,18.0,10.0,19.0,19.0,54.0,17.0,0.0,16.0,6.0,8.0,14.0,10.0,10.0,20.0,10.0,0.0,4.0,5.0,0.0,13.0,2.0,0.0,1.0,16.0,10.0,9.0,3.0,0.0,0.0,0.0,7.0,10.0,3.0,0.0,12.0
rna0122,0.0,0.0,7.0,1.0,2.0,5.0,5.0,0.0,8.0,22.0,3.0,8.0,2.0,4.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,12.0,4.0,0.0,19.0,10.0,10.0,5.0,11.0,27.0,9.0,0.0,18.0,13.0,5.0,21.0,10.0,0.0,31.0,10.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,24.0,22.0,10.0,16.0,7.0,14.0,17.0,0.0,16.0,11.0,23.0,20.0
rna0123,10.0,14.0,0.0,7.0,14.0,15.0,20.0,14.0,9.0,13.0,18.0,0.0,19.0,16.0,0.0,0.0,11.0,0.0,0.0,5.0,11.0,22.0,4.0,0.0,0.0,21.0,10.0,14.0,11.0,0.0,8.0,0.0,3.0,5.0,0.0,13.0,7.0,4.0,0.0,4.0,8.0,1.0,0.0,0.0,3.0,4.0,7.0,5.0,4.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,9.0,10.0,16.0
rna0124,12.0,25.0,11.0,0.0,6.0,6.0,6.0,6.0,0.0,13.0,8.0,6.0,0.0,4.0,8.0,0.0,7.0,6.0,7.0,0.0,18.0,24.0,6.0,16.0,12.0,0.0,14.0,14.0,24.0,24.0,11.0,8.0,26.0,11.0,0.0,0.0,0.0,15.0,37.0,0.0,14.0,6.0,15.0,13.0,5.0,3.0,13.0,4.0,13.0,10.0,8.0,7.0,10.0,9.0,4.0,11.0,16.0,0.0,11.0,17.0
rna0125,4.0,19.0,4.0,1.0,2.0,2.0,3.0,0.0,2.0,0.0,7.0,1.0,0.0,2.0,4.0,6.0,2.0,8.0,4.0,5.0,7.0,8.0,0.0,0.0,10.0,1.0,5.0,8.0,8.0,0.0,0.0,1.0,8.0,7.0,6.0,0.0,9.0,6.0,0.0,0.0,0.0,4.0,3.0,7.0,3.0,2.0,4.0,0.0,8.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,7.0,2.0,7.0,6.0
rna0126,0.0,30.0,13.0,3.0,3.0,9.0,12.0,7.0,0.0,22.0,8.0,12.0,3.0,1.0,7.0,28.0,12.0,14.0,12.0,13.0,0.0,45.0,0.0,0.0,12.0,3.0,0.0,12.0,30.0,32.0,0.0,16.0,0.0,16.0,5.0,18.0,22.0,28.0,0.0,11.0,30.0,0.0,7.0,13.0,5.0,4.0,16.0,3.0,7.0,0.0,5.0,11.0,2.0,7.0,3.0,8.0,16.0,4.0,0.0,18.0
rna0127,3.0,4.0,5.0,5.0,1.0,7.0,0.0,0.0,4.0,7.0,3.0,3.0,7.0,3.0,9.0,4.0,1.0,6.0,0.0,1.0,1.0,6.0,0.0,10.0,0.0,6.0,8.0,0.0,0.0,10.0,3.0,3.0,2.0,2.0,2.0,6.0,5.0,0.0,0.0,1.0,6.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,4.0,1.0,1.0,2.0,0.0,12.0
rna0128,11.0,26.0,7.0,1.0,0.0,9.0,9.0,0.0,9.0,15.0,11.0,7.0,1.0,5.0,9.0,0.0,0.0,5.0,0.0,10.0,5.0,0.0,0.0,0.0,11.0,8.0,8.0,5.0,17.0,0.0,8.0,4.0,12.0,15.0,7.0,17.0,13.0,14.0,0.0,5.0,19.0,6.0,2.0,9.0,11.0,0.0,0.0,4.0,0.0,7.0,5.0,8.0,6.0,4.0,5.0,4.0,12.0,5.0,9.0,10.0
rna0129,14.0,19.0,0.0,10.0,9.0,12.0,23.0,0.0,11.0,22.0,23.0,9.0,17.0,10.0,15.0,12.0,0.0,0.0,6.0,0.0,9.0,32.0,5.0,0.0,32.0,0.0,8.0,0.0,0.0,24.0,6.0,2.0,9.0,1.0,11.0,0.0,10.0,7.0,14.0,6.0,0.0,6.0,0.0,7.0,0.0,0.0,8.0,0.0,4.0,5.0,8.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,15.0,21.0
rna0130,5.0,11.0,7.0,6.0,5.0,7.0,6.0,5.0,2.0,0.0,21.0,5.0,11.0,3.0,2.0,13.0,7.0,10.0,11.0,13.0,0.0,49.0,9.0,0.0,12.0,9.0,21.0,14.0,23.0,36.0,0.0,1.0,9.0,0.0,3.0,5.0,0.0,11.0,7.0,2.0,8.0,2.0,7.0,5.0,3.0,2.0,0.0,3.0,10.0,4.0,3.0,1.0,2.0,3.0,4.0,0.0,2.0,0.0,0.0,14.0
rna0131,8.0,24.0,23.0,9.0,10.0,10.0,23.0,13.0,12.0,33.0,0.0,10.0,19.0,0.0,0.0,8.0,13.0,17.0,8.0,4.0,7.0,0.0,1.0,0.0,21.0,0.0,0.0,17.0,15.0,30.0,0.0,2.0,8.0,4.0,10.0,4.0,0.0,3.0,6.0,6.0,7.0,0.0,5.0,0.0,5.0,3.0,9.0,0.0,0.0,2.0,14.0,3.0,1.0,1.0,2.0,6.0,9.0,5.0,23.0,0.0
rna0132,0.0,10.0,5.0,0.0,4.0,1.0,6.0,4.0,0.0,11.0,2.0,0.0,3.0,6.0,2.0,15.0,0.0,9.0,3.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,6.0,10.0,8.0,10.0,0.0,6.0,0.0,13.0,0.0,10.0,7.0,8.0,19.0,2.0,4.0,3.0,4.0,10.0,0.0,11.0,0.0,8.0,26.0,0.0,7.0,0.0,8.0,0.0,9.0,15.0,11.0,0.0,12.0,18.0
rna0133,0.0,14.0,8.0,6.0,0.0,9.0,0.0,2.0,10.0,23.0,13.0,0.0,10.0,0.0,12.0,16.0,13.0,13.0,0.0,14.0,16.0,60.0,5.0,23.0,23.0,14.0,0.0,28.0,15.0,47.0,5.0,0.0,0.0,3.0,6.0,0.0,14.0,4.0,22.0,1.0,22.0,0.0,7.0,10.0,7.0,0.0,10.0,3.0,0.0,0.0,6.0,0.0,3.0,6.0,3.0,4.0,0.0,3.0,18.0,0.0
rna0134,0.0,0.0,0.0,0.0,3.0,5.0,2.0,2.0,0.0,10.0,6.0,2.0,5.0,3.0,3.0,9.0,5.0,0.0,7.0,6.0,9.0,27.0,2.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,5.0,2.0,3.0,12.0,3.0,3.0,3.0,2.0,0.0,4.0,1.0,3.0,0.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0
rna0135,0.0,30.0,7.0,3.0,0.0,7.0,4.0,7.0,5.0,0.0,8.0,0.0,2.0,0.0,7.0,22.0,0.0,10.0,0.0,12.0,8.0,0.0,9.0,16.0,12.0,5.0,0.0,9.0,0.0,11.0,6.0,9.0,16.0,8.0,4.0,0.0,0.0,13.0,11.0,8.0,15.0,4.0,0.0,10.0,6.0,8.0,8.0,1.0,8.0,8.0,1.0,5.0,6.0,5.0,2.0,0.0,0.0,0.0,9.0,12.0
rna0136,10.0,9.0,0.0,2.0,0.0,4.0,7.0,0.0,0.0,14.0,4.0,2.0,5.0,5.0,8.0,14.0,5.0,0.0,2.0,8.0,11.0,14.0,0.0,7.0,23.0,6.0,0.0,12.0,15.0,17.0,7.0,1.0,0.0,25.0,5.0,10.0,12.0,9.0,16.0,12.0,2.0,0.0,0.0,0.0,0.0,14.0,16.0,3.0,12.0,0.0,7.0,12.0,0.0,10.0,8.0,25.0,19.0,5.0,14.0,21.0
rna0137,6.0,8.0,1.0,2.0,0.0,7.0,2.0,3.0,2.0,5.0,3.0,2.0,1.0,4.0,2.0,11.0,6.0,3.0,0.0,6.0,2.0,9.0,2.0,0.0,1.0,3.0,1.0,7.0,0.0,10.0,0.0,4.0,0.0,8.0,1.0,0.0,6.0,4.0,12.0,4.0,4.0,0.0,1.0,9.0,7.0,1.0,5.0,1.0,7.0,5.0,3.0,5.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,10.0
rna0138,0.0,0.0,11.0,0.0,7.0,10.0,14.0,10.0,10.0,0.0,33.0,0.0,15.0,0.0,11.0,27.0,0.0,17.0,11.0,0.0,19.0,93.0,11.0,50.0,31.0,30.0,8.0,0.0,28.0,62.0,18.0,6.0,21.0,6.0,7.0,13.0,0.0,15.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,14.0,3.0,15.0,3.0,0.0,5.0,0.0,4.0,5.0,0.0,6.0,4.0,31.0,20.0
rna0139,16.0,14.0,17.0,4.0,8.0,8.0,0.0,15.0,7.0,0.0,0.0,10.0,0.0,9.0,6.0,8.0,6.0,7.0,5.0,8.0,0.0,0.0,3.0,15.0,0.0,13.0,3.0,18.0,7.0,29.0,11.0,4.0,0.0,2.0,6.0,8.0,7.0,7.0,10.0,0.0,10.0,2.0,0.0,11.0,0.0,1.0,0.0,4.0,3.0,1.0,7.0,3.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
rna0140,2.0,0.0,4.0,4.0,5.0,0.0,5.0,3.0,1.0,6.0,3.0,6.0,0.0,2.0,3.0,2.0,4.0,2.0,0.0,0.0,1.0,15.0,3.0,0.0,8.0,0.0,3.0,7.0,0.0,10.0,0.0,0.0,0.0,1.0,3.0,3.0,5.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,2.0,4.0
rna0141,6.0,12.0,13.0,11.0,0.0,0.0,4.0,11.0,0.0,12.0,12.0,0.0,16.0,11.0,5.0,5.0,5.0,8.0,7.0,0.0,9.0,25.0,0.0,17.0,13.0,0.0,0.0,14.0,14.0,17.0,6.0,2.0,5.0,0.0,4.0,0.0,3.0,4.0,8.0,0.0,3.0,0.0,3.0,0.0,6.0,0.0,7.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,4.0,7.0,7.0,0.0
rna0142,14.0,0.0,14.0,1.0,0.0,0.0,0.0,6.0,10.0,0.0,10.0,9.0,4.0,2.0,7.0,34.0,9.0,4.0,9.0,0.0,10.0,0.0,12.0,27.0,12.0,16.0,11.0,18.0,39.0,26.0,0.0,10.0,0.0,13.0,11.0,26.0,24.0,0.0,0.0,13.0,0.0,12.0,12.0,28.0,17.0,0.0,13.0,1.0,12.0,8.0,0.0,12.0,4.0,0.0,5.0,0.0,0.0,9.0,0.0,16.0
rna0143,11.0,14.0,0.0,0.0,8.0,14.0,5.0,0.0,6.0,43.0,0.0,6.0,6.0,11.0,8.0,21.0,0.0,21.0,18.0,0.0,14.0,60.0,10.0,32.0,0.0,20.0,16.0,0.0,16.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,20.0,5.0,13.0,6.0,0.0,0.0,9.0,3.0,0.0,4.0,10.0,7.0,7.0,1.0,0.0,5.0,3.0,8.0,0.0,0.0,0.0,0.0
rna0144,0.0,0.0,7.0,6.0,11.0,11.0,7.0,12.0,0.0,29.0,22.0,0.0,21.0,5.0,5.0,0.0,5.0,10.0,6.0,0.0,4.0,28.0,2.0,12.0,16.0,0.0,7.0,12.0,10.0,0.0,6.0,1.0,4.0,3.0,0.0,9.0,9.0,0.0,6.0,5.0,5.0,6.0,6.0,0.0,4.0,1.0,5.0,3.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,8.0,5.0,2.0,0.0,0.0
rna0145,6.0,7.0,0.0,0.0,2.0,4.0,6.0,0.0,2.0,16.0,0.0,6.0,11.0,5.0,3.0,0.0,0.0,5.0,4.0,2.0,0.0,15.0,0.0,8.0,12.0,0.0,2.0,6.0,5.0,10.0,2.0,0.0,3.0,0.0,3.0,3.0,5.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,5.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,11.0
rna0146,2.0,7.0,0.0,7.0,0.0,5.0,0.0,8.0,2.0,19.0,11.0,0.0,7.0,0.0,6.0,0.0,8.0,11.0,6.0,6.0,10.0,40.0,0.0,16.0,9.0,9.0,0.0,20.0,14.0,28.0,2.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,8.0,2.0,6.0,1.0,2.0,10.0,2.0,2.0,8.0,1.0,4.0,4.0,5.0,0.0,0.0,3.0,3.0,3.0,0.0,1.0,12.0,7.0
rna0147,10.0,5.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,6.0,12.0,4.0,0.0,0.0,0.0,5.0,8.0,0.0,2.0,7.0,2.0,0.0,5.0,3.0,9.0,0.0,1.0,0.0,4.0,0.0,6.0,4.0,0.0,0.0,0.0,5.0,2.0,0.0,3.0,3.0,5.0,0.0,0.0,11.0,12.0,2.0,5.0,4.0,2.0,0.0,0.0,5.0,3.0,8.0,12.0
rna0148,0.0,24.0,2.0,0.0,1.0,8.0,0.0,2.0,0.0,9.0,6.0,9.0,0.0,3.0,5.0,0.0,0.0,4.0,2.0,4.0,9.0,10.0,0.0,10.0,9.0,0.0,5.0,2.0,0.0,13.0,0.0,5.0,15.0,6.0,4.0,12.0,6.0,11.0,20.0,4.0,0.0,7.0,0.0,0.0,2.0,0.0,8.0,0.0,13.0,3.0,3.0,2.0,3.0,5.0,3.0,0.0,12.0,0.0,11.0,7.0
rna0149,23.0,10.0,0.0,2.0,2.0,0.0,14.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,12.0,17.0,0.0,7.0,3.0,8.0,0.0,11.0,2.0,10.0,0.0,7.0,0.0,0.0,15.0,15.0,13.0,0.0,16.0,21.0,3.0,0.0,11.0,8.0,43.0,4.0,7.0,7.0,6.0,9.0,0.0,12.0,0.0,10.0,23.0,20.0,10.0,22.0,16.0,0.0,0.0,19.0,15.0,5.0,22.0,0.0
rna0150,0.0,29.0,7.0,5.0,0.0,15.0,7.0,4.0,0.0,42.0,20.0,0.0,20.0,10.0,10.0,20.0,16.0,0.0,9.0,19.0,23.0,77.0,13.0,34.0,23.0,22.0,25.0,39.0,0.0,0.0,14.0,0.0,20.0,14.0,0.0,0.0,0.0,6.0,23.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,9.0,6.0,3.0,0.0,0.0,8.0,6.0,11.0,6.0,8.0,0.0,20.0
rna0151,0.0,0.0,12.0,10.0,13.0,0.0,8.0,4.0,8.0,29.0,19.0,3.0,10.0,8.0,8.0,0.0,15.0,13.0,11.0,14.0,0.0,0.0,3.0,0.0,16.0,13.0,0.0,13.0,16.0,39.0,12.0,5.0,12.0,9.0,2.0,9.0,12.0,5.0,13.0,0.0,9.0,5.0,7.0,6.0,0.0,0.0,9.0,3.0,12.0,0.0,2.0,4.0,0.0,1.0,2.0,5.0,4.0,2.0,22.0,14.0
rna0152,0.0,17.0,0.0,9.0,3.0,23.0,4.0,9.0,5.0,12.0,20.0,12.0,12.0,7.0,13.0,0.0,8.0,0.0,6.0,4.0,0.0,0.0,4.0,19.0,18.0,12.0,6.0,0.0,18.0,0.0,7.0,1.0,0.0,2.0,4.0,3.0,2.0,6.0,10.0,0.0,6.0,3.0,0.0,4.0,2.0,0.0,4.0,0.0,4.0,4.0,9.0,1.0,0.0,2.0,2.0,6.0,6.0,0.0,11.0,0.0
rna0153,9.0,8.0,8.0,0.0,0.0,2.0,5.0,6.0,1.0,0.0,3.0,4.0,0.0,5.0,7.0,11.0,4.0,4.0,3.0,6.0,2.0,8.0,0.0,0.0,15.0,0.0,6.0,3.0,9.0,8.0,4.0,2.0,19.0,12.0,0.0,7.0,0.0,6.0,25.0,7.0,6.0,2.0,4.0,0.0,4.0,13.0,18.0,3.0,21.0,0.0,8.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,9.0,11.0
rna0154,0.0,10.0,6.0,3.0,2.0,6.0,0.0,2.0,6.0,14.0,3.0,4.0,4.0,3.0,7.0,10.0,9.0,4.0,5.0,6.0,10.0,12.0,1.0,10.0,9.0,0.0,5.0,4.0,20.0,11.0,2.0,12.0,11.0,14.0,4.0,0.0,8.0,11.0,20.0,3.0,0.0,5.0,0.0,7.0,0.0,2.0,7.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,3.0,6.0,4.0
rna0155,9.0,0.0,12.0,1.0,5.0,12.0,0.0,0.0,8.0,14.0,3.0,5.0,7.0,0.0,8.0,30.0,3.0,0.0,0.0,0.0,15.0,24.0,5.0,0.0,13.0,9.0,9.0,0.0,30.0,23.0,12.0,9.0,0.0,13.0,5.0,0.0,16.0,0.0,0.0,12.0,17.0,17.0,0.0,18.0,9.0,3.0,0.0,4.0,15.0,0.0,9.0,9.0,0.0,8.0,6.0,0.0,10.0,5.0,0.0,14.0
rna0156,6.0,0.0,4.0,2.0,3.0,1.0,2.0,5.0,2.0,7.0,4.0,3.0,3.0,4.0,0.0,8.0,3.0,2.0,3.0,0.0,4.0,0.0,0.0,10.0,1.0,7.0,5.0,1.0,14.0,7.0,0.0,4.0,11.0,3.0,1.0,8.0,6.0,5.0,13.0,5.0,6.0,3.0,6.0,4.0,0.0,0.0,4.0,0.0,7.0,2.0,0.0,0.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,9.0
rna0157,10.0,30.0,7.0,8.0,4.0,7.0,10.0,5.0,10.0,13.0,10.0,0.0,8.0,3.0,0.0,0.0,2.0,9.0,7.0,21.0,4.0,22.0,5.0,13.0,8.0,10.0,0.0,0.0,27.0,14.0,17.0,15.0,17.0,13.0,8.0,20.0,0.0,0.0,0.0,12.0,22.0,13.0,8.0,17.0,10.0,0.0,19.0,0.0,13.0,10.0,7.0,0.0,12.0,8.0,5.0,0.0,21.0,0.0,0.0,10.0
rna0158,22.0,0.0,6.0,4.0,0.0,4.0,0.0,2.0,4.0,30.0,2.0,5.0,8.0,5.0,13.0,20.0,3.0,0.0,3.0,8.0,16.0,0.0,6.0,11.0,0.0,9.0,9.0,9.0,13.0,25.0,11.0,2.0,0.0,15.0,3.0,21.0,16.0,4.0,38.0,4.0,9.0,7.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,25.0,7.0,11.0,13.0,10.0,14.0,0.0,0.0,8.0,0.0,29.0
rna0159,0.0,27.0,6.0,4.0,9.0,0.0,0.0,6.0,0.0,19.0,15.0,9.0,13.0,6.0,12.0,0.0,11.0,0.0,0.0,22.0,0.0,0.0,4.0,23.0,13.0,0.0,13.0,0.0,0.0,34.0,18.0,7.0,0.0,11.0,8.0,25.0,17.0,30.0,34.0,12.0,28.0,8.0,15.0,22.0,0.0,10.0,14.0,3.0,15.0,5.0,0.0,7.0,6.0,7.0,5.0,11.0,0.0,11.0,15.0,20.0
rna0160,14.0,30.0,0.0,0.0,2.0,10.0,0.0,7.0,0.0,25.0,0.0,7.0,0.0,3.0,11.0,30.0,7.0,11.0,11.0,13.0,6.0,26.0,3.0,24.0,13.0,0.0,6.0,0.0,33.0,0.0,12.0,0.0,19.0,10.0,7.0,18.0,11.0,16.0,0.0,16.0,18.0,10.0,7.0,0.0,10.0,8.0,16.0,2.0,11.0,9.0,5.0,9.0,7.0,10.0,10.0,6.0,24.0,8.0,14.0,8.0
rna0161,11.0,20.0,8.0,0.0,0.0,10.0,8.0,6.0,7.0,20.0,0.0,5.0,0.0,0.0,10.0,22.0,12.0,17.0,10.0,10.0,15.0,57.0,0.0,31.0,21.0,0.0,25.0,0.0,13.0,38.0,0.0,4.0,18.0,6.0,2.0,8.0,6.0,9.0,18.0,7.0,20.0,0.0,0.0,0.0,9.0,4.0,11.0,0.0,9.0,4.0,6.0,0.0,0.0,3.0,2.0,14.0,9.0,2.0,0.0,10.0
rna0162,9.0,15.0,10.0,0.0,2.0,2.0,10.0,2.0,5.0,20.0,0.0,3.0,4.0,3.0,13.0,10.0,5.0,0.0,2.0,6.0,12.0,15.0,4.0,7.0,0.0,5.0,4.0,0.0,12.0,13.0,7.0,8.0,13.0,13.0,2.0,12.0,0.0,3.0,26.0,0.0,4.0,2.0,11.0,8.0,4.0,14.0,12.0,2.0,15.0,11.0,7.0,0.0,7.0,8.0,0.0,17.0,12.0,0.0,15.0,17.0
rna0163,8.0,15.0,11.0,12.0,9.0,0.0,9.0,8.0,8.0,0.0,22.0,11.0,8.0,7.0,7.0,0.0,0.0,7.0,5.0,6.0,8.0,27.0,1.0,19.0,0.0,13.0,3.0,0.0,13.0,12.0,4.0,7.0,9.0,0.0,5.0,0.0,4.0,3.0,6.0,0.0,3.0,3.0,0.0,0.0,7.0,1.0,0.0,6.0,4.0,0.0,6.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,14.0
