# synthetic, for demo only -- generated by 578_spatialex_omics_translation.py
cell_id,PanelB_00,PanelB_01,PanelB_02,PanelB_03,PanelB_04,PanelB_05,PanelB_06,PanelB_07,PanelB_08,PanelB_09,PanelB_10,PanelB_11,PanelB_12,PanelB_13,PanelB_14,PanelB_15,PanelB_16,PanelB_17,PanelB_18,PanelB_19,PanelB_20,PanelB_21,PanelB_22,PanelB_23,PanelB_24,PanelB_25,PanelB_26,PanelB_27,PanelB_28,PanelB_29
S1_C0180,2.4849,0.0,0.0,1.0986,2.0794,0.0,0.6931,0.0,0.6931,2.9957,3.1355,1.0986,0.0,1.0986,0.0,0.0,3.6636,0.0,3.3673,1.6094,0.0,2.8332,2.0794,0.6931,0.0,1.9459,0.6931,1.9459,0.6931,0.0
S1_C0181,2.9444,3.5264,1.6094,4.4188,1.0986,1.0986,0.0,1.6094,1.7918,1.7918,0.0,1.0986,1.3863,1.7918,0.0,1.7918,1.7918,2.1972,2.1972,3.3673,0.0,1.0986,1.3863,0.6931,1.6094,2.0794,0.0,1.3863,2.8904,1.0986
S1_C0182,0.6931,4.5747,4.5539,2.5649,3.0445,2.1972,0.0,1.0986,1.0986,0.0,0.6931,1.6094,4.1744,1.0986,0.6931,3.091,1.0986,1.3863,0.0,1.6094,0.0,0.6931,1.0986,1.3863,1.3863,0.0,1.3863,1.6094,1.9459,2.1972
S1_C0183,0.6931,0.0,0.0,3.989,0.0,1.6094,4.5643,1.3863,1.0986,2.4849,4.585,1.6094,0.6931,1.6094,4.7791,1.3863,4.8122,1.3863,0.0,0.0,1.9459,0.6931,1.0986,2.8332,1.7918,1.3863,1.3863,0.6931,1.9459,1.3863
S1_C0184,5.4027,0.0,0.0,1.9459,3.091,0.0,0.0,0.0,0.0,2.7081,2.5649,0.0,0.0,0.6931,0.0,0.0,4.0431,1.3863,3.4965,4.1744,0.6931,2.7726,2.0794,0.6931,0.6931,2.1972,0.0,1.0986,2.0794,0.0
S1_C0185,5.2781,0.6931,1.3863,3.8286,1.9459,0.0,0.0,1.3863,0.6931,1.9459,1.3863,1.7918,0.0,1.3863,0.0,0.0,3.5835,2.3979,1.3863,5.3519,0.0,2.1972,1.6094,1.3863,1.0986,2.4849,1.0986,0.6931,2.4849,0.0
S1_C0186,0.6931,5.2575,2.1972,0.6931,3.6109,3.0445,0.0,0.0,1.3863,0.6931,0.0,1.7918,3.4965,1.9459,1.0986,2.1972,0.0,2.3979,1.7918,2.8904,2.3979,1.0986,1.6094,1.0986,2.3026,0.6931,1.0986,1.7918,2.3979,2.0794
S1_C0187,1.0986,5.3753,5.2883,3.4012,3.1781,2.9957,0.0,0.6931,1.3863,0.0,0.0,1.0986,5.3845,1.9459,0.0,3.6109,0.0,1.7918,2.0794,1.0986,1.0986,2.1972,0.0,1.3863,1.9459,0.0,0.6931,1.0986,3.434,2.3026
S1_C0188,1.0986,0.0,0.0,0.6931,0.6931,0.0,2.0794,1.0986,0.0,3.2189,3.5553,0.6931,0.0,1.0986,0.6931,0.0,2.9444,0.0,2.5649,0.6931,0.0,3.091,2.0794,1.6094,0.6931,2.4849,2.0794,1.3863,0.0,0.0
S1_C0189,1.0986,1.6094,0.0,0.0,2.6391,1.9459,0.6931,1.3863,1.0986,0.6931,1.6094,1.0986,0.0,0.0,0.0,1.9459,0.0,0.6931,1.6094,1.0986,0.6931,1.0986,1.6094,1.3863,0.0,1.6094,1.0986,2.3979,0.6931,1.7918
S1_C0190,0.0,2.0794,2.7726,0.0,3.8501,1.0986,3.2189,1.3863,1.6094,0.0,0.0,1.9459,3.7612,1.3863,0.0,2.3979,0.0,0.6931,1.0986,0.6931,2.1972,1.3863,1.3863,1.3863,1.0986,0.0,1.7918,1.0986,0.6931,2.3026
S1_C0191,0.0,0.0,0.0,1.3863,0.0,2.7726,1.6094,0.6931,1.6094,0.0,3.091,0.6931,0.0,0.0,1.6094,1.6094,2.9957,1.0986,0.6931,0.0,1.9459,0.0,1.7918,2.0794,1.0986,0.6931,0.6931,1.6094,0.6931,1.0986
S1_C0192,0.6931,0.0,0.0,2.1972,0.0,2.3026,1.7918,1.6094,2.3026,1.3863,3.5835,1.3863,0.0,0.0,1.0986,1.0986,3.7842,1.6094,0.6931,0.0,0.0,0.0,1.7918,1.7918,0.0,1.0986,0.6931,2.8332,0.6931,1.6094
S1_C0193,1.9459,5.3033,3.4965,1.0986,4.2627,4.0431,0.6931,0.0,1.3863,0.6931,0.0,2.3026,4.8363,2.4849,0.0,2.7081,0.6931,1.6094,1.3863,3.3673,3.3322,1.3863,0.6931,0.0,2.4849,1.0986,1.3863,1.6094,3.1781,2.8904
S1_C0194,0.0,0.0,0.6931,3.6109,0.6931,2.7726,2.3979,0.6931,2.0794,1.7918,4.382,0.6931,0.6931,0.6931,3.091,0.6931,3.989,1.6094,0.0,0.0,1.3863,0.0,1.3863,2.3026,0.6931,1.0986,0.0,1.9459,1.0986,2.0794
S1_C0195,1.0986,4.1744,0.0,2.0794,2.3026,2.7081,0.0,0.6931,2.3026,0.0,0.6931,1.7918,1.9459,0.6931,0.0,1.7918,0.6931,2.7081,2.6391,3.1355,0.6931,1.3863,1.7918,1.0986,0.0,1.0986,0.6931,2.0794,2.3026,1.3863
S1_C0196,0.0,0.0,0.0,1.7918,0.0,1.0986,1.7918,1.0986,2.0794,2.0794,3.4657,0.6931,0.0,0.0,1.0986,0.0,4.625,1.7918,1.3863,0.6931,0.0,0.0,1.6094,0.6931,0.0,1.6094,1.0986,2.3026,0.6931,0.6931
S1_C0197,3.5835,0.0,0.6931,2.1972,0.6931,0.6931,0.0,0.6931,0.0,1.3863,1.3863,1.0986,0.0,0.0,1.6094,1.3863,4.0073,1.3863,1.3863,3.7136,0.0,0.0,1.6094,0.6931,0.0,2.0794,1.3863,1.6094,1.7918,1.3863
S1_C0198,0.0,1.9459,2.4849,0.0,2.7081,1.0986,3.434,1.3863,1.6094,0.6931,0.6931,1.6094,3.4657,2.0794,0.0,1.7918,0.0,0.6931,1.3863,0.0,1.6094,2.4849,1.6094,1.3863,1.9459,0.6931,1.7918,1.3863,0.0,1.3863
S1_C0199,4.0431,0.6931,3.091,2.0794,0.6931,1.9459,3.3673,1.6094,1.6094,1.9459,2.4849,1.6094,2.4849,1.0986,4.1431,0.0,3.0445,1.6094,1.0986,1.3863,2.4849,2.8332,0.6931,1.6094,2.1972,1.6094,0.6931,0.6931,1.6094,1.0986
S1_C0200,3.4965,0.6931,4.0943,2.7726,0.6931,1.7918,3.1781,2.1972,0.6931,0.0,2.8332,0.6931,2.4849,2.1972,5.0562,1.7918,1.6094,1.9459,0.6931,0.0,2.1972,1.0986,0.0,2.3979,2.7726,0.6931,2.0794,1.0986,1.0986,1.6094
S1_C0201,3.1355,2.1972,1.0986,4.0254,2.4849,1.0986,0.6931,1.0986,1.0986,0.0,0.6931,1.6094,0.0,0.6931,0.6931,0.0,1.6094,2.1972,2.3979,4.0431,0.0,2.3026,1.0986,0.0,1.6094,2.3026,0.6931,0.6931,2.8332,0.0
S1_C0202,0.0,5.4116,5.3471,3.1781,3.5553,3.9318,0.6931,0.0,2.6391,0.0,0.0,2.4849,5.3471,3.0445,0.6931,3.8286,0.6931,1.9459,0.0,1.6094,2.3026,1.6094,1.0986,1.0986,3.434,0.0,0.0,0.6931,3.9703,3.8712
S1_C0203,0.0,0.6931,2.8904,1.0986,1.0986,0.0,4.9053,1.6094,1.3863,0.0,0.6931,1.0986,3.2189,1.6094,2.3026,0.0,0.0,1.0986,1.0986,0.0,2.0794,1.3863,0.6931,1.3863,2.7081,1.7918,2.4849,0.0,0.6931,1.0986
S1_C0204,2.7726,0.0,4.0604,3.2189,0.0,2.3026,4.8203,2.4849,1.9459,1.6094,4.1744,1.6094,2.5649,2.6391,5.2257,1.0986,3.4012,0.6931,0.0,0.6931,3.2958,0.0,0.0,3.3673,3.2189,1.0986,1.3863,0.0,0.6931,2.4849
S1_C0205,0.0,0.0,2.9957,0.0,1.3863,0.0,4.9628,2.3026,1.3863,0.0,0.6931,1.0986,2.8332,1.3863,1.9459,1.6094,0.0,0.0,1.0986,1.3863,1.6094,1.9459,0.6931,0.6931,2.0794,1.3863,2.4849,0.6931,0.6931,1.0986
S1_C0206,1.0986,5.2627,5.2095,2.5649,2.6391,3.3322,0.0,1.0986,1.3863,0.0,0.0,2.4849,5.3891,2.7081,0.6931,3.5264,0.0,2.3979,1.3863,1.0986,2.1972,1.7918,1.6094,1.3863,3.2958,0.0,1.0986,0.6931,3.3673,2.9444
S1_C0207,2.3026,0.6931,3.4965,3.2958,0.0,2.3979,5.0752,1.7918,0.6931,2.0794,4.1589,1.3863,2.7081,2.3026,5.204,0.6931,3.4012,1.3863,0.6931,0.0,2.9957,1.6094,0.0,2.9444,3.091,0.6931,1.3863,0.0,1.0986,2.1972
S1_C0208,3.5835,2.7726,2.5649,4.7875,0.6931,1.6094,0.0,0.6931,0.6931,2.1972,0.0,1.3863,0.6931,1.0986,0.0,0.0,1.3863,2.6391,1.6094,4.0254,0.0,1.0986,0.6931,1.0986,1.3863,1.3863,0.0,1.3863,2.8332,1.0986
S1_C0209,0.6931,0.0,0.6931,3.091,0.0,2.3979,2.6391,1.3863,1.9459,1.9459,4.4543,1.0986,0.0,0.6931,1.7918,1.9459,4.0943,1.3863,0.6931,0.0,1.0986,0.0,2.0794,2.0794,0.0,0.0,1.0986,2.4849,0.6931,1.0986
S1_C0210,1.3863,5.247,5.2679,2.3026,3.091,2.7081,0.6931,1.3863,1.7918,0.0,0.0,1.6094,5.3613,2.5649,0.6931,3.4657,0.0,1.3863,1.3863,2.4849,2.1972,1.7918,1.0986,0.6931,2.9957,1.0986,0.6931,0.0,2.6391,2.5649
S1_C0211,0.6931,0.0,2.0794,2.9444,0.0,2.0794,5.2933,2.1972,1.7918,2.0794,3.5264,1.3863,1.6094,2.4849,5.3471,0.6931,3.6636,1.7918,0.0,0.0,2.6391,0.6931,0.0,2.6391,2.8332,1.3863,1.7918,0.0,1.0986,0.6931
S1_C0212,2.6391,0.0,3.2189,4.6821,0.0,3.1355,4.1744,2.1972,1.7918,1.3863,4.8598,0.6931,1.0986,1.7918,5.273,0.6931,4.3438,2.0794,0.0,0.0,2.8904,0.0,0.6931,3.2958,2.3979,0.0,1.0986,0.0,0.6931,2.0794
S1_C0213,0.6931,0.6931,0.0,1.9459,0.0,2.3026,1.6094,0.0,1.7918,0.6931,2.8332,0.6931,0.0,0.6931,1.0986,1.3863,2.9957,1.6094,1.0986,0.0,0.0,0.0,1.0986,1.0986,0.0,1.3863,1.9459,2.5649,0.0,1.3863
S1_C0214,0.6931,3.6636,0.6931,0.0,3.1355,1.0986,0.6931,0.6931,1.0986,1.9459,0.0,2.0794,1.3863,0.6931,1.9459,1.0986,1.0986,2.0794,2.0794,3.4657,2.0794,1.6094,1.7918,0.0,2.1972,0.0,1.6094,1.6094,1.7918,1.6094
S1_C0215,2.3979,0.0,4.2195,2.1972,0.0,1.9459,4.7362,1.6094,0.6931,1.6094,3.2958,1.0986,3.2958,1.9459,5.3083,1.0986,2.7726,1.6094,0.0,0.0,3.4012,1.6094,0.0,2.3979,3.0445,1.7918,0.6931,0.6931,1.7918,2.0794
S1_C0216,0.0,4.7536,2.7081,2.3026,3.0445,2.0794,1.0986,0.6931,1.6094,1.3863,1.3863,1.6094,3.2189,2.0794,1.3863,1.9459,0.0,2.0794,1.9459,1.6094,2.1972,2.0794,1.3863,1.3863,1.7918,0.6931,1.6094,1.6094,1.6094,2.3979
S1_C0217,3.8918,2.7726,1.3863,4.0775,1.0986,0.0,0.0,1.0986,0.0,1.3863,1.0986,1.3863,0.6931,1.0986,0.6931,1.6094,2.1972,2.1972,1.6094,4.0943,0.6931,1.0986,1.3863,1.0986,1.7918,2.3026,0.6931,1.3863,2.5649,0.6931
S1_C0218,0.6931,0.0,0.0,0.6931,1.0986,0.0,2.5649,1.0986,1.0986,2.6391,3.5553,0.6931,0.0,1.0986,0.0,0.0,2.8332,0.6931,2.0794,0.0,0.0,2.0794,1.6094,1.3863,0.0,1.7918,1.0986,1.3863,0.0,0.0
S1_C0219,2.4849,0.0,2.4849,4.4659,0.0,3.7136,3.7377,0.6931,1.9459,1.0986,4.8283,1.3863,1.0986,1.6094,5.323,1.7918,4.382,0.6931,0.0,0.0,2.3979,0.0,1.0986,2.9957,2.1972,0.6931,1.6094,0.0,1.3863,2.3979
S1_C0220,2.1972,1.6094,2.5649,0.0,0.6931,2.0794,3.5835,2.0794,1.0986,1.6094,1.0986,1.3863,3.6889,1.6094,2.8332,0.0,0.6931,1.3863,0.0,0.0,4.0073,1.7918,0.0,1.3863,2.1972,1.6094,2.1972,0.6931,1.0986,2.0794
S1_C0221,2.3026,0.0,3.2958,3.6636,0.0,1.9459,5.0814,1.6094,1.6094,2.1972,4.3175,1.6094,2.3026,2.8332,5.1533,0.6931,3.5553,1.7918,0.0,0.0,2.8904,0.6931,0.6931,3.2581,3.2958,1.9459,1.3863,1.0986,1.0986,1.9459
S1_C0222,0.0,1.3863,0.6931,0.0,3.1355,1.0986,0.6931,1.0986,2.1972,1.3863,1.6094,1.7918,0.6931,1.3863,0.0,1.0986,0.0,0.0,1.0986,1.0986,2.3979,0.0,1.3863,1.0986,0.0,2.0794,1.7918,2.0794,0.6931,1.9459
S1_C0223,1.3863,4.3944,1.0986,2.3979,2.4849,2.5649,0.0,1.3863,2.1972,1.6094,0.0,1.0986,0.0,1.3863,0.0,1.9459,1.0986,2.3026,2.7081,2.3026,0.6931,0.6931,1.0986,1.0986,1.7918,1.3863,0.6931,2.0794,1.6094,0.0
S1_C0224,2.5649,1.3863,0.6931,0.0,2.1972,1.0986,1.7918,1.3863,1.3863,2.0794,1.0986,0.0,1.0986,1.3863,2.5649,1.0986,1.3863,0.6931,1.6094,1.0986,3.434,1.3863,1.7918,0.6931,1.7918,2.1972,0.0,0.6931,0.6931,2.1972
S1_C0225,0.6931,0.0,0.0,1.3863,0.0,0.0,2.7081,1.7918,1.3863,2.6391,4.3307,1.6094,0.0,0.0,0.0,0.0,4.5643,0.0,0.6931,0.0,0.6931,1.7918,1.3863,2.3026,0.6931,1.7918,0.6931,2.1972,1.0986,0.0
S1_C0226,0.0,0.0,0.0,0.6931,0.0,1.0986,0.0,0.6931,1.0986,0.6931,1.3863,1.0986,0.0,0.6931,2.3979,0.0,0.6931,1.7918,0.6931,0.6931,0.6931,0.0,1.9459,1.3863,0.0,0.6931,1.6094,1.9459,0.0,2.7081
S1_C0227,0.0,1.7918,0.6931,0.6931,3.6636,1.7918,1.0986,1.0986,1.9459,0.6931,0.0,1.7918,0.0,1.0986,1.3863,2.1972,0.6931,0.6931,1.7918,1.0986,1.6094,0.0,1.6094,0.6931,0.0,0.6931,1.7918,2.4849,1.0986,2.4849
S1_C0228,0.0,1.3863,2.1972,1.0986,2.7081,0.6931,3.2581,1.3863,0.6931,1.0986,1.0986,1.3863,1.9459,1.7918,1.9459,2.0794,0.6931,0.0,1.0986,0.0,1.6094,2.4849,1.3863,0.6931,1.3863,0.6931,1.9459,1.0986,0.6931,1.3863
S1_C0229,0.0,2.5649,2.7726,0.0,3.8067,0.0,3.5264,2.0794,1.3863,0.0,0.0,1.3863,3.9703,1.0986,1.3863,2.0794,0.0,0.0,1.7918,1.0986,2.4849,1.3863,1.7918,1.3863,1.0986,1.6094,2.0794,0.0,0.0,2.6391
S1_C0230,1.0986,1.3863,0.0,1.6094,2.6391,1.7918,0.0,0.6931,1.6094,0.6931,1.0986,1.0986,1.6094,0.6931,0.0,2.3979,0.6931,0.6931,0.6931,1.0986,0.6931,1.0986,1.9459,0.6931,0.0,0.0,1.9459,2.0794,0.0,1.7918
S1_C0231,1.3863,0.0,3.8286,1.7918,0.0,1.7918,4.9273,2.3026,1.3863,1.9459,2.3979,0.0,2.9957,1.7918,4.7005,0.6931,2.1972,1.0986,0.0,0.6931,3.2958,0.6931,0.0,2.3979,3.2958,1.0986,1.3863,0.6931,1.3863,1.6094
S1_C0232,0.6931,0.6931,3.434,0.6931,0.0,0.6931,4.7185,1.9459,1.0986,1.0986,1.0986,1.7918,3.6889,2.0794,3.2189,0.0,1.0986,0.0,0.6931,0.6931,2.8332,1.7918,0.0,1.0986,2.8332,2.1972,2.4849,0.6931,1.0986,2.1972
S1_C0233,3.2189,0.6931,4.3438,2.4849,0.0,2.7726,4.6634,2.0794,1.6094,1.3863,3.8501,1.6094,2.9957,2.4849,5.1761,1.3863,2.9957,1.6094,0.0,0.0,3.1781,0.0,1.0986,2.7081,3.1355,1.6094,1.3863,1.3863,1.0986,1.6094
S1_C0234,0.6931,4.0775,0.6931,1.7918,1.7918,2.4849,0.0,1.0986,2.1972,1.7918,0.0,0.0,1.0986,0.0,0.0,1.6094,1.9459,2.6391,2.5649,2.7081,1.3863,0.6931,1.9459,0.0,0.0,0.0,0.0,2.4849,1.3863,0.6931
S1_C0235,1.3863,4.0431,4.0604,2.8332,3.1355,2.5649,0.0,1.0986,0.6931,0.0,1.3863,1.0986,3.5264,1.6094,0.0,3.1781,0.6931,1.3863,1.3863,0.6931,0.0,1.3863,1.7918,1.7918,1.6094,1.3863,1.3863,1.3863,2.0794,1.6094
S1_C0236,0.0,2.3979,0.6931,0.0,3.0445,0.0,1.6094,1.7918,1.6094,2.3979,0.0,1.9459,0.6931,0.0,1.6094,1.0986,0.0,0.0,1.6094,1.3863,3.6376,1.0986,1.3863,1.3863,0.6931,2.3026,1.3863,1.3863,0.6931,2.5649
S1_C0237,1.3863,1.7918,0.0,0.0,2.7081,0.6931,1.6094,2.3026,2.0794,2.3026,1.3863,0.6931,1.0986,1.6094,1.0986,1.0986,0.0,0.0,1.7918,1.3863,3.1781,0.0,1.0986,1.0986,0.6931,2.0794,1.3863,2.3026,1.0986,2.3979
S1_C0238,0.0,0.0,1.3863,0.6931,2.1972,0.0,3.4657,1.3863,1.0986,1.7918,0.6931,0.6931,1.3863,2.3026,2.0794,0.6931,0.0,0.6931,1.3863,0.0,0.6931,2.0794,1.3863,0.0,1.0986,0.6931,2.0794,0.0,0.6931,1.3863
S1_C0239,1.6094,2.7081,2.1972,1.7918,2.3026,0.6931,0.0,0.0,1.0986,0.6931,1.3863,1.0986,2.0794,1.3863,0.0,2.3026,1.0986,1.0986,1.3863,0.6931,1.6094,1.0986,1.7918,1.0986,1.3863,0.0,1.3863,1.0986,0.6931,2.1972
S1_C0240,0.0,1.3863,0.0,0.0,2.7081,0.6931,1.3863,1.6094,1.9459,2.3979,1.0986,0.0,0.6931,0.0,1.6094,0.0,0.0,0.6931,2.1972,1.3863,3.3322,1.0986,0.6931,0.0,1.0986,2.5649,1.6094,1.6094,1.3863,2.8332
S1_C0241,1.6094,0.0,2.3979,1.7918,0.0,0.0,5.2417,1.7918,1.0986,2.0794,2.5649,1.0986,1.3863,2.7726,4.3041,0.0,2.3979,1.7918,1.0986,0.0,2.3026,1.6094,0.0,2.4849,2.6391,1.9459,1.3863,0.6931,0.6931,1.3863
S1_C0242,1.6094,4.852,1.9459,3.7612,2.1972,0.6931,0.0,0.0,1.0986,2.1972,0.6931,1.3863,0.0,0.6931,0.0,1.6094,1.3863,2.1972,1.7918,3.091,0.0,0.6931,1.0986,1.6094,1.9459,1.3863,0.0,1.0986,3.1781,1.3863
S1_C0243,1.0986,5.1059,1.9459,0.0,3.3673,3.1781,0.0,1.6094,2.0794,0.6931,0.0,1.0986,2.6391,1.3863,1.3863,1.3863,0.6931,1.9459,2.0794,3.5264,2.1972,1.3863,1.3863,0.0,1.7918,0.0,1.0986,1.9459,1.6094,1.7918
S1_C0244,0.0,5.3891,3.8501,1.6094,3.3322,3.3673,0.6931,0.0,2.3026,0.0,0.0,1.9459,5.323,2.9957,1.3863,2.5649,0.0,2.3026,1.3863,1.9459,3.4012,1.0986,0.6931,0.6931,3.2189,1.0986,1.3863,1.0986,3.2958,3.1355
S1_C0245,0.0,1.6094,1.3863,1.6094,3.2189,2.3026,0.0,1.0986,1.6094,1.0986,1.9459,0.0,0.0,1.0986,0.0,2.8332,0.0,0.6931,2.3979,0.6931,0.0,1.6094,2.0794,1.0986,0.6931,0.6931,1.7918,1.3863,1.0986,1.7918
S1_C0246,0.0,0.0,0.0,2.8332,0.0,0.0,3.434,1.0986,1.6094,2.5649,4.4998,0.6931,0.0,0.6931,1.0986,0.6931,4.6444,0.0,0.0,0.0,0.0,1.0986,2.3979,1.6094,0.0,1.6094,1.3863,1.7918,0.0,0.0
S1_C0247,1.0986,4.0254,0.0,1.6094,3.7842,1.9459,0.0,0.6931,1.3863,3.434,1.0986,1.3863,0.6931,1.0986,0.6931,1.3863,0.6931,0.0,2.0794,1.9459,2.1972,0.0,0.6931,1.0986,1.7918,1.7918,0.0,1.9459,0.6931,2.1972
S1_C0248,1.7918,5.2417,3.3673,1.6094,4.5539,3.989,0.0,0.6931,2.5649,0.6931,0.0,1.9459,4.852,2.3979,1.3863,3.091,0.6931,2.6391,1.0986,3.7377,2.7081,1.0986,1.6094,0.6931,1.9459,1.3863,1.0986,1.0986,2.7726,3.1355
S1_C0249,1.0986,5.3033,3.9318,1.0986,3.6376,3.6109,1.0986,1.0986,2.7726,0.6931,0.6931,1.9459,5.2149,2.9957,1.3863,2.9957,0.6931,1.0986,1.3863,2.1972,3.2958,0.0,0.0,1.6094,2.9957,1.0986,1.0986,0.6931,2.8904,3.4965
S1_C0250,5.3613,0.0,0.6931,3.9318,2.1972,0.0,0.0,0.6931,0.0,1.9459,1.0986,1.3863,0.0,1.0986,0.0,0.0,3.7842,2.1972,2.6391,5.273,0.6931,2.0794,1.3863,1.0986,0.0,1.7918,0.0,1.0986,2.1972,0.0
S1_C0251,0.0,0.6931,2.6391,0.0,0.0,0.0,5.3613,1.6094,1.3863,1.9459,1.0986,1.6094,2.3979,2.0794,2.9957,0.0,1.0986,1.0986,0.6931,0.6931,2.0794,2.0794,0.6931,1.9459,2.5649,1.7918,1.9459,1.3863,0.6931,1.3863
S1_C0252,1.0986,0.0,1.3863,1.6094,2.5649,1.6094,0.0,1.0986,1.0986,0.6931,2.0794,0.6931,0.0,0.6931,0.0,2.5649,1.0986,1.0986,1.0986,1.0986,0.6931,1.6094,2.0794,1.6094,0.6931,1.3863,0.0,1.0986,0.0,1.6094
S1_C0253,0.0,1.3863,1.0986,0.6931,2.9444,1.3863,1.0986,1.7918,1.3863,1.0986,1.6094,1.0986,0.6931,0.6931,0.0,2.6391,1.3863,0.0,1.7918,1.0986,0.0,1.0986,1.0986,0.0,1.0986,1.7918,1.0986,1.9459,0.0,1.9459
S1_C0254,1.0986,4.8675,1.0986,0.6931,2.6391,2.7081,0.0,1.0986,2.3026,0.0,0.0,1.0986,2.6391,0.6931,2.4849,2.0794,1.3863,3.3322,2.0794,4.4886,1.6094,1.7918,1.9459,0.0,1.6094,1.3863,0.6931,0.6931,2.5649,1.3863
S1_C0255,0.0,5.1705,5.0752,3.5264,2.9957,3.6109,1.0986,0.6931,2.4849,0.0,0.0,2.3979,5.3132,2.8332,0.6931,3.4657,0.6931,2.3979,0.6931,1.9459,1.7918,1.7918,0.0,1.0986,3.0445,0.0,0.6931,1.3863,3.4012,2.8332
S1_C0256,1.0986,2.7726,0.0,1.0986,2.9957,2.0794,0.6931,1.3863,1.7918,3.2189,1.3863,1.0986,0.0,1.3863,0.6931,0.0,0.6931,1.0986,2.3026,1.9459,2.1972,0.6931,0.6931,1.0986,1.0986,1.0986,0.0,1.7918,0.6931,1.0986
S1_C0257,3.8286,1.0986,3.1355,1.9459,0.0,2.0794,3.434,2.4849,0.6931,1.6094,2.7726,0.0,3.2581,2.5649,4.2627,0.0,2.1972,1.7918,1.3863,1.3863,2.7081,2.4849,0.0,1.0986,2.8904,1.9459,0.0,0.6931,1.0986,0.0
S1_C0258,0.6931,0.0,0.6931,1.6094,0.0,0.6931,4.8598,1.7918,0.6931,2.5649,2.9957,1.0986,0.0,1.9459,1.6094,0.0,2.1972,1.3863,0.0,0.0,0.0,2.4849,0.6931,1.3863,1.0986,1.9459,1.9459,1.6094,0.6931,0.0
S1_C0259,3.7136,0.6931,4.1431,1.7918,0.0,2.3979,4.1897,1.9459,1.7918,2.3979,2.7726,0.0,2.9444,2.0794,5.0499,0.0,2.5649,1.3863,0.0,0.6931,3.6109,1.3863,0.6931,2.0794,3.1355,1.7918,2.0794,1.0986,0.6931,0.6931
S1_C0260,0.0,5.193,0.0,2.5649,3.4012,2.6391,0.0,1.9459,2.0794,2.8332,0.0,1.6094,0.6931,1.3863,0.0,2.1972,1.6094,1.0986,1.6094,2.3026,0.6931,0.6931,0.6931,1.3863,1.6094,1.3863,1.3863,1.9459,2.3979,1.3863
S1_C0261,0.0,5.3132,3.4965,3.0445,3.6376,3.2958,0.0,0.0,2.0794,0.0,0.0,1.7918,4.8828,2.5649,1.3863,3.091,1.0986,2.3026,1.7918,2.3979,2.5649,1.6094,1.7918,1.3863,2.4849,0.6931,0.0,1.3863,3.091,2.5649
S1_C0262,0.0,5.273,5.425,3.6376,3.091,3.5835,0.0,0.6931,1.6094,0.0,0.0,2.3979,5.1533,2.3026,0.6931,3.9318,0.6931,2.1972,1.3863,1.3863,2.1972,2.3026,1.6094,2.1972,3.2581,0.0,0.6931,0.6931,3.3673,3.3322
S1_C0263,2.3979,1.0986,0.6931,0.6931,3.2958,0.6931,0.6931,1.0986,0.0,1.6094,1.0986,1.0986,0.0,1.3863,0.6931,0.6931,1.0986,1.0986,2.5649,3.434,1.3863,2.0794,2.1972,1.0986,0.0,2.0794,1.7918,1.3863,1.0986,1.0986
S1_C0264,5.3799,1.7918,1.6094,2.3026,1.3863,1.0986,0.0,1.0986,0.6931,1.3863,1.3863,1.7918,0.0,1.6094,0.0,1.7918,3.1781,2.4849,0.0,5.2311,0.0,1.0986,0.0,1.3863,0.6931,1.9459,0.0,1.3863,2.3979,0.6931
S1_C0265,0.0,0.0,0.0,2.7081,0.0,0.6931,1.6094,0.0,2.0794,2.3979,3.434,0.6931,0.0,0.6931,2.1972,0.6931,4.1744,1.0986,1.0986,0.0,0.0,0.0,2.5649,1.3863,0.0,1.3863,1.3863,2.6391,1.3863,0.0
S1_C0266,0.0,5.1475,4.0254,2.6391,3.1355,3.0445,1.7918,0.6931,1.3863,0.0,0.6931,1.7918,4.7449,1.6094,0.6931,3.3673,0.0,1.3863,1.0986,1.0986,1.3863,1.9459,1.0986,0.6931,2.1972,0.0,1.3863,0.0,1.0986,1.6094
S1_C0267,0.0,2.5649,2.4849,0.0,3.4012,0.6931,3.4657,1.3863,1.3863,0.0,0.0,1.6094,3.7377,1.3863,0.6931,2.3979,0.0,0.0,1.7918,0.0,1.9459,2.3026,1.6094,0.0,1.9459,1.0986,2.0794,0.0,0.0,2.3026
S1_C0268,0.6931,5.1059,4.8978,3.1781,2.9444,2.3979,0.6931,0.0,1.0986,0.0,0.0,1.3863,4.7005,1.6094,0.0,3.434,0.0,1.9459,1.0986,1.6094,0.6931,1.7918,1.9459,1.0986,1.3863,0.6931,1.0986,1.0986,2.3026,2.1972
S1_C0269,0.0,2.7726,3.091,1.3863,3.3322,1.6094,2.5649,1.7918,1.3863,0.6931,0.0,1.3863,3.6636,1.7918,1.0986,2.3026,0.0,1.7918,0.6931,0.6931,1.0986,2.5649,2.3026,0.6931,1.0986,1.3863,1.7918,0.0,1.3863,1.9459
S1_C0270,1.3863,0.0,0.0,2.1972,0.0,1.9459,2.1972,0.6931,1.7918,1.0986,3.6376,0.6931,0.0,0.6931,1.7918,1.6094,3.4657,0.0,0.0,0.0,0.6931,0.0,1.7918,1.9459,0.0,1.0986,0.6931,2.1972,1.0986,1.3863
