# synthetic, for demo only -- generated by 578_spatialex_omics_translation.py
cell_id,HE000,HE001,HE002,HE003,HE004,HE005,HE006,HE007,HE008,HE009,HE010,HE011,HE012,HE013,HE014,HE015,HE016,HE017,HE018,HE019,HE020,HE021,HE022,HE023,HE024,HE025,HE026,HE027,HE028,HE029,HE030,HE031,HE032,HE033,HE034,HE035,HE036,HE037,HE038,HE039,HE040,HE041,HE042,HE043,HE044,HE045,HE046,HE047,HE048,HE049,HE050,HE051,HE052,HE053,HE054,HE055,HE056,HE057,HE058,HE059,HE060,HE061,HE062,HE063
S2_C0300,1.4323,-0.6006,5.1602,1.2076,-3.711,-2.5922,-2.4589,3.792,1.0872,-1.8106,-2.2321,3.7575,0.177,1.3782,1.4282,-1.1781,-2.3425,4.7305,-3.3996,10.9383,0.6613,1.4872,-0.4144,1.8542,-1.2221,2.2813,-1.9246,5.0165,-6.3833,-7.154,7.5434,-3.4883,0.241,2.4354,-2.7682,-0.3661,1.8239,-1.0837,-1.2294,-7.0368,5.7404,-4.5147,-6.0015,0.3791,-2.9118,1.6695,-6.7037,4.3115,3.1509,-2.538,3.7636,-1.1396,1.543,-1.7804,6.6313,9.3398,-4.2718,-2.9029,-1.4496,-2.9221,3.3876,2.0961,1.3567,1.6897
S2_C0301,-1.4088,-2.1573,-0.5668,-5.6609,2.0069,4.6782,-1.8019,-1.4471,1.7068,2.0339,0.8844,2.8405,7.4711,-2.54,-1.918,1.0071,2.631,3.3912,-5.5886,2.8124,-2.9117,3.8575,-2.8784,-1.2502,-4.1548,1.3014,1.6375,3.4767,4.2112,-5.3619,-2.0536,-0.3063,3.3536,1.3399,1.0901,0.5997,-0.0352,0.6866,1.8795,-6.7101,11.3733,-2.3601,-4.0269,-3.7301,-0.6766,-3.8022,1.4649,-2.4524,-2.3229,0.5663,-3.526,7.4047,-2.9324,-0.5741,3.3696,-0.4681,-0.0114,0.5649,1.2801,6.1419,5.9964,2.2587,-4.5577,-1.2564
S2_C0302,2.1323,-3.4888,0.8251,0.4626,0.3793,-0.8397,1.2884,1.5731,0.4605,-1.3543,-1.7991,1.0906,-0.1291,-1.5896,-3.5804,-1.5059,1.5453,2.8189,-1.5078,-0.9665,-3.4021,5.3059,1.2686,-0.5278,-2.0847,1.1786,-1.8828,3.6031,4.4136,-4.9078,-5.6658,2.4969,0.7473,0.4653,2.7998,0.926,-0.6103,-2.0119,-0.2816,-3.0276,3.8619,4.9462,0.8608,-1.9869,-5.1492,-3.3563,-2.9645,2.6775,0.481,6.0548,-0.3241,-2.2493,5.9247,0.8907,-1.8477,2.3812,-1.1657,3.6106,-4.3362,1.9964,1.1442,-4.958,-1.7139,-0.4219
S2_C0303,-0.4242,-2.6739,-0.545,-3.9305,1.6377,-0.569,-1.943,-1.141,3.5688,4.0209,0.8131,1.6522,7.9398,-1.6415,-0.3741,3.7357,4.0015,4.8394,-3.9106,-1.5341,-3.9233,-0.0683,0.0219,-3.1082,-3.8085,3.2604,0.9697,3.8972,5.6322,-6.3274,-2.1727,0.1518,2.4607,0.2718,-0.1016,1.1513,1.103,-0.4918,-0.5846,-8.1568,9.8811,-2.3447,-4.497,-2.5751,-2.259,-0.6235,-3.1254,-4.0532,-7.8992,-1.3762,-3.4451,5.5166,1.3514,-2.3992,3.6827,-0.9371,-0.3385,1.0856,2.9757,3.7588,5.2574,2.8795,-8.2103,2.1245
S2_C0304,0.1239,-1.0041,-5.5487,2.1048,-3.6791,-3.112,7.3683,0.3756,-1.5808,1.7815,0.2344,3.0731,-6.772,-0.7083,-5.5001,-1.7676,-1.5388,-8.2224,-4.7105,0.2073,-2.1002,-5.6346,-7.6481,3.4329,3.8457,-4.2515,2.7982,2.0027,-0.4017,0.1366,-8.7519,-1.0987,-4.5652,3.9315,0.3615,0.02,-3.6565,-1.1213,0.2708,3.5056,-5.6441,0.2098,7.1341,3.3134,7.4247,3.507,6.6588,1.2116,3.4424,1.9609,-2.6672,-6.6829,-4.0854,2.3056,-9.0629,-4.9797,1.6462,3.8205,-3.4427,5.3889,-2.593,0.6908,2.9447,-5.1064
S2_C0305,-0.8331,-0.3271,-3.4589,-4.4443,-2.0423,4.9053,1.8209,-1.3731,-0.2109,1.0215,-1.7998,3.0183,7.6486,-1.9423,-1.8839,-3.7006,-1.1921,4.4683,-2.3531,2.4907,-0.6261,2.0301,2.1298,-1.7587,0.1318,-3.4836,0.9576,-2.3047,1.6974,-3.4931,0.8357,-2.4969,1.4503,0.5358,4.1758,3.0192,-1.3312,-0.152,3.3451,-1.223,3.8784,1.0988,2.1695,-3.0745,3.2467,-0.7529,1.7709,2.9286,-0.3462,0.3706,-3.8131,5.2664,-4.3769,-0.7489,3.3465,-2.7008,-1.5813,1.1854,-0.5415,4.5585,2.2646,2.7578,-2.4164,-3.1297
S2_C0306,-0.0612,-1.0783,1.239,0.9173,0.5545,0.625,-2.6563,1.3823,0.4572,0.195,-3.4125,-0.1415,-3.2077,1.4871,4.8266,-1.1276,-0.5211,-1.0995,2.5276,-1.4524,1.1078,-1.2051,0.1516,0.0354,0.6448,-4.3483,-1.3762,-5.2106,-2.163,6.8099,7.0747,-2.8713,-1.4459,-2.9723,-2.4508,-2.7861,4.0606,-1.328,-0.5809,-0.036,-7.3814,-0.2613,1.5585,3.5036,2.5776,3.2029,-0.7792,1.0704,-0.3549,-1.7702,0.0039,-4.0026,-0.5545,-2.1543,3.6458,0.7807,0.0236,-4.4779,0.8915,-3.5008,-0.932,0.9427,2.6432,-0.2847
S2_C0307,-0.924,0.5835,0.1951,0.4445,1.6089,-2.9381,-2.3986,-3.0793,-4.4645,-3.3472,1.3276,-1.6027,-3.3638,-6.003,2.1465,-2.0918,-0.5025,0.2607,2.1109,-0.1575,-3.1662,-2.1236,-3.0641,2.3724,-0.909,-1.8408,-0.9284,7.6846,-4.1806,-0.5913,-5.5889,5.1709,-2.4992,1.0174,2.3485,0.6532,-4.3596,-0.5614,0.8201,2.4312,-5.7853,1.4837,-4.4071,2.3068,2.1318,-4.0327,3.4141,-4.8756,0.8781,-1.6414,3.1439,-3.3095,1.1778,6.4417,-5.4738,-0.8385,7.8712,-0.3701,3.8996,3.6719,2.1252,-2.5368,1.7045,3.8808
S2_C0308,3.1587,1.0623,-4.0091,0.1385,-4.7475,1.3863,5.7566,1.2649,1.4772,2.1279,0.6263,1.8833,-4.8545,1.6116,-4.6948,-2.7671,-1.0372,-3.102,0.0053,-1.2382,4.6091,-2.9383,3.1771,-1.8785,7.2919,-2.0722,5.0725,-5.3152,1.0822,2.8991,0.5192,-4.2796,0.7523,1.4742,0.588,2.3996,-2.7813,-3.1326,-1.0422,5.1673,-4.4917,0.3171,6.7675,0.3329,3.3432,5.5612,-2.0596,6.6804,1.4384,2.2872,-2.6023,-2.5015,-2.3268,-5.1766,-1.9283,-4.5933,-6.0075,0.8739,-5.8752,-1.0124,-6.3145,2.2261,3.6288,-5.357
S2_C0309,-1.5151,0.896,0.8749,-2.4098,1.5266,3.093,0.8095,-1.0152,2.5201,4.1524,4.1366,-2.9433,-2.1435,2.2753,-3.6104,-0.8882,2.8494,-1.7878,2.5975,-7.9421,4.6001,-1.9432,5.7473,-3.8121,2.5803,-0.6109,2.6826,-11.0476,2.5423,9.0449,4.5702,-2.7624,4.4751,-2.9929,-1.5465,1.6204,2.7087,0.9117,-0.5629,5.1376,-3.713,-1.8353,6.134,-1.1204,-0.0078,5.2588,-0.2377,5.8278,-2.3577,1.2631,-1.5329,0.5479,-3.0544,-5.704,3.1895,-2.6996,-4.7755,0.8898,-4.7402,-4.6007,-7.1498,-0.1536,-0.1505,-2.295
S2_C0310,0.5016,-3.1946,0.8862,-4.3159,1.4479,2.7001,-0.5338,-1.7368,3.0788,0.5431,0.5867,1.5374,6.213,-2.3636,-0.9194,1.7094,3.4516,4.1861,-3.664,3.209,-4.0513,1.758,-1.0071,-0.5653,-3.0421,3.4001,1.6446,2.2539,5.0415,-4.3279,1.1788,-0.6837,0.4838,-1.853,0.2686,1.4846,0.2409,-1.2389,2.2012,-6.152,7.8713,-1.9293,-3.2395,-2.8365,-0.3757,-2.3251,1.2711,-0.8509,-3.6201,0.6297,-2.5363,7.1978,-2.8396,-1.2311,4.2444,-0.9061,-0.8352,0.3896,0.8415,4.0378,2.6643,2.6842,-5.5239,-0.4342
S2_C0311,1.236,-0.394,-0.3007,0.8652,-3.7003,-0.8944,3.9607,1.763,0.9526,0.3406,1.766,-0.0884,-3.2003,2.872,-4.9717,-0.7996,-0.8862,-3.8848,1.261,-1.1447,3.6979,-2.6517,2.6031,-0.2216,3.7356,-0.687,3.2839,-2.3106,2.249,4.2561,1.6876,-2.7103,-1.5124,1.2401,-0.6305,1.4186,1.747,-0.2698,-1.2623,4.0466,-3.5921,1.3184,6.7729,-0.9225,-0.8651,5.3599,-0.5171,5.6462,1.7319,3.4547,-0.3747,-3.5922,-2.5117,-1.3228,-1.2229,-3.1302,-3.8743,1.6085,-4.8827,-1.6525,-4.1742,1.3706,2.3281,-3.1249
S2_C0312,-0.8293,-1.3614,-4.0859,3.655,-1.326,-1.1648,0.6343,-1.4473,-3.3082,-1.1359,-2.8912,-0.767,-6.1989,-2.6045,0.9528,-1.1772,-0.2637,-5.9756,-1.2632,2.9223,-3.6935,-5.1873,-9.6007,4.5044,0.9483,-6.3639,-1.5035,5.6958,-4.8576,-1.5999,-10.1293,1.5392,-4.663,5.5566,2.6673,-2.7093,-3.5507,-0.1693,-3.2025,2.7534,-4.7436,3.2214,0.5338,2.8675,8.7028,-0.7163,4.4598,-7.2508,5.4221,-0.2453,0.1324,-4.9417,-0.5587,6.5635,-9.1179,-2.909,6.2935,0.3324,3.2506,7.3738,1.1589,0.732,1.7162,0.5
S2_C0313,0.7872,-0.5574,0.8649,-1.8399,2.8831,3.4324,0.1022,2.5519,2.3586,-0.1319,-3.2257,0.9698,2.5643,2.7143,0.0936,-1.6892,0.747,1.1164,-1.083,-1.5386,-0.7807,3.239,5.1902,-1.3647,-4.0158,-2.7157,-0.0193,-4.6516,4.6691,4.5597,1.4052,-5.0936,1.905,-4.4105,-0.8422,0.0526,5.5997,-1.4533,-1.2476,-3.1282,0.9203,3.4041,3.0229,0.211,-1.1237,0.8313,-2.5392,3.7157,-5.8314,1.0954,-2.2534,-0.0116,0.9167,-2.5957,2.8224,0.675,-2.6382,0.3542,-1.487,-1.9937,-1.2957,-3.0838,-3.0535,-1.6706
S2_C0314,-2.3605,-0.5836,0.7519,-3.444,1.7207,0.3371,-2.8987,3.6531,2.3894,-3.8952,-7.1211,4.4437,2.5456,6.9058,-2.5361,-4.9735,-3.091,-0.791,3.5997,3.1261,1.3668,-4.6685,0.2362,-2.0779,-3.4964,-7.8428,-1.5688,1.7328,0.179,4.3935,14.1096,-6.0328,-3.8345,-5.2637,0.3671,0.6613,4.1283,-2.5199,-0.6064,-4.7732,-6.456,-5.0845,3.0189,3.6148,5.5429,3.4719,-3.6847,6.9318,-2.2844,-7.6566,1.3058,-4.7398,-5.2718,-5.8959,4.1272,4.8389,-3.2608,-2.8523,0.0044,-0.0738,5.5709,2.226,4.1354,-0.5966
S2_C0315,-1.2312,-0.2217,-5.3775,4.9142,-0.5,-4.8661,0.5794,-1.3663,-2.0246,1.3432,0.6682,3.4679,-0.5044,-4.1624,1.1604,0.851,-0.1284,-2.7525,-4.4931,3.223,-4.1008,-3.027,-7.142,2.373,1.9816,-1.2735,2.5539,7.8122,-3.9529,-5.2452,-7.8961,1.8724,-2.6989,5.9693,0.616,-1.514,-3.9213,-1.8501,-2.2184,-0.7383,1.3983,1.7126,-2.9352,-0.3227,2.2523,-0.5144,1.1919,-10.2525,2.331,0.3263,-1.6,-1.5945,2.2142,3.3595,-4.9698,-1.2585,4.0948,0.5313,2.6733,4.896,1.0225,1.3302,-1.5607,2.805
S2_C0316,0.5193,1.6648,4.742,2.1253,-2.8454,-3.2393,-1.2764,2.7245,2.0935,-4.7282,3.8257,-3.4076,-0.8348,1.5445,2.1876,0.1762,-2.3741,3.0476,1.295,3.5659,-0.1884,3.3557,4.1215,4.2088,0.8803,4.1099,-2.3916,1.783,-1.5992,-4.262,4.7765,3.8291,-1.4479,0.6808,-1.0957,-3.7194,-0.4995,1.1873,0.3169,-1.1801,2.0189,-0.5436,-5.2024,-0.1375,-5.8637,-0.3013,-4.9097,1.6652,2.6686,-0.7212,5.8187,0.5472,1.9735,3.7389,2.7688,6.5411,0.6047,-0.1445,0.6237,-6.3705,-0.3261,-1.037,1.0578,3.6358
S2_C0317,-1.4046,2.1095,0.5991,-0.4408,0.7253,0.4271,-3.4766,1.338,0.5423,1.9678,-1.4602,-0.7456,-6.0446,2.9326,3.1408,-0.8016,-0.6393,-3.4026,1.5166,-4.4917,2.4689,-1.823,1.1602,-1.1934,0.1168,-2.8755,-0.1622,-8.1902,-2.4687,7.2286,2.825,-2.1892,0.7813,-2.6152,-2.303,-1.3014,5.0704,0.3167,-1.809,4.1663,-7.7756,0.0682,2.7052,3.1374,1.3652,1.9264,-0.7245,-2.9716,-1.4217,0.6524,-1.2176,-2.3249,0.006,-2.1089,0.149,-2.6271,-0.9152,-2.0919,-0.3206,-2.1916,-3.723,-3.6299,-1.5244,-0.4221
S2_C0318,0.0092,-0.2933,-1.0787,2.9481,-1.5713,-2.1107,-0.9754,-1.9237,1.1639,1.8756,3.3716,0.785,-1.589,-1.0704,1.9748,3.4706,2.0801,-1.7857,-0.0638,-4.3815,1.0961,-3.1194,-0.2058,0.6181,2.8827,1.2668,1.4609,0.4161,-3.5349,2.4442,-3.5872,0.5921,-1.1324,1.342,-2.4406,-1.4947,-2.0393,-0.494,-1.25,3.1521,-0.9151,-1.5153,0.7013,-0.1849,-0.5656,2.2781,-1.3794,-4.0459,-2.1012,2.3893,-0.5072,-0.8624,2.1028,1.3205,-1.5836,-2.0903,1.0729,-0.7598,-0.2429,0.2199,-3.1216,0.195,-0.9495,0.6264
S2_C0319,1.1715,-0.6348,4.6705,-0.9349,6.1504,0.0821,-0.4895,-1.4029,-0.4667,0.2114,3.9773,-0.8698,1.6429,-2.1217,-0.7053,3.472,1.5823,4.3602,0.6695,-0.2562,-3.2465,2.4455,0.4246,-2.8373,-3.8314,2.727,-1.7087,1.3262,1.5172,-1.8437,-4.1589,2.686,1.9483,-0.9029,-0.8353,2.0781,-0.4369,-1.36,0.2333,-1.1709,4.1935,-0.2146,-3.3758,-2.5228,-4.4045,-3.3708,-0.6652,-0.9212,0.0878,0.282,-0.3146,2.4054,4.2551,1.5369,0.662,0.5222,2.5612,1.8499,1.6911,0.3238,1.1202,-1.2702,-3.0723,1.9483
S2_C0320,1.6503,-3.2848,0.208,0.5684,0.0848,1.5575,1.4472,2.3511,2.17,-0.5477,-1.5701,-1.0828,0.9911,0.9933,-0.7393,-1.2104,1.6658,1.9132,1.0138,-3.1945,-2.9116,6.9935,5.2867,0.0169,0.9122,-0.8133,-1.5043,-0.9694,4.4822,0.3415,-4.2116,1.5255,3.6104,-0.8385,1.5421,-1.6204,-0.0017,-2.2953,1.4151,2.8591,3.3955,7.7765,3.5697,-2.9809,-7.2833,-2.2082,-5.0271,2.5253,1.1796,4.7379,-1.0567,-0.8437,6.9787,0.6628,1.8284,2.9705,-2.018,0.7442,-2.6226,-0.5921,-0.8862,-6.1354,-4.5288,-0.3527
S2_C0321,-1.7903,-1.5296,-0.9479,-3.6198,-0.9785,5.0415,-0.5798,-2.1094,2.7706,1.0646,0.4085,0.198,6.5043,1.8871,-0.4178,0.2458,2.1727,4.5617,-3.4818,0.2643,-1.0934,3.074,0.4741,-0.7284,-4.736,1.367,0.856,-1.9695,4.6974,-1.5308,1.6711,-2.2555,1.6964,-1.8581,2.0915,1.8017,0.4508,-0.163,3.456,-3.3973,4.9241,-0.1194,-1.8091,-1.4652,-0.8377,-1.8188,1.5651,2.3548,-2.9439,1.1982,-2.8947,4.8135,-1.6761,-1.7594,2.7237,-1.952,-3.39,0.8954,0.2066,2.7978,3.1001,2.6748,-5.089,-1.6159
S2_C0322,-0.1942,2.2244,0.6878,-1.7817,3.8708,-0.6351,-1.1846,-1.2941,3.1384,6.4152,5.4339,-5.6212,-3.3576,2.3834,-1.1149,2.3422,1.2802,-3.3604,1.3893,-9.8193,5.3927,-3.0064,4.4881,-4.2065,4.5372,3.015,1.8936,-10.2177,2.7249,8.4997,1.3478,-1.4652,3.2111,-4.1141,-3.6771,0.749,3.1564,-1.8583,-1.3271,5.0136,-3.532,-1.1269,5.1753,0.2927,-0.0043,4.8646,-0.2455,2.2775,-3.614,1.3465,-1.0588,1.436,-0.076,-4.1188,1.1801,-5.54,-1.48,0.8137,-0.9151,-2.7472,-8.9316,0.4443,-3.7882,-3.4687
S2_C0323,0.8896,2.6166,2.4921,0.5531,-1.2915,-0.3316,2.2094,0.0488,-1.2475,-2.813,6.108,-3.9828,-1.7792,0.1452,1.2522,2.1009,1.2397,-0.1782,2.8816,-2.0693,1.3684,0.8148,3.1844,0.637,2.7538,3.7383,-0.1627,-5.7463,-1.5354,1.798,3.2424,-2.4498,1.9855,-0.6727,-1.3277,0.3349,-0.6347,3.2639,-0.1374,3.1574,-0.356,-0.859,-0.4465,-0.6618,-0.9413,0.5776,-0.948,1.7639,3.0968,1.0831,2.8299,2.3201,0.9816,-0.7132,2.92,-1.6596,-2.2568,-0.6859,-1.4631,-3.1418,-7.1012,0.379,0.1154,1.1687
S2_C0324,0.9939,-0.1376,4.149,2.1678,-2.2431,-2.9175,0.5582,0.9564,1.1723,-3.8167,4.5802,-6.2722,-1.3562,-0.0198,2.9795,1.4398,-0.2086,1.1399,1.2434,-1.2114,0.0034,2.4515,3.9748,2.9928,1.4473,1.7638,-0.6682,-1.1513,-2.5015,-4.6644,4.1939,0.1852,0.0016,0.0462,-1.2823,-1.3478,-1.0907,2.9776,-0.4501,1.4224,1.356,0.1666,-2.9147,-0.5276,-5.0289,-0.4481,-1.4534,2.0449,1.4561,1.5723,2.1606,-0.2829,-0.0167,0.3668,2.582,4.3712,-1.5243,1.3455,-0.3721,-5.6748,-2.496,-1.4349,-1.4411,-0.4911
S2_C0325,2.0068,1.7603,2.793,0.3273,4.6097,-2.1012,-4.7972,-5.195,-1.2848,0.0116,4.311,-2.7312,1.3894,-3.6885,3.7383,5.8714,1.294,0.7803,1.7358,-1.7457,-2.5841,0.425,-1.2979,-1.0765,-2.3691,3.1208,0.4188,2.4367,-1.1673,-3.3742,-1.9425,7.5703,3.2444,-1.7841,0.2827,-1.2228,-3.8341,1.2475,0.5438,-0.1719,2.5332,-2.1819,-5.8893,0.1874,-4.855,-5.5719,0.664,-6.3544,-2.0374,-1.6633,0.0211,4.0864,2.1554,1.8543,-0.1753,-2.5374,4.8954,-1.0605,3.3367,0.0869,1.7639,-0.8153,-2.0117,5.5183
S2_C0326,-2.9501,0.1446,-4.5611,0.7398,-4.5787,-4.9216,7.128,0.4518,-1.7104,-1.156,-4.1936,0.5051,-8.7999,-2.8572,-6.8879,-0.748,-2.6584,-7.272,-0.791,-0.3394,-2.5749,-6.6751,-8.1897,1.2749,4.0172,-5.0448,-0.2742,2.3038,-2.3387,2.2509,-7.6386,-3.0226,-6.4861,3.2724,2.0011,0.0943,-4.7689,-0.2084,0.6542,5.9123,-8.7467,-0.1456,4.7782,5.9227,11.1063,3.7715,7.3096,1.12,1.9351,2.3421,-1.0471,-6.7397,-3.6881,4.1,-8.9056,-3.8588,4.8041,3.4839,-2.6697,3.3642,0.1261,0.0059,5.0249,-3.4876
S2_C0327,0.2932,1.3302,-0.2836,0.7786,2.5914,-0.8203,1.2503,-1.5767,0.9555,5.1197,4.6423,-2.8229,-2.0793,2.5315,1.8462,2.1169,4.3821,-5.0934,1.9141,-8.8554,4.8979,-2.0062,2.7351,-2.2361,4.1147,0.8006,2.3909,-9.2111,-0.5926,9.2697,0.9177,-2.5657,1.4466,-0.8804,-4.0753,-1.3768,1.7413,0.9292,-0.2691,5.6798,-4.7471,-1.0508,2.6792,-0.9361,0.1074,5.039,1.4946,0.9711,-4.7459,0.9142,-2.3341,-1.2464,0.5919,-3.4956,2.0322,-5.9415,-2.0838,0.3576,-1.3032,-3.6312,-8.6585,0.9715,-0.9783,-0.7271
S2_C0328,0.6689,0.2035,4.1374,0.2686,4.0107,0.3426,-2.7719,-3.7918,2.1959,1.8098,3.1023,-1.6444,-0.7585,-1.6214,2.288,2.7894,3.1504,1.7221,2.3712,-3.5489,-2.09,-1.0118,-0.9758,-1.7716,-3.7065,4.5662,-0.9531,0.5092,0.3895,0.1869,-3.2949,4.3839,2.1232,-0.5452,-1.1159,-1.2679,0.4966,-0.3116,0.2548,-0.0657,1.7406,-0.488,-2.9825,-0.9351,-1.7591,-2.0831,1.452,-3.0025,-2.2795,-0.2923,0.539,2.5908,1.8759,2.6312,-0.4654,-2.238,2.712,-0.3575,1.7635,-1.039,1.249,-2.0653,-3.9057,3.3664
S2_C0329,1.3921,-0.6275,-0.1285,1.5312,3.5188,5.5246,-0.8217,3.5983,4.2689,2.8071,-6.1325,1.0217,1.1466,2.8921,1.2044,-0.2634,2.2593,1.5456,0.3575,-1.958,0.331,2.7016,6.1463,-2.8498,-1.719,-2.5148,-0.5093,-7.1379,5.3806,3.9903,3.2574,-2.0822,3.0528,-3.7711,-0.7282,2.8756,4.135,-2.1214,-0.3951,-3.142,0.346,5.3446,3.3913,-3.2911,-2.9256,1.362,-3.86,3.3572,-6.3213,2.3284,-2.7143,-0.7809,1.951,-5.1887,5.0015,1.1112,-2.748,0.0878,-1.3036,-0.0846,-2.4017,-1.4138,-3.4307,-2.1141
S2_C0330,-1.8877,-0.669,-3.0438,-0.4929,-3.9953,-1.7446,6.4128,2.7753,-2.5563,-2.201,-2.1193,2.5489,-8.1172,1.3401,-7.1916,-1.2277,-0.5897,-8.0998,-0.1927,-0.5571,-1.3412,-3.1468,-6.2259,2.141,2.1562,-5.0998,-0.1544,-0.0937,-0.6523,2.2834,-8.2155,-0.4251,-3.7784,2.275,0.3925,-0.5358,-2.273,0.487,0.2442,5.6089,-7.9941,1.1832,6.6,5.3137,9.3434,3.9238,10.3822,3.9389,3.7928,2.7643,-0.1697,-7.8641,-3.9522,2.095,-7.3603,-4.3617,3.3288,3.9924,-0.8445,4.3776,-1.5836,0.3097,5.1714,-4.3754
S2_C0331,1.0503,0.3855,2.5589,1.5212,2.6054,-3.6486,-5.7869,-4.156,-1.8688,-0.7557,3.929,-1.7755,0.5522,-8.2,6.9022,5.4036,0.1565,1.1412,2.8229,0.1196,-2.663,-2.2118,-3.0797,3.3023,-2.4522,3.8061,-1.8662,7.281,-5.27,-1.9721,-4.8366,7.4462,-0.3129,1.9531,0.9174,-4.7627,-3.458,0.3652,-1.5772,-0.2493,0.4165,-1.1184,-8.8184,1.1159,-1.0715,-5.6313,1.8221,-12.4416,-0.1494,-2.8115,2.8482,2.9183,4.1315,5.9398,-0.9683,-0.3335,7.7079,-2.3429,7.0594,2.0256,1.8953,-1.9338,-2.0961,7.1434
S2_C0332,1.9043,1.7528,1.1108,2.3545,5.6143,-3.8418,-4.9505,-4.4697,-2.3572,-1.9687,4.5039,-3.7399,0.1813,-5.9449,6.6331,4.9943,2.5107,2.0438,2.3005,0.0823,-3.2852,-3.976,-2.5975,2.4878,-3.784,2.67,-2.3412,6.5256,-5.2715,-1.5666,-4.9813,11.4061,-0.636,1.4846,0.7885,-2.8418,-2.7873,1.6941,-0.5245,-1.059,0.879,-0.2531,-13.0692,0.6962,-2.7009,-5.0643,-1.0887,-12.4293,-0.1747,-3.6478,4.6672,3.2155,3.5936,6.0513,-2.7345,2.4433,8.3506,-2.759,4.9866,2.3739,1.8226,-2.2518,-1.9823,7.2364
S2_C0333,1.4761,0.097,3.3225,-0.4247,4.3927,0.2299,-1.2261,-2.6985,-0.5073,-0.6763,1.2345,-0.3094,2.5678,-3.7682,-1.5809,3.0986,4.4974,4.3621,-0.1733,-0.7108,-2.9208,1.9993,0.2667,-2.0165,-2.8946,3.8146,0.4092,3.2814,2.8639,-3.2148,-4.065,3.1662,3.5096,-1.3943,1.8836,1.119,-0.7931,-0.7386,0.3497,-2.5394,5.0372,0.562,-1.8793,-2.063,-4.3929,-5.3821,-1.1696,-0.6629,-2.8497,1.2162,-0.1066,3.596,3.2107,2.7877,-0.2845,2.6221,2.4941,2.9019,0.0856,-0.9555,3.7357,-1.0631,-1.4124,0.8482
S2_C0334,1.2406,-0.91,-0.8035,1.7279,2.6229,3.4228,-1.2411,2.8551,3.156,2.1592,-2.4592,-1.0925,0.4152,1.6505,-0.3086,-0.0965,2.4502,1.2842,2.7472,-3.0517,-0.4522,6.829,7.5566,-2.7039,-0.4896,-0.3972,0.0543,-6.9631,5.9451,3.7276,-2.7234,-0.9566,2.0999,-2.3145,-0.2254,0.5983,4.1376,-2.8973,0.2452,-0.0231,2.5008,6.1534,4.6124,-3.997,-8.7163,-1.1323,-4.0273,3.7546,-2.9172,6.4014,-1.3674,0.4621,6.1586,-1.3034,1.8062,1.5982,-3.5934,-0.6572,-2.9922,-0.8408,-3.9701,-7.4492,-5.0077,-2.9675
S2_C0335,-0.1672,2.0479,-6.0059,-4.1678,-6.3314,4.0579,7.3048,-1.3303,-1.158,2.3118,-0.7038,1.8609,-2.0659,1.3986,-5.8474,-7.0157,-1.7597,-2.1747,0.4568,0.3416,4.2477,-4.2991,-0.115,-1.5049,6.0962,-5.9903,3.1039,-7.2593,1.8267,4.4041,-0.1197,-6.9228,-2.7283,1.2648,1.0719,3.8543,-1.069,-0.8339,0.2261,5.3446,-5.5092,4.352,7.9233,-2.8816,5.5026,5.3981,1.7673,7.4324,2.5625,2.0983,-2.2429,-2.0945,-5.7043,-4.3061,-3.4048,-5.1908,-6.3562,0.2915,-5.8028,0.8745,-5.5061,2.1122,6.2454,-5.1148
S2_C0336,-0.4905,0.8579,4.232,4.182,-2.8843,-2.2774,-2.0416,2.1723,0.7812,-5.9892,0.5947,-1.7591,1.5498,1.1757,2.5943,-2.0713,-1.225,3.605,0.8939,5.8808,-0.4438,2.3951,3.2756,3.4226,-1.7417,1.3077,-2.7442,5.2082,-3.5996,-3.9903,7.3116,0.4013,-1.8667,0.7251,-0.386,-2.1569,1.2345,0.5386,0.7885,-3.469,1.2961,-2.4724,-5.0333,-1.4639,-5.616,-0.9265,-6.7854,-1.133,3.6819,-1.893,5.4348,0.3966,0.674,-0.8078,2.7357,7.5503,-0.1676,-0.6774,1.4561,-5.4399,1.2768,-1.4525,2.4048,3.4981
S2_C0337,1.5413,-1.845,-0.672,0.7096,-2.8166,-2.7737,3.5825,3.6002,-1.8982,-2.7346,-1.2132,0.158,1.151,-1.4214,-4.3774,-4.2205,1.4406,0.7653,-1.7681,3.0528,-4.8571,3.8637,-0.5963,0.8618,-2.1642,-1.1831,-0.4325,6.8104,3.4485,-5.1922,-5.8033,2.6011,0.2607,1.6511,4.662,0.387,-3.3115,-1.1142,1.0891,-2.3679,2.9895,4.3267,2.2474,-1.2566,-2.4028,-1.7826,-2.7552,2.4912,2.2842,4.7439,0.289,-2.3335,4.5718,1.7799,-4.3587,2.6895,1.2861,4.2867,-2.6665,3.0679,2.589,-4.2581,-0.374,-1.8436
