# synthetic, for demo only -- generated by 578_spatialex_omics_translation.py
cell_id,PanelA_00,PanelA_01,PanelA_02,PanelA_03,PanelA_04,PanelA_05,PanelA_06,PanelA_07,PanelA_08,PanelA_09,PanelA_10,PanelA_11,PanelA_12,PanelA_13,PanelA_14,PanelA_15,PanelA_16,PanelA_17,PanelA_18,PanelA_19,PanelA_20,PanelA_21,PanelA_22,PanelA_23,PanelA_24,PanelA_25,PanelA_26,PanelA_27,PanelA_28,PanelA_29
S1_C0180,0.6931,1.6094,1.0986,1.0986,1.9459,0.6931,1.3863,0.0,0.0,1.3863,0.0,0.0,5.4806,0.0,0.6931,0.0,4.1589,0.6931,3.8918,1.6094,1.0986,1.9459,4.7622,0.0,2.0794,2.3979,0.0,3.2189,0.0,1.7918
S1_C0181,5.0689,0.6931,0.0,0.0,0.6931,0.0,1.9459,0.0,0.6931,1.6094,0.6931,0.6931,2.3026,0.0,1.3863,0.0,2.4849,1.3863,0.0,1.6094,0.6931,3.091,3.2189,0.0,1.3863,1.3863,0.6931,2.1972,3.0445,0.6931
S1_C0182,1.6094,1.9459,1.6094,2.3979,1.6094,0.0,1.0986,0.6931,1.7918,1.7918,2.9957,2.1972,0.0,2.0794,0.0,1.0986,1.3863,1.3863,0.6931,1.3863,0.6931,3.7136,2.6391,0.0,0.6931,1.6094,1.9459,0.6931,1.7918,1.3863
S1_C0183,0.0,1.7918,2.3026,1.6094,1.3863,5.273,1.0986,3.5264,5.3327,1.0986,2.9444,3.6889,5.3519,0.6931,0.0,2.1972,1.7918,0.0,5.3083,0.6931,3.4657,5.3891,0.0,0.0,0.0,2.0794,1.6094,1.7918,0.6931,1.6094
S1_C0184,0.0,2.7081,0.6931,0.6931,1.0986,0.0,0.0,0.0,0.6931,1.6094,0.0,0.6931,5.2883,0.6931,1.7918,0.6931,4.8122,0.6931,3.5264,0.6931,1.9459,3.0445,5.3181,0.0,1.9459,2.7726,0.0,3.2189,0.0,1.0986
S1_C0185,3.912,1.0986,0.0,1.0986,0.6931,0.0,1.0986,0.0,1.3863,2.1972,0.0,0.6931,5.2679,0.0,2.8904,0.0,3.9703,1.6094,1.7918,1.7918,2.3026,3.6376,5.1818,0.0,1.6094,1.9459,0.0,2.4849,1.3863,1.0986
S1_C0186,4.3041,1.3863,1.0986,1.0986,1.0986,1.0986,1.7918,0.6931,0.0,1.9459,1.3863,1.6094,0.0,2.7081,0.0,1.7918,1.0986,1.6094,0.0,1.6094,0.0,1.7918,1.3863,0.0,1.0986,1.3863,3.3322,1.0986,2.3979,1.0986
S1_C0187,1.6094,1.0986,1.3863,2.9957,1.7918,0.0,1.9459,1.0986,1.0986,1.3863,3.8918,3.8286,0.0,2.3979,0.0,2.1972,0.0,0.6931,0.0,1.0986,0.0,4.7707,2.5649,0.0,0.6931,1.7918,2.7726,0.6931,2.0794,3.0445
S1_C0188,0.6931,1.3863,1.3863,1.3863,1.0986,0.6931,1.3863,0.0,0.0,1.6094,0.0,0.6931,4.8283,0.0,1.3863,0.0,1.9459,0.0,3.9512,1.9459,0.6931,1.7918,3.1781,0.0,1.6094,2.7081,1.0986,2.7081,0.6931,1.7918
S1_C0189,0.0,2.7081,1.7918,0.0,2.1972,1.6094,1.0986,0.0,1.0986,1.7918,1.3863,0.6931,1.0986,2.7726,0.6931,0.0,4.2195,2.3026,0.0,2.0794,0.6931,0.0,0.6931,2.4849,1.6094,0.6931,0.0,1.6094,1.7918,0.0
S1_C0190,0.0,0.6931,2.5649,1.9459,1.3863,0.0,0.0,1.9459,1.0986,0.6931,2.6391,1.9459,0.0,4.4998,1.6094,1.9459,0.0,0.0,0.0,1.6094,0.0,0.0,1.0986,5.3181,0.6931,0.6931,4.7536,0.0,0.6931,3.2189
S1_C0191,0.6931,2.0794,1.3863,1.0986,1.7918,4.7707,1.0986,1.3863,3.9703,1.3863,1.7918,0.0,1.9459,1.3863,0.6931,1.7918,5.124,1.3863,3.7612,1.0986,0.6931,2.8332,0.0,0.6931,1.3863,0.6931,0.0,1.6094,0.6931,1.7918
S1_C0192,0.0,2.0794,1.9459,1.0986,1.3863,5.2364,1.3863,2.4849,5.1417,1.7918,0.6931,0.0,2.3026,0.0,0.6931,0.6931,5.3181,0.6931,4.6913,1.0986,0.0,1.7918,0.6931,0.6931,2.0794,0.6931,0.0,1.0986,0.6931,0.6931
S1_C0193,5.2883,0.0,0.6931,1.3863,1.3863,0.0,1.0986,1.0986,0.0,1.0986,2.3026,2.3979,0.0,3.5264,1.0986,1.9459,0.0,2.6391,0.0,1.0986,1.6094,1.3863,1.3863,2.3026,0.6931,0.0,3.3673,0.6931,3.1781,1.0986
S1_C0194,0.0,2.3026,2.0794,1.6094,1.0986,5.2257,1.9459,2.4849,4.8828,0.0,2.3026,1.0986,2.7726,0.0,0.0,1.6094,4.8598,1.3863,5.1059,1.9459,1.3863,4.3307,0.0,0.0,1.3863,0.6931,1.0986,1.6094,1.0986,1.7918
S1_C0195,4.1109,0.6931,0.6931,1.0986,1.6094,1.3863,1.3863,1.0986,0.6931,2.3979,0.0,0.0,0.6931,0.0,0.0,0.6931,2.9957,0.0,0.0,1.6094,0.0,0.6931,2.7726,1.0986,0.6931,0.0,0.0,0.6931,2.7081,1.9459
S1_C0196,0.6931,1.6094,1.0986,1.0986,0.6931,5.2679,1.0986,2.0794,4.8283,1.0986,0.0,0.0,3.6109,0.0,0.0,0.6931,5.3519,1.6094,5.2523,1.0986,0.0,1.9459,0.0,0.0,2.0794,0.6931,0.0,1.9459,0.0,0.6931
S1_C0197,2.7726,2.4849,0.6931,0.0,0.0,2.9444,1.7918,1.0986,2.5649,2.3979,0.6931,0.0,5.3613,0.0,2.7081,1.0986,5.3423,2.4849,3.3322,1.0986,1.3863,2.0794,2.5649,0.0,1.9459,0.0,0.0,2.0794,1.0986,0.0
S1_C0198,0.6931,0.6931,2.5649,2.0794,1.3863,0.0,1.3863,2.3979,1.0986,1.0986,2.4849,2.9444,0.0,3.1781,0.6931,2.4849,0.0,0.6931,0.0,1.0986,0.0,0.0,2.0794,3.2958,0.6931,1.0986,4.9628,0.6931,1.0986,3.8067
S1_C0199,0.6931,0.6931,2.0794,2.3979,1.0986,1.9459,1.6094,1.3863,1.3863,1.0986,1.0986,4.4998,4.4998,1.3863,2.0794,1.6094,0.0,0.0,2.8332,0.6931,5.3279,2.3026,1.3863,0.6931,1.6094,1.7918,1.0986,0.6931,0.6931,2.0794
S1_C0200,1.0986,1.3863,1.7918,2.1972,1.0986,2.6391,1.0986,1.3863,2.3979,0.6931,3.091,3.9512,4.9972,0.6931,2.7726,0.6931,0.0,1.6094,3.1781,1.3863,5.2883,3.5264,0.0,1.9459,1.0986,1.3863,1.0986,0.6931,1.0986,1.3863
S1_C0201,3.7612,0.0,0.0,1.0986,1.6094,0.0,0.6931,0.0,0.6931,1.7918,0.6931,1.0986,2.3026,0.0,1.6094,0.6931,2.4849,0.6931,0.6931,1.7918,1.3863,3.434,4.7274,0.0,1.3863,2.1972,1.0986,2.3979,1.9459,1.3863
S1_C0202,5.2933,0.6931,0.0,1.6094,2.0794,0.0,1.3863,1.0986,0.6931,0.0,3.7136,4.8283,0.0,2.3026,0.0,1.9459,0.0,1.6094,0.0,1.7918,1.3863,3.2581,0.0,1.0986,1.0986,1.9459,4.4773,1.0986,2.8332,2.5649
S1_C0203,1.0986,0.0,1.3863,1.0986,1.6094,1.9459,2.0794,3.5835,0.6931,0.0,3.0445,3.2189,0.0,1.9459,2.3026,2.3026,0.0,0.0,0.0,0.0,1.9459,0.0,0.0,5.3706,1.3863,0.6931,3.2958,1.3863,1.3863,1.0986
S1_C0204,0.6931,1.6094,1.9459,1.3863,1.0986,5.3033,1.0986,3.7136,4.3694,0.0,4.4188,5.2832,5.273,0.0,1.9459,2.7726,0.0,1.3863,5.3891,0.0,5.2832,4.852,0.0,1.7918,0.6931,2.1972,2.0794,1.9459,0.6931,1.3863
S1_C0205,0.0,0.0,2.3026,1.9459,0.0,1.0986,1.0986,3.091,0.0,1.3863,2.1972,3.091,0.0,2.3979,2.1972,2.5649,0.0,0.0,0.0,1.0986,2.1972,0.0,1.0986,5.2257,0.6931,1.0986,3.912,0.6931,0.6931,2.7081
S1_C0206,3.7612,0.6931,1.3863,2.6391,2.1972,0.6931,1.0986,1.0986,1.7918,1.3863,4.1744,4.0943,0.0,1.0986,0.0,1.3863,0.6931,1.6094,0.0,1.0986,1.6094,3.7136,1.0986,1.0986,0.6931,1.6094,3.2189,0.6931,2.9957,2.3979
S1_C0207,0.0,1.0986,2.6391,1.6094,0.0,5.2364,1.0986,3.9703,4.4998,0.0,4.3944,5.2095,5.2983,0.0,1.3863,2.7726,0.0,1.0986,5.2983,1.3863,5.3519,4.3567,0.0,2.4849,1.6094,2.4849,1.3863,1.3863,1.3863,0.6931
S1_C0208,4.9416,1.7918,0.0,0.6931,1.3863,0.6931,1.3863,0.0,1.6094,1.0986,0.6931,0.0,2.8332,0.6931,1.6094,0.6931,2.7726,0.6931,0.0,1.9459,0.6931,3.4657,3.8501,0.0,0.6931,2.0794,0.6931,2.1972,2.7081,0.6931
S1_C0209,0.0,2.5649,1.3863,0.0,1.6094,5.2679,1.7918,2.7081,5.1648,1.0986,1.9459,1.0986,1.9459,0.0,0.6931,1.3863,5.2933,0.6931,5.2257,1.3863,0.0,3.5553,0.6931,0.0,1.3863,0.0,0.6931,2.3026,1.7918,2.1972
S1_C0210,3.1781,0.0,0.6931,2.8904,1.7918,0.0,1.3863,0.0,1.0986,1.0986,4.2767,4.1109,0.0,1.9459,0.0,1.0986,0.0,2.0794,0.0,0.6931,1.6094,3.8286,0.6931,0.6931,0.6931,1.7918,3.4012,1.0986,2.3026,2.4849
S1_C0211,0.0,0.0,2.4849,1.3863,0.0,5.3375,1.0986,4.0775,4.7095,0.0,3.7612,4.7875,5.2523,0.0,1.6094,2.8332,0.0,1.3863,5.4027,1.0986,4.8752,4.4188,0.0,1.3863,0.6931,2.3026,1.9459,1.6094,0.6931,1.0986
S1_C0212,0.6931,2.0794,2.5649,1.6094,1.0986,5.3083,1.3863,3.4657,5.3519,0.6931,4.2905,5.0239,5.3519,0.0,0.6931,2.5649,1.0986,1.3863,5.3181,1.0986,5.3327,5.3471,0.0,0.6931,1.3863,1.6094,2.0794,1.0986,1.6094,0.0
S1_C0213,0.0,2.5649,1.7918,1.0986,1.3863,4.8903,1.6094,2.3026,3.9318,1.3863,1.0986,0.6931,1.3863,1.3863,0.0,1.0986,5.4205,1.3863,3.091,1.3863,0.0,1.7918,0.6931,1.0986,2.0794,0.0,0.0,1.0986,0.6931,1.0986
S1_C0214,2.8904,0.0,0.6931,2.3979,2.0794,0.0,1.0986,1.0986,0.6931,2.0794,0.6931,0.6931,0.0,1.7918,1.9459,1.6094,0.6931,1.3863,0.0,0.0,0.0,0.6931,1.9459,0.0,0.6931,1.6094,2.0794,1.0986,0.0,1.3863
S1_C0215,0.6931,1.0986,2.0794,1.7918,2.0794,4.852,1.0986,3.6636,2.7726,0.6931,3.8501,5.3033,4.8283,0.0,2.0794,2.0794,0.0,0.6931,4.2767,1.0986,5.3375,2.8332,0.0,3.4965,1.0986,2.1972,1.7918,1.3863,1.0986,1.3863
S1_C0216,2.3026,1.0986,1.6094,1.9459,1.6094,0.0,0.0,0.6931,1.0986,1.0986,2.1972,2.7726,0.6931,1.3863,0.0,1.9459,0.0,0.0,0.0,1.0986,0.0,2.4849,1.6094,0.6931,0.6931,0.6931,4.0775,1.0986,1.0986,3.1781
S1_C0217,5.124,1.0986,0.0,0.6931,1.3863,0.0,0.0,0.0,0.0,1.7918,1.3863,1.0986,3.6889,0.0,2.3026,0.0,2.6391,1.9459,1.0986,1.3863,1.0986,2.3979,3.1355,0.0,1.3863,2.3026,0.0,2.3026,3.1781,0.6931
S1_C0218,0.0,0.6931,1.3863,0.6931,1.0986,2.7081,1.0986,0.6931,0.6931,1.3863,0.0,2.0794,4.4659,0.0,1.6094,0.0,1.9459,0.6931,4.4773,1.6094,1.3863,2.1972,2.5649,0.0,2.0794,1.9459,0.0,2.8332,0.0,2.0794
S1_C0219,0.6931,1.0986,2.3026,1.6094,1.3863,5.3845,1.3863,3.2581,5.2311,0.0,4.0775,4.4886,5.323,0.0,1.6094,2.3026,0.6931,1.0986,5.2523,0.6931,4.7958,5.273,0.0,0.6931,1.7918,1.3863,1.7918,1.7918,0.6931,1.0986
S1_C0220,1.3863,1.7918,1.3863,1.9459,1.3863,2.1972,0.6931,2.7081,0.0,0.0,2.5649,3.2189,1.3863,2.7081,2.3979,2.1972,0.0,1.3863,1.3863,1.0986,3.6889,0.0,0.0,5.2417,1.7918,1.6094,2.0794,0.6931,0.0,1.3863
S1_C0221,0.0,1.6094,1.9459,1.6094,0.0,5.3423,0.6931,4.0604,4.8122,0.6931,4.382,5.2679,5.2523,0.0,1.9459,2.9957,0.0,0.0,5.2417,1.3863,5.1648,5.0752,0.0,0.6931,1.0986,1.6094,2.1972,2.0794,1.3863,1.3863
S1_C0222,1.0986,2.3979,1.7918,0.0,1.9459,1.6094,1.0986,0.6931,0.0,2.0794,0.6931,0.0,0.6931,3.9318,2.7726,0.0,2.8332,2.0794,0.6931,2.3979,0.6931,0.0,1.0986,5.3181,1.6094,1.0986,0.6931,1.6094,1.0986,0.0
S1_C0223,4.4308,0.6931,0.0,0.0,1.7918,1.0986,0.6931,1.0986,0.0,1.7918,0.0,0.0,0.0,1.0986,0.0,0.6931,3.7377,1.7918,0.0,1.9459,0.0,0.6931,1.9459,1.3863,1.0986,0.0,1.0986,0.0,2.5649,1.6094
S1_C0224,1.3863,1.6094,1.0986,1.3863,0.6931,2.6391,0.6931,2.0794,0.0,0.0,1.0986,1.0986,2.0794,2.3979,3.1355,0.6931,0.0,1.6094,1.6094,2.0794,2.4849,0.0,0.6931,5.3471,1.0986,0.6931,1.3863,0.0,1.9459,0.0
S1_C0225,0.0,1.3863,1.0986,0.0,1.0986,5.3706,1.0986,1.6094,4.4308,1.9459,0.6931,0.0,3.3322,0.0,0.0,0.6931,5.3753,0.6931,5.2311,1.0986,0.0,3.1355,0.6931,0.0,1.9459,0.0,0.0,2.8332,0.0,2.0794
S1_C0226,1.0986,1.0986,0.6931,0.6931,1.3863,4.0943,1.3863,2.4849,3.1355,1.0986,2.0794,0.0,2.1972,2.8332,1.6094,1.3863,3.8067,2.3979,1.9459,1.7918,0.0,0.6931,0.0,3.4012,1.0986,0.0,0.6931,1.0986,0.6931,0.6931
S1_C0227,1.0986,1.9459,1.9459,0.6931,0.6931,0.6931,1.6094,0.0,0.0,1.3863,1.7918,0.0,0.0,4.2905,1.3863,1.0986,1.9459,1.6094,0.0,1.6094,0.0,0.0,1.0986,4.5951,0.6931,0.6931,1.6094,0.6931,1.3863,0.6931
S1_C0228,0.0,0.6931,2.0794,2.4849,1.0986,0.0,0.6931,2.0794,0.0,0.0,2.3026,2.7081,0.0,0.6931,0.6931,2.5649,0.0,1.0986,1.0986,0.6931,0.0,1.0986,1.7918,2.1972,0.6931,1.9459,4.6052,0.6931,0.6931,3.1781
S1_C0229,0.6931,0.0,1.9459,2.1972,1.6094,0.0,1.3863,2.4849,0.6931,1.0986,2.1972,1.7918,0.0,5.2983,0.6931,1.3863,0.0,0.0,0.0,1.3863,0.0,0.0,1.0986,5.2781,1.3863,0.6931,4.3567,0.0,0.6931,2.1972
S1_C0230,0.0,2.7081,1.3863,0.0,1.9459,0.0,0.0,0.0,1.0986,1.3863,0.6931,0.6931,0.0,2.6391,0.0,1.0986,4.5218,1.0986,1.0986,1.3863,0.0,1.9459,2.3979,1.0986,1.3863,0.6931,0.0,0.6931,0.6931,1.6094
S1_C0231,0.0,0.0,2.4849,1.9459,0.6931,4.4886,0.0,4.0073,2.3979,0.0,3.8712,4.9127,3.5264,0.0,2.5649,2.8904,0.0,0.6931,3.1781,0.0,5.1874,1.0986,0.0,4.92,1.3863,1.7918,2.6391,0.6931,1.6094,0.6931
S1_C0232,0.0,0.0,2.1972,2.1972,1.3863,2.5649,0.6931,3.3673,0.6931,0.6931,3.4657,3.4657,0.6931,1.3863,1.7918,2.4849,0.0,0.6931,0.0,2.0794,3.2189,0.0,0.0,5.3936,1.0986,1.3863,3.0445,0.6931,0.6931,1.6094
S1_C0233,0.0,1.0986,2.1972,1.9459,1.0986,4.4543,0.6931,3.0445,3.2189,0.0,4.1744,5.3083,5.3613,0.0,1.6094,2.8332,0.0,1.3863,4.6347,1.0986,5.2417,3.8501,0.0,2.3026,1.3863,1.6094,2.3979,1.3863,0.0,1.0986
S1_C0234,3.912,1.0986,1.0986,1.3863,1.0986,0.0,1.0986,1.0986,0.6931,1.0986,0.0,0.0,0.0,1.6094,0.6931,0.6931,3.1355,2.0794,0.0,1.0986,0.0,0.6931,2.0794,1.0986,1.3863,0.0,0.6931,1.3863,1.9459,0.6931
S1_C0235,0.6931,1.0986,1.0986,2.3979,1.9459,0.0,1.9459,1.0986,1.0986,1.6094,2.3026,2.7726,0.0,2.1972,0.6931,0.6931,1.6094,1.0986,0.6931,1.0986,0.6931,4.0073,3.0445,0.0,1.3863,1.6094,2.3026,1.0986,2.1972,2.4849
S1_C0236,0.0,1.7918,1.7918,0.0,1.3863,2.0794,1.7918,1.3863,0.0,1.3863,1.3863,1.6094,1.0986,4.4067,3.0445,1.0986,0.6931,1.9459,0.0,1.6094,0.6931,0.0,0.0,5.3566,1.3863,1.0986,1.6094,0.0,0.0,0.0
S1_C0237,0.0,1.0986,1.6094,0.6931,1.6094,2.6391,1.7918,1.6094,0.0,0.6931,1.6094,0.6931,0.6931,3.8918,3.8501,0.6931,2.1972,2.0794,0.0,1.9459,0.6931,0.0,0.0,5.323,1.7918,0.6931,0.6931,0.0,0.0,0.0
S1_C0238,0.0,0.6931,2.5649,2.0794,1.3863,0.0,1.0986,1.9459,0.6931,1.3863,1.3863,2.6391,0.0,1.9459,1.0986,1.7918,0.0,0.6931,0.0,1.0986,1.3863,0.6931,1.9459,1.0986,1.0986,1.9459,4.3175,1.0986,0.0,3.0445
S1_C0239,0.0,2.0794,1.7918,2.0794,1.6094,0.0,1.3863,0.0,1.6094,1.3863,2.3979,1.0986,0.6931,2.9444,2.1972,1.0986,2.4849,2.3026,0.0,1.0986,0.6931,1.6094,1.6094,0.0,1.0986,1.3863,0.6931,1.3863,1.3863,1.0986
S1_C0240,0.6931,1.3863,1.3863,1.0986,1.0986,2.8332,1.6094,2.0794,0.0,1.3863,1.0986,0.6931,2.1972,3.7612,3.4965,1.3863,1.6094,1.0986,1.6094,1.6094,0.6931,0.0,0.0,5.2781,1.0986,0.0,0.6931,0.6931,1.3863,0.0
S1_C0241,0.0,1.0986,2.0794,1.6094,1.0986,4.7449,1.0986,3.9703,2.9957,1.0986,2.9957,4.1897,4.0431,0.0,2.0794,2.7726,0.0,0.0,4.0254,0.6931,4.2195,2.5649,0.0,3.091,1.7918,2.5649,2.5649,1.7918,1.3863,1.9459
S1_C0242,5.0239,1.0986,0.6931,0.6931,1.3863,0.6931,0.6931,0.0,0.6931,1.7918,0.6931,1.6094,0.0,1.7918,1.0986,0.6931,3.2581,1.3863,1.0986,1.7918,0.0,1.0986,2.3026,0.6931,2.0794,1.3863,0.0,0.0,3.1781,0.0
S1_C0243,3.1781,1.3863,0.6931,1.3863,1.9459,0.0,1.0986,1.0986,0.0,1.0986,0.0,0.6931,0.0,2.8904,1.6094,0.0,1.0986,2.6391,0.0,1.0986,1.3863,0.6931,2.3026,3.3322,0.6931,1.0986,1.7918,1.0986,2.0794,1.0986
S1_C0244,4.2905,0.6931,1.3863,0.0,1.3863,1.0986,0.6931,2.0794,0.0,1.0986,2.8332,3.3322,0.0,1.9459,1.0986,1.6094,0.6931,2.7726,0.0,1.7918,1.9459,0.0,0.0,2.5649,1.0986,1.0986,3.2581,0.6931,3.1355,0.6931
S1_C0245,1.6094,2.8904,1.7918,1.3863,1.7918,0.6931,1.0986,0.6931,0.6931,2.6391,1.3863,0.0,0.0,2.6391,0.0,1.0986,4.1589,1.0986,0.6931,1.6094,0.0,1.3863,2.3026,1.0986,1.0986,0.6931,1.0986,1.6094,1.6094,1.7918
S1_C0246,0.0,2.1972,2.3026,0.0,0.6931,5.118,1.0986,2.3026,4.9053,1.3863,0.0,0.6931,3.1781,0.0,0.6931,1.0986,5.3706,1.0986,5.2983,0.6931,0.0,3.5553,0.0,0.0,1.9459,1.0986,0.0,2.5649,0.6931,1.9459
S1_C0247,2.9957,1.3863,1.0986,0.6931,0.6931,1.3863,0.6931,1.9459,0.6931,1.6094,0.6931,0.6931,0.0,2.7726,1.9459,0.0,3.7136,2.3026,1.0986,1.7918,0.0,0.0,0.6931,3.8286,1.9459,0.6931,1.0986,1.0986,1.3863,0.0
S1_C0248,5.3471,0.0,0.6931,2.1972,1.3863,0.0,0.6931,1.9459,0.0,1.0986,2.1972,2.1972,0.0,3.3322,0.6931,1.9459,0.0,2.0794,0.0,1.3863,1.6094,0.6931,1.3863,2.1972,0.6931,0.6931,3.3673,1.0986,2.9957,1.6094
S1_C0249,4.7449,0.6931,0.6931,1.9459,1.9459,0.0,0.0,1.3863,0.0,1.0986,3.434,3.6109,0.0,3.3322,0.6931,1.0986,0.0,2.3026,0.0,1.3863,1.3863,1.0986,0.0,2.0794,0.0,0.6931,3.6109,1.0986,2.4849,1.0986
S1_C0250,2.8904,1.6094,0.0,0.0,0.0,0.0,0.6931,0.0,0.6931,1.9459,0.0,0.6931,5.2781,0.0,2.9957,0.6931,4.1431,1.0986,2.4849,1.3863,2.4849,3.8286,5.247,0.0,1.3863,1.7918,0.6931,2.5649,2.3026,0.6931
S1_C0251,0.0,0.0,2.6391,2.4849,0.6931,2.7726,0.6931,3.989,1.7918,0.0,3.0445,3.7377,1.7918,0.0,2.0794,2.6391,0.0,0.6931,1.7918,1.0986,3.3322,1.0986,0.6931,5.323,1.3863,0.6931,2.6391,0.0,1.6094,1.3863
S1_C0252,0.0,2.7081,0.6931,1.3863,1.6094,0.0,0.6931,0.6931,1.3863,1.9459,1.0986,1.0986,1.0986,2.8332,1.0986,0.6931,4.1744,1.9459,1.0986,2.1972,0.0,2.6391,2.5649,0.0,1.6094,1.7918,1.0986,1.6094,0.0,1.7918
S1_C0253,1.3863,2.0794,1.3863,0.6931,1.7918,0.0,0.6931,0.0,0.6931,2.0794,1.3863,0.0,0.0,2.7081,0.0,0.0,4.5539,0.6931,0.6931,1.6094,0.0,0.0,2.0794,0.6931,1.3863,1.0986,1.0986,1.0986,0.6931,1.6094
S1_C0254,4.2195,0.6931,1.3863,2.4849,1.0986,0.6931,0.6931,0.6931,0.0,1.3863,0.0,0.6931,0.0,2.1972,0.0,0.6931,1.7918,1.6094,0.0,0.6931,0.6931,0.0,2.4849,1.9459,0.0,1.0986,1.0986,0.0,1.3863,1.3863
S1_C0255,4.2341,0.6931,0.0,2.3026,1.3863,0.0,0.6931,1.0986,0.0,1.6094,3.091,4.6444,0.0,2.0794,0.0,1.7918,0.0,1.3863,0.0,1.9459,1.0986,4.0943,1.0986,0.6931,0.6931,1.6094,4.8442,0.6931,2.6391,3.091
S1_C0256,2.1972,1.3863,0.0,1.0986,1.3863,2.1972,0.6931,1.6094,0.0,1.0986,1.0986,1.0986,1.0986,2.8332,2.1972,1.0986,3.2581,2.0794,0.6931,1.9459,0.0,0.6931,0.6931,3.7377,1.7918,1.3863,1.0986,1.0986,1.9459,0.0
S1_C0257,1.0986,1.0986,1.9459,1.6094,0.6931,2.3026,1.6094,1.6094,1.3863,0.0,1.3863,4.7005,4.2767,0.6931,1.6094,1.0986,0.0,0.6931,2.8904,0.0,5.247,2.3979,1.3863,1.7918,1.6094,2.1972,2.0794,0.6931,1.3863,1.9459
S1_C0258,0.0,0.0,2.0794,0.6931,1.3863,3.4012,1.7918,3.2189,2.3979,0.0,1.0986,2.0794,3.8286,0.0,1.3863,1.7918,1.0986,0.0,4.4308,1.3863,2.1972,2.3026,0.0,1.0986,1.6094,2.7081,1.6094,2.0794,0.6931,1.7918
S1_C0259,0.0,1.6094,1.7918,2.0794,1.3863,3.2581,0.6931,2.7726,2.3979,0.6931,2.8332,5.2204,4.7791,0.6931,2.1972,2.5649,0.0,0.6931,3.3322,1.0986,5.1761,2.1972,0.0,2.8904,1.0986,1.7918,1.9459,1.0986,1.9459,1.3863
S1_C0260,4.4659,0.6931,0.6931,0.0,0.6931,0.6931,0.6931,0.6931,1.0986,1.0986,0.6931,1.6094,1.0986,1.7918,1.7918,0.6931,3.7377,2.0794,0.0,1.9459,0.0,0.6931,1.7918,2.0794,1.6094,0.0,0.6931,2.1972,3.0445,0.6931
S1_C0261,4.6913,0.6931,1.6094,2.1972,1.0986,0.0,0.6931,1.0986,0.6931,1.7918,2.0794,3.4965,0.0,1.6094,0.6931,1.9459,0.0,1.7918,0.0,0.6931,0.6931,2.4849,1.6094,0.0,1.0986,1.6094,4.1271,0.0,2.7726,1.7918
S1_C0262,4.1271,1.3863,1.6094,2.8332,0.6931,0.0,1.0986,2.3026,1.6094,1.6094,4.1589,4.852,0.0,2.3979,0.6931,2.3026,0.0,1.7918,0.0,1.3863,1.0986,4.5218,1.9459,0.0,1.6094,0.6931,4.4659,0.6931,2.7726,2.9444
S1_C0263,1.0986,0.6931,1.7918,0.6931,1.3863,0.6931,1.0986,1.0986,0.6931,1.9459,0.0,0.0,1.6094,1.7918,1.6094,0.0,1.6094,0.6931,0.0,0.0,1.3863,0.0,3.4657,0.0,1.3863,1.7918,1.3863,1.6094,0.6931,1.6094
S1_C0264,4.5433,2.3026,0.6931,0.0,1.0986,1.0986,0.6931,0.0,2.0794,1.6094,1.0986,0.0,5.3613,1.3863,3.0445,0.0,4.852,2.7726,1.9459,2.1972,2.8904,2.1972,2.7726,0.0,1.3863,1.0986,0.0,1.0986,2.3979,0.0
S1_C0265,1.3863,1.9459,1.3863,0.0,0.6931,5.2983,1.6094,1.7918,5.3083,1.0986,0.0,0.0,3.2958,1.0986,0.6931,0.6931,5.2781,1.3863,5.1818,0.6931,0.0,2.3979,0.6931,0.0,2.0794,0.0,0.0,1.7918,1.0986,1.3863
S1_C0266,1.6094,1.3863,1.7918,3.0445,1.6094,0.0,0.6931,1.0986,1.6094,1.6094,3.434,3.6109,0.0,1.6094,0.6931,2.0794,0.6931,0.6931,0.6931,1.0986,0.0,3.4012,1.3863,0.0,1.0986,0.6931,4.5109,0.6931,1.9459,3.8918
S1_C0267,0.0,0.0,2.3979,2.7081,1.0986,0.0,1.0986,2.3026,0.0,1.0986,2.6391,2.5649,0.0,4.4886,0.0,2.0794,0.0,1.0986,0.0,0.0,0.0,0.0,0.6931,5.3181,1.0986,1.0986,4.92,0.6931,0.0,3.5835
S1_C0268,2.0794,1.0986,1.3863,2.3979,1.9459,0.0,1.0986,0.6931,1.3863,1.9459,3.091,2.7081,0.0,2.1972,0.0,1.0986,0.6931,1.3863,0.6931,1.7918,0.6931,4.3694,2.9444,0.0,0.0,0.6931,2.3026,0.6931,1.7918,2.8904
S1_C0269,0.0,1.0986,1.6094,2.7726,0.6931,0.0,1.0986,1.7918,0.0,0.6931,2.6391,2.7081,0.0,2.7726,1.0986,2.7081,0.0,0.6931,0.6931,0.0,0.0,1.7918,1.9459,2.1972,1.3863,1.3863,4.7875,0.6931,1.3863,3.7842
S1_C0270,0.0,2.3979,2.3979,1.3863,1.6094,5.4205,1.3863,2.0794,4.654,1.3863,0.0,0.0,1.9459,0.0,0.0,0.0,5.2311,1.7918,4.2905,1.3863,0.0,2.3979,0.6931,0.0,0.6931,0.0,0.0,1.9459,0.0,1.7918
