# synthetic, for demo only -- 5 cell types x 110 cells x 160 genes, seed=572
cell_id,cell_type,G000,G001,G002,G003,G004,G005,G006,G007,G008,G009,G010,G011,G012,G013,G014,G015,G016,G017,G018,G019,G020,G021,G022,G023,G024,G025,G026,G027,G028,G029,G030,G031,G032,G033,G034,G035,G036,G037,G038,G039,G040,G041,G042,G043,G044,G045,G046,G047,G048,G049,G050,G051,G052,G053,G054,G055,G056,G057,G058,G059,G060,G061,G062,G063,G064,G065,G066,G067,G068,G069,G070,G071,G072,G073,G074,G075,G076,G077,G078,G079,G080,G081,G082,G083,G084,G085,G086,G087,G088,G089,G090,G091,G092,G093,G094,G095,G096,G097,G098,G099,G100,G101,G102,G103,G104,G105,G106,G107,G108,G109,G110,G111,G112,G113,G114,G115,G116,G117,G118,G119,G120,G121,G122,G123,G124,G125,G126,G127,G128,G129,G130,G131,G132,G133,G134,G135,G136,G137,G138,G139,G140,G141,G142,G143,G144,G145,G146,G147,G148,G149,G150,G151,G152,G153,G154,G155,G156,G157,G158,G159
C0276,Mono,3,2,2,1,2,4,2,2,5,1,2,0,0,0,3,1,1,0,2,0,9,1,0,4,4,0,3,8,0,4,3,2,2,3,2,3,3,2,3,1,0,3,0,7,1,0,1,1,2,2,5,2,1,0,5,2,0,4,0,0,5,1,2,2,2,0,0,3,2,1,1,3,10,2,1,2,2,3,7,2,1,4,4,2,0,3,4,5,1,4,4,3,1,5,3,3,2,0,1,2,7,1,0,1,0,4,1,3,0,0,2,0,0,2,1,4,0,1,1,0,0,1,2,1,2,3,1,2,2,3,1,1,1,0,2,1,1,3,0,2,1,4,0,0,0,3,2,2,1,2,0,4,0,3,2,1,1,1,3,2
C0277,Mono,4,4,3,2,1,4,4,3,7,2,9,1,1,3,5,2,5,0,0,3,2,2,2,3,1,4,2,5,0,0,9,11,0,5,8,2,8,3,1,3,0,2,0,8,4,2,1,2,5,4,9,7,3,0,8,1,0,8,2,0,7,0,8,2,4,2,1,5,3,1,2,9,20,2,6,4,7,7,3,1,8,12,7,8,2,9,10,5,3,4,7,4,1,6,4,5,3,1,0,1,9,1,6,1,3,5,10,3,2,0,2,0,5,2,3,4,6,4,4,2,0,1,2,2,1,2,3,3,0,4,3,2,1,2,5,0,1,4,3,0,0,8,1,1,1,1,6,7,2,3,1,2,2,5,0,1,2,3,2,4
C0278,Mono,7,4,6,1,5,10,2,3,11,3,6,1,1,6,5,2,4,6,0,2,4,1,2,4,6,2,1,18,2,1,18,9,4,1,5,2,8,4,4,5,4,4,1,9,4,0,6,5,9,7,17,7,3,4,12,4,7,12,6,0,4,0,8,7,4,2,2,11,6,2,3,8,17,7,8,9,7,6,7,3,4,20,5,10,8,8,15,22,12,7,7,3,0,14,12,7,4,2,4,4,9,4,4,0,5,6,11,3,0,1,0,2,3,3,8,9,7,7,3,3,3,1,14,4,5,5,4,3,4,4,3,5,3,2,7,2,6,12,5,2,1,12,2,0,5,5,7,7,1,8,3,3,2,3,2,1,1,8,12,8
C0279,Mono,6,1,3,1,2,3,3,5,3,2,3,1,3,3,5,4,10,0,1,2,9,1,1,5,1,2,0,12,2,2,6,6,4,3,8,1,3,1,2,3,1,7,0,6,3,1,7,4,5,9,9,7,4,3,5,1,1,7,1,1,5,1,4,4,1,0,4,3,3,2,4,12,18,4,4,6,5,6,6,3,4,12,7,7,3,5,9,13,7,6,7,4,3,5,4,10,10,0,1,3,12,2,4,2,2,6,9,2,1,2,0,0,3,5,3,2,2,4,1,2,3,0,7,1,2,5,2,4,3,3,2,2,5,0,4,2,1,8,1,2,2,9,0,3,1,1,5,6,1,1,4,1,1,9,1,2,2,5,7,0
C0280,Mono,7,2,5,0,2,4,1,3,9,0,4,0,1,1,1,1,3,2,1,3,2,5,0,2,2,0,3,8,3,0,8,1,1,4,5,1,5,1,4,4,3,3,1,7,3,1,5,2,1,7,7,5,4,3,4,1,4,5,2,2,2,0,2,5,0,2,5,7,3,1,3,10,21,8,8,4,3,4,3,1,4,8,4,4,2,7,10,8,8,1,9,2,0,9,7,3,3,2,2,1,7,2,3,0,3,6,9,1,2,0,1,1,1,1,2,3,7,2,2,3,0,1,5,0,0,3,3,4,1,1,0,0,4,0,5,0,4,6,5,0,0,7,0,0,1,1,6,6,2,1,0,1,1,8,2,0,3,3,6,2
C0281,Mono,6,3,1,0,2,5,3,3,1,3,3,0,1,2,3,2,0,2,1,5,3,2,2,1,3,1,1,4,0,1,8,3,1,1,7,1,2,3,3,3,2,1,0,9,1,1,4,4,2,2,10,1,0,0,5,1,2,4,2,2,5,0,1,1,3,2,1,6,3,0,3,12,14,1,3,1,3,3,4,1,4,12,5,6,3,3,11,8,6,7,3,2,0,7,7,4,6,1,0,3,6,1,5,0,1,3,4,1,0,0,0,0,2,3,7,6,3,7,2,1,1,0,10,1,1,2,1,1,0,2,0,1,4,0,7,0,1,4,5,0,0,3,1,2,1,1,5,4,1,1,0,3,3,4,0,1,0,3,4,1
C0282,Mono,11,1,2,3,3,5,5,2,8,1,11,0,1,7,2,2,6,2,1,7,6,3,3,4,7,6,2,6,2,0,7,9,6,3,7,4,5,2,4,7,2,4,1,12,5,0,5,7,4,13,14,5,3,1,8,2,6,12,6,3,3,2,3,6,4,4,2,7,8,2,8,16,19,3,6,11,7,8,9,0,5,31,9,9,3,7,17,22,14,8,13,3,2,9,11,5,7,1,3,4,17,3,6,1,4,10,10,3,1,1,2,2,4,6,5,10,10,14,0,2,1,1,11,7,5,11,3,3,1,4,3,5,8,2,4,4,4,10,3,1,1,7,0,4,4,2,9,6,1,8,7,3,3,5,3,0,3,5,6,2
C0283,Mono,4,0,2,0,0,1,0,2,3,0,2,0,1,4,1,0,2,0,0,2,1,1,2,3,2,1,0,0,1,0,3,1,0,2,3,2,2,3,3,4,0,5,0,4,2,0,1,3,0,6,6,1,0,2,4,0,2,6,3,1,3,1,5,2,2,1,0,6,3,0,1,3,8,1,5,4,3,2,3,0,0,5,0,2,0,1,7,8,2,4,6,1,0,3,5,3,1,1,0,2,4,0,1,1,1,4,1,3,1,0,0,1,1,3,1,4,4,3,1,1,2,0,3,0,0,1,1,1,0,1,2,1,1,1,1,0,2,1,0,0,0,4,0,2,2,0,3,4,1,3,0,4,2,5,0,1,1,0,3,1
C0284,Mono,14,0,8,1,2,7,6,8,14,2,7,0,2,3,8,3,1,4,0,5,4,1,0,2,6,2,4,18,2,1,14,3,3,6,8,2,15,3,6,14,1,3,0,9,2,2,8,1,8,14,18,5,3,4,11,3,5,4,6,1,2,0,13,7,4,7,2,5,16,0,7,7,28,7,11,9,12,8,8,0,3,22,9,6,5,8,18,15,11,6,13,4,1,18,8,9,7,3,3,2,13,3,8,2,7,8,5,2,1,0,3,3,3,1,6,8,7,5,3,5,2,0,10,8,4,2,2,5,3,4,4,4,2,1,7,1,1,16,4,1,4,16,1,0,5,3,10,7,3,4,1,6,0,5,5,1,1,4,7,5
C0285,Mono,5,1,0,4,5,3,2,3,9,1,4,0,2,3,3,1,5,1,1,2,7,0,0,4,7,2,3,5,2,2,7,5,1,4,5,4,3,0,3,5,0,2,0,6,3,0,2,1,8,5,16,5,0,2,6,2,6,5,1,0,4,1,3,3,4,0,2,2,5,0,2,5,11,2,7,6,4,6,3,1,2,5,0,3,2,4,15,9,8,1,1,2,0,11,6,4,4,0,1,1,5,3,3,2,0,2,6,3,0,1,0,1,2,1,3,4,5,2,0,2,1,0,2,3,3,2,1,0,1,6,3,6,2,0,0,1,1,0,1,3,0,6,0,2,2,1,6,3,1,2,3,2,1,0,1,1,1,1,5,1
C0286,Mono,8,0,3,0,1,2,3,4,5,4,2,1,1,2,0,2,0,2,1,3,3,0,2,4,5,1,2,6,0,0,7,7,2,3,7,1,3,3,3,2,1,1,0,7,5,1,3,1,8,8,10,2,1,1,3,0,2,9,2,1,2,0,4,4,4,0,0,5,1,3,2,12,15,1,6,8,1,4,7,5,2,3,5,2,3,4,7,11,3,9,5,1,1,4,8,4,4,1,0,1,3,0,4,1,0,2,6,1,0,3,1,2,0,5,2,4,6,4,2,2,0,0,9,3,2,4,1,3,1,1,1,3,3,0,2,0,1,3,5,1,0,5,2,1,0,1,6,5,1,0,1,3,1,5,2,0,3,5,2,1
C0287,Mono,10,1,3,1,2,3,2,6,3,3,3,1,2,3,6,1,2,3,1,1,6,0,1,2,4,1,3,13,3,2,12,5,2,2,7,4,12,1,4,5,3,3,1,8,5,2,6,4,9,8,11,8,0,2,3,2,2,10,2,0,9,0,3,10,2,2,1,2,4,0,6,12,19,5,7,4,5,5,8,2,2,17,3,5,3,6,8,19,9,2,15,3,0,6,6,4,4,3,1,4,13,4,4,1,1,5,5,5,0,0,0,1,3,2,9,3,7,4,3,2,3,0,8,6,4,8,4,1,0,3,1,7,1,0,3,4,2,7,2,1,0,10,0,3,6,3,9,6,1,3,1,4,1,4,0,1,1,3,3,0
C0288,Mono,1,0,3,0,0,2,3,0,8,2,7,0,2,5,3,0,5,0,0,1,1,0,0,4,3,1,2,3,0,0,3,4,3,1,1,2,5,1,2,4,0,1,1,3,1,3,6,2,3,7,4,2,0,0,5,1,3,6,0,0,5,0,6,4,3,1,0,5,3,1,3,3,8,1,2,2,8,8,4,2,2,11,3,3,4,3,12,10,2,7,3,5,0,6,7,2,2,2,2,2,11,1,3,0,1,2,2,0,2,0,0,0,0,1,4,5,8,4,2,0,0,0,4,5,3,0,1,1,0,2,1,1,1,0,2,2,0,6,2,0,1,2,0,2,2,3,3,2,1,1,0,1,2,3,1,1,1,1,2,1
C0289,Mono,12,1,2,1,1,6,2,4,11,3,7,0,5,2,2,2,2,0,2,4,4,1,1,6,5,0,2,8,1,0,11,7,2,2,4,3,4,2,2,7,0,7,1,5,6,0,10,2,8,7,7,2,2,1,6,1,7,5,5,2,9,2,7,1,2,2,0,7,9,1,3,10,15,7,7,7,5,9,2,2,9,12,5,4,2,4,18,13,7,8,5,1,1,7,2,9,3,4,0,1,14,4,4,0,2,2,14,3,1,2,0,0,1,3,3,4,4,5,2,2,1,0,3,4,4,3,2,3,2,2,5,3,5,1,3,2,0,7,1,0,0,10,1,1,1,1,8,4,1,2,1,3,1,5,1,0,2,4,2,1
C0290,Mono,1,2,1,1,2,3,2,1,4,1,5,1,2,2,1,2,1,1,3,6,4,0,0,2,0,1,1,7,0,0,2,5,1,2,4,0,4,0,2,2,0,3,0,2,2,2,2,1,1,5,8,3,2,1,4,0,1,1,2,1,1,1,2,2,3,3,0,1,1,0,2,9,10,6,2,1,3,4,3,1,4,11,2,3,1,2,8,7,1,1,4,3,0,8,0,3,3,3,0,0,4,1,3,0,2,4,0,0,0,0,1,0,1,0,3,0,5,1,0,3,1,0,1,1,1,4,2,2,1,1,3,2,4,0,3,0,0,2,0,1,1,3,0,1,2,0,7,8,2,5,0,4,1,2,1,0,2,1,2,0
C0291,Mono,4,0,3,0,2,3,2,2,1,0,1,0,3,1,1,2,1,0,1,1,2,0,0,0,1,1,0,1,0,0,6,4,2,2,4,1,0,1,3,3,0,1,1,1,4,1,2,3,4,3,5,3,0,0,1,0,3,1,2,0,1,0,1,1,0,1,0,2,1,2,1,4,7,0,4,3,0,4,5,0,1,8,1,1,1,4,10,4,3,3,7,1,0,1,1,2,0,0,1,2,2,1,3,0,3,3,3,1,2,0,0,0,2,0,1,3,4,2,0,0,1,1,3,1,3,3,1,3,0,1,2,0,1,0,3,4,1,3,0,2,1,3,1,0,1,1,3,2,0,2,0,0,0,2,3,0,0,2,2,2
C0292,Mono,3,0,3,0,3,2,2,0,4,0,0,0,0,0,0,2,0,0,1,0,1,1,2,0,1,0,0,8,0,0,0,2,1,0,5,0,2,0,2,3,1,2,1,5,3,0,1,1,1,1,1,2,0,3,1,0,0,4,0,0,2,0,0,2,4,0,0,4,3,0,3,2,2,1,1,1,2,4,3,1,2,4,4,2,0,2,8,3,5,1,3,2,0,4,3,1,1,1,0,2,2,1,2,0,0,1,2,0,0,1,0,1,0,0,2,2,3,4,1,2,0,0,2,1,3,3,1,2,0,0,2,1,2,0,2,0,0,2,0,0,1,1,1,0,0,0,5,2,1,0,0,1,0,1,0,0,1,0,2,0
C0293,Mono,14,2,7,2,4,3,2,3,13,1,8,0,4,4,5,5,5,5,1,3,4,1,4,3,3,1,3,17,1,5,10,7,3,4,7,1,13,6,6,9,3,6,1,9,6,4,6,5,10,7,10,4,4,3,7,4,3,10,2,1,5,1,8,7,0,3,0,5,4,1,7,14,30,6,3,6,6,10,8,3,3,22,7,5,3,4,14,11,9,10,10,0,0,15,9,4,5,1,3,5,10,5,5,0,2,5,7,3,0,1,2,3,2,7,7,5,8,5,5,2,3,2,10,5,5,9,3,0,3,7,3,2,4,1,8,1,1,8,5,2,2,13,1,2,8,1,7,7,1,2,3,2,1,7,2,1,3,3,5,3
C0294,Mono,4,3,6,0,3,10,8,3,8,2,11,1,1,2,7,3,5,2,1,6,9,3,1,8,4,3,1,6,1,4,7,8,5,3,9,1,11,3,6,6,2,2,0,11,1,2,6,5,4,16,14,6,3,3,12,0,1,8,6,2,8,1,9,5,7,2,1,8,6,5,2,15,20,11,6,9,5,7,14,3,7,21,11,5,8,3,30,16,10,10,8,7,3,13,8,5,7,2,4,4,11,6,4,1,5,3,18,3,1,0,0,2,2,4,4,5,14,5,2,1,3,2,8,4,1,2,4,3,1,4,2,3,5,3,10,2,1,3,4,0,3,13,2,2,5,3,10,11,1,7,0,2,0,6,1,0,4,7,11,6
C0295,Mono,7,0,1,1,0,5,4,1,9,2,5,1,1,1,1,1,2,2,0,4,2,1,0,4,1,0,5,3,0,1,4,3,2,3,6,1,3,0,2,4,1,6,1,4,6,3,5,1,5,3,9,2,3,3,8,2,5,6,1,0,2,2,5,4,3,5,0,1,6,1,6,6,12,3,2,4,6,4,4,0,0,7,2,2,2,7,9,2,6,5,1,0,0,6,7,5,1,1,1,0,9,1,2,0,1,3,7,0,5,0,1,1,2,4,1,2,3,4,2,3,1,1,7,1,3,3,2,5,0,1,1,0,5,0,5,0,3,3,2,0,1,1,1,2,1,3,2,4,1,1,3,3,1,5,3,1,3,4,2,2
C0296,Mono,2,0,3,0,0,4,1,2,3,4,3,0,0,4,1,2,3,1,0,4,3,2,0,1,2,0,2,5,3,0,7,4,0,3,3,1,4,0,3,2,3,0,0,2,3,1,5,3,7,2,3,0,0,0,4,0,2,10,1,0,1,0,2,4,2,1,1,2,4,0,2,7,12,1,1,2,3,2,6,2,2,6,7,2,1,6,5,11,5,2,7,4,0,7,2,7,1,1,0,2,4,1,0,0,3,0,1,4,0,0,0,0,1,1,4,2,6,1,1,3,3,0,1,1,2,4,5,1,1,3,3,3,5,0,1,1,1,6,0,0,0,4,0,0,1,1,9,5,1,2,5,4,1,5,2,0,0,3,2,2
C0297,Mono,1,2,0,2,2,4,1,2,4,1,3,2,2,3,5,1,2,1,1,3,3,0,0,2,4,1,2,7,2,3,3,7,5,3,4,2,3,3,2,4,1,1,1,1,5,0,1,4,6,4,5,2,2,0,3,1,5,4,0,1,2,0,5,2,2,3,2,0,3,0,1,5,14,4,3,5,0,5,5,1,2,8,3,5,1,2,6,11,5,3,4,3,0,5,3,3,4,0,1,2,6,0,4,0,1,5,7,3,2,0,2,2,2,3,0,2,3,2,0,1,1,1,4,3,1,3,5,1,0,1,3,3,3,0,6,2,3,5,0,0,2,6,0,1,0,1,2,2,1,2,3,1,2,1,0,1,1,3,4,0
C0298,Mono,11,1,3,1,4,5,2,1,0,3,3,1,1,2,2,0,0,1,0,1,6,2,2,3,6,3,4,11,2,1,8,6,2,3,8,1,5,2,0,6,2,3,0,6,4,0,5,2,3,18,9,7,2,2,9,0,3,5,6,1,7,1,6,7,3,1,2,1,8,0,4,9,17,8,6,9,6,10,9,1,0,7,6,5,3,4,15,11,8,5,7,3,0,8,4,3,7,0,0,3,10,3,3,2,3,1,6,3,3,1,0,2,0,4,5,4,11,8,2,6,4,1,8,5,3,3,1,5,5,6,1,2,3,3,8,1,4,10,5,1,0,11,0,1,5,3,5,5,0,3,1,1,1,3,3,0,2,4,4,2
C0299,Mono,4,1,2,2,2,2,1,1,1,0,4,0,1,2,1,0,2,0,0,1,0,1,0,3,0,0,0,1,0,0,5,0,1,0,1,1,4,1,1,2,0,1,0,3,2,0,0,0,1,4,7,1,0,6,1,1,1,4,2,1,1,0,2,0,2,0,0,1,2,1,1,2,5,5,2,2,1,3,2,0,1,6,1,3,1,3,3,4,4,1,2,1,0,6,1,2,0,1,0,1,1,1,1,0,1,2,2,1,0,0,1,0,3,2,0,3,5,1,1,0,1,0,0,2,3,3,0,1,1,1,3,0,3,0,2,1,0,4,2,1,0,1,0,0,0,0,3,0,0,1,2,2,0,2,1,0,1,2,1,3
C0300,Mono,2,1,6,1,2,4,0,2,5,4,4,0,1,3,2,2,1,2,0,1,3,0,0,2,1,1,2,11,0,1,11,5,1,1,4,3,3,1,2,3,0,0,1,4,3,1,3,2,10,5,12,4,0,0,2,0,0,4,4,0,4,0,1,1,1,1,1,3,3,1,3,6,17,5,7,5,2,4,9,0,4,10,4,6,6,6,7,13,9,4,2,1,0,14,3,3,4,0,0,0,8,5,3,2,1,7,5,4,1,0,0,0,1,5,4,2,8,5,3,2,4,0,4,2,3,4,2,1,4,2,2,0,2,1,4,2,5,1,2,1,0,9,0,2,2,1,7,3,1,3,0,1,2,2,0,0,2,2,2,2
C0301,Mono,5,4,3,2,1,9,4,4,10,2,2,0,2,5,1,3,3,1,1,3,7,3,0,3,5,1,1,10,0,1,7,1,1,1,7,3,5,2,2,14,3,3,0,2,5,0,4,2,11,4,8,6,2,2,7,3,6,6,2,1,7,1,3,4,1,1,3,2,4,1,1,10,17,3,6,6,10,6,7,3,3,8,5,6,1,3,13,8,5,2,3,2,0,9,4,4,4,4,4,2,8,4,3,1,3,3,8,4,2,0,3,2,2,6,3,4,5,5,3,4,1,0,7,6,2,4,0,2,3,6,2,2,6,0,3,3,4,11,6,1,2,5,0,4,0,3,8,4,1,2,7,1,1,3,2,0,0,1,7,1
C0302,Mono,2,0,2,0,2,0,0,0,1,2,1,1,0,4,2,0,1,2,0,0,1,1,0,3,0,1,1,2,0,1,2,2,0,0,1,0,2,2,0,2,2,0,0,5,0,0,2,0,1,2,2,1,0,1,4,1,0,2,1,0,0,0,1,3,1,1,0,1,1,0,2,2,3,0,1,2,3,2,4,2,0,8,2,0,1,0,2,0,1,1,4,0,0,1,2,1,2,0,0,1,0,0,2,1,0,4,0,0,1,0,0,0,1,0,2,3,1,2,3,0,1,0,2,2,2,1,1,0,0,0,1,0,0,1,2,0,0,1,0,0,0,2,0,0,2,0,1,3,1,2,0,1,0,1,0,1,1,1,1,0
C0303,Mono,10,1,3,0,2,6,2,2,8,5,4,2,0,2,6,2,4,1,2,2,6,1,2,3,2,4,3,6,1,0,8,10,2,4,5,5,4,2,2,6,1,0,1,5,4,0,0,3,3,4,8,5,3,0,5,0,5,7,7,2,1,0,4,3,0,0,1,4,0,1,3,15,19,5,1,4,5,7,5,1,2,10,4,7,4,5,16,14,9,5,9,3,0,5,2,1,3,2,0,3,6,2,4,2,0,3,6,3,0,0,1,2,2,2,2,1,5,4,2,3,0,2,5,0,3,0,2,1,1,2,2,2,2,0,1,2,1,5,2,2,0,6,1,1,2,2,6,4,1,4,2,1,0,5,0,0,2,3,3,3
C0304,Mono,11,1,6,0,2,2,3,2,9,0,5,1,2,6,8,1,3,1,1,4,1,0,0,5,3,2,1,3,2,1,10,6,2,7,8,4,9,3,3,13,2,5,1,7,8,4,7,7,9,14,13,3,1,2,8,4,4,5,3,1,2,1,7,8,2,4,1,7,5,0,0,5,32,6,8,8,8,6,8,1,4,10,7,5,4,7,20,9,6,1,10,4,0,8,6,11,9,2,0,2,7,5,5,0,1,3,7,2,1,0,3,3,1,4,9,10,8,7,2,3,1,0,5,2,4,6,5,5,3,1,1,3,4,3,4,1,4,5,9,1,5,5,1,0,3,1,11,1,0,3,0,4,3,6,2,0,3,2,2,1
C0305,Mono,6,1,1,0,0,0,4,7,4,0,7,0,2,2,1,0,4,0,0,3,7,1,0,2,2,0,2,4,3,2,5,3,0,2,4,3,4,2,2,3,2,4,0,3,3,0,2,3,3,2,10,5,0,2,5,2,0,7,1,0,3,0,2,5,2,3,1,2,6,0,4,9,19,4,3,1,6,4,1,5,3,10,6,2,7,6,13,11,4,0,1,5,2,3,2,3,6,0,1,0,6,3,2,0,1,7,6,0,1,0,0,1,0,1,4,4,6,7,4,1,1,0,4,2,1,0,2,0,0,3,1,6,2,2,5,1,0,5,0,0,4,5,1,0,1,4,4,2,1,1,0,3,1,6,2,1,3,7,7,1
C0306,Mono,4,1,2,1,0,2,3,1,2,0,2,0,1,2,2,1,1,1,0,1,2,0,0,1,1,2,2,2,0,0,3,1,0,5,1,3,1,2,0,6,2,3,0,1,0,0,1,2,1,2,1,0,0,1,2,1,0,2,0,0,1,0,1,4,1,0,0,3,1,0,0,4,9,0,2,1,3,1,6,0,1,5,2,2,0,1,5,4,3,0,3,1,0,7,1,3,2,0,1,0,4,0,2,0,0,1,1,0,1,0,0,0,1,2,2,0,1,2,0,1,0,1,4,1,1,3,2,2,1,0,0,1,0,1,2,2,0,2,2,0,2,3,0,2,2,1,3,1,0,0,0,0,0,3,0,0,1,2,2,0
C0307,Mono,7,4,1,1,2,6,2,0,3,3,4,0,3,6,2,1,4,0,1,4,3,1,1,4,3,1,2,7,0,2,5,5,1,2,5,1,2,0,4,2,0,3,1,4,1,0,2,2,6,4,2,4,1,2,1,1,1,4,2,1,4,1,2,8,0,1,1,0,2,0,3,10,8,1,3,1,3,5,2,1,2,9,3,5,1,2,6,9,5,6,9,1,1,8,4,4,1,1,1,1,0,0,0,0,1,3,6,0,1,1,0,0,0,0,1,7,6,2,1,1,0,1,6,4,4,3,3,2,3,1,5,2,5,0,5,1,2,7,3,0,2,2,2,3,2,2,3,3,0,3,0,3,0,4,1,2,1,2,5,2
C0308,Mono,4,4,4,1,0,1,2,1,5,0,2,0,2,0,2,0,2,1,0,2,3,0,0,1,2,0,1,8,2,1,3,3,3,1,3,2,6,1,1,4,0,2,2,3,1,1,2,1,1,3,6,4,3,2,7,0,4,5,1,0,3,0,5,4,2,3,0,3,5,0,0,13,11,6,2,4,3,3,4,1,5,11,4,1,0,6,12,5,2,4,6,1,1,9,3,3,3,0,2,2,6,1,3,0,0,2,3,4,0,3,0,0,1,1,2,5,1,4,4,0,1,2,4,7,3,1,6,1,0,2,0,3,2,0,6,0,1,2,0,0,0,5,0,4,2,1,4,1,1,1,0,1,0,4,1,1,0,0,5,1
C0309,Mono,6,4,4,0,2,3,0,3,4,2,5,0,1,1,3,0,2,2,1,2,2,0,2,2,2,0,0,5,2,0,8,7,2,2,3,1,4,2,2,4,3,6,0,6,1,0,6,3,3,12,5,4,2,2,8,2,8,6,3,2,5,0,2,4,5,2,3,4,4,1,3,11,14,3,1,2,7,6,7,4,2,15,6,3,4,2,17,5,7,3,8,0,0,7,8,2,2,4,2,0,4,3,2,2,0,5,7,6,0,3,1,1,0,2,1,6,9,5,2,4,1,0,8,3,0,1,4,3,1,4,1,2,8,0,4,1,5,3,6,0,1,7,0,3,1,3,4,6,0,0,4,1,2,6,1,1,2,3,2,0
C0310,Mono,7,0,3,0,3,3,3,4,6,4,1,0,1,2,4,0,2,0,0,3,2,1,2,3,5,0,2,3,3,2,10,3,3,0,6,0,5,2,0,1,1,6,2,5,0,0,5,4,5,3,6,3,2,1,8,2,4,4,0,0,3,0,7,5,3,3,3,9,6,1,2,7,15,6,1,4,1,1,6,2,6,14,5,5,2,4,8,13,7,5,7,3,0,12,5,1,3,1,0,4,10,3,6,1,1,4,6,2,1,0,0,1,3,1,5,8,4,1,1,3,2,1,4,0,2,2,2,3,1,3,1,1,4,1,9,0,1,3,4,2,0,7,2,3,4,1,4,11,0,3,2,4,2,7,0,0,2,1,2,2
C0311,Mono,5,2,4,0,0,4,3,3,4,1,6,1,2,3,2,2,0,0,0,0,4,0,1,3,4,2,2,3,2,1,1,2,0,1,6,2,2,3,2,3,0,0,0,3,0,1,3,1,3,3,9,2,1,3,3,1,1,3,2,0,4,0,1,5,4,0,1,4,2,0,1,7,7,3,1,3,1,8,0,1,2,6,0,3,3,3,5,12,7,4,5,2,1,6,5,2,2,1,1,0,5,1,1,0,0,2,4,1,0,0,0,1,1,2,0,3,0,4,1,0,0,0,3,0,4,0,0,1,0,1,0,4,4,0,1,2,1,1,1,0,2,3,0,1,1,1,7,1,0,3,1,1,0,1,1,0,0,2,2,0
C0312,Mono,12,1,4,1,3,7,2,1,8,3,8,0,1,5,5,3,3,1,1,3,2,2,1,2,5,2,1,10,3,0,9,9,0,2,3,3,6,3,3,3,1,4,0,5,2,0,5,4,6,4,11,5,1,1,11,3,0,5,6,1,3,0,8,3,3,3,4,5,8,0,0,15,15,7,6,6,4,3,3,1,9,12,9,9,2,5,19,15,5,9,9,0,0,6,6,4,3,1,2,1,13,2,7,1,1,7,10,3,0,1,0,2,3,3,6,6,9,8,1,3,1,2,6,4,2,4,3,3,2,3,1,5,5,0,4,0,4,4,3,1,3,7,0,0,1,5,5,5,0,1,2,3,1,3,2,1,2,2,5,2
C0313,Mono,8,3,3,2,2,12,6,6,9,2,11,0,2,2,2,2,3,5,0,4,7,1,1,10,14,2,4,10,5,5,12,10,1,5,1,4,11,5,4,4,2,5,1,14,8,1,6,2,5,10,15,4,3,0,10,0,5,5,3,1,4,1,2,10,6,4,2,3,10,4,5,10,24,8,8,8,5,5,9,6,7,16,6,7,3,11,15,19,8,1,12,6,0,6,5,9,7,6,0,3,10,7,5,1,5,4,5,4,1,1,1,3,3,2,8,4,11,7,6,2,1,4,9,1,4,2,3,1,0,7,6,5,6,2,12,3,3,11,3,1,2,10,2,1,7,2,13,6,1,7,5,8,6,6,2,0,2,4,5,4
C0314,Mono,8,1,2,0,1,3,0,2,2,2,4,1,2,1,3,1,1,0,1,0,3,1,0,3,0,1,0,1,1,1,5,7,1,2,1,0,3,1,4,4,1,6,1,4,5,3,1,3,4,6,8,0,1,1,2,0,1,5,1,0,4,0,1,2,2,1,0,3,3,1,3,8,6,3,3,5,4,5,2,0,1,6,5,4,2,2,10,9,3,3,7,1,1,4,4,4,4,1,0,0,6,1,2,0,3,4,6,1,0,0,1,0,0,0,0,8,2,1,2,1,1,0,0,0,1,2,1,2,1,2,2,1,2,0,3,0,1,4,2,0,1,5,0,2,0,3,5,5,0,1,1,2,0,3,2,0,1,3,4,0
C0315,Mono,6,2,1,1,0,2,3,3,3,3,2,1,0,1,4,1,4,1,0,2,2,0,1,3,2,1,1,6,1,0,8,2,2,5,4,1,4,0,0,4,0,3,0,1,5,0,4,2,7,5,4,1,2,0,4,2,1,0,1,1,2,0,1,1,1,1,1,3,3,0,3,6,9,2,4,3,4,3,6,3,3,7,7,2,4,6,10,6,2,2,3,2,0,4,4,0,3,1,1,3,7,0,1,1,0,7,7,1,2,0,0,4,1,1,0,2,7,2,6,1,0,1,3,3,2,1,3,1,0,1,1,0,2,1,2,1,2,3,0,0,1,2,3,1,1,1,3,5,0,1,0,0,0,4,0,1,2,1,2,4
C0316,Mono,3,1,2,0,1,1,3,2,2,2,3,0,0,3,2,2,1,1,0,0,4,0,0,3,2,1,1,6,0,0,3,6,0,1,2,1,3,0,1,2,1,2,0,1,1,2,0,4,1,1,7,2,0,2,4,3,1,5,0,1,2,1,4,2,1,2,0,6,2,1,2,8,10,1,2,5,2,2,4,1,3,6,4,2,0,4,8,10,4,1,2,1,0,3,3,1,2,1,0,0,3,0,1,0,2,2,8,2,0,0,1,0,1,1,3,4,9,4,1,0,3,0,6,1,0,4,0,4,0,1,1,0,2,0,3,1,1,5,3,0,1,11,0,0,1,3,3,3,0,1,0,5,0,0,0,0,5,2,0,1
