# synthetic, for demo only -- generated by 580_novae_spatial_fm.py
cell_id,slide,x,y,domain_true,cell_type_true,G000,G001,G002,G003,G004,G005,G006,G007,G008,G009,G010,G011,G012,G013,G014,G015,G016,G017,G018,G019,G020,G021,G022,G023,G024,G025,G026,G027,G028,G029,G030,G031,G032,G033,G034,G035,G036,G037,G038,G039
s1_c0258,slide1,5.815,13.915,D1,CT3,1,3,2,3,0,0,0,0,2,1,0,2,0,1,1,5,1,2,0,0,4,0,1,1,7,5,0,1,2,1,3,1,5,0,0,1,0,5,2,1
s1_c0259,slide1,7.116,14.051,D1,CT2,10,3,4,3,0,2,0,0,3,1,2,1,2,6,2,2,0,2,0,11,0,0,4,1,1,5,1,2,0,0,2,1,2,3,0,0,3,4,3,0
s1_c0260,slide1,7.726,13.897,D1,CT1,1,1,3,1,2,0,0,4,0,4,5,2,1,1,0,4,3,2,5,5,3,4,1,1,1,3,1,7,2,4,2,0,0,2,2,3,5,1,1,0
s1_c0261,slide1,8.9,13.961,D3,CT3,2,4,4,3,0,2,1,2,0,3,0,0,0,3,1,4,2,0,1,1,7,2,1,0,9,6,0,2,0,2,1,1,2,1,0,1,1,2,3,5
s1_c0262,slide1,10.007,14.144,D3,CT3,4,4,7,6,0,1,0,1,0,3,0,1,1,1,0,3,1,1,1,2,0,2,5,0,7,6,0,3,0,7,1,1,4,4,2,6,0,2,3,1
s1_c0263,slide1,10.775,14.057,D3,CT3,2,4,2,6,1,1,3,1,2,1,1,0,0,3,0,5,0,1,0,1,1,0,3,1,7,4,0,0,0,3,1,3,5,0,1,2,0,3,2,2
s1_c0264,slide1,12.117,13.834,D3,CT3,2,0,4,2,1,2,1,2,0,1,0,0,3,1,0,1,2,0,1,0,4,1,2,3,3,5,0,5,3,2,0,3,4,1,0,3,3,3,1,6
s1_c0265,slide1,12.997,14.031,D3,CT3,2,3,2,5,0,1,1,0,0,2,1,0,2,0,0,3,0,0,1,0,5,0,2,0,8,4,0,2,0,2,1,4,1,1,0,2,2,3,2,0
s1_c0266,slide1,13.814,13.89,D3,CT3,7,6,6,4,0,1,1,0,1,1,2,1,2,2,2,5,0,2,0,0,3,1,2,0,6,5,0,1,0,7,1,2,1,3,0,3,0,2,2,2
s1_c0267,slide1,14.727,13.781,D3,CT2,8,2,8,3,1,4,1,0,3,2,7,1,2,0,1,0,0,0,0,11,4,0,1,2,1,3,2,3,0,3,1,0,0,1,1,1,11,3,2,0
s1_c0268,slide1,15.718,13.797,D3,CT1,2,0,1,1,0,0,2,2,0,4,3,3,3,0,1,1,1,2,2,4,1,2,0,3,0,3,2,3,2,2,3,0,2,3,1,2,3,1,3,1
s1_c0269,slide1,17.009,14.052,D3,CT3,4,4,3,4,1,0,0,0,2,3,0,1,0,0,4,3,2,0,0,2,0,0,2,1,4,2,0,2,0,0,1,0,3,0,1,7,0,3,2,3
s1_c0270,slide1,-0.208,14.995,D1,CT0,1,9,3,1,0,1,0,2,0,3,4,2,2,0,1,1,3,2,1,5,2,8,3,7,5,2,2,1,1,2,0,2,1,10,3,2,2,0,2,2
s1_c0271,slide1,0.754,15.001,D1,CT2,9,3,4,2,2,1,0,0,2,2,3,0,1,4,2,0,2,0,4,11,0,2,5,0,1,1,0,3,1,3,2,1,0,7,0,1,5,4,4,0
s1_c0272,slide1,1.958,14.794,D1,CT0,4,6,0,4,0,0,0,1,3,0,4,3,2,1,1,1,3,1,0,4,2,10,3,8,12,5,1,0,1,0,0,5,2,8,0,2,2,1,2,3
s1_c0273,slide1,3.41,14.967,D1,CT1,3,0,3,1,0,0,1,1,0,4,4,0,0,0,2,1,0,5,1,0,4,2,3,2,0,7,3,7,1,0,3,0,0,4,0,2,1,0,3,1
s1_c0274,slide1,4.05,14.813,D1,CT1,1,0,0,2,0,0,3,2,0,3,7,3,1,0,2,2,4,2,3,3,1,4,2,1,0,5,2,8,0,0,3,0,1,1,0,2,0,0,2,2
s1_c0275,slide1,5.137,14.833,D1,CT0,4,4,5,8,1,1,0,1,1,1,4,0,3,0,0,0,0,1,0,5,0,12,1,8,12,4,0,0,3,0,0,2,3,8,2,5,3,1,1,1
s1_c0276,slide1,6.038,14.97,D1,CT1,1,2,4,0,0,0,1,2,0,2,5,3,2,0,1,3,1,1,0,1,0,2,1,1,1,3,6,9,1,2,6,0,1,0,0,1,2,0,0,4
s1_c0277,slide1,7.141,14.751,D1,CT2,8,1,6,3,6,3,0,0,1,5,2,3,6,5,2,1,1,2,3,9,3,2,3,0,5,4,1,1,2,1,2,2,1,4,1,0,2,3,4,2
s1_c0278,slide1,7.758,15.12,D1,CT1,2,1,1,0,1,1,2,1,0,0,4,6,1,0,0,1,2,3,0,4,0,0,0,0,1,2,1,5,2,0,2,1,0,5,1,3,4,2,4,3
s1_c0279,slide1,8.923,15.448,D3,CT3,2,2,3,3,1,4,0,0,2,1,1,1,2,3,0,3,0,0,0,0,1,3,3,0,12,5,2,0,1,0,0,0,2,2,0,4,0,4,0,3
s1_c0280,slide1,10.047,15.083,D3,CT3,1,1,1,0,1,0,1,1,2,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,7,2,0,4,0,3,2,1,2,1,1,3,1,3,2,1
s1_c0281,slide1,10.997,14.812,D3,CT1,4,3,4,0,1,0,2,3,1,1,4,3,1,0,3,3,0,4,2,10,3,3,0,1,3,6,1,6,0,3,4,0,1,3,0,2,3,1,3,1
s1_c0282,slide1,11.965,14.951,D3,CT3,2,2,4,5,0,1,0,0,1,1,0,0,0,0,0,2,0,2,0,0,3,0,3,2,11,3,0,5,0,6,2,1,5,2,0,5,1,3,2,4
s1_c0283,slide1,12.88,14.72,D3,CT2,7,3,1,2,4,2,1,0,0,3,2,0,2,4,1,1,0,1,0,4,3,3,3,2,3,2,4,3,1,2,3,0,0,6,0,1,2,1,5,2
s1_c0284,slide1,13.953,14.932,D3,CT3,5,2,2,8,0,1,0,1,1,1,0,2,1,3,1,5,1,2,2,1,0,1,2,1,7,5,1,2,1,2,1,0,2,0,0,5,1,1,3,2
s1_c0285,slide1,14.861,15.091,D3,CT0,3,4,1,3,0,1,0,0,0,4,2,2,4,0,2,1,1,1,2,1,0,8,5,11,8,5,2,0,2,0,0,1,3,9,0,5,2,0,2,4
s1_c0286,slide1,15.564,15.106,D3,CT3,1,1,1,3,1,1,0,2,1,0,1,1,2,3,0,6,1,1,1,2,6,0,1,0,5,4,0,2,0,5,0,1,2,1,3,6,0,3,2,3
s1_c0287,slide1,16.785,14.814,D3,CT3,0,3,4,2,0,2,0,0,2,2,1,0,1,0,0,2,3,1,1,0,3,1,2,0,5,4,0,0,2,0,0,3,6,0,1,5,1,2,2,2
s1_c0288,slide1,0.086,16.054,D1,CT1,2,0,6,1,0,0,1,0,0,2,4,3,1,1,2,3,4,4,5,5,2,3,0,1,1,4,0,4,1,4,3,0,2,3,0,2,2,0,2,2
s1_c0289,slide1,1.28,16.208,D1,CT1,3,2,3,2,0,2,1,3,0,4,6,4,3,0,0,2,1,3,1,3,3,4,0,1,0,3,2,8,2,2,1,0,0,2,0,2,2,0,2,0
s1_c0290,slide1,2.326,16.316,D1,CT0,4,7,1,3,0,3,0,0,3,1,1,0,7,1,2,0,0,1,1,2,0,4,3,5,7,7,3,0,2,0,2,4,3,8,2,4,4,0,1,2
s1_c0291,slide1,3.017,15.874,D1,CT1,2,2,3,0,1,0,0,0,0,3,2,0,0,1,1,1,2,5,1,5,2,1,1,3,1,4,5,9,3,1,2,0,0,3,1,1,5,0,3,1
s1_c0292,slide1,4.161,15.844,D1,CT3,1,4,1,3,0,1,1,0,7,1,1,1,0,2,0,4,1,0,0,0,4,1,1,0,12,3,1,2,0,1,2,1,2,0,0,2,2,5,3,0
s1_c0293,slide1,5.163,16.01,D1,CT0,5,5,0,5,0,2,0,0,0,0,5,2,6,2,2,0,1,3,1,3,0,10,1,6,9,5,1,0,3,0,2,5,2,10,1,2,3,1,1,3
s1_c0294,slide1,5.875,15.473,D1,CT0,2,8,1,5,0,2,0,1,2,6,2,2,2,4,1,1,1,1,0,3,0,6,10,1,16,3,2,0,1,1,2,5,1,6,3,2,7,1,3,0
s1_c0295,slide1,6.694,15.904,D1,CT1,2,1,5,2,0,2,2,1,0,2,2,6,3,1,0,1,1,3,1,6,1,2,0,2,1,2,1,5,2,2,3,0,0,5,0,3,1,0,2,0
s1_c0296,slide1,8.006,15.951,D1,CT2,7,2,10,2,4,2,0,0,2,5,5,0,1,6,1,1,0,0,4,7,4,3,2,2,5,1,1,2,1,2,6,1,0,6,0,0,8,3,4,1
s1_c0297,slide1,8.683,15.917,D3,CT3,0,5,1,3,0,1,4,1,0,2,0,2,0,1,0,2,0,0,1,0,4,1,0,0,7,5,0,1,0,5,0,0,2,2,0,1,1,1,6,0
s1_c0298,slide1,9.942,15.715,D3,CT3,1,1,1,4,2,0,3,1,2,0,1,0,2,4,0,3,1,0,0,0,4,0,3,2,2,2,0,2,0,1,2,1,2,4,0,3,0,3,1,0
s1_c0299,slide1,11.109,15.956,D3,CT3,1,2,9,2,0,1,0,2,3,1,0,0,0,2,0,4,0,1,0,1,6,0,3,0,9,5,0,3,0,3,0,1,4,0,1,3,0,3,0,1
s1_c0300,slide1,11.744,15.86,D3,CT2,8,3,7,2,1,7,0,0,2,1,2,1,1,5,1,0,1,0,4,7,0,1,2,0,0,4,1,3,0,1,7,0,2,6,0,0,6,3,5,3
s1_c0301,slide1,13.006,16.136,D3,CT3,1,2,5,1,1,2,0,1,0,1,0,4,0,2,0,2,1,1,0,0,2,3,0,2,10,3,0,0,1,1,1,2,2,1,0,4,1,6,2,3
s1_c0302,slide1,14.223,15.835,D3,CT3,1,2,5,4,1,1,0,1,3,1,2,1,2,2,2,6,1,1,0,0,3,1,5,1,10,3,1,1,2,0,0,1,3,1,1,3,1,4,1,1
s1_c0303,slide1,15.065,15.949,D3,CT0,4,8,1,4,1,3,0,0,0,1,7,1,1,0,1,1,1,2,0,2,1,6,1,4,11,2,2,0,1,0,1,2,0,8,2,4,7,0,2,3
s1_c0304,slide1,16.094,15.958,D3,CT0,4,3,0,6,1,0,0,0,3,2,2,1,4,2,1,0,1,1,2,3,2,7,3,6,6,3,1,0,0,1,1,3,2,8,1,5,4,2,2,2
s1_c0305,slide1,17.163,16.102,D3,CT3,2,6,4,7,0,0,2,0,0,3,0,1,0,1,1,1,2,0,1,0,1,0,2,0,11,5,0,4,0,2,2,2,2,1,0,4,1,6,1,2
s1_c0306,slide1,0.312,16.542,D1,CT1,4,0,3,0,0,2,1,0,0,2,7,3,1,0,1,5,1,1,0,4,0,1,1,1,1,1,1,3,0,3,2,0,2,3,0,3,2,0,1,0
s1_c0307,slide1,1.027,16.939,D1,CT0,2,4,3,5,2,0,0,0,2,6,4,2,5,2,3,0,2,2,1,1,0,3,2,8,11,3,1,0,2,1,2,4,2,8,2,4,2,1,3,0
s1_c0308,slide1,2.221,17.137,D1,CT1,3,1,4,2,0,2,1,4,0,0,2,2,3,0,1,2,1,4,4,6,0,2,1,2,0,5,1,4,3,2,1,0,1,3,1,2,1,1,4,4
s1_c0309,slide1,2.988,16.935,D1,CT1,1,1,1,1,0,0,2,2,0,1,8,3,0,0,1,2,1,1,3,4,4,3,1,0,1,2,1,8,1,0,3,1,1,2,1,4,1,1,2,0
s1_c0310,slide1,3.902,16.725,D1,CT3,1,3,1,3,0,0,0,1,1,0,0,1,2,1,0,3,1,2,0,0,5,1,2,1,8,5,0,1,1,1,3,2,2,0,0,0,0,3,1,0
s1_c0311,slide1,5.057,17.059,D1,CT1,7,1,3,0,0,1,2,1,0,2,3,3,0,0,0,3,1,3,1,2,3,1,0,0,1,7,0,10,1,2,1,0,1,4,0,5,3,2,4,2
s1_c0312,slide1,5.891,17.061,D1,CT1,3,3,3,1,0,3,1,2,0,4,3,6,0,0,1,4,2,2,1,4,0,2,1,1,3,3,4,4,2,1,1,0,2,1,1,4,4,0,2,0
s1_c0313,slide1,6.897,16.951,D1,CT1,3,1,1,1,0,1,4,3,0,0,7,2,0,0,0,6,3,3,3,6,0,3,1,0,1,3,1,2,2,4,2,0,1,2,0,8,1,0,1,1
s1_c0314,slide1,7.891,16.791,D1,CT1,5,2,6,0,1,1,3,0,0,3,2,3,1,0,1,1,1,5,2,4,0,1,0,2,1,5,0,4,1,1,1,0,1,1,2,5,2,0,4,1
s1_c0315,slide1,8.587,16.867,D3,CT3,2,8,5,2,0,0,0,0,3,1,0,1,3,1,1,2,1,1,2,1,2,2,2,2,9,4,1,1,1,0,2,0,1,1,0,2,3,3,0,2
s1_c0316,slide1,10.019,16.944,D3,CT2,19,4,4,5,1,1,1,0,0,3,1,1,6,2,0,0,1,1,4,2,1,1,3,1,0,5,2,2,2,0,3,0,0,6,0,1,2,1,5,1
s1_c0317,slide1,10.773,16.842,D3,CT1,0,2,4,0,0,0,2,3,1,4,4,0,2,0,0,3,2,2,0,4,3,0,1,1,0,4,0,6,2,3,1,0,0,2,2,2,6,0,1,0
s1_c0318,slide1,11.981,16.654,D3,CT0,4,5,2,1,0,0,0,2,0,1,4,3,4,0,3,2,0,1,0,2,1,4,5,6,8,3,3,0,0,3,0,3,1,2,4,5,4,1,0,4
s1_c0319,slide1,13.261,16.862,D3,CT0,5,4,3,3,2,1,0,1,2,1,7,2,5,1,1,2,1,2,0,5,0,5,3,5,12,3,1,1,0,1,1,5,2,7,0,5,10,0,4,3
s1_c0320,slide1,13.906,16.989,D3,CT1,2,2,1,1,2,1,2,3,2,2,7,2,0,0,1,1,2,5,2,3,1,4,1,3,2,6,2,5,0,3,4,1,1,4,1,8,2,0,2,2
s1_c0321,slide1,14.902,16.909,D3,CT0,5,4,2,3,1,1,1,2,0,4,1,0,2,0,1,1,0,2,1,1,2,6,5,4,7,6,4,1,0,2,2,2,2,5,1,2,6,0,4,1
s1_c0322,slide1,16.246,16.986,D3,CT1,2,0,1,1,2,0,1,2,1,5,1,2,2,0,0,1,3,5,5,2,2,4,1,1,0,4,1,7,1,1,1,0,2,1,0,2,2,0,2,1
s1_c0323,slide1,17.098,17.015,D3,CT0,1,6,1,4,0,0,0,0,1,0,3,0,2,1,2,1,2,2,2,2,0,2,2,4,14,4,3,1,3,3,0,4,1,6,0,4,4,1,2,0
s2_c0000,slide2,-0.041,0.042,D0,CT0,2,0,3,5,1,0,0,0,3,5,1,0,1,2,1,0,0,2,2,1,1,9,0,8,5,5,0,1,1,3,1,5,1,6,2,1,4,1,6,1
s2_c0001,slide2,1.178,0.088,D0,CT0,1,2,1,1,2,2,0,0,1,2,3,3,3,0,0,1,2,1,1,4,1,8,2,8,4,4,0,0,1,0,2,3,1,10,7,1,3,0,4,0
s2_c0002,slide2,1.956,-0.218,D0,CT0,0,3,2,2,1,3,0,0,0,4,1,1,2,1,1,0,0,0,0,0,0,5,4,11,9,1,3,1,4,1,0,2,1,4,1,1,2,1,3,2
s2_c0003,slide2,3.152,-0.139,D0,CT2,3,4,9,0,4,2,1,0,1,4,1,2,0,6,2,0,2,2,3,5,0,3,2,0,3,3,2,2,0,0,1,2,0,8,1,1,0,3,14,0
s2_c0004,slide2,4.194,-0.14,D0,CT3,1,4,3,3,1,1,3,0,1,1,1,0,0,0,0,2,1,0,1,0,3,0,1,2,10,4,0,0,3,0,1,2,1,0,1,1,0,3,4,2
s2_c0005,slide2,5.035,-0.037,D0,CT2,5,4,13,4,4,5,0,0,3,6,1,0,1,0,0,0,0,2,2,5,1,1,0,2,3,3,0,1,1,1,3,2,0,6,0,0,3,3,6,2
s2_c0006,slide2,5.693,0.201,D0,CT0,1,2,4,3,0,1,0,0,2,7,4,3,2,0,2,3,1,3,1,1,0,4,0,6,7,2,1,0,2,0,0,6,1,14,5,0,0,1,2,1
s2_c0007,slide2,7.045,0.088,D0,CT2,2,5,7,3,8,3,0,0,1,4,2,2,2,5,2,0,2,0,0,3,1,3,1,3,4,2,0,0,1,2,1,1,0,3,1,0,1,2,14,2
s2_c0008,slide2,8.258,0.284,D0,CT3,0,1,3,1,1,2,0,0,3,2,0,0,0,3,0,3,1,2,2,0,0,0,0,0,5,4,0,1,1,6,0,2,1,0,1,2,0,2,6,0
s2_c0009,slide2,9.149,0.005,D2,CT0,2,2,1,7,2,1,0,0,0,7,0,0,0,1,2,1,2,0,0,1,0,9,2,8,3,1,1,1,2,0,1,5,0,7,0,1,1,0,0,1
s2_c0010,slide2,9.943,0.063,D2,CT1,1,0,3,4,4,1,3,0,2,5,2,4,0,0,2,1,2,2,1,5,1,0,0,2,0,1,0,3,4,4,1,0,1,3,0,0,0,1,5,0
s2_c0011,slide2,10.901,0.077,D2,CT2,2,2,10,1,7,5,2,0,1,6,5,0,1,2,2,1,1,0,1,4,0,2,2,3,1,1,0,1,1,0,4,0,0,4,1,0,2,2,9,2
s2_c0012,slide2,11.935,0.212,D2,CT2,3,2,10,5,4,3,0,0,1,10,5,0,0,3,1,0,1,0,3,3,0,4,1,1,1,3,0,0,0,3,4,1,0,6,1,0,1,0,10,0
s2_c0013,slide2,12.869,-0.212,D2,CT2,2,3,5,1,4,4,1,0,0,3,2,3,2,5,1,1,1,0,3,2,2,3,1,0,1,0,0,2,4,1,3,0,0,5,0,0,4,2,8,0
s2_c0014,slide2,14.185,0.292,D2,CT2,2,2,3,4,1,3,1,0,0,3,2,2,1,3,1,0,1,1,4,5,2,1,4,1,2,5,0,0,2,0,1,0,1,7,1,0,0,1,10,1
s2_c0015,slide2,15.279,0.264,D2,CT2,0,3,6,3,6,3,0,0,1,3,3,0,3,1,1,0,1,0,3,1,2,0,2,1,2,1,0,0,0,2,3,0,0,7,2,0,3,2,4,1
s2_c0016,slide2,15.965,-0.092,D2,CT2,2,2,3,0,0,3,0,0,2,3,2,1,1,2,2,0,0,0,4,4,1,2,1,2,4,4,1,0,1,1,1,1,0,4,0,0,0,0,14,2
s2_c0017,slide2,16.773,0.124,D2,CT2,1,4,6,3,3,4,0,0,2,7,2,1,0,2,1,0,1,0,2,3,1,1,4,1,2,0,0,1,3,2,2,0,0,4,0,0,7,1,10,0
s2_c0018,slide2,0.07,1.227,D0,CT1,2,0,3,1,2,1,4,0,0,6,3,2,1,0,0,4,5,3,4,0,1,1,0,3,2,4,0,3,4,7,5,0,1,4,1,0,0,1,8,7
s2_c0019,slide2,1.186,1.032,D0,CT3,0,3,4,1,1,2,1,0,1,1,0,0,2,2,0,2,1,0,1,0,1,1,3,2,2,4,0,2,2,0,0,2,1,0,0,0,1,0,5,1
s2_c0020,slide2,2.302,0.918,D0,CT0,0,1,3,8,2,2,0,0,0,3,0,1,2,1,1,2,2,1,0,3,0,7,3,5,9,0,0,0,2,1,2,5,2,5,4,0,1,0,0,2
s2_c0021,slide2,2.871,1.117,D0,CT1,0,1,0,2,2,1,0,3,0,2,1,3,2,0,0,4,4,3,0,1,4,2,0,0,0,4,1,1,2,6,1,0,1,1,0,0,1,0,1,2
s2_c0022,slide2,4.135,1.354,D0,CT3,0,4,4,5,2,2,0,1,2,0,1,3,0,0,0,2,1,0,1,0,0,1,2,0,3,9,0,1,2,3,3,4,2,1,0,2,0,4,2,2
s2_c0023,slide2,5.134,0.92,D0,CT0,1,2,4,4,0,2,0,0,0,8,3,2,2,1,0,1,1,0,1,3,0,5,1,9,9,4,0,0,5,1,0,1,2,6,4,1,5,1,5,2
s2_c0024,slide2,5.917,0.863,D0,CT0,0,2,0,4,4,0,0,0,1,3,1,0,7,0,3,0,0,3,0,4,0,5,1,9,5,3,0,0,4,1,3,1,2,5,1,0,2,0,9,0
s2_c0025,slide2,7.249,1.23,D0,CT1,1,1,6,1,2,1,0,4,0,4,2,1,1,0,1,4,3,5,2,1,1,2,0,1,0,5,1,0,1,3,2,1,0,2,0,0,1,0,7,0
s2_c0026,slide2,7.93,0.992,D0,CT1,1,3,7,0,3,2,2,2,0,3,0,4,0,0,0,0,3,5,2,3,0,4,0,0,1,1,2,1,3,2,4,0,0,1,0,0,2,0,4,1
s2_c0027,slide2,8.968,0.622,D2,CT2,4,3,6,1,8,3,0,0,1,4,6,0,2,5,0,0,0,0,2,4,1,3,0,0,2,4,1,0,4,3,2,0,2,5,1,0,0,5,14,0
s2_c0028,slide2,9.878,1.014,D2,CT2,2,1,6,1,3,7,0,0,0,3,0,1,1,5,2,0,1,0,2,9,3,2,1,3,0,1,0,1,1,0,3,1,0,3,1,2,1,0,14,1
s2_c0029,slide2,10.89,0.828,D2,CT0,1,2,0,4,0,4,1,1,0,3,0,0,4,0,2,2,2,1,0,3,1,6,1,2,8,4,1,0,6,0,1,3,1,7,3,0,0,2,3,1
s2_c0030,slide2,12.01,0.684,D2,CT1,1,1,0,0,2,2,1,0,0,11,2,5,0,0,1,1,3,2,4,1,0,4,0,0,0,1,0,2,2,3,2,0,0,1,0,0,0,0,5,0
s2_c0031,slide2,13.029,1.137,D2,CT3,0,3,6,4,0,0,1,2,1,1,1,0,1,2,0,2,3,1,0,0,1,0,2,0,2,1,1,2,4,1,2,4,3,1,0,0,1,1,0,2
s2_c0032,slide2,14.111,1.091,D2,CT1,1,0,6,0,2,1,6,1,1,8,2,5,0,0,0,4,1,3,2,3,1,4,1,1,1,4,1,0,4,2,2,1,0,1,0,0,1,0,6,2
s2_c0033,slide2,15.045,1.139,D2,CT2,7,4,7,6,3,3,0,0,0,3,1,1,3,5,1,0,2,0,0,3,2,1,2,0,1,0,0,0,1,5,3,1,0,12,2,1,2,1,3,1
s2_c0034,slide2,16.307,1.301,D2,CT3,0,1,1,4,0,2,1,2,3,5,0,0,0,0,1,6,0,0,1,0,3,1,2,0,3,2,0,2,3,2,0,5,2,0,1,1,0,4,6,2
s2_c0035,slide2,16.909,0.853,D2,CT2,3,1,8,4,1,1,2,0,0,8,3,2,2,8,2,1,0,2,2,9,3,4,1,1,4,1,1,0,0,4,3,0,2,5,1,0,0,4,12,1
s2_c0036,slide2,0.121,1.831,D0,CT3,1,1,2,3,2,0,2,1,0,3,0,1,0,3,1,0,1,0,1,0,1,0,0,0,3,3,0,0,0,2,0,5,2,0,0,0,1,0,2,4
s2_c0037,slide2,0.91,1.691,D0,CT0,1,2,1,3,1,1,0,1,2,2,2,0,1,0,3,1,1,1,0,2,1,0,1,5,6,1,0,0,5,0,1,2,1,9,2,0,1,0,2,3
s2_c0038,slide2,1.617,1.856,D0,CT2,4,2,6,2,4,4,2,0,3,2,1,2,3,4,0,1,0,1,2,7,3,0,0,0,1,1,0,1,2,0,3,1,0,3,1,0,2,3,12,2
s2_c0039,slide2,3.064,2.165,D0,CT0,1,4,3,1,0,1,1,0,0,6,3,3,4,1,2,1,1,0,1,3,0,2,1,10,8,2,2,0,2,1,2,4,2,2,2,2,0,2,5,2
s2_c0040,slide2,4.168,2.009,D0,CT0,0,4,1,7,0,2,0,2,2,2,1,3,3,0,1,3,4,3,0,2,2,8,1,7,8,1,0,0,1,1,0,7,1,10,4,0,3,1,2,3
s2_c0041,slide2,4.984,2.271,D0,CT3,1,2,6,0,1,0,2,0,0,1,3,1,1,0,0,2,1,0,0,1,1,1,2,0,4,4,0,1,3,0,1,1,2,3,3,1,0,3,4,0
s2_c0042,slide2,6.072,2.266,D0,CT2,3,4,9,2,7,3,0,0,0,6,1,1,1,3,0,1,3,0,0,4,1,0,1,2,4,1,0,0,2,1,3,0,0,4,0,0,1,3,14,1
s2_c0043,slide2,6.962,1.88,D0,CT0,1,3,4,1,0,0,0,0,2,5,4,2,3,0,0,3,3,0,1,0,0,4,2,6,8,5,0,0,2,0,2,3,1,3,2,2,2,1,2,4
s2_c0044,slide2,7.922,2.121,D0,CT0,1,2,1,3,2,1,0,1,1,4,3,0,3,1,0,0,1,2,0,1,0,3,2,10,5,1,0,0,2,1,0,5,0,7,1,1,5,0,4,0
s2_c0045,slide2,9.055,1.856,D2,CT2,6,2,9,2,4,4,0,0,1,7,1,0,1,3,0,1,0,0,2,2,3,1,3,0,1,3,0,3,1,2,4,0,0,7,0,0,5,2,6,0
s2_c0046,slide2,9.982,2.183,D2,CT3,1,0,4,3,2,1,1,1,1,1,1,2,1,1,2,4,0,0,0,1,0,1,0,1,6,2,0,0,2,4,0,5,0,2,1,2,0,4,5,7
s2_c0047,slide2,11.242,2.089,D2,CT3,2,3,8,3,1,0,1,3,2,3,0,1,1,2,0,2,0,1,2,2,3,2,1,0,6,3,0,3,3,2,0,4,1,3,1,0,0,3,3,2
s2_c0048,slide2,12.046,2.075,D2,CT2,6,2,11,4,1,6,1,0,2,3,2,1,2,2,2,1,2,0,4,2,1,4,0,1,3,2,0,0,2,1,1,0,1,1,0,1,4,3,11,2
s2_c0049,slide2,13.103,1.764,D2,CT1,2,1,3,0,3,3,3,1,0,4,2,0,0,0,1,1,4,3,2,0,0,3,0,2,2,7,2,1,3,3,3,0,0,1,0,1,2,1,0,1
s2_c0050,slide2,13.903,2.073,D2,CT1,1,1,3,1,1,4,1,1,0,5,2,3,0,0,0,1,1,3,5,1,2,3,0,2,0,0,1,1,1,5,2,0,0,4,1,0,2,0,0,0
s2_c0051,slide2,15.086,2.195,D2,CT1,4,0,3,0,0,2,1,1,2,2,0,2,0,0,0,1,1,2,3,3,4,2,0,3,0,3,1,1,3,3,1,0,1,1,0,0,1,0,5,2
s2_c0052,slide2,15.896,2.074,D2,CT0,3,0,1,2,0,1,0,1,0,0,1,3,6,1,3,2,5,0,0,3,1,5,2,7,7,4,1,0,2,0,1,7,1,9,0,2,0,0,6,6
s2_c0053,slide2,16.989,2.17,D2,CT1,1,0,4,0,2,1,1,1,0,1,1,3,1,0,1,0,2,3,2,1,1,0,1,1,0,5,0,2,5,3,2,0,1,2,0,1,1,0,3,0
s2_c0054,slide2,-0.256,3.132,D0,CT3,0,6,4,2,0,1,3,1,3,2,1,0,0,0,1,3,1,3,1,0,3,2,0,0,1,4,0,0,2,1,1,4,1,1,2,0,1,2,5,2
s2_c0055,slide2,0.927,2.93,D0,CT0,4,2,1,4,1,4,1,0,2,4,2,0,4,0,2,0,2,3,1,1,0,9,1,8,3,0,0,0,4,1,5,5,0,6,1,1,0,1,1,2
s2_c0056,slide2,1.639,3.011,D0,CT2,6,0,14,5,2,5,2,0,0,5,1,1,1,3,0,2,2,0,1,4,2,0,1,1,2,2,0,0,0,2,3,0,0,11,0,1,0,0,10,1
s2_c0057,slide2,2.859,3.193,D0,CT0,1,2,0,2,1,1,0,1,0,5,3,3,2,0,1,0,3,1,1,3,1,6,1,3,5,5,0,0,1,0,1,4,0,8,4,1,3,0,6,1
s2_c0058,slide2,4.272,2.929,D0,CT0,0,5,0,5,3,2,0,0,2,2,3,0,3,2,0,0,2,0,0,3,0,4,4,8,6,2,0,0,5,0,1,0,1,8,2,0,3,1,3,2
s2_c0059,slide2,5.264,3.095,D0,CT3,0,3,2,3,2,3,0,0,0,3,1,0,1,1,0,2,1,0,2,0,6,0,2,1,5,2,0,1,1,1,0,4,4,0,1,2,0,2,3,2
s2_c0060,slide2,5.66,3.079,D0,CT0,0,2,5,6,3,1,0,0,1,0,5,1,5,0,1,0,0,3,0,1,1,3,1,9,5,8,0,0,1,0,1,4,4,7,4,2,1,0,1,2
s2_c0061,slide2,6.862,3.176,D0,CT0,1,1,1,0,1,1,0,2,2,5,5,1,6,1,1,0,2,0,2,1,0,4,0,6,7,5,0,1,6,0,1,4,0,3,5,0,0,1,3,5
s2_c0062,slide2,8.145,2.854,D0,CT3,0,2,2,3,1,3,1,1,2,1,1,1,0,1,0,0,2,0,1,0,3,0,1,2,5,1,1,0,1,0,4,0,3,2,0,0,1,4,8,2
s2_c0063,slide2,9.349,3.128,D2,CT0,3,2,3,1,2,0,0,0,0,4,0,0,2,2,1,0,1,2,0,2,0,7,2,6,12,6,1,0,4,1,0,3,0,8,2,0,1,1,6,0
